eid,canonical_name,entity_type,is_inferred,created_source,fund_rows,fund_aum_usd,filer_rows,filer_aum_usd,ech_class,ech_is_activist,ech_source,ciks
2289,"BlackRock Capital Investment Advisors, LLC",institution,True,managers,,0.0,,0.0,passive,False,managers,0001717705
3172,BlackRock Investment Management (Taiwan) Ltd,institution,True,managers,,0.0,,0.0,passive,False,managers,0001512561
3177,BLACKROCK FUND MANAGEMENT CO. S.A.,institution,True,managers,,0.0,,0.0,passive,False,managers,0001559920
3562,BlackRock Asset Management North Asia Ltd,institution,True,managers,,0.0,,0.0,passive,False,managers,0001579409
3609,BlackRock Asset Management Schweiz AG,institution,True,managers,,0.0,,0.0,passive,False,managers,0001654470
4725,BlackRock Asset Management Canada Ltd,institution,True,managers,,0.0,,0.0,passive,False,managers,0001050459
4732,BlackRock Asset Management Ireland Ltd,institution,True,managers,,0.0,,0.0,passive,False,managers,0001503309
4962,BLACKROCK CAPITAL MANAGEMENT INC,institution,True,managers,,0.0,,0.0,passive,False,managers,0001173486
5347,"BlackRock Investment Management, LLC",institution,True,managers,,0.0,,0.0,passive,False,managers,0001305227
5351,BlackRock (Luxembourg) S.A.,institution,True,managers,,0.0,,0.0,passive,False,managers,0001426606
1474,BlackRock Fund Managers Ltd.,institution,True,managers,,0.0,,0.0,passive,False,managers,0001388402
6809,BlackRock Investment Management (Australia) Ltd,institution,True,managers,,0.0,,0.0,passive,False,managers,0001461626
7126,"BlackRock International, Ltd.",institution,True,managers,,0.0,,0.0,passive,False,managers,0001426459
8177,"BlackRock Institutional Trust Company, N.A.",institution,True,managers,,0.0,,0.0,passive,False,managers,0000913414
1968,BlackRock Investment Management (UK) Ltd.,institution,True,managers,,0.0,,0.0,passive,False,managers,0001388401
9054,BlackRock (Netherlands) B.V.,institution,True,managers,,0.0,,0.0,passive,False,managers,0001388399
10181,BlackRock Group LTD,institution,True,managers,,0.0,,0.0,passive,False,managers,0001003283
1397,BlackRock Advisors (UK) Ltd,institution,True,managers,,0.0,,0.0,passive,False,managers,0001034551
10413,BlackRock Asset Management Deutschland AG,institution,True,managers,,0.0,,0.0,passive,False,managers,0001415064
11037,BlackRock Life Ltd,institution,True,managers,,0.0,,0.0,passive,False,managers,0001549649
11925,"BlackRock Global Allocation Fund, Inc.",fund,True,fund_universe,,0.0,,0.0,active,False,fund_universe,0000834237
11915,"BlackRock Emerging Markets Fund, Inc.",fund,True,fund_universe,,0.0,,0.0,active,False,fund_universe,
11916,BlackRock Equity Dividend Fund,fund,True,fund_universe,,0.0,,0.0,active,False,fund_universe,
11917,BlackRock Defensive Advantage Emerging Markets Fund,fund,True,fund_universe,,0.0,,0.0,active,False,fund_universe,
11923,BlackRock Advantage Emerging Markets Fund,fund,True,fund_universe,,0.0,,0.0,active,False,fund_universe,
11924,BlackRock Sustainable Emerging Markets Equity Fund,fund,True,fund_universe,,0.0,,0.0,active,False,fund_universe,
11926,BlackRock Mid-Cap Value Fund,fund,True,fund_universe,,0.0,,0.0,active,False,fund_universe,
11927,BlackRock Natural Resources Trust,fund,True,fund_universe,,0.0,,0.0,active,False,fund_universe,
11928,BlackRock LifePath ESG Index 2055 Fund,fund,True,fund_universe,,0.0,,0.0,passive,False,fund_universe,
11929,BlackRock LifePath ESG Index 2030 Fund,fund,True,fund_universe,,0.0,,0.0,passive,False,fund_universe,
11930,BlackRock LifePath ESG Index 2065 Fund,fund,True,fund_universe,,0.0,,0.0,passive,False,fund_universe,
11931,BlackRock LifePath ESG Index 2050 Fund,fund,True,fund_universe,,0.0,,0.0,passive,False,fund_universe,
11932,BlackRock LifePath ESG Index 2070 Fund,fund,True,fund_universe,,0.0,,0.0,passive,False,fund_universe,
11933,BlackRock LifePath ESG Index 2035 Fund,fund,True,fund_universe,,0.0,,0.0,passive,False,fund_universe,
11934,BlackRock LifePath ESG Index 2040 Fund,fund,True,fund_universe,,0.0,,0.0,passive,False,fund_universe,
11935,BlackRock LifePath ESG Index 2060 Fund,fund,True,fund_universe,,0.0,,0.0,passive,False,fund_universe,
11936,BlackRock LifePath ESG Index Retirement Fund,fund,True,fund_universe,,0.0,,0.0,passive,False,fund_universe,
11937,BlackRock LifePath ESG Index 2045 Fund,fund,True,fund_universe,,0.0,,0.0,passive,False,fund_universe,
11938,BlackRock Unconstrained Equity Fund,fund,True,fund_universe,,0.0,,0.0,active,False,fund_universe,
