eid,canonical_name,entity_type,is_inferred,created_source,fund_rows,fund_aum_usd,filer_rows,filer_aum_usd,ech_class,ech_is_activist,ech_source,ciks
15247,BlackRock LifePath Index 2070 Fund,fund,True,fund_universe,,0.0,,0.0,passive,False,fund_universe,
15248,BlackRock LifePath Index 2040 Fund,fund,True,fund_universe,,0.0,,0.0,passive,False,fund_universe,
15249,BlackRock Advantage CoreAlpha Bond Fund,fund,True,fund_universe,,0.0,,0.0,active,False,fund_universe,
16005,NVIT BlackRock Equity Dividend Fund,fund,True,fund_universe,,0.0,,0.0,active,False,fund_universe,
16263,LVIP BlackRock Global Allocation Managed Risk Fund,fund,True,fund_universe,,0.0,,0.0,active,False,fund_universe,
16281,LVIP BlackRock Dividend Value Managed Volatility Fund,fund,True,fund_universe,,0.0,,0.0,active,False,fund_universe,
16305,LVIP BlackRock Equity Dividend Fund,fund,True,fund_universe,,0.0,,0.0,active,False,fund_universe,
16310,LVIP BlackRock Real Estate Fund,fund,True,fund_universe,,0.0,,0.0,active,False,fund_universe,
16321,LVIP BlackRock Global Allocation Fund,fund,True,fund_universe,,0.0,,0.0,active,False,fund_universe,
1311,BlackRock Brasil Gestora de Investimentos Ltd.,institution,True,managers,,0.0,,0.0,passive,False,managers,0001579408
13390,JNL/BlackRock Global Allocation Fund,fund,True,fund_universe,,0.0,,0.0,active,False,fund_universe,
