cik,filer_rows,filer_aum,distinct_filer_eids,filer_eid,filer_name,filer_canonical_name,filer_entity_type
0000102909,68763,25287319401601,1,4375,Vanguard Group Inc,VANGUARD GROUP INC,institution
0002012383,199623,21642696386420,1,3241,"BlackRock, Inc.","BlackRock, Inc.",institution
0000093751,17111,10959488280503,1,7984,State Street Corp,STATE STREET CORP,institution
0000315066,52627,7224109597498,1,10443,FMR LLC,FMR LLC,institution
0000895421,179943,6289007374116,1,2920,Morgan Stanley,MORGAN STANLEY,institution
0000019617,129604,6160583000176,1,4433,JPMorgan Chase & Co,JPMORGAN CHASE & CO,institution
0001214717,34077,5886698623841,1,7859,"Geode Capital Management, LLC","GEODE CAPITAL MANAGEMENT, LLC",institution
0000070858,87377,4355363582472,1,8424,Bank of America Corp /DE/,BANK OF AMERICA CORP /DE/,institution
0001374170,7008,3085435929741,1,91,Norges Bank,Norges Bank,institution
0001446194,56104,3048650061959,1,9755,"Susquehanna International Group, LLP","SUSQUEHANNA INTERNATIONAL GROUP, LLP",institution
0000073124,83696,2966811165093,1,4435,Northern Trust Corp,NORTHERN TRUST CORP,institution
0000886982,51055,2864169335036,1,5386,Goldman Sachs Group Inc,GOLDMAN SACHS GROUP INC,institution
0001422849,2274,2772492298503,1,6657,Capital World Investors,Capital World Investors,institution
0001423053,63239,2426293600606,1,260,Citadel Advisors LLC,CITADEL ADVISORS LLC,institution
0000914208,97136,2402839895188,1,569,Invesco Ltd.,Invesco Ltd.,institution
0001610520,92046,2376658834754,1,8369,UBS Group AG,UBS Group AG,institution
0001562230,1786,2346455288639,1,7136,Capital International Investors,Capital International Investors,institution
0000884546,14453,2288357479437,1,5687,Charles Schwab Investment Management Inc,CHARLES SCHWAB INVESTMENT MANAGEMENT INC,institution
0001595888,59885,2221838679054,1,7345,"Jane Street Group, LLC","JANE STREET GROUP, LLC",institution
0001000275,111747,2203028031000,1,7440,Royal Bank of Canada,Royal Bank of Canada,institution
0001390777,129668,2159336878570,1,1401,Bank of New York Mellon Corp,Bank of New York Mellon Corp,institution
0001422848,1754,2034057802585,1,7125,Capital Research Global Investors,Capital Research Global Investors,institution
0000072971,71072,1998738976198,1,3144,Wells Fargo & Company /MN/,WELLS FARGO & COMPANY/MN,institution
0000861177,76472,1818041880948,1,3583,"UBS Am, A Distinct Business Unit of UBS Asset Management Americas LLC","UBS AM, a distinct business unit of UBS ASSET MANAGEMENT AMERICAS LLC",institution
0000354204,54963,1776963373166,1,5026,Dimensional Fund Advisors LP,DIMENSIONAL FUND ADVISORS LP,institution
0000902219,22707,1693075722565,1,11220,Wellington Management Group LLP,WELLINGTON MANAGEMENT GROUP LLP,institution
0000820027,44425,1654076961123,1,10178,Ameriprise Financial Inc,AMERIPRISE FINANCIAL INC,institution
0000764068,31416,1621409307736,1,7307,Legal & General Group Plc,Legal & General Group Plc,institution
0000038777,55862,1533366557600,1,4805,Franklin Resources Inc,FRANKLIN RESOURCES INC,institution
0001871926,32024,1452249244319,1,9554,"Nuveen, LLC","Nuveen, LLC",institution
0001407543,17713,1337500589128,1,8477,Envestnet Asset Management Inc,ENVESTNET ASSET MANAGEMENT INC,institution
0001403438,22554,1266248197508,1,2633,LPL Financial LLC,LPL Financial LLC,institution
0000912938,14985,1248809291787,1,5047,Massachusetts Financial Services Co /MA/,MASSACHUSETTS FINANCIAL SERVICES CO /MA/,institution
0001330387,26938,1243534773649,1,2214,Amundi,Amundi SA,institution
0001109448,13000,1217227177370,1,8497,AllianceBernstein L.P.,ALLIANCEBERNSTEIN L.P.,institution
0000720005,54224,1193849994729,1,4723,Raymond James Financial Inc,RAYMOND JAMES FINANCIAL INC,institution
0000948046,54445,1113324269688,1,7510,Deutsche Bank Ag\,DEUTSCHE BANK AG\,institution
0000850529,4016,1052169521492,1,1755,"Fisher Asset Management, LLC","Fisher Asset Management, LLC",institution
0000927971,52494,968433043822,1,10335,Bank of Montreal /can/,BANK OF MONTREAL /CAN/,institution
0001452861,14805,952289203070,1,9665,"IMC-Chicago, LLC","IMC-Chicago, LLC",institution
0001859606,8027,901637582623,1,7382,Optiver Holding B.V.,Optiver Holding B.V.,institution
0000312069,47197,898392595016,1,7985,Barclays PLC,BARCLAYS PLC,institution
0001273087,23520,867039767967,1,164,Millennium Management LLC,MILLENNIUM MANAGEMENT LLC,institution
0000831001,58710,850131649034,1,10911,Citigroup Inc,CITIGROUP INC,institution
0001274173,17562,828807706770,1,1399,Janus Henderson Group PLC,JANUS HENDERSON GROUP PLC,institution
0001067983,339,801302283528,1,7443,Berkshire Hathaway Inc,Berkshire Hathaway Inc,institution
0001126328,18127,761527173963,1,7316,Principal Financial Group Inc,PRINCIPAL FINANCIAL GROUP INC,institution
0001166588,68658,752469069479,1,5936,BNP Paribas Financial Markets,BNP PARIBAS FINANCIAL MARKETS,institution
0000748054,11318,742541969672,1,9751,American Century Companies Inc,AMERICAN CENTURY COMPANIES INC,institution
0000200217,874,724016147658,1,15,Dodge & Cox,Dodge & Cox,institution
0000713676,67634,694159727719,1,5342,"PNC Financial Services Group, Inc.","PNC Financial Services Group, Inc.",institution
0000053417,3195,649533139183,1,6938,Jennison Associates LLC,JENNISON ASSOCIATES LLC,institution
0001582202,9355,648880030022,1,6727,Swiss National Bank,Swiss National Bank,institution
0000919079,4431,648422024310,1,1955,California Public Employees Retirement System,California Public Employees Retirement System,institution
0001475365,4164,646043618046,1,9005,"Sumitomo Mitsui Trust Group, Inc.","Sumitomo Mitsui Trust Group, Inc.",institution
0001009207,22559,612992064337,1,8145,"D. E. Shaw & Co., Inc.","D. E. Shaw & Co., Inc.",institution
0001040188,11149,601017210754,1,9130,Victory Capital Management Inc,VICTORY CAPITAL MANAGEMENT INC,institution
0001164508,7337,594060338496,1,1558,"Arrowstreet Capital, Limited Partnership","ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",institution
0001141802,15097,567604569274,1,682,Northwestern Mutual Wealth Management Co,NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,institution
0001167557,58489,564581486767,1,9246,AQR Capital Management LLC,AQR CAPITAL MANAGEMENT LLC,institution
0000815917,20034,554354107438,1,10910,Jones Financial Companies Lllp,JONES FINANCIAL COMPANIES LLLP,institution
0001465109,13900,520530921314,1,2483,Neuberger Berman Group LLC, NEUBERGER BERMAN GROUP LLC,institution
0001466546,6447,520223547941,1,4105,"Mitsubishi UFJ Asset Management Co., Ltd.","Mitsubishi UFJ Asset Management Co., Ltd.",institution
0001445893,482,515566868154,1,10924,Ctc LLC,CTC LLC,institution
0001283718,5959,511854219000,1,4102,Canada Pension Plan Investment Board,CANADA PENSION PLAN INVESTMENT BOARD,institution
0000763212,1314,509829137562,1,6309,Primecap Management Co /CA/,PRIMECAP MANAGEMENT CO/CA/,institution
0000873630,27560,509565509362,1,1354,HSBC Holdings PLC,HSBC HOLDINGS PLC,institution
0001125816,11367,509169834716,1,136,First Trust Advisors LP,FIRST TRUST ADVISORS LP,institution
0001088875,3620,503816739696,1,7996,Baillie Gifford & Co,BAILLIE GIFFORD & CO,institution
0000944388,2652,496185593824,1,6698,1832 Asset Management L.P.,1832 Asset Management L.P.,institution
0001348883,3127,495324714092,1,1013,"Clearbridge Investments, LLC","Clearbridge Investments, LLC",institution
0001540235,21584,494043766374,1,6993,Creative Planning,Creative Planning,institution
0001608046,2187,483711604719,1,10056,National Pension Service,National Pension Service,institution
0000318989,6571,483200833586,1,5956,FIL Ltd,FIL Ltd,institution
0001086619,12658,477094692015,1,4931,Schroder Investment Management Group,SCHRODER INVESTMENT MANAGEMENT GROUP,institution
0001056053,6708,473238909810,1,3775,TD Asset Management Inc,TD Asset Management Inc,institution
0001115418,16735,471885344050,1,6480,Rhumbline Advisers,RHUMBLINE ADVISERS,institution
0000315032,816,469261436194,1,6034,State Farm Mutual Automobile Insurance Co,STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,institution
0000928047,11552,460792802520,1,8179,"Manufacturers Life Insurance Company, the","MANUFACTURERS LIFE INSURANCE COMPANY, THE",institution
0001218210,7892,433092337795,1,7271,Nordea Investment Management Ab,NORDEA INVESTMENT MANAGEMENT AB,institution
0001694217,8969,419317111388,1,7407,"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main","DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main",institution
0000720672,37594,417581651459,1,9349,Stifel Financial Corp,STIFEL FINANCIAL CORP,institution
0000926171,21886,411144857560,1,570,National Bank of Canada /FI/,NATIONAL BANK OF CANADA /FI/,institution
0001993888,8123,395140500509,1,3404,Pictet Asset Management Holding SA,Pictet Asset Management Holding SA,institution
0001068837,16148,387820952524,1,1591,Voya Investment Management LLC,Voya Investment Management LLC,institution
0001729829,14111,379853536923,1,5512,Qube Research & Technologies Ltd,Qube Research & Technologies Ltd,institution
0001318757,23019,375995973667,1,4706,"Marshall Wace, LLP","MARSHALL WACE, LLP",institution
0001081019,12122,373159686066,1,1357,California State Teachers Retirement System,CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,institution
0001642575,17376,372090220278,1,3715,Squarepoint Ops LLC,Squarepoint Ops LLC,institution
0001386060,6989,366713463521,1,9143,Boston Partners,Boston Partners,institution
0000350894,22781,358272074045,1,4749,Sei Investments Co,SEI INVESTMENTS CO,institution
0001632341,3233,354166970698,1,2498,Belvedere Trading LLC,Belvedere Trading LLC,institution
0001535323,14956,348402190681,1,589,Allianz Asset Management GmbH,Allianz Asset Management GmbH,institution
0001462245,14949,333033803791,1,7010,"HighTower Advisors, LLC","HighTower Advisors, LLC",institution
0001692234,96267,331168799644,1,7146,"Russell Investments Group, Ltd.","Russell Investments Group, Ltd.",institution
0000316011,4,326085954554,1,1065,Lilly Endowment Inc, LILLY ENDOWMENT INC,institution
0000036104,39117,324011756559,1,6120,US Bancorp \de\,US BANCORP \DE\,institution
0000927337,14699,323521184926,1,6474,"Wolverine Trading, LLC","WOLVERINE TRADING, LLC",institution
0000919859,6756,317558907435,1,9231,Mackenzie Financial Corp,MACKENZIE FINANCIAL CORP,institution
0001137774,14451,314553329621,1,10914,Prudential Financial Inc,PRUDENTIAL FINANCIAL INC,institution
0001508097,185,309507453692,1,4404,"Sanders Capital, LLC","Sanders Capital, LLC",institution
0001948780,18305,306582023929,1,3098,Corient Private Wealth LLC,Corient Private Wealth LLC,institution
0001345929,12032,294431948923,1,4729,Brown Advisory Inc,BROWN ADVISORY INC,institution
0000946431,2820,290989012285,1,9050,Swedbank AB,Swedbank AB,institution
0001373442,21944,290756394415,1,4993,"Mariner, LLC","Mariner, LLC",institution
0001666741,17311,288429935781,1,4611,Cetera Investment Advisers,Cetera Investment Advisers,institution
0001218710,11648,284584392850,1,7877,Balyasny Asset Management L.P.,Balyasny Asset Management L.P.,institution
0001037389,13570,281458159015,1,998,Renaissance Technologies LLC,RENAISSANCE TECHNOLOGIES LLC,institution
0000092230,20134,279825283783,1,6058,Truist Financial Corp,TRUIST FINANCIAL CORP,institution
0001546007,4595,273079396709,1,1249,Assenagon Asset Management S.A.,Assenagon Asset Management S.A.,institution
0001466153,1361,267494012105,1,4287,Artisan Partners Limited Partnership,Artisan Partners Limited Partnership,institution
0001418333,11004,265651016995,1,11004,Macquarie Group Ltd,MACQUARIE GROUP LTD,institution
0000813917,910,262547811801,1,6690,Harris Associates L P,HARRIS ASSOCIATES L P,institution
0001001085,456,259476690705,1,4751,BROOKFIELD Corp /ON/,Brookfield Corp /ON/,institution
0001697233,368,258853267032,1,7623,GQG Partners LLC,GQG Partners LLC,institution
0001418773,3440,252569610028,1,2113,Robeco Institutional Asset Management B.V.,Robeco Institutional Asset Management B.V.,institution
0001632972,14097,252555602240,1,6295,"Wealth Enhancement Advisory Services, LLC","WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",institution
0000312348,4487,246894325430,1,7650,Loomis Sayles & Co L P,LOOMIS SAYLES & CO L P,institution
0000947263,12609,243569232205,1,1957,Toronto Dominion Bank,TORONTO DOMINION BANK,institution
0001165408,3457,242548462403,1,5215,"Adage Capital Partners Gp, L.L.C.","ADAGE CAPITAL PARTNERS GP, L.L.C.",institution
0001890906,13074,241512876232,1,6053,"Allspring Global Investments Holdings, LLC","Allspring Global Investments Holdings, LLC",institution
0001179392,13981,241331141709,1,8651,"Two Sigma Investments, LP","TWO SIGMA INVESTMENTS, LP",institution
0001163653,8870,241263647562,1,5214,Nomura Holdings Inc,NOMURA HOLDINGS INC,institution
0001230239,770,239075077687,1,8653,Alkeon Capital Management LLC,ALKEON CAPITAL MANAGEMENT LLC,institution
0001716774,7332,237885186053,1,1372,Aberdeen Group plc,Aberdeen Group plc,institution
0001603466,10092,236789814757,1,9956,"Point72 Asset Management, L.P.","Point72 Asset Management, L.P.",institution
0001566475,14611,235733257768,1,2377,Cerity Partners LLC,Cerity Partners LLC,institution
0001648711,12312,235304085712,1,5817,"Baird Financial Group, Inc.","Baird Financial Group, Inc.",institution
0001542153,8766,234407619968,1,9738,Focus Partners Wealth,Focus Partners Wealth,institution
0001388391,16707,234222006442,1,4835,Walleye Trading LLC,Walleye Trading LLC,institution
0002057170,8148,228438157082,1,10857,Universal- Beteiligungs- und Servicegesellschaft mbH,Universal- Beteiligungs- und Servicegesellschaft mbH,institution
0001454984,6768,228265268108,1,5939,"Ensign Peak Advisors, Inc","Ensign Peak Advisors, Inc",institution
0001705339,17150,227988983160,1,1787,MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,institution
0000067088,4,223996130902,1,7109,Mitsubishi Ufj Financial Group Inc,MITSUBISHI UFJ FINANCIAL GROUP INC,institution
0000009631,5581,223351093076,1,2163,Bank of Nova Scotia,BANK OF NOVA SCOTIA,institution
0001298088,14177,220903973252,1,1921,CIBC Private Wealth Group LLC,CIBC Private Wealth Group LLC,institution
0000938076,8473,220426805627,1,374,State Board of Administration of Florida Retirement System,STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,institution
0000853758,9870,218205085303,1,4977,Mercer Global Advisors Inc /adv,MERCER GLOBAL ADVISORS INC /ADV,institution
0001056288,16289,215963427268,1,4635,"Federated Hermes, Inc.","FEDERATED HERMES, INC.",institution
0001421224,5547,215046031227,1,1362,Cibc World Market Inc.,CIBC WORLD MARKET INC.,institution
0001677044,62618,214033569382,1,8327,"Osaic Holdings, Inc.","OSAIC HOLDINGS, INC.",institution
0001535845,4716,213280599772,1,2488,Healthcare of Ontario Pension Plan Trust Fund,HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,institution
0001325447,2222,210605029729,1,901,"First Eagle Investment Management, LLC","First Eagle Investment Management, LLC",institution
0000898286,2148,208949881431,1,3309,Caisse de depot et placement du Quebec,Caisse de depot et placement du Quebec,institution
0001637460,13641,208270173310,1,10945,Man Group plc,Man Group plc,institution
0001389958,11746,206115296879,1,1300,Peak6 LLC,PEAK6 LLC,institution
0001140022,3471,204194319016,1,3355,Aviva PLC,AVIVA PLC,institution
0000860644,752,203835816958,1,8547,"Aristotle Capital Management, LLC","Aristotle Capital Management, LLC",institution
0000932540,33267,203042721399,1,571,Group One Trading LLC,GROUP ONE TRADING LLC,institution
0001420473,2024,201895933217,1,3946,Financial Engines Advisors L.L.C.,Financial Engines Advisors L.L.C.,institution
0001647251,38,200427805755,1,2648,Tci Fund Management Ltd,TCI FUND MANAGEMENT LTD,institution
0001357955,8197,198859656836,1,5022,ProShare Advisors LLC,ProShare Advisors LLC,institution
0001521001,6223,197923754442,1,6877,"Parallax Volatility Advisers, L.P.","Parallax Volatility Advisers, L.P.",institution
0001478735,9300,194622045331,1,7883,"Two Sigma Advisers, LP","TWO SIGMA ADVISERS, LP",institution
0000923093,12755,192936609964,1,2316,Tudor Investment Corp et Al,TUDOR INVESTMENT CORP ET AL,institution
0001739439,19902,192784629245,1,2507,Rockefeller Capital Management L.P.,Rockefeller Capital Management L.P.,institution
0001512024,10215,186291736257,1,6323,Captrust Financial Advisors,CAPTRUST FINANCIAL ADVISORS,institution
0001441689,2797,185628685232,1,1475,Korea Investment CORP,Korea Investment CORP,institution
0001426196,6292,183031671395,1,5055,"Capstone Investment Advisors, LLC","CAPSTONE INVESTMENT ADVISORS, LLC",institution
0000863748,2963,180121223623,1,10026,Royal London Asset Management Ltd,ROYAL LONDON ASSET MANAGEMENT LTD,institution
0001061186,966,179351134832,1,9232,"Wcm Investment Management, LLC","WCM INVESTMENT MANAGEMENT, LLC",institution
0001488542,39383,177941308887,1,1926,"Simplex Trading, LLC","SIMPLEX TRADING, LLC",institution
0002006397,13,174845695447,1,1877,Mastercard Foundation Asset Management Corp, MASTERCARD FOUNDATION ASSET MANAGEMENT CORP,institution
0001344551,12177,174449908655,1,6708,"Assetmark, Inc","ASSETMARK, INC",institution
0001418329,832,171508644064,1,1562,Ninety One UK Ltd,Ninety One UK Ltd,institution
0001462160,6294,169213982866,1,2758,Mitsubishi UFJ Trust & Banking Corp,Mitsubishi UFJ Trust & Banking Corp,institution
0000854157,9285,168051782540,1,3307,State of Wisconsin Investment Board,STATE OF WISCONSIN INVESTMENT BOARD,institution
0000948669,568,166798704592,1,6699,"Parnassus Investments, LLC","PARNASSUS INVESTMENTS, LLC",institution
0001700574,2924,166766038697,1,3079,"Holocene Advisors, LP","Holocene Advisors, LP",institution
0000937729,2280,166670428076,1,7558,Fayez Sarofim & Co,Fayez Sarofim & Co,institution
0001722329,255,166359142742,1,10261,"Newport Trust Company, LLC","Newport Trust Company, LLC",institution
0001368163,10299,165616272254,1,5397,Zurcher Kantonalbank (Zurich Cantonalbank),Zurcher Kantonalbank (Zurich Cantonalbank),institution
0001616667,14840,161821286411,1,8726,"Pacer Advisors, Inc.","Pacer Advisors, Inc.",institution
0001166559,96,161530587064,1,6481,Gates Foundation Trust,GATES FOUNDATION TRUST,institution
0001021223,5173,161049053643,1,7003,Kayne Anderson Rudnick Investment Management LLC,KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,institution
0001763921,3934,160397614246,1,10556,Wealthfront Advisers LLC,Wealthfront Advisers LLC,institution
0001997405,3761,153411823767,1,10094,"TIAA Trust, National Association","TIAA TRUST, NATIONAL ASSOCIATION",institution
0000810265,12944,151300164177,1,4724,New York State Common Retirement Fund,NEW YORK STATE COMMON RETIREMENT FUND,institution
0001397960,144,148906382877,1,6918,Woodbridge Co Ltd,Woodbridge Co Ltd,institution
0001644956,1667,147827241303,1,7886,"William Blair Investment Management, LLC","WILLIAM BLAIR INVESTMENT MANAGEMENT, LLC",institution
0001055964,9244,146962427146,1,7043,Nomura Asset Management Co Ltd,NOMURA ASSET MANAGEMENT CO LTD,institution
0000728083,2819,145645537585,1,801,First Manhattan Co. LLC.,FIRST MANHATTAN CO. LLC.,institution
0001017918,1277,145557322873,1,4830,Bamco Inc /NY/,BAMCO INC /NY/,institution
0001323645,8981,145119973148,1,6291,Capital Fund Management S.A.,CAPITAL FUND MANAGEMENT S.A.,institution
0000902367,7389,143988011896,1,9732,Blair William & Co /IL/,BLAIR WILLIAM & CO/IL,institution
0001103804,328,142248639999,1,5730,Viking Global Investors LP,VIKING GLOBAL INVESTORS LP,institution
0001535588,5828,142246561068,1,7827,"Twin Tree Management, LP","Twin Tree Management, LP",institution
0001352662,2477,139527670755,1,7119,"Grantham, Mayo, Van Otterloo & Co. LLC","Grantham, Mayo, Van Otterloo & Co. LLC",institution
0001135730,928,139334578533,1,8185,Coatue Management LLC,COATUE MANAGEMENT LLC,institution
0001462020,4589,139017201547,1,8011,"Chevy Chase Trust Holdings, LLC","Chevy Chase Trust Holdings, LLC",institution
0001021926,5004,138428620176,1,950,CIBC Asset Management Inc,CIBC Asset Management Inc,institution
0001978885,2021,137133872170,1,2825,"Empower Advisory Group, LLC","Empower Advisory Group, LLC",institution
0001434819,2155,136874877563,1,6808,APG Asset Management N.V.,APG Asset Management N.V.,institution
0001207017,11479,133437233813,1,9846,Lazard Asset Management LLC,LAZARD ASSET MANAGEMENT LLC,institution
0001020066,271,133349464292,1,7064,"Sands Capital Management, LLC","SANDS CAPITAL MANAGEMENT, LLC",institution
0001544599,2485,131318662276,1,5983,"Bank Julius Baer & Co. Ltd, Zurich","Bank Julius Baer & Co. Ltd, Zurich",institution
0001068855,3795,131290461847,1,5727,"Asset Management One Co., Ltd.","Asset Management One Co., Ltd.",institution
0001164833,1875,126626892375,1,3008,Hotchkis & Wiley Capital Management LLC,HOTCHKIS & WILEY CAPITAL MANAGEMENT LLC,institution
0001759654,10757,124959133395,1,3962,Quantinno Capital Management LP,Quantinno Capital Management LP,institution
0001027796,737,123740050074,1,7665,Pzena Investment Management LLC,PZENA INVESTMENT MANAGEMENT LLC,institution
0001588340,12115,123680380830,1,6667,Vontobel Holding Ltd.,Vontobel Holding Ltd.,institution
0001167483,205,122749479496,1,938,Tiger Global Management LLC,TIGER GLOBAL MANAGEMENT LLC,institution
0001393825,5817,122040774068,1,2991,Hudson Bay Capital Management LP,Hudson Bay Capital Management LP,institution
0001453072,2189,121942970495,1,1594,"Alyeska Investment Group, L.P.","Alyeska Investment Group, L.P.",institution
0000945631,223,121287975822,1,7002,Eagle Capital Management LLC,EAGLE CAPITAL MANAGEMENT LLC,institution
0001596800,5852,121185123035,1,672,"Connor, Clark & Lunn Investment Management Ltd.","Connor, Clark & Lunn Investment Management Ltd.",institution
0001569395,8406,121101852006,1,3178,"Mirae Asset Global Investments Co., Ltd.","Mirae Asset Global Investments Co., Ltd.",institution
0001600064,10181,121071143366,1,9013,Tidal Investments LLC,Tidal Investments LLC,institution
0001007280,9383,120819772156,1,1958,Public Employees Retirement System of Ohio,PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,institution
0001505817,2773,119654559356,1,9687,Fiera Capital Corp,Fiera Capital Corp,institution
0000313028,1715,118656978563,1,8535,Barrow Hanley Mewhinney & Strauss LLC,BARROW HANLEY MEWHINNEY & STRAUSS LLC,institution
0001034524,823,118654803068,1,5688,Polen Capital Management LLC,POLEN CAPITAL MANAGEMENT LLC,institution
0000035527,10373,117994806270,1,10334,Fifth Third Bancorp,FIFTH THIRD BANCORP,institution
0000036270,49917,117441785365,1,5953,M&T Bank Corp,M&T Bank Corp,institution
0001587973,6895,115333332638,1,4646,"State of Tennessee, Department of Treasury","State of Tennessee, Department of Treasury",institution
0000900973,586,115087583405,1,5046,"Winslow Capital Management, LLC","Winslow Capital Management, LLC",institution
0001593051,3768,114533904050,1,7517,Retirement Systems of Alabama,Retirement Systems of Alabama,institution
0001191672,8699,113607714849,1,8187,Credit Agricole S A,Credit Agricole S A,institution
0001389426,4373,113545614420,1,6829,"Rafferty Asset Management, LLC","Rafferty Asset Management, LLC",institution
0001650150,12316,113262628440,1,1017,"Lido Advisors, LLC","Lido Advisors, LLC",institution
0001556921,4543,112401852506,1,9235,"Voloridge Investment Management, LLC","VOLORIDGE INVESTMENT MANAGEMENT, LLC",institution
0001082327,2199,112185627112,1,3599,"Fuller & Thaler Asset Management, Inc.","FULLER & THALER ASSET MANAGEMENT, INC.",institution
0001021944,534,111557851210,1,2626,Temasek Holdings (Private) Ltd,Temasek Holdings (Private) Ltd,institution
0000860561,344,109399358178,1,10179,Edgewood Management LLC,EDGEWOOD MANAGEMENT LLC,institution
0001998033,5969,108929635411,1,8470,"Envestnet Portfolio Solutions, Inc.","Envestnet Portfolio Solutions, Inc.",institution
0001089877,7072,108234633139,1,6891,Keybank National Association /OH/,KEYBANK NATIONAL ASSOCIATION/OH,institution
0001177206,6241,108166290837,1,326,Los Angeles Capital Management LLC,LOS ANGELES CAPITAL MANAGEMENT LLC,institution
0001758720,17473,107152963104,1,1996,Walleye Capital LLC,Walleye Capital LLC,institution
0000820478,8471,104748186689,1,3939,Strs Ohio,STRS OHIO,institution
0001396318,5087,103701639944,1,389,Public Sector Pension Investment Board,PUBLIC SECTOR PENSION INVESTMENT BOARD,institution
0001483066,5904,102849098758,1,1973,State of New Jersey Common Pension Fund D,State of New Jersey Common Pension Fund D,institution
0001316507,3978,102080671221,1,8553,Calamos Advisors LLC,Calamos Advisors LLC,institution
0000884414,3950,101783684115,1,3549,"Jacobs Levy Equity Management, Inc","JACOBS LEVY EQUITY MANAGEMENT, INC",institution
0000796848,7773,101579652799,1,3485,Teacher Retirement System of Texas,TEACHER RETIREMENT SYSTEM OF TEXAS,institution
0000901541,25381,101225972043,1,6076,Comerica Bank,COMERICA BANK,institution
0001456670,2916,101217357879,1,7695,DnB Asset Management AS,DnB Asset Management AS,institution
0001578621,7036,100479140599,1,8722,LMR Partners LLP,LMR Partners LLP,institution
0002011612,19285,100452683701,1,5921,"Pathstone Holdings, LLC","Pathstone Holdings, LLC",institution
0001350694,3303,99295174017,1,5698,"Bridgewater Associates, LP","Bridgewater Associates, LP",institution
0000937615,12455,98376801409,1,7001,"Nisa Investment Advisors, LLC","NISA INVESTMENT ADVISORS, LLC",institution
0001575677,476,98166581881,1,9691,Flossbach von Storch SE,FLOSSBACH VON STORCH SE,institution
0001393818,884,97654643504,1,5469,Blackstone Inc.,Blackstone Inc.,institution
0001065521,129,95683811309,1,2471,Softbank Group Corp.,SOFTBANK GROUP CORP.,institution
0001779789,8710,95261930431,1,7365,"Ieq Capital, LLC","IEQ CAPITAL, LLC",institution
0000883677,4532,95244913389,1,3052,Panagora Asset Management Inc,PANAGORA ASSET MANAGEMENT INC,institution
0001145020,711,94909062753,1,2925,Thornburg Investment Management Inc,THORNBURG INVESTMENT MANAGEMENT INC,institution
0001717443,8780,94692011701,1,702,Klp Kapitalforvaltning As,KLP KAPITALFORVALTNING AS,institution
0002022297,21550,94580537905,1,6607,Federation des caisses Desjardins du Quebec,Federation des caisses Desjardins du Quebec,institution
0001592643,651,94509321867,1,5017,"Select Equity Group, L.P.","Select Equity Group, L.P.",institution
0001351991,2497,93769020468,1,3360,Rathbones Group PLC,Rathbones Group PLC,institution
0001454027,14068,93630014314,1,6411,Verition Fund Management LLC,Verition Fund Management LLC,institution
0000310051,2384,93558691597,1,6402,King Luther Capital Management Corp,KING LUTHER CAPITAL MANAGEMENT CORP,institution
0001534653,3841,93116255593,1,397,Skandinaviska Enskilda Banken AB (publ),Skandinaviska Enskilda Banken AB (publ),institution
0001761013,6753,92670835248,1,8621,"Cresset Asset Management, LLC","Cresset Asset Management, LLC",institution
0001177719,959,92231488992,1,379,Westfield Capital Management Co LP,WESTFIELD CAPITAL MANAGEMENT CO LP,institution
0000003520,2264,91090739646,1,10602,"Fred Alger Management, LLC","FRED ALGER MANAGEMENT, LLC",institution
0001102578,1167,89456492999,1,2369,Earnest Partners LLC,EARNEST PARTNERS LLC,institution
0001529090,61,88371159760,1,8152,Akuna Securities LLC,AKUNA SECURITIES LLC,institution
0001335644,3502,88167448497,1,9825,Scotia Capital Inc.,SCOTIA CAPITAL INC.,institution
0001830819,12996,87323026741,1,7500,"Kestra Advisory Services, LLC","Kestra Advisory Services, LLC",institution
0001003518,4092,86774787182,1,2468,Agf Management Ltd,AGF MANAGEMENT LTD,institution
0001274981,4087,86330906417,1,10235,Natixis,NATIXIS,institution
0001633516,16267,85784614671,1,2959,"NewEdge Advisors, LLC","NewEdge Advisors, LLC",institution
0001663865,530,85215258327,1,6836,Orbis Allan Gray Ltd,Orbis Allan Gray Ltd,institution
0001745981,1962,84924368182,1,2508,Worldquant Millennium Advisors LLC,WORLDQUANT MILLENNIUM ADVISORS LLC,institution
0001217541,730,84151742483,1,1287,Diamond Hill Capital Management Inc,DIAMOND HILL CAPITAL MANAGEMENT INC,institution
0001837309,1074,82182053233,1,4173,Polar Capital Holdings Plc,Polar Capital Holdings Plc,institution
0001569205,149,81902470929,1,8665,Fundsmith LLP,Fundsmith LLP,institution
