cik,filer_rows,filer_aum,distinct_filer_eids,filer_eid,filer_name,filer_canonical_name,filer_entity_type
0001602189,95,18767118536,1,8724,"Dragoneer Investment Group, LLC","Dragoneer Investment Group, LLC",institution
0001685771,264,18766547543,1,6377,Equity Investment Corp,EQUITY INVESTMENT CORP,institution
0001748271,825,18746405622,1,5064,"Facet Wealth, Inc.","Facet Wealth, Inc.",institution
0001796107,35,18743062144,1,1132,Freemont Capital Pte Ltd,Freemont Capital Pte Ltd,institution
0001562855,737,18742424193,1,9951,"Clarkston Capital Partners, LLC","Clarkston Capital Partners, LLC",institution
0000814375,239,18686628662,1,10583,"Donald Smith & Co., Inc.","DONALD SMITH & CO., INC.",institution
0001444949,585,18677276020,1,2077,"Susquehanna Advisors Group, Inc.","SUSQUEHANNA ADVISORS GROUP, INC.",institution
0001575239,4605,18671312981,1,11169,"Perigon Wealth Management, LLC","Perigon Wealth Management, LLC",institution
0001904976,2243,18661572126,1,5019,"CW Advisors, LLC","CW Advisors, LLC",institution
0001825516,750,18647174438,1,1945,Mizuho Markets Americas LLC,MIZUHO MARKETS AMERICAS LLC,institution
0001732811,37,18585478579,1,1656,"MFN Partners Management, LP","MFN Partners Management, LP",institution
0001399794,1740,18566868692,1,2678,Choate Investment Advisors,Choate Investment Advisors,institution
0001911056,3693,18550605258,1,1539,"Axxcess Wealth Management, LLC","AXXCESS WEALTH MANAGEMENT, LLC",institution
0001209324,2545,18520010406,1,5466,Country Trust Bank,COUNTRY TRUST BANK,institution
0001793432,2384,18500711049,1,1265,"Evoke Wealth, LLC","EVOKE WEALTH, LLC",institution
0001698218,4068,18498500992,1,8506,Ritholtz Wealth Management,RITHOLTZ WEALTH MANAGEMENT,institution
0001964962,1036,18402063485,1,1721,"Mill Creek Capital Advisors, LLC","Mill Creek Capital Advisors, LLC",institution
0001795552,5675,18384143997,1,7520,Maryland State Retirement & Pension System,Maryland State Retirement & Pension System,institution
0001652594,7882,18379028793,1,5704,World Investment Advisors,World Investment Advisors,institution
0001565854,614,18324562112,1,3688,"Zimmer Partners, LP","Zimmer Partners, LP",institution
0001732008,108,18315553061,1,6159,GUARDCAP ASSET MANAGEMENT Ltd,GUARDCAP ASSET MANAGEMENT Ltd,institution
0001332632,978,18298509332,1,4265,Chilton Investment Co Inc.,CHILTON INVESTMENT CO INC.,institution
0001711924,1464,18292489731,1,8274,CIBC Bancorp USA Inc.,CIBC Bancorp USA Inc.,institution
0000044365,7975,18290259065,1,6822,CENTRAL TRUST Co,CENTRAL TRUST Co,institution
0001002784,2839,18281019688,1,4325,Shelton Capital Management,SHELTON CAPITAL MANAGEMENT,institution
0001633387,3701,18103640707,1,1598,"RFG Advisory, LLC","RFG Advisory, LLC",institution
0001022837,618,18062372883,1,2845,"Sumitomo Mitsui Financial Group, Inc.","SUMITOMO MITSUI FINANCIAL GROUP, INC.",institution
0001390202,1183,18020620922,1,9960,Laurion Capital Management LP,Laurion Capital Management LP,institution
0001683059,3955,18001797987,1,7568,Wealthcare Advisory Partners LLC,Wealthcare Advisory Partners LLC,institution
0001317724,299,17898174144,1,855,Mondrian Investment Partners LTD,Mondrian Investment Partners LTD,institution
0001263548,6666,17881211292,1,1763,Whittier Trust Co of Nevada Inc,WHITTIER TRUST CO OF NEVADA INC,institution
0001055969,1248,17879724475,1,8457,Groupama Asset Managment,GROUPAMA ASSET MANAGMENT,institution
0002046751,1959,17872027894,1,3930,Generali Asset Management SPA SGR,Generali Asset Management SPA SGR,institution
0001868643,1063,17834999817,1,7172,"SIG North Trading, ULC","SIG North Trading, ULC",institution
0000949615,277,17811126271,1,376,Kayne Anderson Capital Advisors LP,KAYNE ANDERSON CAPITAL ADVISORS LP,institution
0001079935,3704,17790263020,1,7559,Signature Estate & Investment Advisors LLC,SIGNATURE ESTATE & INVESTMENT ADVISORS LLC,institution
0001803916,5135,17782893177,1,9943,Aquatic Capital Management LLC,Aquatic Capital Management LLC,institution
0001535839,162,17757170668,1,5804,"Donor Advised Charitable Giving, Inc.","Donor Advised Charitable Giving, Inc.",institution
0001409661,378,17700098987,1,3607,Guinness Asset Management LTD,Guinness Asset Management LTD,institution
0001107261,4768,17643831152,1,10638,"Bridgeway Capital Management, LLC","BRIDGEWAY CAPITAL MANAGEMENT, LLC",institution
0000884589,2309,17626606411,1,6313,Kennedy Capital Management LLC,KENNEDY CAPITAL MANAGEMENT LLC,institution
0001542287,1301,17614551636,1,5109,"Annex Advisory Services, LLC","Annex Advisory Services, LLC",institution
0001996449,3007,17594719106,1,8935,"Susquehanna Portfolio Strategies, LLC","Susquehanna Portfolio Strategies, LLC",institution
0001269094,41,17548367666,1,5790,Folketrygdfondet,FOLKETRYGDFONDET,institution
0001697868,36,17484518132,1,10522,"Valley Forge Capital Management, LP","Valley Forge Capital Management, LP",institution
0001638555,565,17472055204,1,6089,"Summit Partners Public Asset Management, LLC","SUMMIT PARTNERS PUBLIC ASSET MANAGEMENT, LLC",institution
0001803274,11,17452020409,1,9289,"Platinum Equity Advisors, LLC/DE","Platinum Equity Advisors, LLC/DE",institution
0001777271,2423,17445942167,1,6932,"Sanctuary Advisors, LLC","Sanctuary Advisors, LLC",institution
0001055951,432,17353529311,1,5136,Orbimed Advisors LLC,ORBIMED ADVISORS LLC,institution
0001418427,512,17309116300,1,4759,Robeco Schweiz AG,Robeco Schweiz AG,institution
0001553733,136,17305492031,1,3997,"Brave Warrior Advisors, LLC","Brave Warrior Advisors, LLC",institution
0000750641,3010,17282754154,1,299,"Bailard, Inc.","BAILARD, INC.",institution
0001167456,1738,17276183775,1,7424,AQR Arbitrage LLC,AQR Arbitrage LLC,institution
0001056581,542,17274926999,1,5963,Gendell Jeffrey L,GENDELL JEFFREY L,institution
0001404763,5719,17274719330,1,5488,"J.W. Cole Advisors, Inc.","J.W. COLE ADVISORS, INC.",institution
0001481986,4135,17243178091,1,6493,"DRW Securities, LLC","DRW Securities, LLC",institution
0001936953,2341,17124347467,1,8248,"Bleakley Financial Group, LLC","Bleakley Financial Group, LLC",institution
0001094749,320,17096968703,1,3777,CHURCHILL MANAGEMENT Corp,CHURCHILL MANAGEMENT Corp,institution
0001277403,106,17063460109,1,1592,"Hamlin Capital Management, LLC","Hamlin Capital Management, LLC",institution
0001138995,199,17043490448,1,378,"Glenview Capital Management, LLC","GLENVIEW CAPITAL MANAGEMENT, LLC",institution
0001840025,71,16947873626,1,4271,"Wit, LLC","WIT, LLC",institution
0001658535,347,16916462746,1,6224,"Orgel Wealth Management, LLC","Orgel Wealth Management, LLC",institution
0001738726,1785,16867014461,1,1018,Ceredex Value Advisors LLC,Ceredex Value Advisors LLC,institution
0001600285,110,16852142749,1,305,"BlueSpruce Investments, LP","BlueSpruce Investments, LP",institution
0001551017,5986,16834895052,1,4981,Td Private Client Wealth LLC,TD PRIVATE CLIENT WEALTH LLC,institution
0000810121,14778,16786736356,1,4972,"Harbour Investments, Inc.","HARBOUR INVESTMENTS, INC.",institution
0001838615,2680,16727632559,1,8231,"AlTi Global, Inc.","AlTi Global, Inc.",institution
0001694080,4834,16705772401,1,2335,"Mutual Advisors, LLC","Mutual Advisors, LLC",institution
0001632097,2986,16703821788,1,4767,"NorthRock Partners, LLC","NorthRock Partners, LLC",institution
0001730464,413,16694114028,1,10063,"Nan Shan Life Insurance Co., Ltd.","Nan Shan Life Insurance Co., Ltd.",institution
0000883948,9947,16675984846,1,8144,Atlantic Union Bankshares Corp,Atlantic Union Bankshares Corp,institution
0001294571,164,16668074033,1,11002,Millburn Ridgefield LLC /DE/,Millburn Ridgefield LLC /DE/,institution
0002080520,1590,16652313466,1,8348,Abn Amro Investment Solutions,ABN AMRO INVESTMENT SOLUTIONS,institution
0001963612,1344,16634624430,1,9864,Cassaday & Co Wealth Management LLC,Cassaday & Co Wealth Management LLC,institution
0001080171,2058,16525599368,1,4992,"Aristeia Capital, L.L.C.","ARISTEIA CAPITAL, L.L.C.",institution
0001556785,157,16519413940,1,8502,"Vulcan Value Partners, LLC","Vulcan Value Partners, LLC",institution
0000903944,344,16496529975,1,9139,Camden Asset Management L P /CA/,CAMDEN ASSET MANAGEMENT L P /CA,institution
0000899051,2157,16493153618,1,1234,Allstate Corp,ALLSTATE CORP,institution
0001427748,567,16446836439,1,7066,"Truepoint, Inc.","Truepoint, Inc.",institution
0002056095,1860,16418181098,1,4139,Banque Transatlantique SA,Banque Transatlantique SA,institution
0002033536,1961,16399642779,1,1154,Northwest & Ethical Investments L.P.,Northwest & Ethical Investments L.P.,institution
0001351731,1509,16372544173,1,3058,"WestEnd Advisors, LLC","WestEnd Advisors, LLC",institution
0001446179,2862,16368296206,1,8835,"Susquehanna Fundamental Investments, LLC","SUSQUEHANNA FUNDAMENTAL INVESTMENTS, LLC",institution
0001540826,624,16360108164,1,7667,EULAV Asset Management,EULAV Asset Management,institution
0002009396,1693,16335215996,1,1846,E. Ohman J:or Asset Management AB,E. Ohman J:or Asset Management AB,institution
0001722641,3161,16314706433,1,8662,"Valeo Financial Advisors, LLC","Valeo Financial Advisors, LLC",institution
0000944804,410,16279195516,1,7816,Homestead Advisers Corp,Homestead Advisers Corp,institution
0001319998,158,16276268595,1,954,Southpoint Capital Advisors LP,Southpoint Capital Advisors LP,institution
0001846368,454,16212267414,1,3827,Simplify Asset Management Inc.,Simplify Asset Management Inc.,institution
0001609098,58,16206232476,1,1451,Darsana Capital Partners LP,Darsana Capital Partners LP,institution
0002051323,2838,16155449867,1,10700,Caxton Associates LLP,CAXTON ASSOCIATES LLP,institution
0001801507,1816,16155339056,1,10398,"Apella Capital, LLC","Apella Capital, LLC",institution
0001539919,661,16110585328,1,865,Waratah Capital Advisors Ltd.,Waratah Capital Advisors Ltd.,institution
0001313756,203,16064012238,1,2372,"Owl Creek Asset Management, L.P.","Owl Creek Asset Management, L.P.",institution
0001453381,581,16062612725,1,6947,"Jasper Ridge Partners, L.P.","Jasper Ridge Partners, L.P.",institution
0001633046,2581,16049286259,1,3510,Maven Securities LTD,Maven Securities LTD,institution
0001034196,98,16040257430,1,7115,"Advent International, L.P.","Advent International, L.P.",institution
0001412741,1880,16003400852,1,170,J. Goldman & Co LP,J. Goldman & Co LP,institution
0001435028,658,15997968931,1,5402,Fisher Funds Management LTD,Fisher Funds Management LTD,institution
0000936944,4327,15914986335,1,9181,Martingale Asset Management L P,MARTINGALE ASSET MANAGEMENT L P,institution
0001594916,3082,15909668957,1,6834,"Metis Global Partners, LLC","Metis Global Partners, LLC",institution
0001484150,114,15877076400,1,6716,Lindsell Train Ltd,Lindsell Train Ltd,institution
0001590531,72,15840149582,1,10618,"Foxhaven Asset Management, LP","Foxhaven Asset Management, LP",institution
0001388829,2504,15762670918,1,4758,AMG National Trust Bank,AMG National Trust Bank,institution
0001893159,2757,15728206473,1,1809,"NorthCrest Asset Manangement, LLC","NorthCrest Asset Manangement, LLC",institution
0001740053,1408,15705424969,1,9546,"Chicago Capital, LLC","Chicago Capital, LLC",institution
0001835751,1583,15677487797,1,1138,CastleKnight Management LP,CastleKnight Management LP,institution
0000812291,2122,15668474763,1,7988,Mizuho Securities Usa LLC,MIZUHO SECURITIES USA LLC,institution
0001652442,457,15636989232,1,9080,ANTIPODES PARTNERS Ltd,ANTIPODES PARTNERS Ltd,institution
0001345471,38,15618916532,1,1090,"Trian Fund Management, L.P.","TRIAN FUND MANAGEMENT, L.P.",institution
0001085936,1603,15613863278,1,9245,Systematic Financial Management LP,SYSTEMATIC FINANCIAL MANAGEMENT LP,institution
0001331875,66,15575426102,1,4708,"Fidelity National Financial, Inc.","Fidelity National Financial, Inc.",institution
0001595849,121,15552177750,1,201,"Sessa Capital IM, L.P.","Sessa Capital IM, L.P.",institution
0002016939,107,15485694747,1,5327,"Evergreen Quality Fund GP, Ltd.","Evergreen Quality Fund GP, Ltd.",institution
0001379995,2455,15448317127,1,8196,HBK Sorce Advisory LLC,HBK Sorce Advisory LLC,institution
0001743937,83,15447048476,1,10554,TOMS Capital Investment Management LP,TOMS Capital Investment Management LP,institution
0001856083,246,15398393527,1,8278,"Deep Track Capital, LP","Deep Track Capital, LP",institution
0001856405,983,15394330557,1,9920,Sona Asset Management (us) LLC,SONA ASSET MANAGEMENT (US) LLC,institution
0001739728,7226,15382407835,1,3069,"CreativeOne Wealth, LLC","CreativeOne Wealth, LLC",institution
0001800798,10729,15365598676,1,10656,Arkadios Wealth Advisors,Arkadios Wealth Advisors,institution
0001963326,28,15299514905,1,5660,"RPOA Advisors, Inc.","RPOA Advisors, Inc.",institution
0001144492,904,15296535910,1,10233,Meiji Yasuda Life Insurance Co,Meiji Yasuda Life Insurance Co,institution
0001659196,429,15235659237,1,1986,DJE Kapital AG,DJE Kapital AG,institution
0001432529,2281,15223841165,1,4888,"Baker Avenue Asset Management, LP","Baker Avenue Asset Management, LP",institution
0001728201,386,15160963424,1,8507,Aequim Alternative Investments LP,Aequim Alternative Investments LP,institution
0001321993,1975,15144533343,1,7735,"Grimes & Company, Inc.","GRIMES & Co WEALTH MANAGEMENT, LLC",institution
0001866872,126,15132202663,1,2292,"Carronade Capital Management, LP","CARRONADE CAPITAL MANAGEMENT, LP",institution
0001764754,11075,15108821269,1,870,Geneos Wealth Management Inc.,Geneos Wealth Management Inc.,institution
0001528214,813,15095309377,1,904,Richard Bernstein Advisors LLC,Richard Bernstein Advisors LLC,institution
0001291318,2352,15087032054,1,1084,OVERSEA-CHINESE BANKING Corp Ltd,OVERSEA-CHINESE BANKING Corp Ltd,institution
0001349434,197,15055596670,1,6263,"Locust Wood Capital Advisers, LLC","LOCUST WOOD CAPITAL ADVISERS, LLC",institution
0001103653,9554,15022180343,1,8995,"MassMutual Private Wealth & Trust, FSB","MassMutual Private Wealth & Trust, FSB",institution
0001040508,25,14995255265,1,1383,Bain Capital Investors LLC,Bain Capital Investors LLC,institution
0001730896,612,14993673007,1,661,United Super Pty Ltd in its capacity as Trustee for the Construction & Building Unions Superannuation Fund,United Super Pty Ltd in its capacity as Trustee for the Construction & Building Unions Superannuation Fund,institution
0001260824,7209,14991048243,1,10729,Evergreen Capital Management LLC,EVERGREEN CAPITAL MANAGEMENT LLC,institution
0001510281,1271,14977770814,1,5978,"Saba Capital Management, L.P.","Saba Capital Management, L.P.",institution
0001731444,5000,14920094028,1,295,Mgo One Seven LLC,MGO ONE SEVEN LLC,institution
0001697490,4590,14909661926,1,2063,"IHT Wealth Management, LLC","IHT Wealth Management, LLC",institution
0001697728,1938,14863582399,1,8163,"Dai-ichi Life Insurance Company, Ltd","Dai-ichi Life Insurance Company, Ltd",institution
0001533421,29587,14822686192,1,4761,Tower Research Capital LLC (TRC),Tower Research Capital LLC (TRC),institution
0001569064,384,14800729508,1,1595,"Suvretta Capital Management, LLC","SUVRETTA CAPITAL MANAGEMENT, LLC",institution
0001736852,264,14753786556,1,1576,"Merewether Investment Management, LP","Merewether Investment Management, LP",institution
0001224962,383,14742319364,1,8189,Perceptive Advisors LLC,PERCEPTIVE ADVISORS LLC,institution
0001475045,5452,14614524003,1,2850,Cary Street Partners Financial LLC,CARY STREET PARTNERS FINANCIAL LLC,institution
0001302404,424,14594015645,1,4392,"Channing Capital Management, LLC","Channing Capital Management, LLC",institution
0001848138,153,14586919305,1,9658,Greenwoods Asset Management Hong Kong Ltd.,Greenwoods Asset Management Hong Kong Ltd.,institution
0001534949,49,14538836527,1,10243,"MKP Capital Management, L.L.C.","MKP Capital Management, L.L.C.",institution
0000007789,1314,14513751574,1,6073,Associated Banc-Corp,Associated Banc-Corp,institution
0001463746,276,14480730120,1,9179,"Scharf Investments, LLC","SCHARF INVESTMENTS, LLC",institution
0001696899,6298,14461945400,1,151,Independent Advisor Alliance,Independent Advisor Alliance,institution
0001996244,965,14429726306,1,9429,"SIH Partners, LLLP","SIH Partners, LLLP",institution
0001563525,4552,14357766857,1,4334,Chicago Partners Investment Group LLC,Chicago Partners Investment Group LLC,institution
0001522877,1133,14326479936,1,11095,AIA Group Ltd,AIA Group Ltd,institution
0001962449,2480,14306006776,1,4903,"Kestra Investment Management, LLC","Kestra Investment Management, LLC",institution
0002072459,119,14294455485,1,7668,Life Cycle Investment Partners Ltd,Life Cycle Investment Partners Ltd,institution
0001851815,16480,14268639798,1,10967,"SBI Securities Co., Ltd.","SBI Securities Co., Ltd.",institution
0000884541,920,14245942170,1,5686,"Trillium Asset Management, LLC","TRILLIUM ASSET MANAGEMENT, LLC",institution
0001808915,3670,14234781512,1,4023,"U.S. Capital Wealth Advisors, LLC","U.S. Capital Wealth Advisors, LLC",institution
0002035325,3256,14222566818,1,8089,Avanza Fonder AB,Avanza Fonder AB,institution
0001269978,789,14220014245,1,6655,Alesco Advisors LLC,Alesco Advisors LLC,institution
0001772875,5720,14203790214,1,8227,Y-Intercept (Hong Kong) Ltd,Y-Intercept (Hong Kong) Ltd,institution
0001789779,203,14191552216,1,7159,Candlestick Capital Management LP,Candlestick Capital Management LP,institution
0001539994,629,14146948145,1,10466,AEGON ASSET MANAGEMENT UK Plc,AEGON ASSET MANAGEMENT UK Plc,institution
0001749744,11934,14138242386,1,2116,"Global Retirement Partners, LLC","Global Retirement Partners, LLC",institution
0001586767,14836,14136283390,1,866,Arax Advisory Partners,Arax Advisory Partners,institution
0001055966,282,14089365447,1,2416,Marsico Capital Management LLC,MARSICO CAPITAL MANAGEMENT LLC,institution
0001556915,464,14081000200,1,3372,"ARGA Investment Management, LP","ARGA Investment Management, LP",institution
0001009006,1484,14071268600,1,877,"Palisade Capital Management, LP","PALISADE CAPITAL MANAGEMENT, LP",institution
0001518235,288,14055297243,1,3075,"Cardinal Capital Management, Inc.","Cardinal Capital Management, Inc.",institution
0001903055,4892,14042198747,1,9985,Snowden Capital Advisors LLC,Snowden Capital Advisors LLC,institution
0001278573,1228,14037803288,1,575,Destination Wealth Management,Destination Wealth Management,institution
0001360798,2692,14037193668,1,5165,Brighton Jones LLC,BRIGHTON JONES LLC,institution
0001427119,51,14007521088,1,6946,Meritage Group LP,Meritage Group LP,institution
0001537783,2011,14004907579,1,8016,Kentucky Retirement Systems,Kentucky Retirement Systems,institution
0002004904,1385,13938095063,1,7087,"Quotient Wealth Partners, LLC","Quotient Wealth Partners, LLC",institution
0001591505,300,13922701615,1,9952,"Swan Global Investments, LLC","Swan Global Investments, LLC",institution
0001769646,2378,13859318589,1,3070,Twinbeech Capital LP,TWINBEECH CAPITAL LP,institution
0001985479,42,13845652084,1,2543,Linonia Partnership LP,Linonia Partnership LP,institution
0001762304,151,13838360190,1,556,"Hhlr Advisors, Ltd.","HHLR ADVISORS, LTD.",institution
0000890203,738,13810670350,1,2070,Mirae Asset Securities (usa) Inc.,MIRAE ASSET SECURITIES (USA) INC.,institution
0001510669,224,13732790834,1,2431,Contour Asset Management LLC,Contour Asset Management LLC,institution
0001259969,6934,13724580242,1,3945,Farmers & Merchants Investments Inc,FARMERS & MERCHANTS INVESTMENTS INC,institution
0001512991,6356,13722628378,1,11145,Quantbot Technologies LP,Quantbot Technologies LP,institution
0001799802,161,13693038994,1,5763,Comprehensive Financial Management LLC,Comprehensive Financial Management LLC,institution
0000813933,974,13663879010,1,3979,Anchor Capital Advisors LLC,ANCHOR CAPITAL ADVISORS LLC,institution
0001547007,97,13644761613,1,10308,"Dorsal Capital Management, LP","Dorsal Capital Management, LP",institution
0002052594,661,13626441892,1,8689,BLI - Banque de Luxembourg Investments,BLI - Banque de Luxembourg Investments,institution
0001427202,2426,13625651016,1,1246,Busey Bank,Busey Bank,institution
0001694870,671,13611449672,1,2193,"Partners Capital Investment Group, LLP","PARTNERS CAPITAL INVESTMENT GROUP, LLP",institution
0001449126,5032,13602193008,1,9284,Sigma Planning Corp,Sigma Planning Corp,institution
0001678953,1199,13572805272,1,8616,"Nicholas Hoffman & Company, LLC.","Nicholas Hoffman & Company, LLC.",institution
0002088548,518,13570177900,1,516,Pinebridge Investments LLC,PINEBRIDGE INVESTMENTS LLC,institution
0001767559,511,13549963101,1,4119,London & Capital Asset Management Ltd,London & Capital Asset Management Ltd,institution
0001535061,3407,13517720871,1,7134,"Edgestream Partners, L.P.","Edgestream Partners, L.P.",institution
0001582090,74,13502872826,1,5643,Sachem Head Capital Management LP,Sachem Head Capital Management LP,institution
0000877134,5140,13477428577,1,10227,Wesbanco Bank Inc,WESBANCO BANK INC,institution
0001651023,2751,13463083856,1,2876,Florida Trust Wealth Management Co,"Sanibel Captiva Trust Company, Inc.",institution
0001576762,1971,13414746288,1,5059,"Advisory Alpha, LLC","Advisory Alpha, LLC",institution
0002019663,3599,13413797947,1,6633,"Ashton Thomas Private Wealth, LLC","Ashton Thomas Private Wealth, LLC",institution
0001314404,492,13334351000,1,5694,"JMG Financial Group, Ltd.","JMG Financial Group, Ltd.",institution
0001656187,171,13328616920,1,10394,"Mufg Securities (canada), Ltd.","MUFG SECURITIES (CANADA), LTD.",institution
0000059558,81,13328248573,1,6074,Lincoln National Corp,LINCOLN NATIONAL CORP,institution
0001909316,12440,13299277781,1,5072,Journey Strategic Wealth LLC,JOURNEY STRATEGIC WEALTH LLC,institution
0001051359,224,13259833556,1,6316,Par Capital Management Inc,PAR CAPITAL MANAGEMENT INC,institution
0002082866,2477,13235649189,1,2837,"Pinnacle Financial Partners, Inc.","Pinnacle Financial Partners, Inc.",institution
0001035350,3714,13212176829,1,8592,"Securian Asset Management, Inc","SECURIAN ASSET MANAGEMENT, INC",institution
0000005272,11,13210181494,1,5952,"American International Group, Inc.","AMERICAN INTERNATIONAL GROUP, INC.",institution
0001754535,1220,13203330705,1,5489,DeepCurrents Investment Group LLC,DeepCurrents Investment Group LLC,institution
0001767307,2278,13199220098,1,1941,"Robertson Stephens Wealth Management, LLC","Robertson Stephens Wealth Management, LLC",institution
0001908765,761,13197948816,1,7766,"Perfromance Wealth Partners, LLC","Perfromance Wealth Partners, LLC",institution
0001106832,1133,13185918050,1,880,Castleark Management LLC,CASTLEARK MANAGEMENT LLC,institution
0000799004,1146,13160517822,1,6310,Becker Capital Management Inc,BECKER CAPITAL MANAGEMENT INC,institution
0001034541,114,13127856252,1,2226,Timucuan Asset Management Inc /FL/,TIMUCUAN ASSET MANAGEMENT INC/FL,institution
0001786379,1037,13069837736,1,3498,Stonehage Fleming Financial Services Holdings Ltd,Stonehage Fleming Financial Services Holdings Ltd,institution
0000884423,3995,13060999024,1,5685,Salem Investment Counselors Inc,SALEM INVESTMENT COUNSELORS INC,institution
0001005441,1753,13039711156,1,1012,"Avantax Planning Partners, Inc.","Avantax Planning Partners, Inc.",institution
0001512173,1011,13011962363,1,5734,"Maplelane Capital, LLC","MAPLELANE CAPITAL, LLC",institution
0001539041,4082,12938998940,1,9690,Picton Mahoney Asset Management,PICTON MAHONEY ASSET MANAGEMENT,institution
0000764529,1288,12915175632,1,10509,Peregrine Capital Management LLC,PEREGRINE CAPITAL MANAGEMENT LLC,institution
0001050464,45,12901839125,1,4311,Peconic Partners LLC,PECONIC PARTNERS LLC,institution
0000903947,550,12887391833,1,1521,Miller Howard Investments Inc /NY/,MILLER HOWARD INVESTMENTS INC /NY,institution
0001619844,73,12873711251,1,6994,Hyperion Asset Management Ltd,Hyperion Asset Management Ltd,institution
0001032814,281,12856340149,1,9159,Check Capital Management Inc /CA/,CHECK CAPITAL MANAGEMENT INC/CA,institution
0001599747,3611,12835092739,1,10941,Dynamic Advisor Solutions LLC,Dynamic Advisor Solutions LLC,institution
0001017645,59,12812147543,1,1916,"General Atlantic, L.P.","GENERAL ATLANTIC, L.P.",institution
0001965334,2489,12797749794,1,9496,"Moran Wealth Management, LLC","Moran Wealth Management, LLC",institution
0002045724,78,12783718582,1,6030,Situational Awareness LP,Situational Awareness LP,institution
0001433541,1213,12777716363,1,8201,"Aspiriant, LLC","ASPIRIANT, LLC",institution
0001927543,6230,12737027884,1,5549,"Atria Wealth Solutions, Inc.","Atria Wealth Solutions, Inc.",institution
0002001900,6597,12675616665,1,9899,"Modern Wealth Management, LLC","Modern Wealth Management, LLC",institution
0000922439,1990,12669673213,1,4884,Hartford Investment Management Co,HARTFORD INVESTMENT MANAGEMENT CO,institution
0001483870,3168,12666894399,1,4155,"TCTC Holdings, LLC","TCTC Holdings, LLC",institution
0001301396,1055,12665884490,1,838,"Context Capital Management, LLC","Context Capital Management, LLC",institution
0001427514,2187,12665197769,1,9233,"Dana Investment Advisors, Inc.","Dana Investment Advisors, Inc.",institution
0001443077,1241,12654336162,1,9819,Intact Investment Management Inc.,INTACT INVESTMENT MANAGEMENT INC.,institution
0001055980,14860,12630378271,1,3598,"Ameritas Investment Partners, Inc.","Ameritas Investment Partners, Inc.",institution
0001175523,31,12627063603,1,1444,"Leonard Green & Partners, L.P.","Leonard Green & Partners, L.P.",institution
0001536592,553,12623197159,1,5640,Krane Funds Advisors LLC,Krane Funds Advisors LLC,institution
0001048703,819,12600641262,1,2470,"Karpus Management, Inc.","Karpus Management, Inc.",institution
0001484148,158,12587286685,1,4108,Turtle Creek Asset Management Inc.,TURTLE CREEK ASSET MANAGEMENT INC.,institution
0001426398,92,12578482914,1,8389,Focused Investors LLC,Focused Investors LLC,institution
0001094429,2585,12507110950,1,2473,"Sig Brokerage, LP","SIG BROKERAGE, LP",institution
0001602716,378,12468399777,1,6041,"Long Focus Capital Management, LLC","Long Focus Capital Management, LLC",institution
0002096095,155,12454915425,1,8128,"Danica Pension, Livsforsikringsaktieselskab","Danica Pension, Livsforsikringsaktieselskab",institution
0001797678,1728,12442746238,1,10068,"Americana Partners, LLC","Americana Partners, LLC",institution
0001409427,1123,12410291828,1,2965,"Boston Common Asset Management, LLC","Boston Common Asset Management, LLC",institution
0001841815,3130,12387567197,1,1462,"HUB Investment Partners, LLC","HUB Investment Partners, LLC",institution
0001839209,19,12383727387,1,766,"Darwin Global Management, Ltd.","Darwin Global Management, Ltd.",institution
0001696957,535,12377908469,1,3191,"SigFig Wealth Management, LLC","SigFig Wealth Management, LLC",institution
0000872786,2618,12301088252,1,10027,BNP Paribas,BNP PARIBAS,institution
0001938970,3433,12295155958,1,10091,"Callan Family Office, LLC","Callan Family Office, LLC",institution
0001606588,1884,12292270944,1,4651,"One Capital Management, LLC","One Capital Management, LLC",institution
0001756558,88,12290749646,1,7912,XN LP,XN LP,institution
0001470876,2003,12289947472,1,9667,"Freestone Capital Holdings, LLC","Freestone Capital Holdings, LLC",institution
0001365341,12,12281601705,1,3576,Cevian Capital II GP LTD,Cevian Capital II GP LTD,institution
0001569411,494,12278275607,1,5141,Addenda Capital Inc.,Addenda Capital Inc.,institution
0001920938,265,12266075259,1,10776,Braidwell LP,BRAIDWELL LP,institution
0000045319,1112,12257991507,1,6056,Meyer Handelman Co,MEYER HANDELMAN CO,institution
0000741073,2697,12257502248,1,8869,Stock Yards Bank & Trust Co,STOCK YARDS BANK & TRUST CO,institution
0001568280,532,12254312108,1,8210,BW Gestao de Investimentos Ltda.,BW Gestao de Investimentos Ltda.,institution
0001453620,823,12240134580,1,8150,Cohen Klingenstein LLC,Cohen Klingenstein LLC,institution
0001525907,18,12195051200,1,4317,"Cerberus Capital Management, L.P.","Cerberus Capital Management, L.P.",institution
0001094517,25,12167494595,1,5389,Toyota Motor Corp/,TOYOTA MOTOR CORP/,institution
0001936416,676,12160960310,1,667,Cercano Management LLC,Cercano Management LLC,institution
0001765388,63,12156470074,1,3084,Metropolis Capital Ltd,Metropolis Capital Ltd,institution
0000805676,1949,12154506777,1,7112,Park National Corp /OH/,PARK NATIONAL CORP /OH/,institution
0001985486,546,12142144215,1,3119,Ilex Capital Partners (UK) LLP,Ilex Capital Partners (UK) LLP,institution
0001964189,557,12135413699,1,1187,Auto-Owners Insurance Co,Auto-Owners Insurance Co,institution
0001841544,1056,12086933270,1,10657,"Foster Group, Inc.","Foster Group, Inc.",institution
