cik,fund_rows,fund_aum,distinct_brand_eids,brand_eid,brand_name,brand_canonical_name,brand_entity_type
0001492374,429,448787495.9099993,0,,,,
0001812286,304,446979853.0200001,1,27045,Harrison Street Infrastructure Income Fund,Harrison Street Infrastructure Income Fund,institution
0002033620,33,444203252.34000003,1,27213,Coller Private Credit Secondaries,Coller Private Credit Secondaries,institution
0001554625,176,439931259.41000015,1,26923,"Priority Income Fund, Inc.","Priority Income Fund, Inc.",institution
0001989393,151,437792160.7600001,1,27156,Partners Group Next Generation Infrastructure LLC,Partners Group Next Generation Infrastructure LLC,institution
0000930709,249,436015021.51,1,2214,Amundi,Amundi SA,institution
0001794041,380,435038440.8600001,1,27035,Franklin BSP Private Credit Fund,Franklin BSP Private Credit Fund,institution
0001709406,1,434726887.79,1,26982,AIP Alternative Lending Fund P,AIP Alternative Lending Fund P,institution
0000835333,219,434661627.4800001,1,26653,Invesco Municipal Income Opportunities Trust,Invesco Municipal Income Opportunities Trust,institution
0000809844,1912,434265150.9199996,1,26631,MFS HIGH YIELD MUNICIPAL TRUST,MFS HIGH YIELD MUNICIPAL TRUST,institution
0001287480,488,434109001.37,1,26823,BlackRock Floating Rate Income Trust,BlackRock Floating Rate Income Trust,institution
0000921671,453,433936003.58000004,1,26723,Gabelli Multimedia Trust Inc.,Gabelli Multimedia Trust Inc.,institution
0001343793,776,432667652.1200002,1,26851,BlackRock Long-Term Municipal Advantage Trust,BlackRock Long-Term Municipal Advantage Trust,institution
0001391437,329,431975202.46000004,1,26867,Gabelli Healthcare & WellnessRx Trust,Gabelli Healthcare & WellnessRx Trust,institution
0001254370,303,431312130.47999966,1,26799,Western Asset Inflation-Linked Income Fund,Western Asset Inflation-Linked Income Fund,institution
0000759828,778,430460733.4400007,1,26615,John Hancock Investors Trust,John Hancock Investors Trust,institution
0000882071,519,428871612.8699998,1,26680,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated,institution
0002041175,68400,428777898.6699997,1,27223,NB Asset-Based Credit Fund,NB Asset-Based Credit Fund,institution
0000201801,302,428491018.77999973,1,7633,FEDERATED INVESTMENT MANAGEMENT CO,FEDERATED INVESTMENT MANAGEMENT CO,institution
0002029010,52,424958648.50999993,1,27206,North Haven Private Assets Fund,North Haven Private Assets Fund,institution
0001742380,26,422708427.03999996,1,26999,"CPG Vintage Access Fund II, LLC","CPG Vintage Access Fund II, LLC",institution
0001988855,12,422614168.65999997,1,27155,Manulife Private Credit Plus Fund,Manulife Private Credit Plus Fund,institution
0001989916,1041,422343711.93999994,2,9013,"ShariaPortfolio, Inc.",Tidal Investments LLC,institution
0000091847,151,421852682.16999966,1,26608,Source Capital,Source Capital,institution
0001506488,65,420596146.31,1,26902,NXG NextGen Infrastructure Income Fund,NXG NextGen Infrastructure Income Fund,institution
0000831655,1056,419641478.09999937,1,26649,BARINGS PARTICIPATION INVESTORS,BARINGS PARTICIPATION INVESTORS,institution
0001815608,311,419300110.47223926,1,20089,Modern Capital Management Co.,Modern Capital Management Co.,institution
0000920467,1768,418895660.00000024,1,13,T. Rowe Price,T. Rowe Price,institution
0001780338,28,417541603.92999995,1,27026,CPG Vintage Access Fund III LLC,CPG Vintage Access Fund III LLC,institution
0002052250,940,417164458.08,1,27238,GoldenTree Opportunistic Credit Fund,GoldenTree Opportunistic Credit Fund,institution
0000882381,391,414881186.4200002,1,23,Morgan Stanley Investment Management,Morgan Stanley Investment Management,institution
0001714708,2,414279930.42219996,1,26985,NB Crossroads Private Markets Fund V (TI) LP,NB Crossroads Private Markets Fund V (TI) LP,institution
0001495825,645,413583719.75000024,1,26889,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust,institution
0001563696,256,412493563.13000023,1,26933,Eaton Vance Municipal Income 2028 Term Trust,Eaton Vance Municipal Income 2028 Term Trust,institution
0001978024,37,410072046.41,1,27150,Apollo S3 Private Markets Fund,Apollo S3 Private Markets Fund,institution
0000793040,203,409366323.2600001,1,26621,Ellsworth Growth & Income Fund Ltd,Ellsworth Growth & Income Fund Ltd,institution
0001560672,766,405223336.0300002,1,26928,Ellington Credit Co,Ellington Credit Co,institution
0001232860,354,405136760.6000001,1,26794,"BlackRock Municipal Credit Alpha Portfolio, Inc.","BlackRock Municipal Credit Alpha Portfolio, Inc.",institution
0000809981,329,404323018.92000014,1,4281,SIT INVESTMENT ASSOCIATES INC,SIT INVESTMENT ASSOCIATES INC,institution
0002023773,22,403252346.25000006,1,27198,iDirect Multi-Strategy Fund,iDirect Multi-Strategy Fund,institution
0000830622,1606,400126087.13999957,1,26648,Putnam Master Intermediate Income Trust,Putnam Master Intermediate Income Trust,institution
0001953146,24,399717760.87,1,27139,"CPG Vintage Access Fund VI, LLC","CPG Vintage Access Fund VI, LLC",institution
0001669384,2,399663859.85340947,1,26968,NB Crossroads Private Markets Fund IV (TI) - Client LLC,NB Crossroads Private Markets Fund IV (TI) - Client LLC,institution
0002012326,311,398433736.75000006,1,27180,AB CarVal Credit Opportunities Fund,AB CarVal Credit Opportunities Fund,institution
0001855299,194,398337855.4199999,1,27091,Lord Abbett Corporate Opportunities Fund,Lord Abbett Corporate Opportunities Fund,institution
0000845606,1410,397267590.53000015,1,26659,MFS HIGH INCOME MUNICIPAL TRUST,MFS HIGH INCOME MUNICIPAL TRUST,institution
0001628040,244,396457170.56,1,26959,Alternative Credit Income Fund,Alternative Credit Income Fund,institution
0002005563,552,395501238.85999995,1,27174,Lord Abbett Flexible Income Fund,Lord Abbett Flexible Income Fund,institution
0001419139,439,394314291.38000035,1,4,Invesco,Invesco,institution
0001350049,442,391864627.9099999,1,1298,"Energy Income Partners, LLC","Energy Income Partners, LLC",institution
0001691570,66,391227828.24999994,1,26976,USQ Core Real Estate Fund,USQ Core Real Estate Fund,institution
0001233087,9025,389385929.94000036,1,26795,Franklin Limited Duration Income Trust,Franklin Limited Duration Income Trust,institution
0000770116,400,388347618.0799998,1,7633,FEDERATED INVESTMENT MANAGEMENT CO,FEDERATED INVESTMENT MANAGEMENT CO,institution
0000909112,159,386790381.1,1,26715,Templeton Emerging Markets Income Fund,Templeton Emerging Markets Income Fund,institution
0000353101,197,386063439.2299997,1,7633,FEDERATED INVESTMENT MANAGEMENT CO,FEDERATED INVESTMENT MANAGEMENT CO,institution
0001288255,16,384333594.63,1,12595,Pioneer Solutions - Balanced Fund,Pioneer Solutions - Balanced Fund,fund
0001857314,82,383804217.21000016,1,27093,Forum Real Estate Income Fund,Forum Real Estate Income Fund,institution
0000931491,255,382238015.09,1,18976,Capital Management Associates Inc,Capital Management Associates Inc,institution
0001417802,485,381314824.55999964,1,26873,"VOYA INFRASTRUCTURE, INDUSTRIALS & MATERIALS FUND","VOYA INFRASTRUCTURE, INDUSTRIALS & MATERIALS FUND",institution
0000357052,183,381302198.5400002,1,7633,FEDERATED INVESTMENT MANAGEMENT CO,FEDERATED INVESTMENT MANAGEMENT CO,institution
0001082744,605,381275785.91999996,1,7821,VIKING FUND MANAGEMENT LLC,VIKING FUND MANAGEMENT LLC,institution
0000910068,326,380455973.15999985,1,26716,Western Asset High Income Opportunity Fund Inc.,Western Asset High Income Opportunity Fund Inc.,institution
0002063946,150,379145116.74999994,1,27250,Franklin BSP Lending Fund,Franklin BSP Lending Fund,institution
0000946868,197,376323163.33000004,1,7633,FEDERATED INVESTMENT MANAGEMENT CO,FEDERATED INVESTMENT MANAGEMENT CO,institution
0001830921,79,376274618.4499999,1,27057,Aspiriant Real Assets Fund,Aspiriant Real Assets Fund,institution
0000005094,2743,374918819.08000004,1,26603,Invesco Bond Fund,Invesco Bond Fund,institution
0000786035,118,373795218.77000004,1,26618,Liberty All-Star Growth Fund,Liberty All-Star Growth Fund,institution
0001287498,1482,373232146.39999986,1,26824,Eaton Vance Short Duration Diversified Income Fund,Eaton Vance Short Duration Diversified Income Fund,institution
0000853180,513,373053959.74999964,1,26666,Invesco Senior Loan Fund,Invesco Senior Loan Fund,institution
0001327228,35,372877329.69,1,26845,Alternative Investment Partners Absolute Return Fund,Alternative Investment Partners Absolute Return Fund,institution
0001089107,165,372170860.55,1,135,THIRD AVENUE MANAGEMENT LLC,THIRD AVENUE MANAGEMENT LLC,institution
0001169583,33,370476907.3500001,1,26759,AETOS LONG/SHORT STRATEGIES FUND LLC,AETOS LONG/SHORT STRATEGIES FUND LLC,institution
0001717457,1392,370139771.67999953,1,26990,Calamos Long/Short Equity & Dynamic Income Trust,Calamos Long/Short Equity & Dynamic Income Trust,institution
0001896036,224,368721357.2,1,27118,Eagle Point Institutional Income Fund,Eagle Point Institutional Income Fund,institution
0000750909,96,368508462.47999996,0,,,,
0001285650,1459,366192745.27999973,1,8553,Calamos Advisors LLC,Calamos Advisors LLC,institution
0001479359,859,362427232.1200003,1,30,PIMCO,PIMCO,institution
0001306550,31,361619849.15000004,1,2,BlackRock / iShares,BlackRock / iShares,institution
0000897421,187,361540035.3700001,1,26706,Nuveen Virginia Quality Municipal Income Fund,Nuveen Virginia Quality Municipal Income Fund,institution
0000826020,2185,361281721.1899996,1,26642,Saba Capital Income & Opportunities Fund,Saba Capital Income & Opportunities Fund,institution
0000897419,221,357269144.9499997,1,26705,Nuveen Massachusetts Quality Municipal Income Fund,Nuveen Massachusetts Quality Municipal Income Fund,institution
0002003497,95,355369235.91,1,27171,Jackson Real Assets Fund,Jackson Real Assets Fund,institution
0001763143,394,355154953.40999997,1,5649,"X-Square Capital, LLC","X-Square Capital, LLC",institution
0002026099,762,353947339.47000027,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0000832574,1235,349619056.03999996,1,18626,"Reynolds Capital Management, LLC","Reynolds Capital Management, LLC",institution
0001338561,346,348237777.4400004,1,26848,Nuveen S&P 500 Dynamic Overwrite Fund,Nuveen S&P 500 Dynamic Overwrite Fund,institution
0000019780,76,345103820.65999997,1,7994,MITCHELL SINKLER & STARR/PA,MITCHELL SINKLER & STARR/PA,institution
0001137184,211,344589867.6800001,1,19360,Popular Asset Management LLC,Popular Asset Management LLC,institution
0001066241,533,344318888.96999997,1,19271,"Sparrow Capital Management, Inc.","Sparrow Capital Management, Inc.",institution
0001158289,89,343589756.24999994,1,26750,Nuveen Real Estate Income Fund,Nuveen Real Estate Income Fund,institution
0002051511,63,341473196.62,1,27236,Oaktree Asset-Backed Income Fund Inc.,Oaktree Asset-Backed Income Fund Inc.,institution
0000925737,428,339078972.02000004,0,,,,
0000009521,177,338927612.78,1,26604,Bancroft Fund Ltd,Bancroft Fund Ltd,institution
0001907437,197,338326502.72999996,1,27126,Opportunistic Credit Interval Fund,Opportunistic Credit Interval Fund,institution
0001600600,309,338023916.4,1,13,T. Rowe Price,T. Rowe Price,institution
0001316463,180,337046127.12999994,1,26838,Clough Global Equity Fund,Clough Global Equity Fund,institution
0001585855,578,336496458.98000014,1,26941,Gabelli Global Small & Mid Cap Value Trust,Gabelli Global Small & Mid Cap Value Trust,institution
0000719451,458,336411883.0999999,1,11,,Fidelity / FMR,institution
0001678130,10170,335682221.5900012,1,25655,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.  (OPP, OPP-PA, OPP-PB)","RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.  (OPP, OPP-PA, OPP-PB)",institution
0001440930,294,333255880.92,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0000859796,90,330792234.2000001,1,26670,"Japan Smaller Capitalization Fund, Inc.","Japan Smaller Capitalization Fund, Inc.",institution
0001199004,299,328711117.7200002,1,26776,Federated Hermes Premier Municipal Income Fund,Federated Hermes Premier Municipal Income Fund,institution
0001368493,66,327242171.55,1,26854,"Morgan Stanley China A Share Fund, Inc.","Morgan Stanley China A Share Fund, Inc.",institution
0000919893,70,325584563.28,1,26722,"Templeton Dragon Fund, Inc.","Templeton Dragon Fund, Inc.",institution
0001070732,915,324816696.4199998,1,26737,Eaton Vance Senior Income Trust,Eaton Vance Senior Income Trust,institution
0002013536,233,324592342.4300002,1,27182,Eagle Point Defensive Income Trust,Eagle Point Defensive Income Trust,institution
0002023164,40,322363048.77,1,27197,Booster Income Opportunities Fund,Booster Income Opportunities Fund,institution
0001225290,71,322362731.7900001,0,,,,
0001454741,181,319881373.23999983,1,26876,Eaton Vance National Municipal Opportunities Trust,Eaton Vance National Municipal Opportunities Trust,institution
0001438893,573,315111652.6400005,1,26874,"GAMCO Natural Resources, Gold & Income Trust","GAMCO Natural Resources, Gold & Income Trust",institution
0000830487,496,311860072.0500001,1,26647,Western Asset Municipal High Income Fund Inc.,Western Asset Municipal High Income Fund Inc.,institution
0001783964,42,308925277.3899999,1,27027,Accordant ODCE Index Fund,Accordant ODCE Index Fund,institution
0001884762,706,307412278.66,1,9267,CONNORS INVESTOR SERVICES INC,CONNORS INVESTOR SERVICES INC,institution
0002029852,178,305275574.5099999,1,27208,Lord Abbett Municipal Opportunities Fund,Lord Abbett Municipal Opportunities Fund,institution
0002015849,42,303982093.35999995,1,27185,MA Specialty Credit Income Fund,MA Specialty Credit Income Fund,institution
0001318025,939,303806543.06999975,1,26839,PIMCO Global StocksPLUS & Income Fund,PIMCO Global StocksPLUS & Income Fund,institution
0001497186,537,303589953.36999995,1,26893,Western Asset High Yield Opportunity Fund Inc.,Western Asset High Yield Opportunity Fund Inc.,institution
0000895528,146,303528177.6099999,1,26701,Invesco Pennsylvania Value Municipal Income Trust,Invesco Pennsylvania Value Municipal Income Trust,institution
0001279014,633,303108410.4899997,1,26815,ALLSPRING UTILITIES & HIGH INCOME FUND,ALLSPRING UTILITIES & HIGH INCOME FUND,institution
0001588474,20,302186706.6,1,26943,Infinity Core Alternative Fund,Infinity Core Alternative Fund,institution
0001830974,54,301263577.03000003,1,27059,Aspiriant Capital Appreciation Fund,Aspiriant Capital Appreciation Fund,institution
0000779336,65,300768134.59999996,1,26617,"ABRDN AUSTRALIA EQUITY FUND, INC.","ABRDN AUSTRALIA EQUITY FUND, INC.",institution
0001501103,248,298391860.1500001,1,26898,Virtus Stone Harbor Emerging Markets Income Fund,Virtus Stone Harbor Emerging Markets Income Fund,institution
0000829901,796,298315362.15999997,1,56,Lord Abbett,Lord Abbett,institution
0000949820,274,297328732.88000005,1,13,T. Rowe Price,T. Rowe Price,institution
0001762229,120,296794194.2800001,1,27016,Yieldstreet Alternative Income Fund Inc.,Yieldstreet Alternative Income Fund Inc.,institution
0001506707,22,295298760.5499999,1,26903,A&Q Multi-Strategy Fund,A&Q Multi-Strategy Fund,institution
0001286087,534,290417235.1,1,12594,Perritt MicroCap Opportunities Fund,Perritt MicroCap Opportunities Fund,fund
0001169580,16,290246447.87999994,1,26758,AETOS MULTI-STRATEGY ARBITRAGE FUND LLC,AETOS MULTI-STRATEGY ARBITRAGE FUND LLC,institution
0001911795,415,289830500.2900002,1,27128,PIMCO California Flexible Municipal Income Fund,PIMCO California Flexible Municipal Income Fund,institution
0002020510,78,289437704.49000007,1,27190,Hamilton Lane Private Infrastructure Fund,Hamilton Lane Private Infrastructure Fund,institution
0002081199,198,289192364.66,1,24352,"Baron Capital Management, Inc.","Baron Capital Management, Inc.",institution
0001496749,1191,288550748.70771194,1,26892,John Hancock Diversified Income Fund,John Hancock Diversified Income Fund,institution
0001045701,1483,287363444.93999994,4,223,Park Place Capital Corp,Park Place Capital Corp,institution
0001620515,73,286444975.45,1,26957,Princeton Everest Fund,Princeton Everest Fund,institution
0002014487,694,286154861.9199999,1,24862,Palmer Square Capital Management LLC,Palmer Square Capital Management LLC,institution
0000793601,1102,284083117.27,1,8650,FCA CORP /TX,FCA CORP /TX,institution
0002066984,393,281285376.5200001,1,27254,FT Vest Total Return Income Fund: Series B2,FT Vest Total Return Income Fund: Series B2,institution
0000828803,1603,280901601.52000004,1,26645,Saba Capital Income & Opportunities Fund II,Saba Capital Income & Opportunities Fund II,institution
0002047442,54,278245383.13,1,27233,Calamos Aksia Private Equity & Alternatives Fund,Calamos Aksia Private Equity & Alternatives Fund,institution
0001378701,288,277357266.19000006,1,26856,GDL Fund,GDL Fund,institution
0000917124,328,276966134.87999994,1,1684,"Firsthand Capital Management, Inc.","Firsthand Capital Management, Inc.",institution
0001939052,372,275224368.8699998,1,27135,Stone Ridge Art Risk Premium Fund,Stone Ridge Art Risk Premium Fund,institution
0001289868,170,274469171.01,1,26827,XAI Madison Equity Premium Income Fund,XAI Madison Equity Premium Income Fund,institution
0001796242,40,274025250.1799999,1,27036,Goldman Sachs Real Estate Diversified Income Fund,Goldman Sachs Real Estate Diversified Income Fund,institution
0000770200,183,269918340.04,1,18285,Midas Management Corporation,Midas Management Corporation,institution
0001282957,542,269685667.44000006,1,26820,Gabelli Global Utility & Income Trust,Gabelli Global Utility & Income Trust,institution
0002054992,154,266732327.92999998,1,27241,Lincoln Bain Capital Total Credit Fund,Lincoln Bain Capital Total Credit Fund,institution
0001679949,124,266137140.02999997,1,9355,MATRIX ASSET ADVISORS INC/NY,MATRIX ASSET ADVISORS INC/NY,institution
0001472341,639,264521011.82000002,1,26879,Western Asset Global Corporate Opportunity Fund Inc.,Western Asset Global Corporate Opportunity Fund Inc.,institution
0000730044,183,264340925.44,1,23,Morgan Stanley Investment Management,Morgan Stanley Investment Management,institution
0000810943,263,263662384.19,1,26633,High Income Securities Fund,High Income Securities Fund,institution
0001528811,1242,263369306.39999962,1,26916,Virtus Global Multi-Sector Income Fund,Virtus Global Multi-Sector Income Fund,institution
0001278211,98,262931732.48999995,1,26813,LAZARD GLOBAL TOTAL RETURN & INCOME FUND INC,LAZARD GLOBAL TOTAL RETURN & INCOME FUND INC,institution
0001166258,47,259155792.60999995,1,26755,"Pioneer High Income Fund, Inc.","Pioneer High Income Fund, Inc.",institution
0001591939,538,259152024.54000008,1,1000,"WBI INVESTMENTS, LLC","WBI INVESTMENTS, LLC",institution
0001400897,46,259100188.05,1,26871,NXG Cushing Midstream Energy Fund,NXG Cushing Midstream Energy Fund,institution
0001833936,44,256393614.48,1,27061,BlackRock Alpha Strategies Fund,BlackRock Alpha Strategies Fund,institution
0000072760,89,256314409.78128004,0,,,,
0001124959,852,254544615.1499999,1,26746,Voya Credit Income Fund,Voya Credit Income Fund,institution
0002022290,127,252271232.0600001,1,27195,DIAMOND HILL SECURITIZED CREDIT FUND,DIAMOND HILL SECURITIZED CREDIT FUND,institution
0002028436,180,252128619.68999997,1,27205,T. Rowe Price OHA Flexible Credit Income Fund,T. Rowe Price OHA Flexible Credit Income Fund,institution
0001394166,1052,251882517.09999996,1,20,Gabelli,Gabelli,institution
0001995668,286,251432701.7399999,1,27162,NYLI MacKay Muni Income Opportunities Fund,NYLI MacKay Muni Income Opportunities Fund,institution
0001394396,710,245867511.85,1,3586,BLACKROCK ADVISORS LLC,BLACKROCK ADVISORS LLC,institution
0000860489,111,245304508.16000003,1,26376,"CENTRAL & EASTERN EUROPE FUND, INC.","CENTRAL & EASTERN EUROPE FUND, INC.",institution
0001957121,132,242810207.49999997,1,27140,Felicitas Private Markets Fund,Felicitas Private Markets Fund,institution
0000883265,182,238577456.4099999,1,26683,Invesco Trust for Investment Grade New York Municipals,Invesco Trust for Investment Grade New York Municipals,institution
0000864230,458,238137588.64000005,1,4163,"Gator Capital Management, LLC","Gator Capital Management, LLC",institution
0001645192,184,237829978.82,1,19984,"Winning Points Advisors, LLC","Winning Points Advisors, LLC",institution
0000810766,324,235895053.91000003,1,26632,"CREDIT SUISSE ASSET MANAGEMENT INCOME FUND, INC.","CREDIT SUISSE ASSET MANAGEMENT INCOME FUND, INC.",institution
0000897802,158,235667979.39000005,1,26707,"Special Opportunities Fund, Inc.","Special Opportunities Fund, Inc.",institution
0001847282,176,234826401.54000008,1,27069,"Tax-Free High Grade Portfolio Bond Fund for Puerto Rico Residents, Inc.","Tax-Free High Grade Portfolio Bond Fund for Puerto Rico Residents, Inc.",institution
0000858706,53,234011583.53000003,1,26669,"The New Germany Fund, Inc.","The New Germany Fund, Inc.",institution
0000892992,217,232635978.55999988,1,26699,Nuveen Arizona Quality Municipal Income Fund,Nuveen Arizona Quality Municipal Income Fund,institution
0001707770,1003,229875917.58999982,1,13,T. Rowe Price,T. Rowe Price,institution
0000202741,258,228537224.14999995,2,12488,"BlackRock Advisors, LLC",BlackRock Sustainable U.S. Value Equity Fund,fund
0001972459,745,225384438.08,1,6207,Texas Capital Bank Wealth Management Services Inc,Texas Capital Bank Wealth Management Services Inc,institution
0001279392,111,223931383.10000005,1,26816,"Cypress Creek Private Strategies Master Fund, L.P.","Cypress Creek Private Strategies Master Fund, L.P.",institution
0000893759,197,223877367.7399999,1,18786,Gardner Lewis Asset Management,Gardner Lewis Asset Management,institution
0000084237,113,223227298.34999996,2,3703,Davis Selected Advisers,Davis Selected Advisers,institution
0001976877,408,222738936.93000022,1,4314,"Madison Asset Management, LLC","Madison Asset Management, LLC",institution
0000830271,437,222598325.84000006,1,26646,"Nuveen Municipal Income Fund, Inc.","Nuveen Municipal Income Fund, Inc.",institution
0001526787,97,222176163.58999997,1,2271,"NATIXIS ADVISORS, LLC","NATIXIS ADVISORS, LLC",institution
0001477597,144,221778128.92000002,1,9730,"L. Roy Papp & Associates, LLP","L. Roy Papp & Associates, LLP",institution
0001989582,800,221353404.98999995,1,27157,PGIM Credit Income Fund,PGIM Credit Income Fund,institution
0000870355,496,221172209.63000065,0,,,,
0001782952,172,220309200.96,1,4559,Kurv Investment Management LLC,Kurv Investment Management LLC,institution
0001992148,210,219811181.10000014,1,27160,Eagle Point Enhanced Income Trust,Eagle Point Enhanced Income Trust,institution
0001557523,224,217929304.94999996,1,26926,Principal Real Estate Income Fund,Principal Real Estate Income Fund,institution
0001311981,275,215742667.67000005,1,19517,"Adirondack Research & Management, Inc.","Adirondack Research & Management, Inc.",institution
0001748425,719,215126090.57999998,1,20,Gabelli,Gabelli,institution
0000847411,779,213889298.69000012,1,26663,MFS INVESTMENT GRADE MUNICIPAL TRUST,MFS INVESTMENT GRADE MUNICIPAL TRUST,institution
0001162127,76,213734197.81,1,19367,Check Capital Management Inc.,Check Capital Management Inc.,institution
0001704299,50,212876617.2100001,1,26980,Tortoise Sustainable and Social Impact Term Fund,Tortoise Sustainable and Social Impact Term Fund,institution
0002035726,115,211826159.45999998,1,27215,Nuveen Enhanced CLO Income Fund,Nuveen Enhanced CLO Income Fund,institution
0001462586,808,211528266.02999997,1,25690,Western Asset Investment Grade Defined Opportunity Trust Inc.,Western Asset Investment Grade Defined Opportunity Trust Inc.,institution
0002033164,176,211412029.56000006,1,27212,Rockefeller Municipal Opportunities Fund,Rockefeller Municipal Opportunities Fund,institution
0000811922,908,210057512.08000004,1,26634,MFS GOVERNMENT MARKETS INCOME TRUST,MFS GOVERNMENT MARKETS INCOME TRUST,institution
0001702537,2,208599748.98000002,1,26977,NB Crossroads Private Markets Fund V (TE) LP,NB Crossroads Private Markets Fund V (TE) LP,institution
0001892443,141,207760485.0000001,1,27117,Bluerock High Income Institutional Credit Fund,Bluerock High Income Institutional Credit Fund,institution
0000813623,51,207521974.60999998,1,26636,Total Return Securities Fund,Total Return Securities Fund,institution
0001669380,2,206591461.4944852,1,26966,NB Crossroads Private Markets Fund IV (TE) - Client LLC,NB Crossroads Private Markets Fund IV (TE) - Client LLC,institution
0000822519,293,205578171.34999996,1,18554,Concorde Financial Corp.,Concorde Financial Corp.,institution
0002035632,230,201721015.97999984,1,27214,John Hancock CQS Asset Backed Securities Fund,John Hancock CQS Asset Backed Securities Fund,institution
0001523289,352,201402951.92,1,26912,Destra Multi-Alternative Fund,Destra Multi-Alternative Fund,institution
0000357159,89,200972263.61,1,7633,FEDERATED INVESTMENT MANAGEMENT CO,FEDERATED INVESTMENT MANAGEMENT CO,institution
0002059105,194,198788643.77999994,1,27245,StepStone Private Credit Co-Investment Fund,StepStone Private Credit Co-Investment Fund,institution
0002069687,121,195678534.2699999,0,,,,
0000792394,269,194731830.66883498,1,18335,Volumetric Advisers Inc,Volumetric Advisers Inc,institution
0001578987,60,194588339.94999996,1,26938,ArrowMark Financial Corp.,ArrowMark Financial Corp.,institution
0001549548,73,194406458.79999995,1,8,,First Trust,institution
0001163792,382,194297806.14000005,1,26754,Western Asset Premier Bond Fund,Western Asset Premier Bond Fund,institution
0001589390,76,187490711.03999996,1,26944,North Square Evanston Multi-Alpha Fund,North Square Evanston Multi-Alpha Fund,institution
0002031545,393,182214194.79000002,1,27209,FT Vest Total Return Income Fund: Series A4,FT Vest Total Return Income Fund: Series A4,institution
0000845611,243,181879446.10999995,1,26660,Gabelli Convertible & Income Securities Fund Inc,Gabelli Convertible & Income Securities Fund Inc,institution
0001517767,55,181765714.35999995,1,25244,"Carlyle Credit Income Fund  (CCIA, CCIF)","Carlyle Credit Income Fund  (CCIA, CCIF)",institution
0000748691,52,180682905.15999997,1,26614,"Korea Fund, Inc.","Korea Fund, Inc.",institution
0001807334,4,180199166.61,1,27040,Wilshire Private Assets Fund,Wilshire Private Assets Fund,institution
0001186641,31,180023811.13,1,26770,A&Q Long/Short Strategies Fund LLC,A&Q Long/Short Strategies Fund LLC,institution
0002054995,61,177433524.84999996,1,27242,Lincoln Partners Group Royalty Fund,Lincoln Partners Group Royalty Fund,institution
0001796383,171,177105039.65000004,0,,,,
0002047692,96,177010035.72000003,1,27234,Hamilton Lane Venture Capital & Growth Fund,Hamilton Lane Venture Capital & Growth Fund,institution
0002060934,8,176905786.95000002,1,27247,TPG Private Markets Fund,TPG Private Markets Fund,institution
0001343668,1,176401918.87,1,26850,Alternative Investment Partners Absolute Return Fund STS,Alternative Investment Partners Absolute Return Fund STS,institution
0000889169,723,176047522.27000007,1,26,BNY Mellon / Dreyfus,BNY Mellon / Dreyfus,institution
0002043954,190,175816366.92000002,1,3031,"REX Advisers, LLC","REX Advisers, LLC",institution
0001216907,213,174970739.63,1,19478,"Bertolet Capital, LLC","Bertolet Capital, LLC",institution
0001716885,317,173803034.01999995,1,26987,Angel Oak Strategic Credit Fund,Angel Oak Strategic Credit Fund,institution
0002041900,103,171554966.99999997,1,27226,Columbia Credit Income Opportunities Fund,Columbia Credit Income Opportunities Fund,institution
0001288795,198,171482283.30999997,1,26825,Clough Global Dividend and Income Fund,Clough Global Dividend and Income Fund,institution
0001771226,250,169739162.22999993,1,27020,RiverNorth Managed Duration Muni Income Fund Inc.,RiverNorth Managed Duration Muni Income Fund Inc.,institution
0002025137,934,169070754.1900002,2,74,"Virtus Investment Advisers, LLC",Harbor Capital,institution
0000818850,136,167000443.32000002,1,26638,Nuveen New York Municipal Value Fund,Nuveen New York Municipal Value Fund,institution
0001881739,112,165183472.73999998,1,27112,VARIANT IMPACT FUND,VARIANT IMPACT FUND,institution
0001079575,740,164225361.12999994,1,63,Calamos Investments,Calamos Investments,institution
0001756404,202,164153709.04999992,1,27013,Principal Real Asset Fund,Principal Real Asset Fund,institution
0000879535,163,163815736.70999998,1,26677,DTF Tax-Free Income 2028 Term Fund INC,DTF Tax-Free Income 2028 Term Fund INC,institution
0001821080,998,162510100.3799999,1,8920,Humankind Investments LLC,Humankind Investments LLC,institution
0000904112,351,161513890.93999997,1,26711,MORGAN STANLEY EMERGING MARKETS DEBT FUND INC,MORGAN STANLEY EMERGING MARKETS DEBT FUND INC,institution
0001497362,96,160268486.87,1,19777,"Pinnacle Capital Management, Inc.","Pinnacle Capital Management, Inc.",institution
0001988752,80,159815969.54999998,1,27154,MEKETA INFRASTRUCTURE FUND,MEKETA INFRASTRUCTURE FUND,institution
0001332943,240,159545110.54999992,1,26847,VOYA GLOBAL ADVANTAGE & PREMIUM OPPORTUNITY FUND,VOYA GLOBAL ADVANTAGE & PREMIUM OPPORTUNITY FUND,institution
