cik,fund_rows,fund_aum,distinct_brand_eids,brand_eid,brand_name,brand_canonical_name,brand_entity_type
0000225635,1283,13013561119.239998,1,2,BlackRock / iShares,BlackRock / iShares,institution
0000053808,2358,12985510579.17,3,26,BNY Mellon / Dreyfus,BNY Mellon / Dreyfus,institution
0001609212,853,12909151972.899998,1,27,Affiliated Managers Group,Affiliated Managers Group,institution
0001070287,3827,12874482882.710007,2,1589,"PGIM, Inc.","PGIM, Inc.",institution
0000052136,2334,12847078570.95,4,2271,"NATIXIS ADVISORS, LLC","NATIXIS ADVISORS, LLC",institution
0000019034,1588,12801122420.710905,1,4,Invesco,Invesco,institution
0001551950,9086,12795267694.099998,1,52,Columbia Threadneedle,Columbia Threadneedle,institution
0001396092,3469,12705509578.429995,3,7907,LDR Capital Management LLC,LDR Capital Management LLC,institution
0000045291,320,12680408519.809998,2,7734,"MANUFACTURERS LIFE INSURANCE COMPANY, THE","Sustainable Growth Advisers, LP",institution
0001113229,1573,12641072348.609997,1,19282,Horizon Kinetics Asset Management,Horizon Kinetics Asset Management,institution
0001301708,104,12638340402.440002,4,7,Allianz Investment Management LLC,Dimensional Fund Advisors,institution
0001368040,1432,12596046447.450014,0,,,,
0000002664,336,12561072031.850004,2,2489,"VOYA INVESTMENTS, LLC","Voya Financial, Inc.",institution
0001011008,162,12531569711.62,1,3,,State Street / SSGA,institution
0001169187,1556,12466421279.240002,1,13,T. Rowe Price,T. Rowe Price,institution
0001047112,768,12436245376.300001,1,2416,MARSICO CAPITAL MANAGEMENT LLC,MARSICO CAPITAL MANAGEMENT LLC,institution
0001083387,209,12294784816.02,1,19282,Horizon Kinetics Asset Management,Horizon Kinetics Asset Management,institution
0001500233,81,12256804050.0,1,26566,Ironwood Institutional Multi-Strategy Fund LLC,Ironwood Institutional Multi-Strategy Fund LLC,institution
0001558107,1826,12210838494.210001,6,3429,"Clarkston Capital Partners, LLC","BEACON INVESTMENT ADVISORY SERVICES, INC.",institution
0001609211,2,12166056931.81,1,27,Affiliated Managers Group,Affiliated Managers Group,institution
0000216907,559,12110166337.980001,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0000743773,19485,12077288411.84001,3,2981,Calvert Research & Management,Calvert Research & Management,institution
0001785336,652,11983564478.359999,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0001696729,5944,11968787455.829992,3,5127,"U.S. Bancorp Asset Management, Inc.",PUTNAM INVESTMENT MANAGEMENT LLC,institution
0001109957,1415,11954265761.519993,1,313,"Cullen Capital Management, LLC","Cullen Capital Management, LLC",institution
0000074663,7974,11930934311.84999,1,2920,Morgan Stanley Investment Management,MORGAN STANLEY,institution
0000909427,3843,11891700568.969995,0,,,,
0001065698,3355,11884728568.440006,1,17,MFS Investment Management,MFS Investment Management,institution
0001559992,21293,11880516175.319977,1,24348,Stone Ridge Asset Management LLC,Stone Ridge Asset Management LLC,institution
0001098605,6141,11844610661.719984,1,30,PIMCO,PIMCO,institution
0001612930,6390,11775780153.169994,1,10620,"Angel Oak Capital Advisors, LLC","Angel Oak Capital Advisors, LLC",institution
0001195737,2223,11698296189.230026,1,9,Nuveen / TIAA,Nuveen / TIAA,institution
0000315774,3476,11687409974.47,2,18027,"Polaris Capital Management, LLC","Lisanti Capital Growth, LLC",institution
0001493214,2484,11643930914.339993,0,,,,
0000830744,14295,11564116631.520008,3,11164,Wilmington Funds Management Corporation,PARAMETRIC PORTFOLIO ASSOCIATES LLC,institution
0000778365,6083,11548927621.23,1,19,Eaton Vance,Eaton Vance,institution
0000877670,3640,11537698605.21,1,20,Gabelli,Gabelli,institution
0000030146,250,11512262466.740002,1,2628,BNY Mellon / Dreyfus,NEWTON INVESTMENT MANAGEMENT LTD,institution
0001831313,8263,11373857520.869993,1,1238,TCW INVESTMENT MANAGEMENT Co LLC,TCW INVESTMENT MANAGEMENT Co LLC,institution
0000081259,3728,11368314012.968412,1,1355,Putnam Investments,FRANKLIN ADVISERS INC,institution
0001199046,8231,11319697756.159998,2,10226,Quantum Advisors Private Limited,CRAWFORD INVESTMENT COUNSEL INC,institution
0001317146,3119,11172559546.589996,5,2399,BARINGS LLC,BARINGS LLC,institution
0001841440,791,11083342317.280016,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0000832545,589,11056438777.250002,1,8544,Charles Schwab,AMERICAN CENTURY INVESTMENT MANAGEMENT INC,institution
0000701804,2059,11039889336.749998,1,1001,"Virtus Investment Advisers, LLC","Westchester Capital Management, LLC",institution
0001097293,232,10956931643.789999,1,3586,BLACKROCK ADVISORS LLC,BLACKROCK ADVISORS LLC,institution
0001738074,4007,10889408618.96998,1,2,BlackRock / iShares,BlackRock / iShares,institution
0000855396,6589,10852871203.839989,1,893,"LORD, ABBETT & CO. LLC","LORD, ABBETT & CO. LLC",institution
0000768847,1402,10841764654.65,2,18182,Van Eck Associates Corporation,Van Eck Associates Corporation,institution
0001994489,2656,10809690005.500011,2,9246,"Harbor Capital Advisors, Inc.",AQR CAPITAL MANAGEMENT LLC,institution
0000851680,3419,10786226460.26,3,7930,Domini Impact Investments LLC,Domini Impact Investments LLC,institution
0000912036,2059,10743785309.060001,3,3585,AMG Funds LLC,"GW&K Investment Management, LLC",institution
0000918199,1730,10734419729.420002,2,17930,Federated Investment Management Company,Federated Advisory Services Company,institution
0000865733,1441,10699897864.43,4,4323,Homestead Advisers Corp,Harding Loevner LP,institution
0001510337,9016,10649622098.489988,1,136,First Trust Portfolios,FIRST TRUST ADVISORS LP,institution
0001103243,844,10648930805.18,1,7191,"Bretton Capital Management, LLC","Bretton Capital Management, LLC",institution
0001803491,607,10624641458.21,1,7588,HAMILTON LANE ADVISORS LLC,HAMILTON LANE ADVISORS LLC,institution
0001658645,1217488,10594995903.200092,1,26529,Stone Ridge Trust V,Stone Ridge Trust V,institution
0001588812,2822,10573781453.23,1,2257,Morgan Stanley Investment Management,Eaton Vance Advisers International Ltd,institution
0001762332,1488,10572245738.139992,1,20080,"Frost Investment Advisors, LLC","Frost Investment Advisors, LLC",institution
0000357295,637,10563417273.907497,1,1355,Putnam Investments,FRANKLIN ADVISERS INC,institution
0000276914,439,10385019634.859997,1,893,"LORD, ABBETT & CO. LLC","LORD, ABBETT & CO. LLC",institution
0001789470,936,10335379729.300001,1,9132,StepStone Group LP,StepStone Group LP,institution
0000318478,241,10286754719.939999,1,18029,BNY Mellon / Dreyfus,"Fayez Sarofim & Co., LLC",institution
0000110055,7137,10253994317.890015,1,3586,BLACKROCK ADVISORS LLC,BLACKROCK ADVISORS LLC,institution
0001683471,2114,10227043483.36,2,6007,"Vident Advisory, LLC",Roundhill Financial Inc.,institution
0001046292,8321,10190852724.850016,1,22,Goldman Sachs Asset Management,Goldman Sachs Asset Management,institution
0001860434,6343,10143599091.889997,1,74,Harbor Capital,Harbor Capital,institution
0001864609,547,10118185252.970009,1,9132,StepStone Group LP,StepStone Group LP,institution
0000892657,2480,10081436522.369999,1,947,JOHNSON INVESTMENT COUNSEL INC,JOHNSON INVESTMENT COUNSEL INC,institution
0000819940,8215,10077425887.950006,2,26,BNY Mellon / Dreyfus,BNY Mellon / Dreyfus,institution
0000030162,337,9959866670.76,1,2628,BNY Mellon / Dreyfus,NEWTON INVESTMENT MANAGEMENT LTD,institution
0001955857,833,9933936885.470003,1,3714,"Brookfield Asset Management Private Institutional Capital Adviser US, LLC","Brookfield Asset Management Private Institutional Capital Adviser US, LLC",institution
0001797318,398,9900943850.64,1,8977,"Aptus Capital Advisors, LLC","Aptus Capital Advisors, LLC",institution
0001559109,3539,9878294904.059998,1,676,"Virtus Investment Advisers, LLC","Virtus Investment Advisers, LLC",institution
0000812303,2574,9864997061.99002,0,,,,
0000203002,763,9862983224.469997,2,3703,Davis Selected Advisers,Davis Selected Advisers,institution
0000083293,1188,9828257917.550005,1,1355,FRANKLIN ADVISERS INC,FRANKLIN ADVISERS INC,institution
0000917469,5767,9820037619.399988,1,2271,"NATIXIS ADVISORS, LLC","NATIXIS ADVISORS, LLC",institution
0000916006,9154,9799397277.140003,1,10638,"BRIDGEWAY CAPITAL MANAGEMENT, LLC","BRIDGEWAY CAPITAL MANAGEMENT, LLC",institution
0001033969,454,9770857535.869993,2,4595,COHEN & STEERS CAPITAL MANAGEMENT INC,"COHEN & STEERS, INC.",institution
0001584433,679,9744582744.31,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0001019286,489,9726117646.24,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0001068204,19304,9688651092.329113,1,9904,"TEACHERS ADVISORS, LLC","TEACHERS ADVISORS, LLC",institution
0001918642,668,9599568252.579996,1,9132,StepStone Group LP,StepStone Group LP,institution
0001742912,6967,9593171345.300009,1,9013,Tidal Investments LLC,Tidal Investments LLC,institution
0001083839,2323,9587312011.770016,1,9,Nuveen / TIAA,Nuveen / TIAA,institution
0001876006,851,9536296476.720001,1,4357,ARES MANAGEMENT LLC,ARES MANAGEMENT LLC,institution
0001501825,10095,9524318910.870003,1,53,Hartford Funds,Hartford Funds,institution
0001771146,4546,9467357703.700003,1,9013,Tidal Investments LLC,Tidal Investments LLC,institution
0001595386,127,9457117094.740002,1,4,Invesco,Invesco,institution
0000102756,198,9434639099.67,1,17992,EULAV Asset Management,EULAV Asset Management,institution
0001750821,6076,9411239467.290007,2,294,"Financial Partners Group, Inc","Kovitz Investment Group Partners, LLC",institution
0001353176,252,9411133039.059998,1,12708,Focused Dynamic Growth Fund,Focused Dynamic Growth Fund,fund
0000216557,248,9303938864.96,1,3586,BLACKROCK ADVISORS LLC,BLACKROCK ADVISORS LLC,institution
0000881309,2179,9300693249.230001,1,28,,Franklin Templeton,institution
0001090116,2185,9280441076.420002,1,9,Nuveen / TIAA,Nuveen / TIAA,institution
0000806628,261,9262263467.790005,1,7615,DUFF & PHELPS INVESTMENT MANAGEMENT CO,DUFF & PHELPS INVESTMENT MANAGEMENT CO,institution
0001275214,1634,9259546807.57001,1,25151,CALAMOS STRATEGIC TOTAL RETURN FUND,CALAMOS STRATEGIC TOTAL RETURN FUND,institution
0000029292,372,9224748830.05,1,8497,ALLIANCEBERNSTEIN L.P.,ALLIANCEBERNSTEIN L.P.,institution
0001392116,3994,9208425245.070004,3,2489,"VOYA INVESTMENTS, LLC","Voya Financial, Inc.",institution
0000862157,10,9122963053.67,1,25,Deutsche Asset Management,Deutsche Asset Management,institution
0000888568,2535,9120866898.02,1,25,Deutsche Asset Management,Deutsche Asset Management,institution
0000088808,216,9083338883.369999,2,3703,Davis Selected Advisers,Davis Selected Advisers,institution
0000745467,1791,9019120059.56,1,393,ArrowMark Colorado Holdings LLC,ArrowMark Colorado Holdings LLC,institution
0001368135,52,8979325834.75,1,13,T. Rowe Price,T. Rowe Price,institution
0000078713,45,8969496197.729998,1,15525,Pioneer Fund,Pioneer Fund,fund
0000924211,15433,8968230461.659992,3,12716,Strategic Allocation: Aggressive Fund,Strategic Allocation: Aggressive Fund,fund
0000092500,10512,8956978557.09,1,17987,"Crossmark Global Investments, Inc.","Crossmark Global Investments, Inc.",institution
0001295293,363,8876346254.550001,3,1355,Franklin Templeton,FRANKLIN ADVISERS INC,institution
0001034106,2073,8829539400.960005,1,7633,FEDERATED INVESTMENT MANAGEMENT CO,FEDERATED INVESTMENT MANAGEMENT CO,institution
0001520245,684,8812185544.759996,1,13,T. Rowe Price,T. Rowe Price,institution
0000895430,16032,8809124899.43001,6,2489,"VOYA INVESTMENTS, LLC","Voya Financial, Inc.",institution
0001520738,1087,8799310646.089998,2,5000,Brookfield Public Securities Group LLC,Brookfield Public Securities Group LLC,institution
0001216583,521,8757900771.500006,1,9,Nuveen / TIAA,Nuveen / TIAA,institution
0000826686,3467,8730500432.37,1,7984,State Street / SSGA,STATE STREET CORP,institution
0001263994,139,8695440553.470001,1,26584,Reaves Utility Income Fund,Reaves Utility Income Fund,institution
0001888997,2477,8675718605.25698,2,9858,SEI INVESTMENTS MANAGEMENT CORP,SEI INVESTMENTS MANAGEMENT CORP,institution
0001688554,2544,8674605473.140017,1,30,PIMCO,PIMCO,institution
0001221845,8326,8572658169.258005,1,3586,BLACKROCK ADVISORS LLC,BLACKROCK ADVISORS LLC,institution
0001120925,3566,8572234902.000006,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0000916490,4881,8550680931.349998,2,9130,"Timothy Partners, Ltd.",VICTORY CAPITAL MANAGEMENT INC,institution
0001467631,213,8507797077.129997,1,8653,ALKEON CAPITAL MANAGEMENT LLC,ALKEON CAPITAL MANAGEMENT LLC,institution
0001552324,1802,8477980253.049991,1,19,Eaton Vance,Eaton Vance,institution
0001969674,1590,8474636800.650003,2,3756,Atlas America Fund,North of South Capital LLP,institution
0001116914,1234,8472331452.200003,1,19,Eaton Vance,Eaton Vance,institution
0001420040,8929,8417256895.199998,10,1491,"Dunham & Associates Investment Counsel, Inc.","American Assets Capital Advisers, LLC",institution
0000906236,3249,8344326223.919996,1,87,Nomura,Nomura,institution
0001518042,11717,8325300231.289996,2,1600,"Innealta Capital, LLC","Financial Partners Group, Inc",institution
0001137887,1344,8167140254.940002,1,9,Nuveen / TIAA,Nuveen / TIAA,institution
0001870102,69,8096794834.04,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0000809586,1043,8030217936.669999,1,5486,HEARTLAND ADVISORS INC,HEARTLAND ADVISORS INC,institution
0001791032,1046,7969504637.659996,0,,,,
0000350181,428,7958895981.439999,1,8497,ALLIANCEBERNSTEIN L.P.,ALLIANCEBERNSTEIN L.P.,institution
0001870116,105,7895201377.929999,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0001898391,6085,7868203446.55962,2,7029,Fidelity / FMR,Fidelity Diversifying Solutions LLC,institution
0000783898,2570,7865943946.200003,1,20,Gabelli,Gabelli,institution
0001087966,1099,7865631315.160002,1,20,Gabelli,Gabelli,institution
0000736913,1724,7837092486.43,1,55,Neuberger Berman,Neuberger Berman,institution
0000793597,2004,7759183715.749999,2,327,Deutsche Asset Management,"DWS INVESTMENT MANAGEMENT AMERICAS, INC",institution
0001092720,7337,7745658349.589991,1,9191,Security Investors LLC,Security Investors LLC,institution
0001275617,580,7657618646.939999,1,142,COHEN & STEERS CAPITAL MANAGEMENT INC,COHEN & STEERS CAPITAL MANAGEMENT INC,institution
0000878087,455,7657412592.880001,1,9195,TEMPLETON ASSET MANAGEMENT LTD,FRANKLIN TEMPLETON INVESTMENT MANAGEMENT LTD,institution
0000102818,5,7623108138.01,1,2920,Morgan Stanley Investment Management,MORGAN STANLEY,institution
0001842754,501,7578203388.249997,1,7864,Cliffwater LLC,Cliffwater LLC,institution
0000731890,2077,7574158690.030006,1,13,T. Rowe Price,T. Rowe Price,institution
0001303608,4930,7568450317.67,1,21,JPMorgan Asset Management,JPMorgan Asset Management,institution
0001340579,1181,7516593044.55,2,17930,Federated Advisory Services Company,Federated Advisory Services Company,institution
0001323737,2319,7489298680.829998,1,17999,"BlackRock Advisors, LLC","BlackRock Advisors, LLC",institution
0000926243,3961,7478144886.099995,1,18956,"Commerce Investment Advisors, Inc.","Commerce Investment Advisors, Inc.",institution
0001174520,41,7464590263.210001,1,15025,Pioneer Fundamental Growth Fund,Pioneer Fundamental Growth Fund,fund
0001062806,238,7453226802.909999,1,3586,BLACKROCK ADVISORS LLC,BLACKROCK ADVISORS LLC,institution
0000832566,2488,7419782520.460005,1,67,Fred Alger,Fred Alger,institution
0000883676,1788,7406895027.370006,0,,,,
0001050918,1022,7392633831.539999,1,5100,OAK ASSOCIATES LTD /OH/,OAK ASSOCIATES LTD /OH/,institution
0000225030,874,7388534378.770001,0,,,,
0000717819,2085,7381602382.979998,1,77,,PGIM,institution
0000863520,5255,7301563612.580008,1,4636,"Western Asset Management Company, LLC","Western Asset Management Company, LLC",institution
0000799113,1118,7250492521.870004,1,2,BlackRock / iShares,BlackRock / iShares,institution
0000886244,3895,7243533672.860008,2,3583,UBS Asset Management (Americas) LLC,"UBS AM, a distinct business unit of UBS ASSET MANAGEMENT AMERICAS LLC",institution
0001899610,488,7243336626.810001,1,10929,Carlyle Group Inc.,Carlyle Group Inc.,institution
0001423227,3777,7236708566.210001,4,285,"Virtus Investment Advisers, LLC","NFJ INVESTMENT GROUP, LLC",institution
0000927972,5747,7203503042.3499975,5,2399,"MML Investment Advisers, LLC",BARINGS LLC,institution
0001380786,1045,7197929810.950003,2,9,Nuveen / TIAA,Nuveen / TIAA,institution
0001650149,2072,7188860625.440001,1,19985,Palm Valley Capital Management LLC,Palm Valley Capital Management LLC,institution
0000754915,548,7166209236.210001,1,13,T. Rowe Price,T. Rowe Price,institution
0001002427,226,7150852550.664518,1,2920,Morgan Stanley Investment Management,MORGAN STANLEY,institution
0001437249,3236,7031790889.729998,4,1600,"Slow Capital, Inc.","Financial Partners Group, Inc",institution
0000875732,2016,7002178513.710002,1,26,BNY Mellon / Dreyfus,BNY Mellon / Dreyfus,institution
0000357204,8144,6988933954.300001,1,18157,Segall Bryant and Hamill LLC,Segall Bryant and Hamill LLC,institution
0000887991,3097,6965404532.419996,2,77,"PGIM, Inc.",PGIM,institution
0000794389,3380,6854145679.850009,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0000701039,2067,6848396632.290003,1,75,Calvert Research,Calvert Research,institution
0000916622,7118,6815364187.740006,1,9246,"TIFF Advisory Services, LLC",AQR CAPITAL MANAGEMENT LLC,institution
0000746687,31201,6785144777.590018,5,379,State Street / SSGA,WESTFIELD CAPITAL MANAGEMENT CO LP,institution
0000890339,4549,6736025931.050001,1,1589,"PGIM, Inc.","PGIM, Inc.",institution
0002025968,2272,6735547678.922998,1,26,BNY Mellon / Dreyfus,BNY Mellon / Dreyfus,institution
0001096344,145,6727403542.9,1,6941,FAIRHOLME CAPITAL MANAGEMENT LLC,FAIRHOLME CAPITAL MANAGEMENT LLC,institution
0001506001,5836,6709316168.49,1,55,Neuberger Berman,Neuberger Berman,institution
0001031661,647,6693176896.160002,1,135,THIRD AVENUE MANAGEMENT LLC,THIRD AVENUE MANAGEMENT LLC,institution
0000923524,13149,6659861838.370001,1,9,Nuveen / TIAA,Nuveen / TIAA,institution
0001736078,11355,6652836760.44,5,5026,"Symmetry Partners, LLC",DIMENSIONAL FUND ADVISORS LP,institution
0000356683,1681,6628972607.86,1,1589,"PGIM, Inc.","PGIM, Inc.",institution
0000315554,1917,6627855891.669994,1,4313,JOHN HANCOCK INVESTMENT MANAGEMENT LLC,JOHN HANCOCK INVESTMENT MANAGEMENT LLC,institution
0001651872,983,6621698339.87,1,18883,Mondrian Investment Partners Limited,Mondrian Investment Partners Limited,institution
0001026977,3940,6570352720.818631,2,17924,T. Rowe Price Associates,"T. Rowe Price Associates, Inc.",institution
0000773674,1094,6548982529.070004,1,18,American Century,American Century,institution
0001533503,1805,6546394307.5700035,2,4595,COHEN & STEERS CAPITAL MANAGEMENT INC,"COHEN & STEERS, INC.",institution
0001038490,1798,6526195092.779999,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0000764797,1938,6517613543.95,1,25,Deutsche Asset Management,Deutsche Asset Management,institution
0001260729,1323,6476436593.280001,1,26595,Gabelli Dividend & Income Trust,Gabelli Dividend & Income Trust,institution
0001020425,3894,6472789048.810002,4,4598,"IM Global Partner Fund Management, LLC","NUANCE INVESTMENTS, LLC",institution
0001529390,1801,6423741557.070001,1,3449,"Cambria Investment Management, L.P.","Cambria Investment Management, L.P.",institution
0001500234,2,6368442887.0,1,26597,Ironwood Multi-Strategy Fund LLC,Ironwood Multi-Strategy Fund LLC,institution
0001415995,4936,6362833820.99,1,8473,NEW YORK LIFE INVESTMENT MANAGEMENT LLC,NEW YORK LIFE INVESTMENT MANAGEMENT LLC,institution
0000946110,2244,6348507013.140002,1,83,Credit Suisse,Credit Suisse,institution
0000877232,3537,6313357316.690002,3,3704,"Green Century Capital Management, Inc.","Northern Trust Investments, Inc",institution
0000915845,2135,6245251554.769979,0,,,,
0000914529,2574,6205214316.2699995,1,19,Eaton Vance,Eaton Vance,institution
0000806857,204,6185356853.57,1,20,Gabelli,Gabelli,institution
0000723455,417,6150781747.550002,1,8548,"NICHOLAS COMPANY, INC.","NICHOLAS COMPANY, INC.",institution
0000918706,2461,6137825234.57001,0,,,,
0001002537,1135,6134918384.679999,1,2756,NEEDHAM INVESTMENT MANAGEMENT LLC,NEEDHAM INVESTMENT MANAGEMENT LLC,institution
0001753712,405,6132841770.879998,1,56,Lord Abbett,Lord Abbett,institution
0001379438,224,6119845466.310004,1,19,Eaton Vance,Eaton Vance,institution
0001316506,171,6111024987.379999,2,3703,Davis Selected Advisers,Davis Selected Advisers,institution
0001006373,12436,6084965402.180005,1,25,Deutsche Asset Management,Deutsche Asset Management,institution
0000916403,996,6058065833.86,2,2489,"VOYA INVESTMENTS, LLC","Voya Financial, Inc.",institution
0001426439,5884,6013792564.910005,4,5046,NEW YORK LIFE INVESTMENT MANAGEMENT LLC,"Winslow Capital Management, LLC",institution
0000880268,2269,5995296612.080001,1,18,American Century,American Century,institution
0001051562,1733,5992458138.849998,2,1589,"PGIM, Inc.","PGIM, Inc.",institution
0000795384,2352,5965450978.689995,1,13,T. Rowe Price,T. Rowe Price,institution
0002013853,7073,5947049750.489999,1,10557,"New Age Alpha Advisors, LLC","New Age Alpha Advisors, LLC",institution
0001011378,9402,5903344179.645313,1,2920,Morgan Stanley Investment Management,MORGAN STANLEY,institution
0001936157,2474,5888131233.030002,1,20144,"TrueMark Investments, LLC ","TrueMark Investments, LLC ",institution
0001556505,1936,5826598991.879997,3,1107,"Advisors Preferred, LLC","Advisors Preferred, LLC",institution
0001253327,311,5802045432.690001,1,19,Eaton Vance,Eaton Vance,institution
0000788599,3820,5779311535.920003,1,1,,Vanguard Group,institution
0000743861,765,5764243375.16,2,8994,"MANUFACTURERS LIFE INSURANCE COMPANY, THE",MANULIFE FINANCIAL CORP,institution
0000702533,1649,5764227625.89001,1,11,,Fidelity / FMR,institution
0001324285,147,5722106401.539999,1,3586,BLACKROCK ADVISORS LLC,BLACKROCK ADVISORS LLC,institution
0001070222,9227,5704837586.1900015,4,8367,SEI INVESTMENTS MANAGEMENT CORP,"Metropolitan West Asset Management, LLC",institution
0000918942,2144,5689765815.73,1,6402,KING LUTHER CAPITAL MANAGEMENT CORP,KING LUTHER CAPITAL MANAGEMENT CORP,institution
0001537395,4501,5685460601.050005,4,136,First Trust Portfolios,FIRST TRUST ADVISORS LP,institution
0000716788,305,5600160269.930001,1,893,"LORD, ABBETT & CO. LLC","LORD, ABBETT & CO. LLC",institution
0001013881,1544,5589980062.899999,1,9,Nuveen / TIAA,Nuveen / TIAA,institution
0001131042,14957,5562663722.870001,2,6708,"ASSETMARK, INC","ASSETMARK, INC",institution
0001111178,214,5509068535.379998,1,2628,BNY Mellon / Dreyfus,NEWTON INVESTMENT MANAGEMENT LTD,institution
0000319108,18437,5507824374.800005,1,3586,BLACKROCK ADVISORS LLC,BLACKROCK ADVISORS LLC,institution
0001645194,856,5505261462.260001,1,29,Legg Mason,Legg Mason,institution
0001505064,98,5486787000.0,1,19789,Chickasaw Capital Management LLC,Chickasaw Capital Management LLC,institution
0001056707,4537,5415318820.089999,2,26,BNY Mellon / Dreyfus,BNY Mellon / Dreyfus,institution
0002013968,5909,5397170486.180001,1,10557,"New Age Alpha Advisors, LLC","New Age Alpha Advisors, LLC",institution
0001681717,1495,5331181804.329996,1,26971,First Trust Alternative Opportunities Fund,First Trust Alternative Opportunities Fund,institution
0000703112,898,5325438570.089997,1,28,,Franklin Templeton,institution
0000717316,2338,5237812675.260004,1,18,American Century,American Century,institution
0001273878,275,5235155290.153,1,1,,Vanguard Group,institution
0001605941,7997,5225324523.85,5,287,"Equitable Investment Management, LLC",AXA Investment Managers US Inc.,institution
0000795264,1911,5221751920.47,1,5634,"THOMPSON INVESTMENT MANAGEMENT, INC.","THOMPSON INVESTMENT MANAGEMENT, INC.",institution
0000793159,3789,5206154218.610005,1,77,,PGIM,institution
0001190935,1777,5188638462.329995,1,26773,PIMCO Corporate & Income Opportunity Fund,PIMCO Corporate & Income Opportunity Fund,institution
0001140883,349,5186764652.450001,1,2920,Morgan Stanley Investment Management,MORGAN STANLEY,institution
0001736510,422,5181159633.310002,1,26995,Variant Alternative Income Fund,Variant Alternative Income Fund,institution
0001354917,1352,5162125413.440002,1,3169,"NEXPOINT ASSET MANAGEMENT, L.P.","NEXPOINT ASSET MANAGEMENT, L.P.",institution
0000897569,218,5159317710.100001,1,18029,BNY Mellon / Dreyfus,"Fayez Sarofim & Co., LLC",institution
0001742952,515,5080206940.639999,1,27004,John Hancock GA Mortgage Trust,John Hancock GA Mortgage Trust,institution
0000718891,2051,5026892477.100004,1,11,,Fidelity / FMR,institution
0001340736,130,4989144812.440001,1,26849,Eaton Vance Tax-Managed Diversified Equity Income Fund,Eaton Vance Tax-Managed Diversified Equity Income Fund,institution
0000853437,118,4973213168.950001,1,13,T. Rowe Price,T. Rowe Price,institution
0000890453,27653,4953554771.389999,6,326,Wilshire Advisors LLC,LOS ANGELES CAPITAL MANAGEMENT LLC,institution
0000918848,544,4949999182.789999,1,3586,BLACKROCK ADVISORS LLC,BLACKROCK ADVISORS LLC,institution
0001270523,360,4940414172.700005,1,26811,Eaton Vance Tax-Advantaged Global Dividend Income Fund,Eaton Vance Tax-Advantaged Global Dividend Income Fund,institution
0001635295,1482,4939003261.920002,1,26,BNY Mellon / Dreyfus,BNY Mellon / Dreyfus,institution
0000350900,564,4936259835.910001,1,6350,TEMPLETON INVESTMENT COUNSEL LLC,FRANKLIN TEMPLETON INVESTMENTS CORP,institution
0000732697,1582,4923603456.030002,1,4314,"Madison Asset Management, LLC","Madison Asset Management, LLC",institution
0000088053,1478,4897853445.360001,2,25,Deutsche Asset Management,Deutsche Asset Management,institution
0001322252,1662,4867421229.41,1,19540,"Cramer Rosenthal McGlynn, LLC","Cramer Rosenthal McGlynn, LLC",institution
0000765199,484,4858475115.500001,1,2,BlackRock / iShares,BlackRock / iShares,institution
0001018975,1524,4857484256.569999,1,9,Nuveen / TIAA,Nuveen / TIAA,institution
0002008602,566,4854609161.410001,1,27178,Franklin Lexington Private Markets Fund,Franklin Lexington Private Markets Fund,institution
0001157842,411,4805920234.030001,1,26749,COHEN & STEERS QUALITY INCOME REALTY FUND INC,COHEN & STEERS QUALITY INCOME REALTY FUND INC,institution
0000764157,194,4799653106.12,1,18274,"Sound Shore Management, Inc. ","Sound Shore Management, Inc. ",institution
0000910682,1575,4795958584.289998,1,87,Nomura,Nomura,institution
0000803013,2602,4792281077.649997,1,11,,Fidelity / FMR,institution
0000879569,1868,4776245459.82,1,17930,Federated Advisory Services Company,Federated Advisory Services Company,institution
0001497778,1555,4770892598.08,3,136,First Trust Portfolios,FIRST TRUST ADVISORS LP,institution
0001528437,1118,4765819308.069999,1,26915,BlackRock Municipal 2030 Target Term Trust,BlackRock Municipal 2030 Target Term Trust,institution
0001331854,1301,4762264031.12,2,12666,Pioneer Balanced ESG Fund,Pioneer Balanced ESG Fund,fund
0000948258,11494,4727091881.050002,5,3717,M FINANCIAL INVESTMENT ADVISERS INC,"Brandywine Global Investment Management, LLC",institution
0000771951,1710,4714872318.979994,1,16,Putnam Investments,Putnam Investments,institution
0001976517,346,4704375202.890001,1,6007,Roundhill Financial Inc.,Roundhill Financial Inc.,institution
0001090155,1353,4656849160.890001,2,1589,"PGIM, Inc.","PGIM, Inc.",institution
0001276070,320,4594734393.45,2,4595,COHEN & STEERS CAPITAL MANAGEMENT INC,"COHEN & STEERS, INC.",institution
0001618627,3396,4585240575.499999,9,27,"SAM Advisors, LLC",Affiliated Managers Group,institution
