pair,parent_entity_id,child_entity_id,parent_canonical_name,child_canonical_name,relationship_type,control_type,source,confidence,fund_aum_billions,prepared_relationship_id
1,7984,3,STATE STREET CORP,State Street / SSGA,wholly_owned,control,CP-4b-author-ssga|pair=1|pairing_source=cp-4b-corroboration-probe-bucket-C|confidence=MEDIUM|signals=X2|public_record_verified=cp-4b-blocker2-corroboration-probe.md_§7,medium,301.8957,20823
