block,series_id,fund_name,current_value,proposed_value,source,new_strategy_source,support_quarter,support_row_count,support_sum_mv,support_implied_nav
B,S000011063,Bernstein Intermediate Duration Institutional Portfolio,,853418009.53,canonical_nport,orphan_backfill_2026Q2,2025Q3,598,943728853.89,853418009.53
B,S000011440,NORTHEAST INVESTORS TRUST,,128210225.23,canonical_nport,orphan_backfill_2026Q2,2025Q4,40,126033776.74,128210225.23
B,S000011654,Sit U S Government Securities Fund Inc,,200935959.28,canonical_nport,orphan_backfill_2026Q2,2025Q4,164,200699564.41,200935959.28
B,S000011830,ELFUN TAX EXEMPT INCOME FUND,,812291642.75,canonical_nport,orphan_backfill_2026Q2,2025Q4,477,804371110.77,812291642.75
B,S000011831,ELFUN INCOME FUND,,118688486.89,canonical_nport,orphan_backfill_2026Q2,2025Q4,1059,134664651.84,118688486.89
B,S000012064,Colorado BondShares A Tax Exempt Fund,,1948524337.98,canonical_nport,orphan_backfill_2026Q2,2025Q4,331,1405662549.23,1948524337.98
B,S000013585,Short-Term Bond Fund of America,,12452710619.93,canonical_nport,orphan_backfill_2026Q2,2025Q4,1432,12596046447.45,12452710619.93
B,S000017994,Emerging Markets Local Income Portfolio,,1760387722.95,canonical_nport,orphan_backfill_2026Q2,2026Q1,1069,1667453116.93,1760387722.95
B,S000017995,International Income Portfolio,,211898949.25,canonical_nport,orphan_backfill_2026Q2,2026Q1,367,207085644.93,211898949.25
B,S000020099,Miller Convertible Bond Fund,,481728935.98,canonical_nport,orphan_backfill_2026Q2,2026Q1,57,480643678.78,481728935.98
B,S000022423,Senior Debt Portfolio,,5089783892.58,canonical_nport,orphan_backfill_2026Q2,2026Q1,674,6642128147.80,5089783892.58
B,S000023539,Templeton Global Total Return Fund,,209199748.99,canonical_nport,orphan_backfill_2026Q2,2025Q4,122,202496821.43,209199748.99
B,S000023593,Project and Trade Finance Core Fund,,1400034010.98,canonical_nport,orphan_backfill_2026Q2,2025Q4,129,1353934394.72,1400034010.98
B,S000025338,AZL Balanced Index Strategy Fund,,321308472.57,canonical_nport,orphan_backfill_2026Q2,2025Q4,5,321416393.79,321308472.57
B,S000027417,Global Opportunities Portfolio,,11289167799.86,canonical_nport,orphan_backfill_2026Q2,2026Q1,1481,13635639484.47,11289167799.86
B,S000028884,"Cohen & Steers Preferred Securities & Income Fund, Inc.",,7221886729.82,canonical_nport,orphan_backfill_2026Q2,2025Q4,291,7125807582.77,7221886729.82
B,S000029560,AB Municipal Income Shares,,17667131462.37,canonical_nport,orphan_backfill_2026Q2,2026Q1,2296,17655936507.48,17667131462.37
B,S000029761,Global Macro Absolute Return Advantage Portfolio,,6902275035.19,canonical_nport,orphan_backfill_2026Q2,2026Q1,1294,6178000934.71,6902275035.19
B,S000029838,AB Taxable Multi-Sector Income Shares,,491682127.55,canonical_nport,orphan_backfill_2026Q2,2026Q1,256,488218356.07,491682127.55
B,S000030275,Bank Loan Core Fund,,630452062.78,canonical_nport,orphan_backfill_2026Q2,2025Q4,235,718086550.68,630452062.78
B,S000033316,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,,2517238139.95,canonical_nport,orphan_backfill_2026Q2,2026Q1,24,2503533904.66,2517238139.95
B,S000034352,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,,970796311.69,canonical_nport,orphan_backfill_2026Q2,2026Q1,20,966347117.91,970796311.69
B,S000035081,AZL MVP Balanced Index Strategy Fund,,681298830.51,canonical_nport,orphan_backfill_2026Q2,2025Q4,7,647303637.25,681298830.51
B,S000035082,AZL MVP Growth Index Strategy Fund,,1697876834.07,canonical_nport,orphan_backfill_2026Q2,2025Q4,7,1613523905.56,1697876834.07
B,S000035083,AZL MVP Global Balanced Index Strategy Fund,,414348017.48,canonical_nport,orphan_backfill_2026Q2,2025Q4,10,393749172.23,414348017.48
B,S000035084,AZL MVP Moderate Index Strategy Fund,,305091447.92,canonical_nport,orphan_backfill_2026Q2,2025Q4,7,289906083.41,305091447.92
B,S000035596,FlexShares Ultra-Short Income Fund,,1397469149.76,canonical_nport,orphan_backfill_2026Q2,2026Q1,256,1401383139.07,1397469149.76
B,S000035751,Arrow Dow Jones Global Yield ETF,,26742592.48,canonical_nport,orphan_backfill_2026Q2,2026Q1,144,26664368.66,26742592.48
B,S000036290,Aspiriant Risk-Managed Equity Allocation Fund,,1298016845.49,canonical_nport,orphan_backfill_2026Q2,2025Q4,132,1316259643.01,1298016845.49
B,S000039473,Sit Quality Income Fund,,135385748.07,canonical_nport,orphan_backfill_2026Q2,2025Q4,166,129989127.66,135385748.07
B,S000040303,Templeton Sustainable Emerging Markets Bond Fund,,25267275.36,canonical_nport,orphan_backfill_2026Q2,2025Q4,97,24498160.32,25267275.36
B,S000040553,Series F (Floating Rate Strategies Series),,47111913.46,canonical_nport,orphan_backfill_2026Q2,2025Q4,270,47804080.23,47111913.46
B,S000041784,Renaissance IPO ETF,,139223300.21,canonical_nport,orphan_backfill_2026Q2,2025Q4,41,139617592.70,139223300.21
B,S000042975,ARK Genomic Revolution ETF,,1272728586.08,canonical_nport,orphan_backfill_2026Q2,2026Q1,35,1269542930.16,1272728586.08
B,S000042976,ARK Autonomous Technology & Robotics ETF,,2049567759.94,canonical_nport,orphan_backfill_2026Q2,2026Q1,38,2057158449.35,2049567759.94
B,S000042977,ARK Innovation ETF,,6676811932.04,canonical_nport,orphan_backfill_2026Q2,2026Q1,47,6676976927.34,6676811932.04
B,S000042978,ARK Next Generation Internet ETF,,1833877700.71,canonical_nport,orphan_backfill_2026Q2,2026Q1,49,1835040261.28,1833877700.71
B,S000044181,WBI BullBear Value 3000 ETF,,24388036.36,canonical_nport,orphan_backfill_2026Q2,2025Q4,87,27278904.83,24388036.36
B,S000044182,WBI BullBear Yield 3000 ETF,,29297991.18,canonical_nport,orphan_backfill_2026Q2,2025Q4,99,34950721.75,29297991.18
B,S000044183,WBI BullBear Quality 3000 ETF,,29485306.03,canonical_nport,orphan_backfill_2026Q2,2025Q4,88,32144762.18,29485306.03
B,S000045418,InfraCap MLP ETF,,405139337.02,canonical_nport,orphan_backfill_2026Q2,2026Q1,76,504644637.40,405139337.02
B,S000045496,Guggenheim Strategy Fund II,,127239041.55,canonical_nport,orphan_backfill_2026Q2,2025Q4,147,123304633.24,127239041.55
B,S000045497,Guggenheim Strategy Fund III,,128761531.77,canonical_nport,orphan_backfill_2026Q2,2025Q4,167,125881332.04,128761531.77
B,S000045498,Guggenheim Variable Insurance Strategy Fund III,,31115457.67,canonical_nport,orphan_backfill_2026Q2,2025Q4,98,29658151.38,31115457.67
B,S000045538,Blackstone Alternative Multi-Strategy Fund,,3766023292.17,canonical_nport,orphan_backfill_2026Q2,2025Q4,7152,2540851766.07,3766023292.17
B,S000045948,EUBEL BRADY & SUTTMAN INCOME AND APPRECIATION FUND,,153500528.17,canonical_nport,orphan_backfill_2026Q2,2026Q1,33,152753387.19,153500528.17
B,S000045949,EUBEL BRADY & SUTTMAN INCOME FUND,,430921432.38,canonical_nport,orphan_backfill_2026Q2,2026Q1,52,426362021.74,430921432.38
B,S000046193,FlexShares Disciplined Duration MBS Index Fund,,91640789.19,canonical_nport,orphan_backfill_2026Q2,2026Q1,475,88947877.02,91640789.19
B,S000046813,Miller Intermediate Bond Fund,,175143976.96,canonical_nport,orphan_backfill_2026Q2,2026Q1,55,174099906.73,175143976.96
B,S000046875,Renaissance International IPO ETF,,5099195.90,canonical_nport,orphan_backfill_2026Q2,2025Q4,38,5117954.15,5099195.90
B,S000047257,FlexShares Credit-Scored US Corporate Bond Index Fund,,654587954.57,canonical_nport,orphan_backfill_2026Q2,2026Q1,1697,766464894.91,654587954.57
B,S000047353,Virtus LifeSci Biotech Clinical Trials ETF,,36751983.27,canonical_nport,orphan_backfill_2026Q2,2026Q1,127,37837143.19,36751983.27
B,S000047354,Virtus LifeSci Biotech Products ETF,,44873076.05,canonical_nport,orphan_backfill_2026Q2,2026Q1,66,46460166.26,44873076.05
B,S000047494,InfraCap REIT Preferred ETF,,107184857.39,canonical_nport,orphan_backfill_2026Q2,2026Q1,111,107101515.57,107184857.39
B,S000048107,VY BrandyWineGLOBAL - Bond Portfolio,,231895668.05,canonical_nport,orphan_backfill_2026Q2,2025Q4,44,229573008.08,231895668.05
B,S000048895,Virtus Newfleet Multi-Sector Bond ETF,,373962678.86,canonical_nport,orphan_backfill_2026Q2,2026Q1,914,363386082.23,373962678.86
B,S000049397,Virtus Reaves Utilities ETF,,1408421389.49,canonical_nport,orphan_backfill_2026Q2,2026Q1,18,1382980640.65,1408421389.49
B,S000049584,Aspiriant Risk-Managed Municipal Bond Fund,,1228568011.59,canonical_nport,orphan_backfill_2026Q2,2025Q4,976,1215171243.75,1228568011.59
B,S000050613,FlexShares Credit-Scored US Long Corporate Bond Index Fund,,36225526.98,canonical_nport,orphan_backfill_2026Q2,2026Q1,775,35545039.02,36225526.98
B,S000051233,COMMUNITY DEVELOPMENT FUND,,326439999.04,canonical_nport,orphan_backfill_2026Q2,2025Q4,197,299633756.17,326439999.04
B,S000051603,Aspiriant Defensive Allocation Fund,,998312070.12,canonical_nport,orphan_backfill_2026Q2,2025Q4,11,989520766.82,998312070.12
B,S000051713,"Cohen & Steers Low Duration Preferred and Income Fund, Inc.",,1904263149.09,canonical_nport,orphan_backfill_2026Q2,2026Q1,250,1885300981.34,1904263149.09
B,S000052298,The 3D Printing ETF,,68325306.88,canonical_nport,orphan_backfill_2026Q2,2026Q1,45,68126374.62,68325306.88
B,S000052299,ARK Israel Innovative Technology ETF,,141434239.05,canonical_nport,orphan_backfill_2026Q2,2026Q1,65,139355809.29,141434239.05
B,S000054054,Emerging Markets Core Fund,,774629181.05,canonical_nport,orphan_backfill_2026Q2,2026Q1,480,775856689.75,774629181.05
B,S000055298,Destra Flaherty & Crumrine Preferred and Income Fund,,228689024.93,canonical_nport,orphan_backfill_2026Q2,2025Q4,217,226988016.60,228689024.93
B,S000055342,Davis Select U.S. Equity ETF,,1035154064.69,canonical_nport,orphan_backfill_2026Q2,2026Q1,28,1034959274.20,1035154064.69
B,S000055343,Davis Select Financial ETF,,465784680.59,canonical_nport,orphan_backfill_2026Q2,2026Q1,34,464973372.70,465784680.59
B,S000055344,Davis Select Worldwide ETF,,528040525.37,canonical_nport,orphan_backfill_2026Q2,2026Q1,41,527280040.52,528040525.37
B,S000055516,FlexShares Core Select Bond Fund,,150123182.32,canonical_nport,orphan_backfill_2026Q2,2026Q1,20,164368445.45,150123182.32
B,S000055583,WBI Power Factor High Dividend ETF,,55680658.01,canonical_nport,orphan_backfill_2026Q2,2025Q4,52,62635442.79,55680658.01
B,S000056192,abrdn Bloomberg All Commodity Strategy K-1 Free ETF,,1769104928.29,canonical_nport,orphan_backfill_2026Q2,2025Q4,56,1687277831.93,1769104928.29
B,S000056193,abrdn Bloomberg All Commodity Longer Dated Strategy K-1 Free ETF,,290830564.81,canonical_nport,orphan_backfill_2026Q2,2025Q4,64,280907171.78,290830564.81
B,S000056657,Saba Closed-End Funds ETF,,348362980.43,canonical_nport,orphan_backfill_2026Q2,2025Q4,78,319449223.09,348362980.43
B,S000057345,UVA Unconstrained Medium-Term Fixed Income ETF,,51949381.31,canonical_nport,orphan_backfill_2026Q2,2025Q4,130,51537477.00,51949381.31
B,S000058304,Virtus WMC International Dividend ETF,,12970348.64,canonical_nport,orphan_backfill_2026Q2,2026Q1,143,12802290.08,12970348.64
B,S000058704,AB Impact Municipal Income Shares,,623709488.06,canonical_nport,orphan_backfill_2026Q2,2026Q1,279,617776010.92,623709488.06
B,S000059080,Virtus InfraCap U.S. Preferred Stock ETF,,2174057400.88,canonical_nport,orphan_backfill_2026Q2,2026Q1,193,2711972523.94,2174057400.88
B,S000059404,Aspiriant Risk-Managed Taxable Bond Fund,,374305525.42,canonical_nport,orphan_backfill_2026Q2,2025Q4,11,373128529.97,374305525.42
B,S000059719,Strategy Shares NASDAQ 7HANDL Index ETF,,641761828.01,canonical_nport,orphan_backfill_2026Q2,2026Q1,24,614185376.18,641761828.01
B,S000061340,Davis Select International ETF,,275844242.79,canonical_nport,orphan_backfill_2026Q2,2026Q1,32,275037400.53,275844242.79
B,S000061584,Procure Space ETF,,366888083.65,canonical_nport,orphan_backfill_2026Q2,2026Q1,51,396285032.99,366888083.65
B,S000062125,FlexShares High Yield Value - Scored Bond Index Fund,,1181071270.78,canonical_nport,orphan_backfill_2026Q2,2026Q1,1031,1414040677.15,1181071270.78
B,S000062381,Advantage CoreAlpha Bond Master Portfolio,,722536293.58,canonical_nport,orphan_backfill_2026Q2,2025Q4,2059,771938816.56,722536293.58
B,S000064727,Virtus Private Credit Strategy ETF,,44211904.82,canonical_nport,orphan_backfill_2026Q2,2026Q1,60,52326236.00,44211904.82
B,S000064728,Virtus Real Asset Income ETF,,16141618.93,canonical_nport,orphan_backfill_2026Q2,2026Q1,92,16057074.60,16141618.93
B,S000064752,ARK Fintech Innovation ETF,,963409300.42,canonical_nport,orphan_backfill_2026Q2,2026Q1,44,974023424.37,963409300.42
B,S000064832,Preferred Securities and Income SMA Shares,,433239744.27,canonical_nport,orphan_backfill_2026Q2,2026Q1,251,429266191.80,433239744.27
B,S000065272,Leader Capital Short Term High Yield Bond Fund,,181506964.29,canonical_nport,orphan_backfill_2026Q2,2026Q1,74,180201116.29,181506964.29
B,S000065273,Leader Capital High Quality Income Fund,,1240536398.89,canonical_nport,orphan_backfill_2026Q2,2026Q1,180,1295291731.56,1240536398.89
B,S000065357,QRAFT AI-Enhanced U.S. Large Cap ETF,,17344255.08,canonical_nport,orphan_backfill_2026Q2,2026Q1,301,17346776.94,17344255.08
B,S000065358,QRAFT AI-Enhanced U.S. Large Cap Momentum ETF,,26640949.37,canonical_nport,orphan_backfill_2026Q2,2026Q1,51,26648425.27,26640949.37
B,S000065469,Intermediate Bond Fund,,142234071.18,canonical_nport,orphan_backfill_2026Q2,2025Q4,254,141678911.14,142234071.18
B,S000066772,Day Hagan Smart Sector ETF,,565000237.79,canonical_nport,orphan_backfill_2026Q2,2026Q1,16,554037725.02,565000237.79
B,S000066847,Strategy Shares Newfound/Resolve Robust Momentum ETF,,26348970.93,canonical_nport,orphan_backfill_2026Q2,2026Q1,4,26249828.00,26348970.93
B,S000067196,AltShares Merger Arbitrage ETF,,98248322.97,canonical_nport,orphan_backfill_2026Q2,2025Q4,144,94035925.46,98248322.97
B,S000068387,ETC Cabana Target Beta ETF,,55062305.24,canonical_nport,orphan_backfill_2026Q2,2026Q1,12,55086342.17,55062305.24
B,S000068388,ETC Cabana Target Drawdown 10 ETF,,116203144.32,canonical_nport,orphan_backfill_2026Q2,2026Q1,11,116271483.85,116203144.32
B,S000068960,Natixis Vaughan Nelson Select ETF,,13457370.65,canonical_nport,orphan_backfill_2026Q2,2025Q4,28,13549807.13,13457370.65
B,S000069718,Siren DIVCON Leaders Dividend ETF,,69939244.71,canonical_nport,orphan_backfill_2026Q2,2025Q4,53,69911737.10,69939244.71
B,S000069719,Siren NexGen Economy ETF,,36957636.94,canonical_nport,orphan_backfill_2026Q2,2025Q4,59,44369889.12,36957636.94
B,S000069798,Rareview Dynamic Fixed Income ETF,,63098063.39,canonical_nport,orphan_backfill_2026Q2,2025Q4,42,60913200.47,63098063.39
B,S000069799,Rareview Tax Advantaged Income ETF,,17991144.47,canonical_nport,orphan_backfill_2026Q2,2025Q4,14,17667998.94,17991144.47
B,S000069946,Humankind U.S. Stock ETF,,162717558.25,canonical_nport,orphan_backfill_2026Q2,2025Q3,998,162510100.38,162717558.25
B,S000070059,The E-Valuator Aggressive Growth (85%-99%) RMS Fund,,231992769.62,canonical_nport,orphan_backfill_2026Q2,2025Q4,64,231835510.53,231992769.62
B,S000070060,The E-Valuator Conservative (15%-30%) RMS Fund,,49466235.15,canonical_nport,orphan_backfill_2026Q2,2025Q4,73,49668895.23,49466235.15
B,S000070061,The E-Valuator Conservative/Moderate (30%-50%) RMS Fund,,32968336.49,canonical_nport,orphan_backfill_2026Q2,2025Q4,73,32938294.78,32968336.49
B,S000070062,The E-Valuator Growth (70%-85%) RMS Fund,,269724722.86,canonical_nport,orphan_backfill_2026Q2,2025Q4,71,269747917.51,269724722.86
B,S000070063,The E-Valuator Moderate (50%-70%) RMS Fund,,153566332.07,canonical_nport,orphan_backfill_2026Q2,2025Q4,73,153545651.42,153566332.07
B,S000070064,The E-Valuator Very Conservative (0%-15%) RMS Fund,,21448757.92,canonical_nport,orphan_backfill_2026Q2,2025Q4,71,21425602.96,21448757.92
B,S000070261,The SPAC and New Issue ETF,,7620185.46,canonical_nport,orphan_backfill_2026Q2,2025Q4,43,7499420.56,7620185.46
B,S000070448,Strategy Shares Gold Enhanced Yield ETF,,172863204.54,canonical_nport,orphan_backfill_2026Q2,2026Q1,37,174311987.31,172863204.54
B,S000071318,ARK Space Exploration & Innovation ETF,,821020815.41,canonical_nport,orphan_backfill_2026Q2,2026Q1,34,824044392.20,821020815.41
B,S000072148,ETC Cabana Target Leading Sector Moderate ETF,,104025702.56,canonical_nport,orphan_backfill_2026Q2,2026Q1,8,104086565.29,104025702.56
B,S000072683,abrdn Bloomberg Industrial Metals Strategy K-1 Free ETF,,23214433.06,canonical_nport,orphan_backfill_2026Q2,2025Q3,29,22735279.18,23214433.06
B,S000072757,AltShares Event-Driven ETF,,8958132.03,canonical_nport,orphan_backfill_2026Q2,2025Q4,126,8941972.49,8958132.03
B,S000072763,MassMutual Global Credit Income Opportunities Fund,,131915285.76,canonical_nport,orphan_backfill_2026Q2,2025Q4,543,133601714.75,131915285.76
B,S000072765,MassMutual Global Floating Rate Fund,,128122014.16,canonical_nport,orphan_backfill_2026Q2,2025Q4,303,124770445.01,128122014.16
B,S000072878,Adaptive Core ETF,,12022707.77,canonical_nport,orphan_backfill_2026Q2,2025Q4,35,11872021.85,12022707.77
B,S000072879,Mindful Conservative ETF,,8148668.19,canonical_nport,orphan_backfill_2026Q2,2025Q4,17,8067031.13,8148668.19
B,S000072935,Atlas U.S. Tactical Income Fund,,77593279.10,canonical_nport,orphan_backfill_2026Q2,2025Q4,78,75304977.95,77593279.10
B,S000073362,FlexShares ESG & Climate Investment Grade Corporate Core Index Fund,,39357700.52,canonical_nport,orphan_backfill_2026Q2,2026Q1,717,37173991.12,39357700.52
