entity_id,canonical_name,entity_type_entities,ECH_source,institution_aum_usd,fund_rollup_aum_usd,signal_A_hit,signal_B_hit,signal_C_hit,signal_C_label,signal_D_hit,signal_D_value,signal_E_hit,signal_E_value,tier,recommended_wave,rationale
2573,"BCPE Derby (DE) SPV, LP",institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
6742,"SC U.S. Growth VIII Management, L.P. ",institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
7193,Baring Fintech Fund III (GP) LP,institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
7292,CapitalG II LP,institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
8006,"Atlas Venture Associates VIII, L.P.",institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
10003,"SIG Growth Equity Funds Ltd Partnership, LLLP",institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
10917,"BROADWOOD PARTNERS, L.P.",institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
18891,Ares Capital Management II LLC,institution,default_unknown,0.0,0.0,False,True,False,,False,,False,,B,4,N-CEN role=subadviser only (no class signal)
18675,"LM Capital Group, LLC",institution,default_unknown,0.0,0.0,False,True,False,,False,,False,,B,4,N-CEN role=subadviser only (no class signal)
10773,"Post Oak Energy Capital, LP",institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
862,Vontobel Swiss Financial Advisers AG,institution,managers,0.0,0.0,True,False,False,,False,,False,,B,4,ADV present but strategy_inferred=unknown
582,Yorktown VIII Co LP,institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
1934,"Silver Lake Technology Associates III Cayman, L.P.",institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
2041,"SAMLYN ONSHORE FUND, LP",institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
3164,"ABRAMS BISON PARTNERS, LP",institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
3190,"Atairos Partners, L.P.",institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
5286,Foundation Holdco LP,institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
5878,"BCPE Derby Investor, LP",institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
7529,"BC Perception Holdings, LP",institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
8430,"Bain Capital Life Sciences Opportunities IV, L.P.",institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
9547,"ICONIQ Strategic Partners III GP, L.P.",institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
9666,"DEKEL PARTNERS, L.P.",institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
10207,Deer X & Co. L.P.,institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
10346,"BPSP, L.P.",institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
18804,"Eagle Asset Management, Inc.",institution,default_unknown,0.0,0.0,False,True,False,,False,,False,,B,4,N-CEN role=subadviser only (no class signal)
19793,Millburn Ridgefield Corporation,institution,default_unknown,0.0,0.0,False,True,False,,False,,False,,B,4,N-CEN role=subadviser only (no class signal)
8324,Squarepoint Capital LLP,institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
19546,"BCSF Advisors, LP",institution,default_unknown,0.0,0.0,False,True,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
6152,Abingworth LLP,institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
10600,"CAIN, WATTERS & ASSOCIATES, LLC",institution,managers,0.0,0.0,True,False,False,,False,,False,,B,4,ADV present but strategy_inferred=unknown
618,"Bain Capital Venture Coinvestment Fund II, L.P.",institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
2048,"Insight Associates XI, L.P.",institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
2522,"ICONIQ STRATEGIC PARTNERS V GP, L.P.",institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
3330,Yorktown XI Co LP,institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
5578,YORKTOWN IX CO LP,institution,managers,0.0,0.0,False,False,True,hedge_fund_candidate,False,,False,,B,4,LP-suffix candidate (weak)
