outer_top_parent,outer_family,family_match,n_rows,aum_b
3241.0,TRANSAMERICA FUNDS,extra_family,216,1.56465349121
3241.0,TRANSAMERICA FUNDS,intra_family,58,1.7301598410900003
3241.0,TRANSAMERICA FUNDS,unknown_match,4,0.0103434795
3241.0,TRANSAMERICA SERIES TRUST,extra_family,8,0.045447300329999996
3241.0,TRANSAMERICA SERIES TRUST,intra_family,26,0.7459706042300001
3241.0,VALIC Co I,extra_family,118,0.46233592829000003
3241.0,VALIC Co I,intra_family,10,0.10765719748000001
3241.0,VALIC Co I,unknown_match,1,0.0029805942
3241.0,WEBs ETF Trust,extra_family,12,0.00440664467
3356.0,ADVISORS' INNER CIRCLE FUND,extra_family,5,0.0014107013999999998
3372.0,ADVISORS' INNER CIRCLE III,extra_family,6,0.4748551247000001
3375.0,Abacus FCF ETF Trust,extra_family,34,0.09707954603
3404.0,John Hancock Investment Trust,extra_family,21,0.009126975689999999
3442.0,Matthews International Funds,extra_family,71,0.16984138378
3449.0,Cambria ETF Trust,extra_family,124,0.3557350246999999
3449.0,Cambria ETF Trust,intra_family,22,0.10505745861
3505.0,RMB Investors Trust,extra_family,31,0.10412477166000002
3512.0,Fidelity Advisor Series VIII,extra_family,2,0.41595732896000004
3512.0,Fidelity Investment Trust,extra_family,24,0.21241861807999998
3512.0,Fidelity Investment Trust,unknown_match,1,0.0012225015
3512.0,Variable Insurance Products Fund II,extra_family,3,0.03495799502
3512.0,Variable Insurance Products Fund V,extra_family,4,0.006197128460000001
3512.0,Variable Insurance Products Fund V,intra_family,12,0.02380844453
3549.0,Nationwide Mutual Funds,extra_family,16,0.057181589
3549.0,Nationwide Variable Insurance Trust,extra_family,17,0.011478480170000001
3583.0,PACE SELECT ADVISORS TRUST,extra_family,2,0.0017237066000000002
3583.0,UBS FUNDS,extra_family,119,0.30193246239
3583.0,UBS FUNDS,intra_family,1,0.00830614671
3583.0,UBS FUNDS,unknown_match,1,2.20938e-05
3583.0,UBS INVESTMENT TRUST,extra_family,85,0.04947777730999999
3583.0,UBS INVESTMENT TRUST,unknown_match,1,7.690635000000001e-05
3599.0,UNDISCOVERED MANAGERS FUNDS,extra_family,9,0.9316301976
3616.0,"EMPOWER FUNDS, INC.",extra_family,2,0.039783869
3616.0,"EMPOWER FUNDS, INC.",intra_family,19,0.8491394
3616.0,Fidelity Rutland Square Trust II,extra_family,4,3.1616885692299994
3616.0,Fidelity Rutland Square Trust II,intra_family,33,72.89810888522
3616.0,HOMESTEAD FUNDS INC,extra_family,8,0.07919376815000001
3616.0,JNL Series Trust,extra_family,31,3.08597071316
3616.0,John Hancock Funds II,extra_family,62,1.8859510563400004
3616.0,John Hancock Funds II,unknown_match,1,0.00142577835
3616.0,John Hancock Variable Insurance Trust,extra_family,58,1.0687333946500002
3616.0,John Hancock Variable Insurance Trust,intra_family,4,0.41963224372
3616.0,John Hancock Variable Insurance Trust,unknown_match,1,0.0018453126000000002
3616.0,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,extra_family,95,0.73205565737
3616.0,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,intra_family,1,0.002842572
3616.0,MASSMUTUAL SELECT FUNDS,extra_family,18,0.68441576728
3616.0,MML SERIES INVESTMENT FUND,extra_family,8,0.051088232889999995
3616.0,MML SERIES INVESTMENT FUND,intra_family,20,0.12085867906999999
3616.0,NORTHWESTERN MUTUAL SERIES FUND INC,extra_family,38,0.4298472565200001
3616.0,NORTHWESTERN MUTUAL SERIES FUND INC,intra_family,11,0.0144249384
3616.0,PACIFIC SELECT FUND,extra_family,19,0.16027076600999998
3616.0,PACIFIC SELECT FUND,intra_family,1,0.12589508043
3616.0,Penn Series Funds Inc,extra_family,15,0.05123729297
3616.0,"Principal Variable Contract Funds, Inc",extra_family,4,0.040837784589999995
3616.0,"Principal Variable Contract Funds, Inc",intra_family,5,0.01743975664
3616.0,SEASONS SERIES TRUST,extra_family,104,0.01292494461
3616.0,"T. ROWE PRICE BLUE CHIP GROWTH FUND, INC.",extra_family,15,15.50269269549
3616.0,"T. ROWE PRICE CAPITAL APPRECIATION FUND, INC.",extra_family,21,8.98144995981
3616.0,"T. ROWE PRICE COMMUNICATIONS & TECHNOLOGY FUND, INC.",extra_family,12,3.753128890290001
3616.0,"T. ROWE PRICE DIVERSIFIED MID-CAP GROWTH FUND, INC.",extra_family,22,0.30177489021
3616.0,"T. ROWE PRICE DIVIDEND GROWTH FUND, INC.",extra_family,19,4.99486961229
3616.0,"T. ROWE PRICE EQUITY INCOME FUND, INC.",extra_family,25,3.8334014886
3616.0,"T. ROWE PRICE EQUITY INCOME FUND, INC.",unknown_match,1,0.036823
3616.0,"T. ROWE PRICE EQUITY SERIES, INC.",extra_family,126,1.0153085300400002
3616.0,"T. ROWE PRICE EQUITY SERIES, INC.",intra_family,1,0.0083710949
3616.0,"T. ROWE PRICE EQUITY SERIES, INC.",unknown_match,1,0.0017828736000000001
3616.0,"T. ROWE PRICE FINANCIAL SERVICES FUND, INC.",extra_family,26,0.7995475055
3616.0,"T. ROWE PRICE GLOBAL ALLOCATION FUND, INC.",extra_family,66,0.12515632388999998
3616.0,"T. ROWE PRICE GLOBAL ALLOCATION FUND, INC.",intra_family,1,0.025234984199999998
3616.0,"T. ROWE PRICE GLOBAL FUNDS, INC.",extra_family,16,0.10679630037
3616.0,"T. ROWE PRICE GLOBAL REAL ESTATE FUND, INC.",extra_family,5,0.00223681805
3616.0,"T. ROWE PRICE GLOBAL TECHNOLOGY FUND, INC.",extra_family,11,0.87455934801
3616.0,"T. ROWE PRICE GROWTH STOCK FUND, INC.",extra_family,15,10.718230859959998
3616.0,"T. ROWE PRICE HEALTH SCIENCES FUND, INC.",extra_family,5,0.6739849971599999
3616.0,"T. ROWE PRICE INDEX TRUST, INC.",extra_family,657,11.488183645709999
3616.0,"T. ROWE PRICE INDEX TRUST, INC.",intra_family,1,0.01465651604
3616.0,"T. ROWE PRICE INDEX TRUST, INC.",unknown_match,2,0.059190571
3616.0,"T. ROWE PRICE INTEGRATED EQUITY FUNDS, INC.",extra_family,98,0.5993832711899999
3616.0,"T. ROWE PRICE INTERNATIONAL FUNDS, INC.",extra_family,102,6.38552465639
3616.0,"T. ROWE PRICE INTERNATIONAL FUNDS, INC.",unknown_match,1,0.0030036361
3616.0,"T. ROWE PRICE INTERNATIONAL INDEX FUND, INC.",extra_family,27,0.10085447306
3616.0,"T. ROWE PRICE INTERNATIONAL SERIES, INC.",extra_family,3,0.026723245559999997
3616.0,"T. ROWE PRICE MID-CAP GROWTH FUND, INC.",extra_family,12,3.3813329947799997
3616.0,"T. ROWE PRICE MID-CAP VALUE FUND, INC.",extra_family,15,1.6844159489900004
3616.0,"T. ROWE PRICE NEW ERA FUND, INC.",extra_family,8,0.22918546519
3616.0,"T. ROWE PRICE NEW HORIZONS FUND, INC.",extra_family,20,1.3624872694600003
3616.0,"T. ROWE PRICE REAL ASSETS FUND, INC.",extra_family,25,0.9118848201900001
3616.0,"T. ROWE PRICE REAL ESTATE FUND, INC.",extra_family,7,0.026992991830000004
3616.0,"T. ROWE PRICE SCIENCE & TECHNOLOGY FUND, INC.",extra_family,18,3.29857504146
3616.0,"T. ROWE PRICE SMALL-CAP STOCK FUND, INC.",extra_family,22,1.04793204692
3616.0,"T. ROWE PRICE SMALL-CAP VALUE FUND, INC.",extra_family,32,1.62636136365
3616.0,"T. ROWE PRICE SPECTRUM FUND, INC.",extra_family,7,2.12667773957
3616.0,"T. ROWE PRICE SPECTRUM FUND, INC.",intra_family,3,0.77088761941
3616.0,"T. ROWE PRICE SPECTRUM FUNDS II, INC.",extra_family,165,1.54055314445
3616.0,"T. ROWE PRICE SPECTRUM FUNDS II, INC.",intra_family,3,0.34232763723
3616.0,"T. ROWE PRICE TAX-EFFICIENT FUNDS, INC.",extra_family,45,0.31590175290999994
3616.0,"T. ROWE PRICE U.S. LARGE-CAP CORE FUND, INC.",extra_family,11,3.1227458699000006
3616.0,"T. ROWE PRICE VALUE FUND, INC.",extra_family,21,7.681533561420001
3616.0,"T. Rowe Price All-Cap Opportunities Fund, Inc.",extra_family,14,3.08728680905
3616.0,"T. Rowe Price Balanced Fund, Inc.",extra_family,64,0.5577830700699999
3616.0,"T. Rowe Price Balanced Fund, Inc.",intra_family,1,0.20976124341
3616.0,"T. Rowe Price Balanced Fund, Inc.",unknown_match,1,0.00070444
3616.0,"T. Rowe Price Equity Funds, Inc.",extra_family,138,6.905074222350001
3616.0,"T. Rowe Price Equity Funds, Inc.",unknown_match,1,0.00323402
3616.0,"T. Rowe Price U.S. Equity Research Fund, Inc.",extra_family,58,4.25147617262
3616.0,"T. Rowe Price U.S. Equity Research Fund, Inc.",unknown_match,1,0.0168194656
3616.0,Voya Investors Trust,extra_family,32,0.94214592163
3616.0,Voya Investors Trust,unknown_match,1,0.0006331955
3616.0,Voya Partners Inc,extra_family,22,0.062124923090000006
3630.0,AMG Funds I,extra_family,14,0.09619177215
3630.0,AMG Funds IV,extra_family,26,0.09177385186
3630.0,JNL Series Trust,extra_family,61,0.44627825601
3630.0,"RBB Fund, Inc.",extra_family,2,0.016569934600000003
3633.0,Hennessy Funds Trust,extra_family,7,0.057245816369999994
3634.0,Grandeur Peak Global Trust,extra_family,41,0.14486469215
3657.0,FORUM FUNDS II,extra_family,45,0.01588031174
3657.0,FORUM FUNDS II,unknown_match,2,0.00051232
3681.0,Goldman Sachs Trust II,extra_family,8,0.12779293733
3681.0,Goldman Sachs Trust II,intra_family,1,0.05538736941
3681.0,John Hancock Funds II,extra_family,5,0.05718075775999999
3681.0,John Hancock Investment Trust,extra_family,14,0.4827956527700001
3681.0,RUSSELL INVESTMENT CO,extra_family,4,0.01348243108
3682.0,AZZAD FUNDS,extra_family,3,0.0016232508899999998
3693.0,Sequoia Fund Inc,extra_family,10,1.09730189528
3700.0,NEW YORK LIFE INVESTMENTS VP FUNDS TRUST,extra_family,2,0.01906072611
3703.0,Clipper Funds Trust,extra_family,10,0.65287335979
3703.0,DAVIS NEW YORK VENTURE FUND INC,extra_family,38,2.7449914255999994
3703.0,DAVIS SERIES INC ,extra_family,34,0.8332996428099998
3703.0,DAVIS VARIABLE ACCOUNT FUND INC,extra_family,18,0.0766167129
3703.0,Davis Fundamental ETF Trust,extra_family,32,0.66915972786
3703.0,SELECTED AMERICAN SHARES INC,extra_family,10,0.8130932879200001
3704.0,Advisers Investment Trust,unknown_match,88,2.74937311983
3704.0,GREEN CENTURY FUNDS,extra_family,43,0.18475099183
3704.0,GREEN CENTURY FUNDS,unknown_match,1,0.0023794515
3704.0,NORTHWESTERN MUTUAL SERIES FUND INC,extra_family,25,0.17292109707000003
3704.0,NORTHWESTERN MUTUAL SERIES FUND INC,unknown_match,1,0.0016547936
3704.0,Northern Funds,extra_family,3,4.147932e-05
3717.0,Franklin Templeton Variable Insurance Products Trust,extra_family,61,0.05474547242
3717.0,Legg Mason Partners Investment Trust,extra_family,7,0.33691568044
3717.0,M FUND INC,unknown_match,42,0.062108332759999996
3717.0,MML Series Investment Fund II,extra_family,40,0.29005402916
3717.0,MML Series Investment Fund II,unknown_match,1,0.00810106
3717.0,RUSSELL INVESTMENT CO,extra_family,11,0.054039757720000005
3717.0,SEI INSTITUTIONAL MANAGED TRUST,extra_family,35,0.31206639496
3726.0,Advisor Managed Portfolios,extra_family,87,0.28998055237
3726.0,Advisor Managed Portfolios,unknown_match,1,0.0015736228999999999
3738.0,ETF Series Solutions,extra_family,470,5.206413422870001
3738.0,ETF Series Solutions,unknown_match,1,0.000352314
3738.0,EXCHANGE TRADED CONCEPTS TRUST,extra_family,387,2.45370551078
3738.0,EXCHANGE TRADED CONCEPTS TRUST,unknown_match,1,3.6344699999999997e-06
3738.0,Exchange Listed Funds Trust,extra_family,276,0.62265630364
3738.0,Exchange Listed Funds Trust,intra_family,1,0.0230700382
3738.0,Exchange Listed Funds Trust,unknown_match,3,0.0072838456999999995
3738.0,Horizon Funds,extra_family,299,3.1377126861099995
3738.0,Horizon Funds,unknown_match,2,0.00188549595
3738.0,RBB Fund Trust,extra_family,19,0.11794427113
3738.0,Tortoise Capital Series Trust,extra_family,4,0.68469654802
3756.0,2023 ETF Series Trust,extra_family,13,0.007715702570000001
3809.0,IMPAX FUNDS SERIES TRUST I,extra_family,57,0.55667313061
3809.0,IMPAX FUNDS SERIES TRUST III,extra_family,13,0.09956543943000001
3827.0,Simplify Exchange Traded Funds,extra_family,64,1.08944616727
3827.0,Simplify Exchange Traded Funds,intra_family,9,0.26059951829
3827.0,Simplify Exchange Traded Funds,unknown_match,2,0.0007103636999999999
3940.0,EQ Advisors Trust,unknown_match,4,0.038179608049999994
3940.0,Emerging Markets Equities Fund Inc,extra_family,2,0.00632026658
3953.0,AMERICAN BEACON FUNDS,extra_family,14,0.41243139878
4072.0,Dunham Funds,extra_family,23,0.06922547851000001
4072.0,TRANSAMERICA SERIES TRUST,intra_family,21,0.68964272348
4151.0,SARATOGA ADVANTAGE TRUST,extra_family,10,0.0059608681
4151.0,Zacks Trust,extra_family,114,0.17898331933
4163.0,"Caldwell & Orkin Funds, Inc.",extra_family,21,0.01827320384
4163.0,"Caldwell & Orkin Funds, Inc.",unknown_match,2,-0.006558587
4173.0,Datum One Series Trust,extra_family,8,0.029328647410000006
4236.0,Cavanal Hill Funds,extra_family,19,0.02442602804
4281.0,SIT LARGE CAP GROWTH FUND INC,extra_family,17,0.061805546
4281.0,SIT MID CAP GROWTH FUND INC,extra_family,4,0.011050634
4281.0,SIT MUTUAL FUNDS II INC,extra_family,13,0.0057193322
4281.0,SIT MUTUAL FUNDS INC,extra_family,97,0.0993339481
4282.0,Longleaf Partners Funds Trust,extra_family,5,0.13757228474000002
4313.0,John Hancock Bond Trust,extra_family,1,1.1e-10
4313.0,John Hancock California Tax-Free Income Fund,extra_family,1,0.00198135
4313.0,John Hancock Exchange-Traded Fund Trust,extra_family,346,0.9154009907799999
4313.0,John Hancock Exchange-Traded Fund Trust,unknown_match,1,0.001590741
4313.0,John Hancock Municipal Securities Trust,extra_family,3,0.00311202688
4314.0,MADISON FUNDS,extra_family,76,0.5891002621
4314.0,MADISON FUNDS,intra_family,10,0.14987998629000002
4314.0,Madison ETFs Trust,extra_family,17,0.02595879804
4314.0,TRANSAMERICA SERIES TRUST,extra_family,6,0.04409116261
4314.0,ULTRA SERIES FUND,extra_family,146,0.54689137006
4323.0,HARDING LOEVNER FUNDS INC,extra_family,34,1.68142747434
4323.0,HOMESTEAD FUNDS INC,extra_family,5,0.01205820967
4323.0,Morningstar Funds Trust,extra_family,87,0.48778266908
4324.0,"DEUTSCHE DWS GLOBAL/INTERNATIONAL FUND, INC.",extra_family,17,0.18474706305
4324.0,"DEUTSCHE DWS GLOBAL/INTERNATIONAL FUND, INC.",intra_family,2,0.0191466429
4324.0,DEUTSCHE DWS SECURITIES TRUST,extra_family,16,0.06732614143000001
4324.0,DEUTSCHE DWS VARIABLE SERIES II,extra_family,4,0.14631132398
4324.0,RUSSELL INVESTMENT CO,extra_family,81,0.03160230066
4324.0,RUSSELL INVESTMENT FUNDS,extra_family,3,0.00568695276
4325.0,SCM Trust,extra_family,31,0.058400607390000005
4325.0,SHELTON FUNDS,extra_family,252,0.96012802369
4325.0,SHELTON FUNDS,unknown_match,1,0.00050840775
4342.0,Bitwise Funds Trust,extra_family,4,0.06170118854000001
4342.0,Innovator ETFs Trust,extra_family,338,0.50187590418
4342.0,Innovator ETFs Trust,intra_family,24,0.9674829630699999
4342.0,Innovator ETFs Trust,unknown_match,2,0.006837489
4367.0,Capitol Series Trust,extra_family,116,1.5890165617000003
4367.0,Capitol Series Trust,unknown_match,2,0.00545152899
4367.0,Sterling Capital Funds,extra_family,90,0.18566288572999998
4375.0,VANGUARD ADMIRAL FUNDS,extra_family,384,9.91086277006
4375.0,VANGUARD ADMIRAL FUNDS,unknown_match,1,0.02103225225
4375.0,VANGUARD CHESTER FUNDS,intra_family,52,807.8847525821
4375.0,VANGUARD EXPLORER FUND,extra_family,49,1.9238013169000001
4375.0,VANGUARD EXPLORER FUND,intra_family,1,0.26771323603
4375.0,VANGUARD FENWAY FUNDS,extra_family,40,11.664106526250002
4375.0,VANGUARD FIXED INCOME SECURITIES FUNDS,extra_family,23,0.83413355711
4375.0,VANGUARD INDEX FUNDS,extra_family,1303,1202.28808283499
4375.0,VANGUARD INDEX FUNDS,intra_family,3,0.00421953413
4375.0,VANGUARD INDEX FUNDS,unknown_match,4,5.6993834096999985
4375.0,VANGUARD INSTITUTIONAL INDEX FUNDS,extra_family,430,102.68125642507002
4375.0,VANGUARD INSTITUTIONAL INDEX FUNDS,intra_family,1,6.443576e-05
4375.0,VANGUARD INSTITUTIONAL INDEX FUNDS,unknown_match,2,0.5288770617
4375.0,VANGUARD INTERNATIONAL EQUITY INDEX FUNDS,extra_family,328,14.13271361184
4375.0,VANGUARD INTERNATIONAL EQUITY INDEX FUNDS,unknown_match,1,0.063064206
4375.0,VANGUARD MONTGOMERY FUNDS,extra_family,51,-0.009175912789999997
4375.0,VANGUARD SCOTTSDALE FUNDS,extra_family,1134,20.90817699692
4375.0,VANGUARD SCOTTSDALE FUNDS,intra_family,5,1.5221597644099998
4375.0,VANGUARD SCOTTSDALE FUNDS,unknown_match,4,0.08296440255
4375.0,VANGUARD SPECIALIZED FUNDS,extra_family,76,34.12843786931
4375.0,VANGUARD SPECIALIZED FUNDS,intra_family,1,9.28625669857
4375.0,VANGUARD STAR FUNDS,extra_family,47,8.614314560890001
4375.0,VANGUARD STAR FUNDS,intra_family,26,87.36408838143998
4375.0,VANGUARD TAX-MANAGED FUNDS,extra_family,347,15.58636156364
4375.0,VANGUARD TAX-MANAGED FUNDS,intra_family,1,0.01765179
4375.0,VANGUARD TAX-MANAGED FUNDS,unknown_match,2,0.030447978100000002
4375.0,VANGUARD TRUSTEES' EQUITY FUND,intra_family,6,3.00817674023
4375.0,VANGUARD VALLEY FORGE FUNDS,extra_family,359,9.85676032777
4375.0,VANGUARD VALLEY FORGE FUNDS,intra_family,1,7.39743e-05
4375.0,VANGUARD VALLEY FORGE FUNDS,unknown_match,1,0.0485434407
4375.0,VANGUARD VARIABLE INSURANCE FUNDS,extra_family,162,4.54706518342
4375.0,VANGUARD VARIABLE INSURANCE FUNDS,intra_family,14,9.352695294069997
4375.0,VANGUARD VARIABLE INSURANCE FUNDS,unknown_match,1,0.019212960600000002
4375.0,VANGUARD WELLINGTON FUND,extra_family,372,0.56408012564
4375.0,VANGUARD WELLINGTON FUND,unknown_match,4,0.0071658825
4375.0,VANGUARD WHITEHALL FUNDS,extra_family,141,24.661117486880002
4375.0,VANGUARD WHITEHALL FUNDS,unknown_match,1,0.347803848
4375.0,VANGUARD WORLD FUND,extra_family,682,75.20482709364
4375.0,VANGUARD WORLD FUND,intra_family,1,0.0003728932
4375.0,VANGUARD WORLD FUND,unknown_match,3,0.17387940765
4380.0,ETF Series Solutions,extra_family,23,0.004852631950000001
4392.0,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,extra_family,6,0.01482069009
4401.0,Total Fund Solution,extra_family,6,0.014442560390000001
4435.0,FlexShares Trust,extra_family,497,1.84041285654
4435.0,FlexShares Trust,unknown_match,2,0.005215446
4435.0,Northern Funds,extra_family,879,6.94695370384
4435.0,Northern Funds,intra_family,11,0.04424420835
4435.0,Northern Funds,unknown_match,4,0.033596985
4450.0,abrdn Funds,extra_family,21,0.12237757423000001
4559.0,Kurv ETF Trust,extra_family,11,0.025567998120000004
4559.0,Kurv ETF Trust,intra_family,2,0.00101408895
4595.0,COHEN & STEERS GLOBAL INFRASTRUCTURE FUND INC,extra_family,6,0.20258875960999997
4595.0,"COHEN & STEERS GLOBAL REALTY SHARES, INC",extra_family,9,0.15240438809
4595.0,COHEN & STEERS INSTITUTIONAL REALTY SHARES INC,extra_family,6,0.5922939889
4595.0,COHEN & STEERS REAL ESTATE SECURITIES FUND INC,extra_family,5,0.49123150830999995
4595.0,COHEN & STEERS REALTY SHARES INC,extra_family,6,0.5406262484800001
4595.0,Cohen & Steers ETF Trust,extra_family,11,0.02112809628
4595.0,"Cohen & Steers Future of Energy Fund, INC",extra_family,2,0.011151567449999998
4595.0,"Cohen & Steers International Realty Fund, Inc.",extra_family,4,0.025478942390000002
4595.0,"Cohen & Steers Real Assets Fund, Inc.",extra_family,18,0.16642603913999998
4595.0,JNL Series Trust,extra_family,6,0.10884662047
4595.0,Penn Series Funds Inc,extra_family,4,0.018868818830000002
4595.0,RUSSELL INVESTMENT CO,extra_family,267,0.59278090946
4595.0,RUSSELL INVESTMENT FUNDS,extra_family,21,0.08443782424
4598.0,LITMAN GREGORY FUNDS TRUST,extra_family,2,0.005516574769999999
4635.0,"Calvert World Values Fund, Inc.",extra_family,3,0.23428221813
4635.0,EQ Advisors Trust,unknown_match,5,0.0172001803
4635.0,Federated Hermes Core Trust,extra_family,3,0.0532485607
4635.0,Federated Hermes ETF Trust,extra_family,177,0.26169780208
4635.0,Federated Hermes ETF Trust,intra_family,4,0.0797229728
4635.0,Federated Hermes ETF Trust,unknown_match,1,-1.0246399999999999e-05
4635.0,Federated Hermes High Yield Trust,extra_family,1,0.0006982264000000001
4635.0,Federated Hermes High Yield Trust,intra_family,1,0.00814264497
4635.0,Federated Hermes Index Trust,extra_family,119,0.09581514476000003
4635.0,Federated Hermes Index Trust,intra_family,1,0.00034095984
4635.0,Federated Hermes Index Trust,unknown_match,1,0.000378954
4635.0,Federated Hermes Institutional Trust,extra_family,1,0.00255635254
4635.0,Federated Hermes Institutional Trust,intra_family,3,0.05768520796
4635.0,"Federated Hermes Investment Series Funds, Inc.",intra_family,1,0.1439706664
4636.0,Brighthouse Funds Trust I,extra_family,100,0.08447258666999999
4636.0,Brighthouse Funds Trust I,unknown_match,1,0.00031475659999999995
4636.0,Brighthouse Funds Trust II,extra_family,25,0.6056675674800001
4636.0,Legg Mason Global Asset Management Trust,extra_family,20,0.01061680891
4636.0,Legg Mason Partners Investment Trust,extra_family,114,4.10329291194
4636.0,Legg Mason Partners Variable Equity Trust,extra_family,88,1.61780949367
4636.0,Morningstar Funds Trust,extra_family,3,0.32380340740999997
4636.0,Western Asset Funds Inc,extra_family,9,0.00014931298
4692.0,GOEHRING & ROZENCWAJG INVESTMENT FUNDS,extra_family,7,0.05533860168
4721.0,BNY MELLON FUNDS TRUST,extra_family,79,0.07246746811
4721.0,BNY MELLON FUNDS TRUST,unknown_match,1,0.000581529
4721.0,"BNY Mellon Investment Funds II, Inc.",extra_family,1,0.002366875
4721.0,Brinker Capital Destinations Trust,extra_family,8,0.08590879762
4721.0,JNL Series Trust,extra_family,19,0.7878243789300002
4721.0,WisdomTree Trust,extra_family,71,0.8460885358999999
4723.0,Carillon Series Trust,extra_family,87,0.78333194249
4723.0,Pear Tree Funds,extra_family,13,0.11938837682
4749.0,ADVISORS' INNER CIRCLE FUND,extra_family,134,0.3524487404
4749.0,ADVISORS' INNER CIRCLE FUND,unknown_match,1,0.00051615
4749.0,"EMPOWER FUNDS, INC.",extra_family,1,0.03451594713
4749.0,"EMPOWER FUNDS, INC.",intra_family,5,0.6647433335
4749.0,HARBOR FUNDS,extra_family,16,0.04744102248
4749.0,SEI INSTITUTIONAL MANAGED TRUST,extra_family,11,0.0075663968500000005
4749.0,Touchstone Strategic Trust,extra_family,3,0.00584866601
4796.0,ETF Series Solutions,extra_family,10,0.0010329646699999999
4805.0,Franklin Alternative Strategies Funds,extra_family,24,-0.00591899232
4805.0,Franklin Alternative Strategies Funds,unknown_match,1,0.00217557225
4805.0,Franklin High Income Trust,extra_family,2,0.00015009688000000001
4805.0,Franklin Mutual Series Funds,extra_family,36,3.97782377811
4805.0,Franklin Templeton ETF Trust,extra_family,648,1.9318706135499997
4805.0,Franklin Templeton ETF Trust,intra_family,3,0.008865106130000001
4805.0,Franklin Templeton ETF Trust,unknown_match,3,0.0037862049
4805.0,Franklin Templeton Variable Insurance Products Trust,extra_family,29,0.62962682773
4805.0,Franklin Value Investors Trust,extra_family,22,0.5511333464
4805.0,Legg Mason Global Asset Management Trust,extra_family,21,0.74232027204
4805.0,Legg Mason Partners Investment Trust,extra_family,32,3.53267180346
4805.0,Putnam Funds Trust,extra_family,72,0.20694320861
4805.0,Putnam Funds Trust,unknown_match,1,1.3591950000000001e-05
4805.0,ROYCE CAPITAL FUND,extra_family,20,0.023019128990000002
4805.0,ROYCE FUND,extra_family,81,0.5489696485900001
4830.0,BARON INVESTMENT FUNDS TRUST (f/k/a BARON ASSET FUND),extra_family,40,1.6925111127999999
4830.0,BARON SELECT FUNDS,extra_family,40,4.67476055825
4830.0,BARON SELECT FUNDS,intra_family,18,0.55917774461
4830.0,JNL Series Trust,extra_family,41,0.04566270564
4830.0,Voya Partners Inc,extra_family,2,0.01714574951
4911.0,Advisers Investment Trust,unknown_match,82,0.51255263462
4945.0,Managed Portfolio Series,extra_family,12,0.07931741573000001
5000.0,Brookfield Investment Funds,extra_family,10,0.029537167719999997
5016.0,Brown Advisory Funds,extra_family,5,0.00263035296
5017.0,BBH Trust,extra_family,9,0.17363706331999998
5022.0,ProFunds,extra_family,2105,0.6996352048599999
5022.0,ProFunds,unknown_match,9,0.0015395076999999999
5022.0,ProShares Trust,extra_family,2137,12.39111450331
5022.0,ProShares Trust,unknown_match,13,0.038811039
5022.0,TRANSAMERICA SERIES TRUST,extra_family,17,0.03564104184
5026.0,Allianz Variable Insurance Products Trust,extra_family,264,0.17749348019
5026.0,Allianz Variable Insurance Products Trust,unknown_match,1,0.0011977081
5026.0,Brighthouse Funds Trust II,intra_family,38,3.098598629890001
5026.0,DFA INVESTMENT DIMENSIONS GROUP INC,extra_family,5087,100.83678539146001
5026.0,DFA INVESTMENT DIMENSIONS GROUP INC,intra_family,152,16.09772109084
5026.0,DFA INVESTMENT DIMENSIONS GROUP INC,unknown_match,7,0.1562767335
5026.0,DFA INVESTMENT TRUST CO,extra_family,448,11.59147684897
5026.0,DFA INVESTMENT TRUST CO,intra_family,9,1.35424812937
5026.0,DIMENSIONAL EMERGING MARKETS VALUE FUND,extra_family,112,0.606610435
5026.0,DIMENSIONAL INVESTMENT GROUP INC,extra_family,112,18.594467378079997
5026.0,DIMENSIONAL INVESTMENT GROUP INC,intra_family,4,18.926323433740002
5026.0,DIMENSIONAL INVESTMENT GROUP INC,unknown_match,1,0.020706606
5026.0,Dimensional ETF Trust,extra_family,2703,28.472410760909998
5026.0,Dimensional ETF Trust,unknown_match,8,0.1414349235
5026.0,John Hancock Variable Insurance Trust,extra_family,20,0.73214920359
5026.0,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,extra_family,243,1.25052064865
5026.0,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,intra_family,1,0.0009731780400000001
5026.0,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,unknown_match,1,0.0017462107
5026.0,M FUND INC,unknown_match,78,0.09440191082000002
5026.0,NEW YORK LIFE INVESTMENTS VP FUNDS TRUST,extra_family,14,0.16985580037000003
5026.0,NEW YORK LIFE INVESTMENTS VP FUNDS TRUST,unknown_match,1,0.0025073261000000003
5026.0,SA FUNDS INVESTMENT TRUST,unknown_match,433,0.7715451494500001
5026.0,Symmetry Panoramic Trust,extra_family,100,0.14841495471000002
5026.0,Symmetry Panoramic Trust,unknown_match,2,0.00762985669
5046.0,NEW YORK LIFE INVESTMENTS FUNDS,extra_family,9,3.46090708854
5046.0,New York Life Investments Active ETF Trust,extra_family,18,0.12253359705
5047.0,Brighthouse Funds Trust II,extra_family,28,0.9837794643800001
5047.0,EQ Advisors Trust,unknown_match,36,1.1803398520599997
5047.0,Fidelity Rutland Square Trust II,extra_family,10,1.21839287482
