outer_top_parent,outer_family,family_match,n_rows,aum_b
597.0,Two Roads Shared Trust,extra_family,17,0.08790568523
601.0,HARBOR FUNDS,extra_family,2,0.0050470800899999994
627.0,Brighthouse Funds Trust I,extra_family,15,2.56377629327
627.0,Brighthouse Funds Trust II,intra_family,34,0.30368576858000007
676.0,ETFis Series Trust I,extra_family,74,0.31431768059000004
676.0,Virtus Asset Trust,intra_family,2,0.01328901176
676.0,Virtus ETF Trust II,extra_family,31,0.049959569
676.0,Virtus ETF Trust II,intra_family,1,0.0005994
676.0,Virtus Event Opportunities Trust,extra_family,15,0.00273948121
676.0,Virtus Managed Account Completion Shares (MACS) Trust,extra_family,1,0.000490035
676.0,Virtus Opportunities Trust,extra_family,4,0.00402273745
676.0,Virtus Opportunities Trust,intra_family,8,0.09554947616
686.0,Dunham Funds,extra_family,27,0.020847048049999997
756.0,Teton Westwood Funds,extra_family,17,0.01339796375
816.0,RiverPark Funds Trust,extra_family,14,0.01067212028
834.0,MML SERIES INVESTMENT FUND,extra_family,15,0.11653344421
834.0,Perpetual Americas Funds Trust,extra_family,19,0.54990829802
834.0,TRANSAMERICA SERIES TRUST,extra_family,6,0.023010833300000002
854.0,RUSSELL INVESTMENT CO,extra_family,31,0.09271062664
864.0,Brighthouse Funds Trust I,extra_family,47,0.13802313025999996
864.0,Brighthouse Funds Trust I,unknown_match,1,0.0025331022000000003
864.0,Brighthouse Funds Trust II,extra_family,62,0.92926708937
864.0,SEI INSTITUTIONAL INVESTMENTS TRUST,extra_family,77,0.53841964641
877.0,STATE STREET INSTITUTIONAL FUNDS,extra_family,23,0.08372031032999999
877.0,STATE STREET VARIABLE INSURANCE SERIES FUNDS INC,extra_family,11,0.00888059444
877.0,STATE STREET VARIABLE INSURANCE SERIES FUNDS INC,intra_family,1,0.0009804357
893.0,EQ Advisors Trust,unknown_match,18,0.0014256342400000002
901.0,First Eagle Funds,extra_family,62,9.981983505210001
901.0,First Eagle Variable Funds,extra_family,2,0.00575457743
901.0,RBB Fund Trust,extra_family,9,0.10246684037
912.0,Aristotle Fund Series Trust,extra_family,33,0.02660065152
947.0,Johnson Mutual Funds Trust,extra_family,17,0.13882584492000002
953.0,ADVISORS' INNER CIRCLE FUND II,extra_family,121,1.3325309091000002
953.0,JNL Series Trust,intra_family,5,0.43244277005000004
968.0,Virtus Asset Trust,extra_family,12,0.04651497046999999
968.0,Virtus Investment Trust,extra_family,10,0.3742103523999999
1000.0,Absolute Shares Trust,extra_family,63,0.030371075520000002
1001.0,JNL Series Trust,intra_family,6,0.65153131862
1001.0,Merger Fund,extra_family,26,0.29125927176
1001.0,Merger Fund,intra_family,1,0.00228598752
1001.0,Merger Fund VL,extra_family,23,0.0019530980299999998
1001.0,Virtus Event Opportunities Trust,extra_family,29,0.01009802004
1013.0,Advanced Series Trust,extra_family,103,4.811604690999999
1013.0,Advanced Series Trust,intra_family,2,0.037311459449999994
1013.0,Advanced Series Trust,unknown_match,1,0.0103448615
1013.0,EQ Advisors Trust,unknown_match,3,0.00158284782
1013.0,Franklin Templeton Variable Insurance Products Trust,extra_family,16,0.01629191188
1013.0,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,extra_family,1,0.27641255094
1013.0,Legg Mason Partners Investment Trust,extra_family,17,2.90417279874
1013.0,Legg Mason Partners Variable Equity Trust,extra_family,68,3.7824463134
1013.0,MORGAN STANLEY PATHWAY FUNDS,extra_family,13,0.15166864415999998
1013.0,PACIFIC SELECT FUND,extra_family,16,0.23179856126999998
1013.0,VALIC Co I,extra_family,20,0.12954530864000002
1022.0,Thrive Series Trust,extra_family,22,0.0016871691
1029.0,Pear Tree Funds,extra_family,3,0.0032479959499999997
1057.0,Valkyrie ETF Trust II,extra_family,1,0.010870525119999998
1076.0,ADVISORS' INNER CIRCLE III,extra_family,1,0.02919380063
1079.0,USCF ETF Trust,extra_family,5,0.10596141450999999
1083.0,Hennessy Funds Trust,extra_family,5,0.13227425714
1083.0,Touchstone Funds Group Trust,extra_family,4,0.39839267458000005
1083.0,Touchstone Strategic Trust,extra_family,22,0.12978503861
1100.0,"Calvert Impact Fund, Inc.",extra_family,36,0.29057762282
1100.0,Calvert Management Series,extra_family,17,0.02159625255
1100.0,Calvert Management Series,intra_family,1,0.00603925
1100.0,Calvert Social Investment Fund,extra_family,26,0.52953442615
1100.0,Calvert Social Investment Fund,intra_family,62,1.00400241924
1100.0,"Calvert Variable Series, Inc.",extra_family,14,0.051841578039999996
1100.0,"Calvert Variable Series, Inc.",intra_family,1,0.001015
1100.0,"Calvert Variable Trust, Inc.",extra_family,370,0.45908586048
1100.0,"Calvert Variable Trust, Inc.",unknown_match,1,0.0007612755
1107.0,Advisors Preferred Trust,extra_family,52,0.3165311940099999
1107.0,North Country Funds,extra_family,20,0.049497474
1238.0,Columbia Funds Variable Series Trust II,extra_family,12,0.06451056
1238.0,TCW ETF Trust,extra_family,106,0.45145857043
1238.0,TCW ETF Trust,intra_family,9,0.21716215040000003
1238.0,TCW ETF Trust,unknown_match,1,0.001404261
1238.0,TCW FUNDS INC,extra_family,38,0.37165578199
1238.0,TCW FUNDS INC,intra_family,27,0.20782476742000003
1238.0,TCW Metropolitan West Funds,intra_family,11,3.9605727722
1287.0,Diamond Hill Funds,extra_family,79,2.6080290252000005
1290.0,American Pension Investors Trust,extra_family,27,0.026207365219999997
1298.0,EIP Investment Trust,extra_family,10,0.01231892072
1298.0,First Trust Variable Insurance Trust,extra_family,8,0.00249694394
1298.0,First Trust Variable Insurance Trust,unknown_match,1,0.0003208404
1324.0,SEI INSTITUTIONAL MANAGED TRUST,extra_family,11,0.0133079802
1324.0,SEI INSTITUTIONAL MANAGED TRUST,unknown_match,1,0.04388170146
1355.0,Brighthouse Funds Trust I,intra_family,69,5.111729456100002
1355.0,"EMPOWER FUNDS, INC.",extra_family,2,0.070171364
1355.0,"EMPOWER FUNDS, INC.",intra_family,18,1.3197679394000001
1355.0,EQ Advisors Trust,unknown_match,8,0.013793776280000001
1355.0,Franklin Custodian Funds,extra_family,53,16.23884096214
1355.0,Franklin Fund Allocator Series,extra_family,60,0.695540991
1355.0,Franklin Gold and Precious Metals Fund,extra_family,6,0.03571510654
1355.0,Franklin Investors Securities Trust,extra_family,29,1.62325094
1355.0,Franklin Managed Trust,extra_family,10,5.739218125
1355.0,Franklin Real Estate Securities Trust,extra_family,6,0.02653661357
1355.0,Franklin Strategic Series,extra_family,55,1.88645160117
1355.0,Franklin Templeton Variable Insurance Products Trust,extra_family,50,0.7733766827099999
1355.0,George Putnam Balanced Fund,extra_family,23,0.3603765065
1355.0,JNL Series Trust,extra_family,19,0.25368829551
1355.0,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,extra_family,64,0.25793773747000004
1355.0,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,intra_family,3,0.12173425416999999
1355.0,Putnam Asset Allocation Funds,extra_family,155,0.51098308919
1355.0,Putnam Asset Allocation Funds,unknown_match,2,0.00100888875
1355.0,Putnam Funds Trust,extra_family,1,0.004450961190000001
1355.0,Putnam Global Health Care Fund,extra_family,4,0.30107519580000003
1355.0,Putnam Investment Funds,extra_family,50,3.06343983162
1355.0,Putnam Large Cap Value Fund,extra_family,15,11.090150548059999
1355.0,Putnam Variable Trust,extra_family,82,0.14414258023999998
1355.0,Templeton Global Investment Trust,extra_family,2,0.01034287392
1355.0,Venerable Variable Insurance Trust,extra_family,72,0.25312567863999996
1355.0,Venerable Variable Insurance Trust,intra_family,4,1.00910376957
1399.0,JANUS INVESTMENT FUND,intra_family,2,0.28402491240000005
1407.0,JNL Series Trust,extra_family,6,0.00585708796
1491.0,Dunham Funds,extra_family,5,0.0205146016
1492.0,GLENMEDE FUND INC,extra_family,157,0.5804010003399999
1492.0,GLENMEDE FUND INC,unknown_match,1,-0.00013986
1526.0,Mutual Fund & Variable Insurance Trust,extra_family,12,0.026188244
1531.0,ARK ETF Trust,extra_family,43,3.4654882008200003
1531.0,ARK ETF Trust,intra_family,3,0.21350240820000002
1531.0,ARK ETF Trust,unknown_match,1,8.30835e-05
1588.0,PACE SELECT ADVISORS TRUST,extra_family,23,0.03553621062
1589.0,Advanced Series Trust,extra_family,365,7.61957957813
1589.0,Advanced Series Trust,intra_family,7,0.10606102727
1589.0,Advanced Series Trust,unknown_match,4,0.0130796897
1589.0,Bridge Builder Trust,extra_family,32,1.86926140467
1589.0,Dunham Funds,extra_family,5,0.00632034172
1589.0,Prudential Investment Portfolios 12,extra_family,69,0.10414063373
1589.0,Prudential Investment Portfolios 16,extra_family,26,0.2164372137
1589.0,Prudential Investment Portfolios 18,extra_family,4,0.10140162885999998
1589.0,Prudential Investment Portfolios 2,extra_family,92,0.007188037040000001
1589.0,Prudential Investment Portfolios 2,intra_family,1,7.696737e-05
1589.0,Prudential Investment Portfolios 3,extra_family,64,0.63867843426
1589.0,Prudential Investment Portfolios 3,unknown_match,1,0.000843045
1589.0,Prudential Investment Portfolios 5,extra_family,43,0.28810543179000003
1589.0,Prudential Investment Portfolios 5,unknown_match,1,0.0021553425
1589.0,Prudential Investment Portfolios 7,extra_family,24,0.28990316046000003
1589.0,Prudential Investment Portfolios 7,unknown_match,1,0.0125634351
1589.0,Prudential Investment Portfolios 8,extra_family,82,0.24891824111000002
1589.0,Prudential Investment Portfolios 8,intra_family,1,0.000575688
1589.0,Prudential Investment Portfolios 8,unknown_match,1,0.0012628688
1589.0,Prudential Investment Portfolios 9,extra_family,53,0.52378227113
1589.0,"Prudential Investment Portfolios, Inc.",extra_family,119,3.0620209750999994
1589.0,"Prudential Investment Portfolios, Inc.",unknown_match,1,0.0093330295
1589.0,"Prudential Investment Portfolios, Inc. 10",extra_family,36,0.21947215428000003
1589.0,"Prudential Jennison Blend Fund, Inc.",extra_family,44,0.2869508926000001
1589.0,"Prudential Jennison Blend Fund, Inc.",unknown_match,1,0.0072563808
1589.0,"Prudential Jennison Mid-Cap Growth Fund, Inc.",extra_family,6,0.23868530366
1589.0,"Prudential Jennison Natural Resources Fund, Inc.",extra_family,4,0.034029438620000005
1589.0,"Prudential Jennison Small Co Fund, Inc.",extra_family,11,0.29394434224
1589.0,"Prudential Sector Funds, Inc.",extra_family,14,0.71703347161
1589.0,Prudential Series Fund,extra_family,472,9.748847817060001
1589.0,Prudential Series Fund,intra_family,5,0.031094099620000003
1589.0,Prudential Series Fund,unknown_match,5,0.0533662931
1589.0,"Prudential World Fund, Inc.",extra_family,33,1.67555999497
1589.0,Prudentials Gibraltar Fund,extra_family,13,0.04489166079000001
1589.0,SIX CIRCLES TRUST,extra_family,33,1.8968563738700002
1589.0,Target Portfolio Trust,unknown_match,47,0.18509249566
1590.0,HC Capital Trust,unknown_match,160,0.44455052394000005
1592.0,ADVISORS' INNER CIRCLE FUND,extra_family,5,0.34566605664000005
1596.0,Professionally Managed Portfolios,extra_family,73,3.3315781703000003
1621.0,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,intra_family,1,0.00394360547
1621.0,PACIFIC SELECT FUND,intra_family,35,0.9163541108799999
1638.0,FMI Funds Inc,extra_family,15,0.53173761429
1642.0,TRANSAMERICA SERIES TRUST,intra_family,1,0.18353103109
1648.0,Investment House Funds,extra_family,6,0.05954816415
1684.0,Firsthand Funds,extra_family,5,0.006753285
1699.0,"Thrivent Series Fund, Inc.",extra_family,1377,5.503304138020005
1699.0,"Thrivent Series Fund, Inc.",unknown_match,2,0.0033841938
1714.0,"RBB Fund, Inc.",extra_family,18,0.05527777636
1888.0,"EMPOWER FUNDS, INC.",extra_family,2,0.035119151
1888.0,"EMPOWER FUNDS, INC.",intra_family,19,1.125548596
1888.0,Virtus Equity Trust,extra_family,10,0.053888839669999994
1888.0,Virtus Equity Trust,intra_family,6,0.07872180851999999
1888.0,Virtus Variable Insurance Trust,intra_family,5,0.039101512240000004
1921.0,ADVISORS' INNER CIRCLE FUND,extra_family,52,0.72529547585
1977.0,Direxion Funds,extra_family,33,0.06961672338
2111.0,ADVISORS' INNER CIRCLE FUND,extra_family,9,0.09663666105
2232.0,SEASONS SERIES TRUST,extra_family,1,0.0028610494700000003
2232.0,SUNAMERICA SERIES TRUST,extra_family,1292,17.560546539
2232.0,SUNAMERICA SERIES TRUST,intra_family,12,1.42486315839
2232.0,SUNAMERICA SERIES TRUST,unknown_match,7,0.027699939
2232.0,VALIC Co I,extra_family,6,0.013163085580000001
2257.0,"Calvert World Values Fund, Inc.",extra_family,21,0.0327275089
2257.0,Eaton Vance Growth Trust,extra_family,138,2.0585528385900003
2257.0,Eaton Vance Growth Trust,intra_family,4,0.06095392681
2257.0,Eaton Vance Growth Trust,unknown_match,1,0.0044189322000000005
2257.0,Global Macro Capital Opportunities Portfolio,extra_family,20,0.19500485646
2273.0,Tortoise Capital Series Trust,extra_family,30,0.26865894592000006
2322.0,Bridge Builder Trust,extra_family,131,6.1794434668200005
2322.0,Bridge Builder Trust,unknown_match,1,0.013824635
2322.0,Brighthouse Funds Trust I,extra_family,22,1.3798796348200002
2322.0,GuideStone Funds,extra_family,17,0.12951564068
2322.0,JNL Series Trust,extra_family,107,0.04029180145
2322.0,MORGAN STANLEY PATHWAY FUNDS,extra_family,35,0.06334381076
2322.0,NORTHWESTERN MUTUAL SERIES FUND INC,extra_family,38,0.56839167168
2322.0,Optimum Fund Trust,extra_family,31,0.63561646024
2322.0,PACE SELECT ADVISORS TRUST,extra_family,91,0.01635068741
2322.0,PACE SELECT ADVISORS TRUST,unknown_match,2,0.0005303025
2322.0,PIMCO ETF Trust,extra_family,1,1.7624720000000002e-05
2322.0,PIMCO ETF Trust,intra_family,5,0.30144988668
2322.0,PIMCO Equity Series,extra_family,341,3.49164294953
2322.0,PIMCO Equity Series,intra_family,70,1.29103892098
2322.0,PIMCO Equity Series,unknown_match,3,0.0283798063
2322.0,PIMCO Equity Series VIT,extra_family,1,0.00770190472
2322.0,PIMCO Funds,extra_family,80,2.0274214614
2322.0,PIMCO Funds,intra_family,65,11.865468639439998
2322.0,PIMCO Variable Insurance Trust,extra_family,1,0.000369303
2322.0,PIMCO Variable Insurance Trust,intra_family,44,0.490923284
2322.0,SIX CIRCLES TRUST,extra_family,91,9.339926970480002
2322.0,SIX CIRCLES TRUST,unknown_match,1,0.0066716872
2324.0,Amana Mutual Funds Trust,extra_family,21,2.19949727821
2324.0,SATURNA INVESTMENT TRUST,extra_family,37,0.051283735149999995
2326.0,MATTHEW 25 FUND,extra_family,6,0.09977768
2359.0,SEI INSTITUTIONAL MANAGED TRUST,extra_family,71,0.052180308759999995
2369.0,EQ Advisors Trust,unknown_match,89,0.11680197247
2369.0,HARBOR FUNDS,extra_family,12,0.28480771702999996
2373.0,NEW YORK LIFE INVESTMENTS FUNDS TRUST,extra_family,104,1.11685528681
2373.0,NEW YORK LIFE INVESTMENTS FUNDS TRUST,intra_family,1,0.0037903966
2373.0,NEW YORK LIFE INVESTMENTS FUNDS TRUST,unknown_match,1,0.00333333
2396.0,NORTHERN LIGHTS FUND TRUST III,extra_family,126,6.523374707540001
2396.0,NORTHERN LIGHTS FUND TRUST III,intra_family,2,0.06160238742
2399.0,MASSMUTUAL PREMIER FUNDS,extra_family,10,0.046561690659999995
2400.0,Fidelity Advisor Series I,extra_family,11,0.12362420982000001
2400.0,Fidelity Advisor Series I,intra_family,2,0.18244507122999998
2400.0,Fidelity Central Investment Portfolios LLC,extra_family,1,0.000257176
2400.0,Fidelity Central Investment Portfolios LLC,intra_family,1,0.03466725632
2400.0,Fidelity Salem Street Trust,extra_family,3,0.03567469796
2400.0,Fidelity Salem Street Trust,intra_family,1,0.16343436268
2400.0,Fidelity Summer Street Trust,extra_family,16,0.6106099178500001
2400.0,Fidelity Summer Street Trust,intra_family,3,0.42075428833000006
2401.0,Williamsburg Investment Trust,extra_family,55,1.0174811070099998
2416.0,MARSICO INVESTMENT FUND,extra_family,39,0.80733102847
2465.0,Meeder Funds,extra_family,398,0.73800583375
2465.0,Meeder Funds,unknown_match,1,4.1626e-05
2489.0,VALIC Co I,extra_family,44,0.17768550539
2489.0,Virtus Investment Trust,extra_family,20,0.38116928599
2489.0,Virtus Investment Trust,unknown_match,1,0.01240775
2489.0,Voya Funds Trust,intra_family,1,0.10012905
2489.0,Voya Investors Trust,extra_family,167,1.9070506122500002
2489.0,Voya Investors Trust,unknown_match,2,0.0098551156
2489.0,Voya Partners Inc,extra_family,37,1.9947566774499998
2489.0,Voya Partners Inc,intra_family,62,7.78204988122
2489.0,Voya Separate Portfolios Trust,extra_family,6,0.0027935166699999993
2489.0,Voya Separate Portfolios Trust,intra_family,5,0.0006217883000000001
2489.0,Voya VARIABLE PORTFOLIOS INC,extra_family,847,1.47724264538
2489.0,Voya VARIABLE PORTFOLIOS INC,intra_family,2,0.00052843206
2489.0,Voya VARIABLE PORTFOLIOS INC,unknown_match,3,0.0035396509000000004
2489.0,Wilshire Mutual Funds Inc,extra_family,26,0.0014965424099999999
2489.0,WisdomTree Digital Trust,extra_family,21,0.00061128478
2489.0,WisdomTree Trust,extra_family,193,0.6642872469699999
2489.0,WisdomTree Trust,intra_family,2,5.57766e-06
2489.0,WisdomTree Trust,unknown_match,2,0.0024842412000000004
2628.0,BNY MELLON FUNDS TRUST,extra_family,64,0.062408868369999995
2628.0,BNY MELLON FUNDS TRUST,intra_family,12,0.20117816890999995
2628.0,BNY MELLON INVESTMENT PORTFOLIOS,extra_family,31,0.057285207760000005
2628.0,BNY MELLON OPPORTUNITY FUNDS,extra_family,2,0.06149881654
2628.0,"BNY MELLON RESEARCH GROWTH FUND, INC.",extra_family,7,0.31242717371000006
2628.0,BNY MELLON STOCK FUNDS,extra_family,3,0.00327885542
2628.0,"BNY MELLON SUSTAINABLE U.S. EQUITY PORTFOLIO, INC.",extra_family,12,0.08083976859
2628.0,BNY MELLON VARIABLE INVESTMENT FUND,extra_family,27,0.02749069022
2628.0,"BNY Mellon Advantage Funds, Inc.",extra_family,44,0.3489085569599999
2628.0,"BNY Mellon Investment Funds V, Inc.",extra_family,29,0.058247615270000004
2628.0,BNY Mellon Investment Funds VI,extra_family,28,0.049016959639999996
2628.0,"BNY Mellon Large Cap Securities Fund, Inc.",extra_family,12,0.6816144614499999
2628.0,"BNY Mellon Strategic Funds, Inc.",extra_family,29,0.27761495579
2628.0,"BNY Mellon Sustainable U.S. Equity Fund, Inc.",extra_family,12,0.13079792488999997
2674.0,The Cutler Trust,extra_family,7,0.04671679824000001
2691.0,EntrepreneurShares Series Trust,extra_family,6,0.21140760555999996
2756.0,Needham Funds Inc,extra_family,14,0.08765240356000001
2807.0,Managed Portfolio Series,extra_family,66,0.06418211836000001
2920.0,Brighthouse Funds Trust I,extra_family,56,0.036917733980000006
2920.0,Calvert Management Series,extra_family,7,0.00238061173
2920.0,"Calvert Responsible Index Series, Inc.",extra_family,385,2.27008374882
2920.0,E Trade Trust,extra_family,388,0.030786965559999997
2920.0,E Trade Trust,intra_family,2,4.0726800000000005e-05
2920.0,E Trade Trust,unknown_match,2,0.000154845
2920.0,Eaton Vance Floating Rate Portfolio/MA,extra_family,1,0.0017257694199999999
2920.0,Eaton Vance Floating Rate Portfolio/MA,intra_family,1,0.028568925
2920.0,Eaton Vance Growth Trust,extra_family,6,0.09616378392
2920.0,Eaton Vance Municipals Trust,extra_family,2,0.00344550225
2920.0,Eaton Vance Mutual Funds Trust,extra_family,134,29.984035770219993
2920.0,Eaton Vance Mutual Funds Trust,intra_family,15,5.48606709482
2920.0,Eaton Vance Series Trust,extra_family,1,1.62224661306
2920.0,Eaton Vance Series Trust II,extra_family,38,0.19431934183000002
2920.0,Eaton Vance Special Investment Trust,extra_family,49,1.8642456485299996
2920.0,Eaton Vance Special Investment Trust,intra_family,1,0.014810715
2920.0,Eaton Vance Special Investment Trust,unknown_match,2,0.043614602100000004
2920.0,Eaton Vance Variable Trust,extra_family,2,0.00298239998
2920.0,MORGAN STANLEY INSTITUTIONAL FUND INC,extra_family,108,2.8756190809600004
2920.0,MORGAN STANLEY INSTITUTIONAL FUND TRUST,extra_family,119,0.26245196133000004
2920.0,MORGAN STANLEY INSTITUTIONAL FUND TRUST,unknown_match,1,0.000284978
2920.0,MORGAN STANLEY VARIABLE INSURANCE FUND INC.,extra_family,129,0.24816362737999997
2920.0,MORGAN STANLEY VARIABLE INSURANCE FUND INC.,unknown_match,1,4.0985599999999996e-05
2920.0,Morgan Stanley ETF Trust,extra_family,334,0.2647950805
2920.0,Morgan Stanley ETF Trust,intra_family,2,0.0006298764400000001
2920.0,Morgan Stanley ETF Trust,unknown_match,2,0.0006991567
2920.0,Morgan Stanley Europe Opportunity Fund Inc.,extra_family,1,0.0053263984000000006
2920.0,Morgan Stanley Insight Fund,extra_family,6,0.31842210416000005
2920.0,Penn Series Funds Inc,extra_family,6,0.00687185924
2920.0,SEASONS SERIES TRUST,extra_family,84,0.14448443913000003
2920.0,SEASONS SERIES TRUST,unknown_match,1,0.001655434
2920.0,Stock Portfolio,unknown_match,7,0.14473866624999998
2920.0,TRANSAMERICA SERIES TRUST,extra_family,113,0.09074586865999999
2920.0,TRANSAMERICA SERIES TRUST,unknown_match,1,0.00042794729999999997
2920.0,Tax-Managed Growth Portfolio,extra_family,30,2.32388904107
2920.0,Tax-Managed Multi-Cap Growth Portfolio,extra_family,6,0.05384862880999999
2920.0,Tax-Managed Small-Cap Portfolio,extra_family,9,0.02418802143
2920.0,Tax-Managed Value Portfolio,extra_family,12,0.23376131078
2920.0,Tax-Managed Value Portfolio,unknown_match,1,0.025596711
2920.0,VALIC Co I,extra_family,59,0.21412119733
2920.0,VALIC Co I,unknown_match,1,0.00036078885
2920.0,Voya Investors Trust,extra_family,3,0.00812303098
2921.0,Touchstone Funds Group Trust,extra_family,23,0.64839542734
2921.0,Touchstone Funds Group Trust,unknown_match,1,0.025699252
2921.0,Touchstone Strategic Trust,extra_family,35,1.6219582347400003
2921.0,Touchstone Variable Series Trust,extra_family,36,0.08657609822
2923.0,"EMPOWER FUNDS, INC.",extra_family,2,0.0092263675
2923.0,"EMPOWER FUNDS, INC.",intra_family,18,0.13676174439
2944.0,EA Series Trust,unknown_match,1958,3.70461391491
2984.0,"HARTFORD MUTUAL FUNDS, INC",extra_family,41,0.5716826084500001
2997.0,NORTHERN LIGHTS FUND TRUST III,extra_family,56,0.01166440517
2997.0,NORTHERN LIGHTS FUND TRUST III,intra_family,1,3.155229e-05
3006.0,Asset Management Fund,unknown_match,14,0.185177747
3008.0,Advanced Series Trust,extra_family,111,1.28048637384
3008.0,Advanced Series Trust,intra_family,2,0.00703853239
3008.0,Advanced Series Trust,unknown_match,1,0.00193721
3008.0,"EMPOWER FUNDS, INC.",extra_family,2,0.00677851138
3008.0,"EMPOWER FUNDS, INC.",intra_family,19,0.38496957656
3008.0,HOTCHKIS & WILEY FUNDS/DE/,extra_family,150,0.41980023669
3008.0,VANGUARD VARIABLE INSURANCE FUNDS,extra_family,24,0.29907833622
3031.0,REX ETF Trust,extra_family,5,0.00197084645
3040.0,SCM Trust,extra_family,29,0.06326344371
3042.0,RBB Fund Trust,extra_family,1,5.535876e-05
3052.0,Brighthouse Funds Trust I,extra_family,5,0.07291676334000001
3100.0,ALGER FUNDS,extra_family,11,0.06097458039
3100.0,ALGER FUNDS II,extra_family,14,0.020609269429999997
3100.0,Alger Global Equity Fund,extra_family,2,0.0012830092000000002
3169.0,NexPoint Funds I,extra_family,16,0.08140867493
3200.0,Cantor Select Portfolios Trust,extra_family,9,0.1483493119
3241.0,AuguStar Variable Insurance Products Fund Inc,extra_family,64,0.07702723640999999
3241.0,AuguStar Variable Insurance Products Fund Inc,unknown_match,1,0.0012835217
3241.0,"BlackRock Advantage Global Fund, Inc.",extra_family,25,0.09399293392
3241.0,"BlackRock Advantage SMID Cap Fund, Inc.",extra_family,67,0.07367278031000002
3241.0,"BlackRock Balanced Fund, Inc.",extra_family,48,0.17036270821
3241.0,"BlackRock Capital Appreciation Fund, Inc.",extra_family,10,0.934782842
3241.0,"BlackRock Emerging Markets Fund, Inc.",extra_family,1,0.00909890625
3241.0,BlackRock Equity Dividend Fund,extra_family,19,4.06388246513
3241.0,BlackRock Funds,extra_family,994,5.89648639658
3241.0,BlackRock Funds,intra_family,1,0.01106306977
3241.0,BlackRock Funds,unknown_match,2,0.006417576
3241.0,BlackRock Funds II,extra_family,161,2.90515356577
3241.0,BlackRock Funds II,intra_family,7,0.45657550761000004
3241.0,BlackRock Funds III,extra_family,192,117.0974272048
3241.0,BlackRock Funds III,intra_family,30,0.7871143117099999
3241.0,BlackRock Funds VI,extra_family,1,0.72260427589
3241.0,"BlackRock Global Allocation Fund, Inc.",extra_family,55,2.2909255790299996
3241.0,BlackRock International Select Equity Fund,extra_family,1,0.00227151142
3241.0,"BlackRock Large Cap Focus Growth Fund, Inc.",extra_family,10,0.44178187440999994
3241.0,"BlackRock Large Cap Focus Value Fund, Inc.",extra_family,11,0.47098272698000004
3241.0,"BlackRock Large Cap Series Funds, Inc.",extra_family,79,1.8070264146800001
3241.0,"BlackRock Large Cap Series Funds, Inc.",unknown_match,1,0.0056077977
3241.0,"BlackRock Mid-Cap Value Series, Inc.",extra_family,16,0.19464187814
3241.0,BlackRock Natural Resources Trust,extra_family,3,0.00513443694
3241.0,"BlackRock Series Fund, Inc.",extra_family,138,0.18859044758
3241.0,"BlackRock Series Fund, Inc.",unknown_match,1,0.0014685973
3241.0,"BlackRock Series, Inc.",extra_family,5,0.12595066237
3241.0,BlackRock Unconstrained Equity Fund,extra_family,2,0.09222496754
3241.0,"BlackRock Variable Series Funds, Inc.",extra_family,571,1.74012633849
3241.0,"BlackRock Variable Series Funds, Inc.",intra_family,1,0.00813779502
3241.0,"BlackRock Variable Series Funds, Inc.",unknown_match,4,0.006816417599999999
3241.0,Bridge Builder Trust,extra_family,207,1.1741554605900002
3241.0,Brighthouse Funds Trust I,extra_family,14,3.05639796671
3241.0,Brighthouse Funds Trust II,extra_family,11,0.47511261087
3241.0,Columbia Funds Variable Series Trust II,extra_family,9,0.01040098725
3241.0,EQ Advisors Trust,unknown_match,594,3.32864408057
3241.0,Forethought Variable Insurance Trust,extra_family,128,0.40083966745
3241.0,Forethought Variable Insurance Trust,unknown_match,1,0.0001858761
3241.0,HOMESTEAD FUNDS INC,extra_family,1,0.29803686588
3241.0,JNL Series Trust,extra_family,272,1.77244188471
3241.0,JNL Series Trust,unknown_match,1,0.0017161118999999999
3241.0,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,extra_family,205,1.52154877749
3241.0,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,intra_family,1,0.00376881828
3241.0,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,unknown_match,1,0.0004205827
3241.0,MML Series Investment Fund II,extra_family,8,0.6843627637599999
3241.0,Master Investment Portfolio,extra_family,551,26.47909922789
3241.0,Master Investment Portfolio,unknown_match,3,0.131397272
3241.0,Morningstar Funds Trust,extra_family,47,0.11982543309
3241.0,NORTHWESTERN MUTUAL SERIES FUND INC,extra_family,22,0.6657208217500001
3241.0,NORTHWESTERN MUTUAL SERIES FUND INC,intra_family,10,0.021550871810000004
3241.0,Nationwide Variable Insurance Trust,extra_family,78,0.54233480741
3241.0,Nationwide Variable Insurance Trust,unknown_match,1,0.0041230553
3241.0,Old Westbury Funds Inc,extra_family,23,0.8882951842100001
3241.0,PACIFIC SELECT FUND,extra_family,26,0.48848129740999996
3241.0,PACIFIC SELECT FUND,intra_family,71,8.08455963644
3241.0,"Principal Funds, Inc",extra_family,15,3.2144898392500085
3241.0,"Principal Funds, Inc",intra_family,5,0.34661594180000105
3241.0,SIX CIRCLES TRUST,extra_family,101,7.444501975730001
3241.0,SIX CIRCLES TRUST,unknown_match,1,0.0158550232
