relationship_id,parent_entity_id,parent_name,parent_aum,parent_cik,child_entity_id,child_name,child_aum,child_cik,relationship_type,category
12075,8266,SPH Group Holdings LLC,0.0,0001522066,4981,TD PRIVATE CLIENT WEALTH LLC,8255945350.0,0001551017,wholly_owned,E
12225,8968,"AFFILIATED MANAGERS GROUP, INC.",0.0,0001004434,169,"TimesSquare Capital Management, LLC",8223270765.0,0001313816,wholly_owned,E
11774,85,RBC Global,0.0,0001214659,10520,RBC Private Counsel (USA) Inc.,7887634770.0,0001332123,wholly_owned,E
12506,1051,"Invus Group, LLC",0.0,0002044445,9165,INGALLS & SNYDER LLC,7826602578.0,0001041885,wholly_owned,E
11894,1005,ShawSpring Partners LLC,0.0,0001766908,4239,"SAGESPRING WEALTH PARTNERS, LLC",6485071326.0,0002056425,wholly_owned,E
11872,10421,"RFG Holdings, Inc.",0.0,0001845210,1539,"AXXCESS WEALTH MANAGEMENT, LLC",6329396180.0,0001911056,mutual_structure,E
11882,3078,"WealthPLAN Partners, LLC",0.0,0001639943,7568,Wealthcare Advisory Partners LLC,6015135638.0,0001683059,wholly_owned,E
12283,1310,Simcah Management LLC,0.0,0001567982,4959,SIGNATURE INVESTMENT ADVISORS LLC,5732847257.0,0001811480,parent_brand,E
12330,1444,"Leonard Green & Partners, L.P.",0.0,0001175523,9137,"Mariner Platform Solutions, LLC",5615227678.0,0001846208,wholly_owned,E
12228,1135,"HC Advisors, LLC",0.0,0001803295,2220,"LEVEL FOUR ADVISORY SERVICES, LLC",5320412049.0,0001696715,wholly_owned,E
12053,2110,VVR Holdings LLC,0.0,0002070884,7716,MHR FUND MANAGEMENT LLC,5150446643.0,0001277742,wholly_owned,E
12504,8824,StoneX Group Inc.,0.0,0000913760,149,StoneX Advisors Inc.,5092884780.0,0001650393,wholly_owned,E
12243,1464,"Spinnaker Investment Group, LLC",0.0,0001911067,4980,"Ocean Park Asset Management, LLC",4872145667.0,0001538052,wholly_owned,E
11964,8386,"Natixis Investment Managers, LLC",0.0,0001053187,860,AEW CAPITAL MANAGEMENT L P,4795690696.0,0001046187,wholly_owned,E
11990,8968,"AFFILIATED MANAGERS GROUP, INC.",0.0,0001004434,3555,"Foyston, Gordon, & Payne Inc",4723872549.0,0001322853,wholly_owned,E
12413,2173,"BRC Group Holdings, Inc.",0.0,0001464790,2242,"Wharton Business Group, LLC",4013308881.0,0001513126,wholly_owned,E
11934,1578,"Meridian Wealth Partners, LLC",1255735728.0,0001781942,2992,HighPoint Advisor Group LLC,3999000000.0,0001616034,wholly_owned,E
11935,3102,"Orca Investment Management, LLC",0.0,0001511229,2992,HighPoint Advisor Group LLC,3999000000.0,0001616034,wholly_owned,E
12238,4595,"COHEN & STEERS, INC.",0.0,0001284812,2958,Cohen & Steers UK Ltd,3967980032.0,0001581798,wholly_owned,E
12161,4248,Amundi Asset Management,0.0,0001280690,2214,Amundi SA,3789471855.0,0001330387,wholly_owned,E
12197,8968,"AFFILIATED MANAGERS GROUP, INC.",0.0,0001004434,2965,"Boston Common Asset Management, LLC",3584843078.0,0001409427,wholly_owned,E
12310,2173,"BRC Group Holdings, Inc.",0.0,0001464790,156,"Alera Investment Advisors, LLC",3572112624.0,0001759485,wholly_owned,E
12078,3404,Pictet Asset Management Holding SA,0.0,0001993888,4229,PICTET ASSET MANAGEMENT (SINGAPORE) PTE LTD,3539890846.0,0001965477,wholly_owned,E
11653,1079,SPINNAKER TRUST,0.0,0001158970,1521,MILLER HOWARD INVESTMENTS INC /NY,3450989180.0,0000903947,mutual_structure,E
13507,2537,"W ADVISORS, LLC",0.0,0001929907,9178,TENNENBAUM CAPITAL PARTNERS LLC,3432303338.0,0001169553,wholly_owned,E
12539,8429,"RWM Capital, LLC",0.0,0001908905,8523,"Prysm Capital, L.P.",3413417519.0,0001906526,mutual_structure,E
12000,3785,"EMG Holdings, L.P.",0.0,0001478394,1570,"Prosperity Consulting Group, LLC",3195898263.0,0001910398,wholly_owned,E
11809,4893,WFM ASIA (BVI) Ltd,3195807167.0,0001632574,10502,WFM ASIA (HK) Ltd,3195807167.0,0001632572,wholly_owned,E
12188,3111,"AJ Advisors, LLC",0.0,0001951167,3559,"IMA Advisory Services, Inc.",3158410252.0,0001455495,wholly_owned,E
12269,4271,"WIT, LLC",0.0,0001840025,1573,NWI MANAGEMENT LP,3139679793.0,0001103887,mutual_structure,E
12057,7927,"OPINICUS CAPITAL, INC.",0.0,0002009743,1574,"SCOPUS ASSET MANAGEMENT, L.P.",3084722994.0,0001317583,mutual_structure,E
11885,5152,"Merit Financial Group, LLC",0.0,0001621225,7804,PFG Advisors,3083491501.0,0001694435,wholly_owned,E
12032,5012,"Investment Advisory Group, LLC",1217000000.0,0001910273,7770,Gladius Capital Management LP,3059725575.0,0001540656,mutual_structure,E
12534,1705,"Empery Asset Management, LP",0.0,0001469336,7781,EASTERLY INVESTMENT PARTNERS LLC,3054234330.0,0001766150,wholly_owned,E
12430,7714,EAGLE ASSET MANAGEMENT INC,60652760758.0,0000790502,7768,ClariVest Asset Management LLC,3048432229.0,0001388167,wholly_owned,E
12431,4723,RAYMOND JAMES FINANCIAL INC,0.0,0000720005,7768,ClariVest Asset Management LLC,3048432229.0,0001388167,wholly_owned,E
11979,3078,"WealthPLAN Partners, LLC",0.0,0001639943,8483,WEALTHCARE CAPITAL MANAGEMENT LLC,3030880135.0,0001516450,wholly_owned,E
11994,9352,"Delphi Financial Group, Inc.",0.0,0000859139,7571,Acorn Advisory Capital L.P.,2940342593.0,0001730745,wholly_owned,E
11999,7667,EULAV Asset Management,4900000000.0,0001540826,7571,Acorn Advisory Capital L.P.,2940342593.0,0001730745,mutual_structure,E
12011,5064,"Facet Wealth, Inc.",0.0,0001748271,1549,"Arete Wealth Advisors, LLC",2745378945.0,0001600151,wholly_owned,E
12114,466,Priebe Wealth Holdings LLC,0.0,0002009646,180,Principle Wealth Partners LLC,2658955480.0,0001743413,wholly_owned,E
12102,5938,"United Capital Financial Partners, LLC",0.0,0001372312,2248,Trilogy Capital Inc.,2633357444.0,0001722512,wholly_owned,E
12277,2518,"Asio Capital, LLC",0.0,0001803291,2294,HITE Hedge Asset Management LLC,2565101091.0,0001568939,wholly_owned,E
12313,6915,"Galaxy Digital, LP",0.0,0001813689,7729,Galaxy Digital Capital Management LP,2452058739.0,0002036718,wholly_owned,E
11700,7558,Fayez Sarofim & Co,34508545660.0,0000937729,2994,Sarofim International Management Co,2434016049.0,0000949665,wholly_owned,E
12291,6637,"CBM Financial, LLC",0.0,0002055702,1572,"DRIVE WEALTH MANAGEMENT, LLC",2175572827.0,0001952781,wholly_owned,E
12259,1767,Kepos Partners LLC,0.0,0001512014,8514,Kepos Capital LP,2172370569.0,0001512020,mutual_structure,E
12157,4329,"HS Management Partners, LLC",0.0,0001455253,1518,"GC Wealth Management RIA, LLC",2153349029.0,0002011169,wholly_owned,E
12389,4248,Amundi Asset Management,0.0,0001280690,2285,KBI Global Investors (North America) Ltd,2134327830.0,0001463879,wholly_owned,E
12390,2214,Amundi SA,3789471855.0,0001330387,2285,KBI Global Investors (North America) Ltd,2134327830.0,0001463879,wholly_owned,E
11893,4191,"Cartenna Capital, LP",0.0,0001808928,4994,"Requisite Capital Management, LLC",1987793761.0,0001730573,wholly_owned,E
12260,5924,V2 Financial group LLC,0.0,0002022843,7656,QVT Financial LP,1752847722.0,0001290162,mutual_structure,E
11778,9070,"Carter Financial Group, INC.",0.0,0001919749,5035,ORLEANS CAPITAL MANAGEMENT CORP/LA,1579097376.0,0001013234,wholly_owned,E
11903,2850,CARY STREET PARTNERS FINANCIAL LLC,0.0,0001475045,1569,CARY STREET PARTNERS ASSET MANAGEMENT LLC,1491784665.0,0001845445,wholly_owned,E
11953,6251,"Stockman Wealth Management, Inc.",5235996694.0,0001389400,1542,Spartan Wealth Advisory Services LLC,1484197565.0,0002075193,wholly_owned,E
12085,1123,"Redwood Capital Management Holdings, LP",0.0,0001737513,11187,"Private Capital Management, LLC",1346803883.0,0001588456,wholly_owned,E
12061,7609,"FWG Holdings, LLC",345016442.0,0001862067,6237,"Ascent Wealth Partners, LLC",1322466782.0,0001546865,wholly_owned,E
12501,466,Priebe Wealth Holdings LLC,0.0,0002009646,6240,River Wealth Advisors LLC,1257151714.0,0001642570,wholly_owned,E
12503,1578,"Meridian Wealth Partners, LLC",1255735728.0,0001781942,6240,River Wealth Advisors LLC,1257151714.0,0001642570,parent_brand,E
11835,11112,"BEACON ADVISORS HOLDINGS, LLC",0.0,0002114314,126,Strategic Investment Advisors / MI,1181835232.0,0001760540,wholly_owned,E
12110,3830,US Asset Management LLC,0.0,0001882673,4921,Aubrey Capital Management Ltd,1151975088.0,0001730754,parent_brand,E
12242,1774,"AssetMark Financial Holdings, Inc.",0.0,0001591587,8481,Informed Momentum Co LLC,1097690418.0,0001510989,parent_brand,E
11949,9586,Carlson Capital Management,0.0,0001581298,7708,"CCM INVESTMENT GROUP, LLC",951600000.0,0002067069,wholly_owned,E
12158,8837,Desjardins Global Asset Management Inc.,0.0,0001563660,6273,RAELIPSKIE PARTNERSHIP,938122186.0,0002023896,wholly_owned,E
12159,6607,Federation des caisses Desjardins du Quebec,0.0,0002022297,6273,RAELIPSKIE PARTNERSHIP,938122186.0,0002023896,wholly_owned,E
11631,9009,"Bain Capital Fund XI, L.P.",0.0,0001568889,1528,"FDx Advisors, Inc.",926084276.0,0001566601,parent_brand,E
12518,6637,"CBM Financial, LLC",0.0,0002055702,10483,"Guardian Financial Partners, LLC",911901445.0,0001723514,parent_brand,E
11829,4114,RP Holding Group LLC,0.0,0001696130,7620,"RiverPark Advisors, LLC",907000000.0,0001484256,wholly_owned,E
11983,9109,"BridgePort Financial Solutions, LLC",484508230.0,0002031775,4928,GOULD ASSET MANAGEMENT LLC /CA/,901267904.0,0001091961,parent_brand,E
11771,775,"RM Financial Services, LLC",0.0,0002109852,10489,"INVESTMENT PARTNERS, LTD.",892284139.0,0001050068,wholly_owned,E
12497,9372,"Legacy Wealth Management, Inc",0.0,0001488921,3563,"LWM Advisory Services, LLC",837849209.0,0001697716,wholly_owned,E
12284,7033,"CALTON & ASSOCIATES, INC.",0.0,0000822648,7606,"Compton Financial Group, LLC",836788025.0,0001844567,wholly_owned,E
11785,4977,MERCER GLOBAL ADVISORS INC /ADV,60256270580.0,0000853758,10463,Tufton Capital Management,810080632.0,0001055963,wholly_owned,E
12012,6043,"Price Capital Management, Inc.",0.0,0001633624,8455,"GILL CAPITAL PARTNERS, LLC",790007641.0,0000729563,parent_brand,E
12013,6043,"Price Capital Management, Inc.",0.0,0001633624,8455,"GILL CAPITAL PARTNERS, LLC",790007641.0,0000729563,mutual_structure,E
12432,9142,GSA CAPITAL PARTNERS LLP,4814995100.0,0001362033,3608,USA FINANCIAL FORMULAS,625540000.0,0001633716,wholly_owned,E
12444,7621,Ulysses Management LLC,1543668622.0,0001510912,6271,ITHAKA GROUP LLC,554892816.0,0001484043,wholly_owned,E
12144,7253,VCI Wealth Management LLC,0.0,0002009388,897,"Navis Wealth Advisors, LLC",540686352.0,0001849055,wholly_owned,E
11692,8824,StoneX Group Inc.,0.0,0000913760,9158,TRUST ADVISORY GROUP LTD /ADV,494407359.0,0000926106,wholly_owned,E
12033,2164,ROCKLAND TRUST CO,0.0,0000084616,2996,"BRIGHT ROCK CAPITAL MANAGEMENT, LLC",492000000.0,0001509973,wholly_owned,E
12406,7609,"FWG Holdings, LLC",345016442.0,0001862067,7643,INCA Investments LLC,468404633.0,0001513137,wholly_owned,E
11993,1567,"Rise Advisors, LLC",340850820.0,0001831316,140,New Capital Management LP,465813150.0,0001696731,mutual_structure,E
12294,2633,LPL Financial LLC,0.0,0001403438,157,"Elevated Capital Advisors, LLC",433034784.0,0001802387,wholly_owned,E
11787,1494,Stone Wealth Partners,0.0,0001813454,10529,Fortitude Advisory Group L.L.C.,416903117.0,0001928999,wholly_owned,E
11886,9763,Wakefield Asset Managment Corp,0.0,0001759421,2249,Wakefield Wealth Management LLLP,388296437.0,0001759448,mutual_structure,E
12009,9763,Wakefield Asset Managment Corp,0.0,0001759421,6239,Wakefield Asset Management LLLP,371192055.0,0001600435,mutual_structure,E
11827,2029,"Wood Tarver Financial Group, LLC",0.0,0002059344,159,"Prairiewood Capital, LLC",365413413.0,0001839695,wholly_owned,E
12058,6795,Scoggin GP LLC,0.0,0001731593,2977,SCOGGIN MANAGEMENT LP,350077593.0,0001086416,mutual_structure,E
12296,1848," FOGEL CAPITAL MANAGEMENT, INC.",0.0,0002011427,7604,"Castleview Partners, LLC",331233271.0,0001737088,wholly_owned,E
11706,2732,"HB Wealth Management, LLC",0.0,0001911253,6217,"Blue Barn Wealth, LLC",317067080.0,0001879206,wholly_owned,E
12029,4114,RP Holding Group LLC,0.0,0001696130,7565,RIVERPARK CAPITAL MANAGEMENT LLC,315000000.0,0001614704,wholly_owned,E
11902,11144,"RWWM, Inc.",1302853734.0,0001507683,6206,"Carolina Wealth Advisors, LLC",297697028.0,0001786411,wholly_owned,E
12360,8631,"GRS Advisors, LLC",0.0,0001544554,9833,BRIDGE GENERATIONS WEALTH MANAGEMENT LLC,288941649.0,0002056071,wholly_owned,E
12348,549,Pointe Capital Management LLC,0.0,0001640335,7611,CYPRESS POINT INVESTMENT MANAGEMENT LP,283866958.0,0002058475,mutual_structure,E
12425,236,"ARS Investment Partners, LLC",0.0,0000733020,871,Alhambra Investment Management LLC,278558234.0,0001802696,wholly_owned,E
12356,236,"ARS Investment Partners, LLC",0.0,0000733020,9812,PURSUE WEALTH PARTNERS LLC,243363686.0,0001911091,wholly_owned,E
12023,6629,Parker Financial LLC,0.0,0001965668,10514,"IFS Advisors, LLC",213822204.0,0001765617,wholly_owned,E
12107,6729,CMT Global Holdings LLC,0.0,0001607635,9155,BRX Global LP,207967583.0,0001844103,mutual_structure,E
12152,2518,"Asio Capital, LLC",0.0,0001803291,7554,Avid Wealth Partners LLC,206069786.0,0001992344,wholly_owned,E
12483,851,TANAKA CAPITAL MANAGEMENT INC,44400044.0,0000816788,7760,Ratan Capital Management LP,196086597.0,0001566887,mutual_structure,E
12367,2462,FIRST HAWAIIAN BANK,0.0,0000764106,4999,BISHOP STREET CAPITAL MANAGEMENT CORP,180938058.0,0001132217,wholly_owned,E
12137,4357,ARES MANAGEMENT LLC,0.0,0001259313,10480,"Bestgate Wealth Advisors, LLC",162404904.0,0002055670,wholly_owned,E
12115,1430,"ROI Financial Advisors, LLC",0.0,0002011633,9836,SHARPEPOINT LLC,150495638.0,0002046822,wholly_owned,E
12451,256,ALTA CAPITAL MANAGEMENT LLC/,0.0,0001093589,4889,"Altai Capital Management, L.P.",136068000.0,0001478982,mutual_structure,E
12508,5941,"Pettee Investors, Inc.",0.0,0001596901,11159,"Hoya Capital Real Estate, LLC",128681134.0,0001756985,wholly_owned,E
12435,6252,"Canal Capital Management, LLC",1200435021.0,0001666733,7672,BANTA ASSET MANAGEMENT LP,128657824.0,0001426960,mutual_structure,E
12278,5803,New Vernon Capital Holdings II LLC,0.0,0001512538,6266,NEW VERNON INVESTMENT MANAGEMENT LLC,116901694.0,0001500605,wholly_owned,E
11637,8533,"SAM Advisors, LLC",462261459.0,0001600944,3042,"Penn Capital Management Company, LLC",0.0,0001158202,wholly_owned,E
11673,4927,"Stillwater Capital Advisors, LLC",1344273458.0,0001482970,8563,IRON Financial LLC,0.0,0001595509,parent_brand,E
11710,4906,AR ASSET MANAGEMENT INC,602638535.0,0001080166,2232,"SUNAMERICA ASSET MANAGEMENT, LLC",0.0,0000863926,wholly_owned,E
11799,6281,"ACORN CAPITAL ADVISORS, LLC",239196104.0,0002054410,8541,"ADG Wealth Management Group, LLC",0.0,0002053824,wholly_owned,E
11830,4267,HARBOUR INVESTMENT MANAGEMENT LLC,381560275.0,0001275880,315,"HARBOR INVESTMENT ADVISORY, LLC",0.0,0001468792,wholly_owned,E
11850,7642,DUPONT CAPITAL MANAGEMENT CORP,10091951000.0,0001128251,6359,"KINGDON CAPITAL MANAGEMENT, L.L.C.",0.0,0001000097,mutual_structure,E
11879,5005,Sitrin Capital Management LLC,351082807.0,0001664771,1627,Think Investments LP,0.0,0001635999,mutual_structure,E
11942,133,"LMG Wealth Partners, LLC",681163458.0,0001965772,3035,Investment Advisory Services Group LLC,0.0,0002099157,wholly_owned,E
12006,4941,"Keenan Capital, LLC",691779529.0,0001647363,2419,"Empyrean Capital Partners, LP",0.0,0001317195,mutual_structure,E
12077,11220,WELLINGTON MANAGEMENT GROUP LLP,1305650752153.0,0000902219,1691,Wellington Management Japan Pte Ltd,0.0,0001633865,wholly_owned,E
12092,869,Compass Advisory Group LLC,767495362.0,0001720292,5121,COLUMBIA ADVISORY PARTNERS LLC,0.0,0001808179,wholly_owned,E
12141,7609,"FWG Holdings, LLC",345016442.0,0001862067,9943,Aquatic Capital Management LLC,0.0,0001803916,wholly_owned,E
12184,152,"CARILLON TOWER ADVISERS, INC.",16864326714.0,0001715163,6394,"SCOUT INVESTMENTS, INC.",0.0,0001161927,wholly_owned,E
12202,3632,FIDUCIARY TRUST INTERNATIONAL LLC,7670582308.0,0000941407,9806,FIDUCIARY TRUST CO INTERNATIONAL,0.0,,wholly_owned,E
12255,9142,GSA CAPITAL PARTNERS LLP,4814995100.0,0001362033,9930,Cerity Partners OCIO LLC,0.0,0001519611,parent_brand,E
12381,4926,"Allen Investment Management, LLC",15833950821.0,0001326234,5750,"ACR Alpine Capital Research, LLC",0.0,0001508822,wholly_owned,E
12477,4903,"Kestra Investment Management, LLC",2615262770.0,0001962449,9928,"MOORE CAPITAL MANAGEMENT, LP",0.0,0001448574,wholly_owned,E
12488,11220,WELLINGTON MANAGEMENT GROUP LLP,1305650752153.0,0000902219,3706,Wellington Management Hong Kong Ltd,0.0,0001633866,wholly_owned,E
12524,4977,MERCER GLOBAL ADVISORS INC /ADV,60256270580.0,0000853758,9236,"My Legacy Advisors, LLC",0.0,0001767802,wholly_owned,E
12532,9831,"KTF INVESTMENTS, LLC",691766045.0,0002099997,10557,"New Age Alpha Advisors, LLC",0.0,0001764807,parent_brand,E
13132,7609,"FWG Holdings, LLC",345016442.0,0001862067,5698,"Bridgewater Associates, LP",0.0,0001350694,wholly_owned,E
13195,7609,"FWG Holdings, LLC",345016442.0,0001862067,195,"Guggenheim Partners Investment Management, LLC",0.0,0001425852,wholly_owned,E
13254,7609,"FWG Holdings, LLC",345016442.0,0001862067,9912,"Divco West Real Estate Services, LLC",0.0,0001561877,wholly_owned,E
13362,9817,"FAMILY WEALTH PARTNERS, LLC",392445796.0,0002016217,2320,WEDBUSH SECURITIES INC,0.0,0001142495,wholly_owned,E
14577,7609,"FWG Holdings, LLC",345016442.0,0001862067,9929,"Centerbridge Partners, L.P.",0.0,0001484836,mutual_structure,E
15004,7609,"FWG Holdings, LLC",345016442.0,0001862067,9289,"Platinum Equity Advisors, LLC/DE",0.0,0001803274,wholly_owned,E
15028,7609,"FWG Holdings, LLC",345016442.0,0001862067,2185,"PINEBRIDGE INVESTMENTS, L.P.",0.0,,wholly_owned,E
