relationship_id,parent_entity_id,parent_name,parent_aum,parent_cik,child_entity_id,child_name,child_aum,child_cik,relationship_type,category
11622,27,Affiliated Managers Group,0.0,,4323,Harding Loevner LP,0.0,0000928196,wholly_owned,D
11625,27,Affiliated Managers Group,0.0,,9245,SYSTEMATIC FINANCIAL MANAGEMENT LP,0.0,0001085936,wholly_owned,D
11629,27,Affiliated Managers Group,0.0,,5675,FRONTIER CAPITAL MANAGEMENT CO LLC,0.0,0000351173,wholly_owned,D
11630,8968,"AFFILIATED MANAGERS GROUP, INC.",0.0,0001004434,4323,Harding Loevner LP,0.0,0000928196,wholly_owned,D
11632,9025,"Berger Financial Group, Inc",0.0,0001826136,5630,"HIGHLAND CAPITAL MANAGEMENT, LLC",0.0,0000860486,wholly_owned,D
11633,1370,"Community Bank, N.A.",0.0,0001632187,3628,"NOTTINGHAM ADVISORS, INC.",0.0,0001093276,wholly_owned,D
11634,9297,"Invesco Advisers, Inc.",0.0,0000020430,9193,Invesco Investment Advisers LLC,0.0,0001088928,wholly_owned,D
11635,569,Invesco Ltd.,0.0,0000914208,9193,Invesco Investment Advisers LLC,0.0,0001088928,wholly_owned,D
11636,18000,"OppenheimerFunds, Inc.",0.0,,9193,Invesco Investment Advisers LLC,0.0,0001088928,wholly_owned,D
11639,8837,Desjardins Global Asset Management Inc.,0.0,0001563660,9926,GUARDIAN CAPITAL LP,0.0,0001224324,wholly_owned,D
11640,6607,Federation des caisses Desjardins du Quebec,0.0,0002022297,9926,GUARDIAN CAPITAL LP,0.0,0001224324,wholly_owned,D
11641,4653,"Garde Capital, Inc.",0.0,0001616328,9926,GUARDIAN CAPITAL LP,0.0,0001224324,mutual_structure,D
11644,11020,Empower Annuity Insurance Co of America,0.0,0000744455,3052,PANAGORA ASSET MANAGEMENT INC,0.0,0000883677,wholly_owned,D
11646,3770,OLD NATIONAL BANCORP /IN/,0.0,0000707179,8630,1834 INVESTMENT ADVISORS CO,0.0,0001138486,wholly_owned,D
11647,1359,GUGGENHEIM CAPITAL LLC,0.0,0001283072,9191,Security Investors LLC,0.0,0000791185,wholly_owned,D
11649,195,"Guggenheim Partners Investment Management, LLC",0.0,0001425852,9191,Security Investors LLC,0.0,0000791185,wholly_owned,D
11650,7091,"FIG Parent, LLC",0.0,0002024041,9191,Security Investors LLC,0.0,0000791185,wholly_owned,D
11652,10914,PRUDENTIAL FINANCIAL INC,0.0,0001137774,6939,PGIM INVESTMENTS LLC,0.0,0001038001,wholly_owned,D
11654,3072,MMA ASSET MANAGEMENT LLC,0.0,0001842667,10660,MARK ASSET MANAGEMENT LP,0.0,0000860176,mutual_structure,D
11658,8327,"OSAIC HOLDINGS, INC.",0.0,0001677044,252,WASATCH ADVISORS LP,0.0,0000814133,wholly_owned,D
11661,6832,BNP PARIBAS ASSET MANAGEMENT Holding S.A.,0.0,0001520354,5051,"BNP PARIBAS ASSET MANAGEMENT USA, Inc.",0.0,0001158011,wholly_owned,D
11662,10027,BNP PARIBAS,0.0,0000872786,5051,"BNP PARIBAS ASSET MANAGEMENT USA, Inc.",0.0,0001158011,wholly_owned,D
11664,63,Calamos Investments,0.0,,8553,Calamos Advisors LLC,0.0,0001316507,wholly_owned,D
11665,7280,Clayton Partners LLC,0.0,0001550509,8553,Calamos Advisors LLC,0.0,0001316507,wholly_owned,D
11666,8179,"MANUFACTURERS LIFE INSURANCE COMPANY, THE",0.0,0000928047,4313,JOHN HANCOCK INVESTMENT MANAGEMENT LLC,0.0,0001230788,wholly_owned,D
11667,4749,SEI INVESTMENTS CO,0.0,0000350894,9858,SEI INVESTMENTS MANAGEMENT CORP,0.0,0000907692,wholly_owned,D
11670,7443,Berkshire Hathaway Inc,0.0,0001067983,253,NEW ENGLAND ASSET MANAGEMENT INC,0.0,0001004244,wholly_owned,D
11671,8968,"AFFILIATED MANAGERS GROUP, INC.",0.0,0001004434,9245,SYSTEMATIC FINANCIAL MANAGEMENT LP,0.0,0001085936,wholly_owned,D
11672,5904,JBR Co Financial Management Inc,0.0,0002017878,8563,IRON Financial LLC,0.0,0001595509,wholly_owned,D
11676,2404,"Kawa Capital Management, Inc",0.0,0001534242,6393,WRIGHT INVESTORS SERVICE INC,0.0,0000108572,wholly_owned,D
11679,4102,CANADA PENSION PLAN INVESTMENT BOARD,0.0,0001283718,6436,OneDigital Investment Advisors LLC,0.0,0001690370,wholly_owned,D
11680,8837,Desjardins Global Asset Management Inc.,0.0,0001563660,256,ALTA CAPITAL MANAGEMENT LLC/,0.0,0001093589,wholly_owned,D
11681,6607,Federation des caisses Desjardins du Quebec,0.0,0002022297,256,ALTA CAPITAL MANAGEMENT LLC/,0.0,0001093589,wholly_owned,D
11687,4805,FRANKLIN RESOURCES INC,0.0,0000038777,5147,PUTNAM ADVISORY CO LLC,0.0,0000081238,wholly_owned,D
11689,8968,"AFFILIATED MANAGERS GROUP, INC.",0.0,0001004434,5675,FRONTIER CAPITAL MANAGEMENT CO LLC,0.0,0000351173,wholly_owned,D
11690,3062,"Telos Capital Management, Inc.",0.0,0001567889,987,"Opus Capital Group, LLC",0.0,0001330325,wholly_owned,D
11691,1478,"RPM Capital Partners, LLC",0.0,0001555433,8566,"Plancorp, LLC",0.0,0001599579,wholly_owned,D
11693,8386,"Natixis Investment Managers, LLC",0.0,0001053187,3625,"VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P.",0.0,0001021642,wholly_owned,D
11694,4763,Natixis Investment Managers SA,0.0,0001535815,3625,"VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P.",0.0,0001021642,wholly_owned,D
11696,10235,NATIXIS,0.0,0001274981,3625,"VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P.",0.0,0001021642,wholly_owned,D
11698,4494,Jackson Financial Inc.,0.0,0001822993,6314,PPM AMERICA INC/IL,0.0,0000898417,wholly_owned,D
11699,479,"BURLING WEALTH PARTNERS, LLC",0.0,0002054946,5715,"Bedell Frazier Investment Counselling, LLC",0.0,0001388142,wholly_owned,D
11702,3351,TEACHERS INSURANCE & ANNUITY ASSOCIATION OF AMERICA,0.0,0000315038,5046,"Winslow Capital Management, LLC",0.0,0000900973,wholly_owned,D
11703,9554,"Nuveen, LLC",0.0,0001871926,5046,"Winslow Capital Management, LLC",0.0,0000900973,wholly_owned,D
11704,3351,TEACHERS INSURANCE & ANNUITY ASSOCIATION OF AMERICA,0.0,0000315038,5081,TIAA CREF INVESTMENT MANAGEMENT LLC,0.0,0000887793,wholly_owned,D
11705,9554,"Nuveen, LLC",0.0,0001871926,5081,TIAA CREF INVESTMENT MANAGEMENT LLC,0.0,0000887793,wholly_owned,D
11707,3982,SUN LIFE FINANCIAL INC,0.0,0001097362,289,"MFS Institutional Advisors, Inc.",0.0,0001443066,wholly_owned,D
11708,3351,TEACHERS INSURANCE & ANNUITY ASSOCIATION OF AMERICA,0.0,0000315038,9904,"TEACHERS ADVISORS, LLC",0.0,0000939222,wholly_owned,D
11709,9554,"Nuveen, LLC",0.0,0001871926,9904,"TEACHERS ADVISORS, LLC",0.0,0000939222,wholly_owned,D
11766,11099,"72 Investment Holdings, LLC",0.0,0001832749,5635,"BCM ADVISORS, LLC",0.0,0001373017,mutual_structure,D
11767,1600,"Financial Partners Group, Inc",0.0,0001731169,2318,"OSBORNE PARTNERS CAPITAL MANAGEMENT, LLC",0.0,0001005607,wholly_owned,D
11768,8327,"OSAIC HOLDINGS, INC.",0.0,0001677044,6364,LADENBURG THALMANN ASSET MANAGEMENT,0.0,0001483964,wholly_owned,D
11770,9968,AXS Investments LLC,0.0,0001801467,3703,Davis Selected Advisers,0.0,0001036325,mutual_structure,D
11772,2110,VVR Holdings LLC,0.0,0002070884,1591,Voya Investment Management LLC,0.0,0001068837,wholly_owned,D
11775,4314,"Madison Asset Management, LLC",0.0,0001299351,6412,"Madison Investment Advisors, LLC",0.0,0001507115,wholly_owned,D
11779,4805,FRANKLIN RESOURCES INC,0.0,0000038777,297,TEMPLETON INVESTMENT COUNSEL LLC,0.0,0000315282,wholly_owned,D
11783,9070,"Carter Financial Group, INC.",0.0,0001919749,303,"Argent Advisors, Inc.",0.0,0001426851,wholly_owned,D
11784,1714,F/m Investments LLC,0.0,0001834499,5626,Allen Mooney & Barnes Investment Advisors LLC,0.0,0002001461,wholly_owned,D
11786,10421,"RFG Holdings, Inc.",0.0,0001845210,9913,"Rather & Kittrell, Inc.",0.0,0001582112,wholly_owned,D
11788,4805,FRANKLIN RESOURCES INC,0.0,0000038777,2430,"Franklin Templeton Institutional, LLC",0.0,0001368427,wholly_owned,D
11790,3888,"Tilson Financial Group, Inc.",0.0,0001964820,2361,"Beacon Capital Management, Inc.",0.0,0001575301,wholly_owned,D
11791,479,"BURLING WEALTH PARTNERS, LLC",0.0,0002054946,5684,"Rodgers & Associates, LTD",0.0,0001846515,wholly_owned,D
11797,4575,Hara Capital LLC,0.0,0002010015,7908,MCF Advisors LLC,0.0,0001602905,wholly_owned,D
11798,10746,Kanen Wealth Management LLC,0.0,0001681614,8541,"ADG Wealth Management Group, LLC",0.0,0002053824,wholly_owned,D
11800,8125,"PERSHING SQUARE HOLDCO, L.P.",0.0,0002026053,1708,"Pershing Square Capital Management, L.P.",0.0,0001336528,wholly_owned,D
11801,10298,"RCW Management, LLC",0.0,0002104402,1708,"Pershing Square Capital Management, L.P.",0.0,0001336528,parent_brand,D
11802,5635,"BCM ADVISORS, LLC",0.0,0001373017,8556,"Northern Right Capital Management, L.P.",0.0,0001346543,mutual_structure,D
11803,8669,Kora Management LP,0.0,0001659815,8554,Marshall Wace North America L.P.,0.0,0001325091,wholly_owned,D
11805,2638,Vestcor Inc,0.0,0001536925,2359,Hillsdale Investment Management Inc.,0.0,0001368465,wholly_owned,D
11811,63,Calamos Investments,0.0,,10611,Calamos Wealth Management LLC,0.0,0001455258,wholly_owned,D
11812,7280,Clayton Partners LLC,0.0,0001550509,10611,Calamos Wealth Management LLC,0.0,0001455258,wholly_owned,D
11814,9349,STIFEL FINANCIAL CORP,0.0,0000720672,8658,EquityCompass Investment Management,0.0,0001442676,wholly_owned,D
11815,9667,"Freestone Capital Holdings, LLC",0.0,0001470876,10541,FREESTONE CAPITAL MANAGEMENT LLC,0.0,0001128159,wholly_owned,D
11819,10869,BENJAMIN EDWARDS INC,0.0,0001451623,7881,"BENJAMIN F. EDWARDS & COMPANY, INC.",0.0,0001445065,wholly_owned,D
11820,6124,Sky Investment Group LLC,0.0,0001333792,4336,Trust Asset Management LLC,0.0,0001608376,wholly_owned,D
11821,10937,Mirae Asset Global Investments (USA) Inc.,0.0,0001568512,3713,Mirae Asset Global Investments (USA) LLC,0.0,0001488106,wholly_owned,D
11822,3178,"Mirae Asset Global Investments Co., Ltd.",0.0,0001569395,3713,Mirae Asset Global Investments (USA) LLC,0.0,0001488106,wholly_owned,D
11824,9369,Mirae Asset Global Investments (Hong Kong) LTD,0.0,0001423255,3713,Mirae Asset Global Investments (USA) LLC,0.0,0001488106,parent_brand,D
11825,9722,"Financial Partners Group, LLC",0.0,0001965246,240,"WESPAC Advisors, LLC",0.0,0001484540,wholly_owned,D
11826,1600,"Financial Partners Group, Inc",0.0,0001731169,240,"WESPAC Advisors, LLC",0.0,0001484540,wholly_owned,D
11828,5160,"Tradewinds Capital Management, LLC",0.0,0001616026,7827,"Twin Tree Management, LP",0.0,0001535588,mutual_structure,D
11831,8211,"Engaged Capital Holdings, LLC",0.0,0001580769,315,"HARBOR INVESTMENT ADVISORY, LLC",0.0,0001468792,wholly_owned,D
11832,3728,ACCOUNT MANAGEMENT LLC,0.0,0000769954,1655,Cabana LLC,0.0,0001688539,wholly_owned,D
11833,2377,Cerity Partners LLC,0.0,0001566475,1655,Cabana LLC,0.0,0001688539,wholly_owned,D
11834,10860,CNA FINANCIAL CORP,0.0,0000021175,1655,Cabana LLC,0.0,0001688539,wholly_owned,D
11836,7141,Compagnie Lombard Odier SCmA,0.0,0001615423,5107,Lombard Odier Asset Management (USA) Corp,0.0,0001491719,wholly_owned,D
11837,2483, NEUBERGER BERMAN GROUP LLC,0.0,0001465109,5702, NEUBERGER BERMAN ASIA LTD,0.0,0001640762,wholly_owned,D
11840,4492,"Sixth Street Partners Management Company, L.P.",0.0,0001812095,9313,"Sixth Street Specialty Lending Advisers, LLC",0.0,0001515131,wholly_owned,D
11842,1478,"RPM Capital Partners, LLC",0.0,0001555433,1015,"Modera Wealth Management, LLC",0.0,0001542143,wholly_owned,D
11844,6695,NIPPON LIFE INSURANCE CO,0.0,0000905591,9269,"Nippon Life Global Investors Americas, Inc.",0.0,0001040190,wholly_owned,D
11846,2726,JB Capital LLC,0.0,0001879371,3060,MOON CAPITAL MANAGEMENT LP,0.0,0001387303,mutual_structure,D
11847,7515,HT Partners LLC,0.0,0001552999,4288,"Permian Investment Partners, LP",0.0,0001472850,mutual_structure,D
11848,3955,Argent Trust Co,0.0,0001625292,5660,"RPOA Advisors, Inc.",0.0,0001963326,mutual_structure,D
11851,8391,SG Capital Management LLC,0.0,0001510099,910,Capula Investment US LP,0.0,0001633019,wholly_owned,D
11852,7281,Capula Management Ltd,0.0,0001557017,910,Capula Investment US LP,0.0,0001633019,wholly_owned,D
11854,388,"H PARTNERS MANAGEMENT, LLC",0.0,0001364412,6267,"SCION CAPITAL GROUP, LLC",0.0,0001768023,parent_brand,D
11858,6836,Orbis Allan Gray Ltd,0.0,0001663865,7885,"Orbis Investment Management (U.S.), L.P.",0.0,0001598147,wholly_owned,D
11860,4460,Crescent Capital Group LP,0.0,0001513857,5138,ELEMENT CAPITAL MANAGEMENT LLC,0.0,0001535630,wholly_owned,D
11861,6536,Elemental Capital Partners LLC,0.0,0001860672,5138,ELEMENT CAPITAL MANAGEMENT LLC,0.0,0001535630,wholly_owned,D
11862,9591,LGT CAPITAL PARTNERS LTD.,0.0,0001641992,930,Lgt Capital Partners (USA) Inc.,0.0,0002011783,wholly_owned,D
11863,4507,LGT Group Foundation,0.0,0001911278,930,Lgt Capital Partners (USA) Inc.,0.0,0002011783,wholly_owned,D
11870,3350,Jefferies Financial Group Inc.,0.0,0000096223,3722,Monashee Investment Management LLC,0.0,0001627608,wholly_owned,D
11871,7276,Leucadia Asset Management LLC,0.0,0001492224,3722,Monashee Investment Management LLC,0.0,0001627608,parent_brand,D
11873,8968,"AFFILIATED MANAGERS GROUP, INC.",0.0,0001004434,2426,YACKTMAN ASSET MANAGEMENT LP,0.0,0000905567,wholly_owned,D
11877,9722,"Financial Partners Group, LLC",0.0,0001965246,5086,LaFleur & Godfrey LLC,0.0,0001387458,wholly_owned,D
11878,1600,"Financial Partners Group, Inc",0.0,0001731169,5086,LaFleur & Godfrey LLC,0.0,0001387458,wholly_owned,D
11881,9342,"TFJ Management, LLC",0.0,0002056069,4343,"RED CEDAR INVESTMENT MANAGEMENT, LLC",0.0,0001734398,parent_brand,D
11883,7719,BAIRD FINANCIAL CORP,0.0,0001083831,8618,"Strategas Asset Management, LLC",0.0,0001728280,wholly_owned,D
11884,5817,"Baird Financial Group, Inc.",0.0,0001648711,8618,"Strategas Asset Management, LLC",0.0,0001728280,wholly_owned,D
11888,3351,TEACHERS INSURANCE & ANNUITY ASSOCIATION OF AMERICA,0.0,0000315038,6312,"TIAA-CREF INDIVIDUAL & INSTITUTIONAL SERVICES, LLC",0.0,0000882928,wholly_owned,D
11890,9349,STIFEL FINANCIAL CORP,0.0,0000720672,7903,Washington Crossing Advisers LLC,0.0,0001725950,wholly_owned,D
11891,10210,"CM Management, LLC",0.0,0001841857,812,"MIDLAND WEALTH ADVISORS, LLC",0.0,0001990058,parent_brand,D
11892,6526,"Oaktree Capital Holdings, LLC",0.0,0001790787,4346,"ELEMENT POINTE ADVISORS, LLC",0.0,0001764059,wholly_owned,D
11895,236,"ARS Investment Partners, LLC",0.0,0000733020,2195,"7G CAPITAL MANAGEMENT, LLC",0.0,0001720350,wholly_owned,D
11900,5921,"Pathstone Holdings, LLC",0.0,0002011612,9967,"SlateStone Wealth, LLC",0.0,0001764049,wholly_owned,D
11904,9722,"Financial Partners Group, LLC",0.0,0001965246,1026,"Cornerstone Wealth Group, LLC",0.0,0001774879,wholly_owned,D
11905,1600,"Financial Partners Group, Inc",0.0,0001731169,1026,"Cornerstone Wealth Group, LLC",0.0,0001774879,wholly_owned,D
11906,10914,PRUDENTIAL FINANCIAL INC,0.0,0001137774,1678,PGIM Custom Harvest LLC,0.0,0001845793,wholly_owned,D
11908,9722,"Financial Partners Group, LLC",0.0,0001965246,4397,"FORTEM FINANCIAL GROUP, LLC",0.0,0001766509,wholly_owned,D
11909,1600,"Financial Partners Group, Inc",0.0,0001731169,4397,"FORTEM FINANCIAL GROUP, LLC",0.0,0001766509,wholly_owned,D
11913,2357,MPM ASSET MANAGEMENT LLC,0.0,0001263048,9309,Proem Advisors LLC,0.0,0001842526,wholly_owned,D
11914,9722,"Financial Partners Group, LLC",0.0,0001965246,7019,"Sound View Wealth Advisors Group, LLC",0.0,0001784777,wholly_owned,D
11915,1600,"Financial Partners Group, Inc",0.0,0001731169,7019,"Sound View Wealth Advisors Group, LLC",0.0,0001784777,wholly_owned,D
11919,3767,Aflac Inc,0.0,0000004977,3698,Aflac Asset Management LLC,0.0,0001882466,wholly_owned,D
11920,19849,"RESQ Investment Partners, LLC",0.0,,4398,"CORBETT ROAD CAPITAL MANAGEMENT, LLC",0.0,0001799581,wholly_owned,D
11921,4343,"RED CEDAR INVESTMENT MANAGEMENT, LLC",0.0,0001734398,4398,"CORBETT ROAD CAPITAL MANAGEMENT, LLC",0.0,0001799581,parent_brand,D
11922,11226,SWP FINANCIAL LLC,0.0,0002014200,9293,"Meros Investment Management, LP",0.0,0001911372,wholly_owned,D
11925,4162,"Bolthouse Investments, LLC",0.0,0001567013,7912,XN LP,0.0,0001756558,parent_brand,D
11927,6322,AGF Investments LLC,0.0,0001479598,5716,"Clear Sky Carbon Solutions Investment Management, LLC",0.0,0001887492,parent_brand,D
11931,5817,"Baird Financial Group, Inc.",0.0,0001648711,3030,GAMMA Investing LLC,0.0,0002010235,wholly_owned,D
11932,7719,BAIRD FINANCIAL CORP,0.0,0001083831,3030,GAMMA Investing LLC,0.0,0002010235,parent_brand,D
11936,9722,"Financial Partners Group, LLC",0.0,0001965246,9986,"Alley Investment Management Company, LLC",0.0,0001917618,wholly_owned,D
11937,1600,"Financial Partners Group, Inc",0.0,0001731169,9986,"Alley Investment Management Company, LLC",0.0,0001917618,wholly_owned,D
11938,2377,Cerity Partners LLC,0.0,0001566475,3098,Corient Private Wealth LLC,0.0,0001948780,wholly_owned,D
11939,3728,ACCOUNT MANAGEMENT LLC,0.0,0000769954,3098,Corient Private Wealth LLC,0.0,0001948780,wholly_owned,D
11940,9722,"Financial Partners Group, LLC",0.0,0001965246,4307,"Icon Wealth Advisors, LLC",0.0,0001963212,wholly_owned,D
11941,1600,"Financial Partners Group, Inc",0.0,0001731169,4307,"Icon Wealth Advisors, LLC",0.0,0001963212,wholly_owned,D
11947,10102,"TME FINANCIAL, INC.",0.0,0002056230,3031,"REX Advisers, LLC",0.0,0002016827,wholly_owned,D
11948,11082,"Trek Financial, LLC",0.0,0001768195,3031,"REX Advisers, LLC",0.0,0002016827,wholly_owned,D
11951,7146,"Russell Investments Group, Ltd.",0.0,0001692234,7856,"Russell Investments Implementation Services, LLC",0.0,0000085816,wholly_owned,D
11952,318,"L2 Asset Management, LLC",0.0,0001686988,7695,DnB Asset Management AS,0.0,0001456670,mutual_structure,D
11958,3830,US Asset Management LLC,0.0,0001882673,4380,"Advisors Asset Management, Inc.",0.0,0001297376,wholly_owned,D
11959,3982,SUN LIFE FINANCIAL INC,0.0,0001097362,4380,"Advisors Asset Management, Inc.",0.0,0001297376,wholly_owned,D
11963,10443,FMR LLC,0.0,0000315066,2400,Fidelity Management & Research Co LLC,0.0,0000035368,wholly_owned,D
11973,9342,"TFJ Management, LLC",0.0,0002056069,8611,GRIES FINANCIAL LLC,0.0,0001049662,wholly_owned,D
11975,9476,COMMON FUND FOR NONPROFIT ORGANIZATIONS,0.0,0002022949,228,"Commonfund OCIO, Inc.",0.0,0001965574,wholly_owned,D
11977,5629,"ATALANTA SOSNOFF CAPITAL, LLC",0.0,0000700529,2415,"ATALANTA SOSNOFF MANAGEMENT, LLC",0.0,0000811447,wholly_owned,D
11981,3860,"ABLE Financial Group, LLC",0.0,0001977500,10600,"CAIN, WATTERS & ASSOCIATES, LLC",0.0,0001860257,wholly_owned,D
11984,564,NORTHWESTERN MUTUAL LIFE INSURANCE CO,0.0,0000073076,5149,"MASON STREET ADVISORS, LLC",0.0,0001167711,wholly_owned,D
11986,9840,GEODE CAPITAL HOLDINGS LLC,0.0,0001269241,7859,"GEODE CAPITAL MANAGEMENT, LLC",0.0,0001214717,wholly_owned,D
11987,7271,NORDEA INVESTMENT MANAGEMENT AB,0.0,0001218210,9870,NORDEA INVESTMENT MANAGEMENT NORTH AMERICA INC,0.0,0001211578,wholly_owned,D
11988,3324,UNION ASSET MANAGEMENT HOLDING AG,0.0,0001575710,9870,NORDEA INVESTMENT MANAGEMENT NORTH AMERICA INC,0.0,0001211578,wholly_owned,D
11989,10191,"Shaker Financial Services, LLC",0.0,0001511794,6307,"HRC WEALTH MANAGEMENT, LLC",0.0,0002009521,parent_brand,D
11991,1372,Aberdeen Group plc,0.0,0001716774,5050,abrdn Asia Ltd,0.0,0001056108,wholly_owned,D
11992,7334,GreatBanc Trust CO,0.0,0001427099,9909,"DIVIDEND ASSETS CAPITAL, LLC",0.0,0001365167,wholly_owned,D
12005,4163,"Gator Capital Management, LLC",0.0,0001570284,2417,"Gates Capital Management, Inc.",0.0,0001312908,mutual_structure,D
12010,4805,FRANKLIN RESOURCES INC,0.0,0000038777,7917,"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",0.0,0001423442,wholly_owned,D
12014,338,"FWL INVESTMENT MANAGEMENT, LLC",0.0,0001829231,2334,"AWH Capital, L.P.",0.0,0001682475,mutual_structure,D
12016,1787,MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,0.0,0001705339,11208,"GLOBAL X MANAGEMENT COMPANY, INC.",0.0,,wholly_owned,D
12017,3178,"Mirae Asset Global Investments Co., Ltd.",0.0,0001569395,11208,"GLOBAL X MANAGEMENT COMPANY, INC.",0.0,,wholly_owned,D
12018,8422,Daiwa Capital Markets America Holdings Inc.,0.0,0001512694,11208,"GLOBAL X MANAGEMENT COMPANY, INC.",0.0,,wholly_owned,D
12019,8718,Manulife Investment Management (Europe) Ltd,0.0,0001528732,9989,"CQS (US), LLC",0.0,0001447946,wholly_owned,D
12020,8179,"MANUFACTURERS LIFE INSURANCE COMPANY, THE",0.0,0000928047,9989,"CQS (US), LLC",0.0,0001447946,wholly_owned,D
12021,8994,MANULIFE FINANCIAL CORP,0.0,0001086888,9989,"CQS (US), LLC",0.0,0001447946,wholly_owned,D
12024,2400,Fidelity Management & Research Co LLC,0.0,0000035368,9937,Fidelity Management & Research (Japan) Ltd,0.0,0001723021,wholly_owned,D
12025,10443,FMR LLC,0.0,0000315066,9937,Fidelity Management & Research (Japan) Ltd,0.0,0001723021,wholly_owned,D
12026,18675,"LM Capital Group, LLC",0.0,,1675,"Convergence Investment Partners, LLC",0.0,0001456133,wholly_owned,D
12027,2665,DELTA CAPITAL MANAGEMENT LLC,0.0,0000893738,9204,Destra Capital Advisors LLC,0.0,0001597850,wholly_owned,D
12030,465,SYON CAPITAL LLC,0.0,0001999353,1630,"VERUS CAPITAL PARTNERS, LLC",0.0,0001796874,wholly_owned,D
12035,8968,"AFFILIATED MANAGERS GROUP, INC.",0.0,0001004434,6408,AMG Funds LLC,0.0,0001115419,wholly_owned,D
12041,1183,Payne Capital LLC,0.0,0002094426,927,P/E Global LLC,0.0,0001910344,wholly_owned,D
12042,8580,SP Asset Management LLC,0.0,0001962086,927,P/E Global LLC,0.0,0001910344,wholly_owned,D
12043,5135,PFS INVESTMENTS INC.,0.0,0000354497,927,P/E Global LLC,0.0,0001910344,wholly_owned,D
12044,5429,PEAK6 Investments LLC,0.0,0001756111,927,P/E Global LLC,0.0,0001910344,wholly_owned,D
12045,2646,"BML Capital Management, LLC",0.0,0001616824,9247,"ABRAMS CAPITAL MANAGEMENT, L.P.",0.0,0001358706,mutual_structure,D
12046,1600,"Financial Partners Group, Inc",0.0,0001731169,2422,Pettinga Financial Advisors LLC,0.0,0001694592,wholly_owned,D
12051,497,"KILNER CAPITAL ADVISORS, LLC",0.0,0002109522,3730,"Fine Capital Partners, L.P.",0.0,0001339161,mutual_structure,D
12052,7922,Heard Capital LLC,0.0,0001013762,1004,Summit Global Investments,0.0,0001697953,parent_brand,D
12055,6255,"EPACRIA CAPITAL PARTNERS, LLC",0.0,0001927623,9985,Snowden Capital Advisors LLC,0.0,0001903055,parent_brand,D
12059,1468,Hall Capital Partners LLC,0.0,0001616461,2404,"Kawa Capital Management, Inc",0.0,0001534242,wholly_owned,D
12062,7187,BGL BNP PARIBAS S.A.,0.0,0002010597,6960,"W Capital Management, LLC",0.0,0001767329,wholly_owned,D
12063,2416,MARSICO CAPITAL MANAGEMENT LLC,0.0,0001055966,3090,"Matrix Capital Management Company, LP",0.0,0001410830,mutual_structure,D
12064,449,"AyurMaya Capital Management Company, LP",0.0,0001975990,3090,"Matrix Capital Management Company, LP",0.0,0001410830,mutual_structure,D
12067,11223,"PB INVESTMENT PARTNERS, L.P.",0.0,0001910391,194,"Graham Capital Management, L.P.",0.0,0001315421,wholly_owned,D
12070,2676,Southpoint Capital Advisors LLC,0.0,0001378377,954,Southpoint Capital Advisors LP,0.0,0001319998,mutual_structure,D
12071,3988,"Southpoint GP, LLC",0.0,0001378378,954,Southpoint Capital Advisors LP,0.0,0001319998,mutual_structure,D
12074,3894,Baxter Credit Union,0.0,0002004832,9900,"BCU Wealth Advisors, LLC",0.0,0002003570,wholly_owned,D
12076,9218,"MOSAIC FAMILY WEALTH PARTNERS, LLC",0.0,0001965241,1677,Mosaic Advisors LLC,0.0,0001808523,wholly_owned,D
12079,11072,WHITE MOUNTAINS INSURANCE GROUP LTD,0.0,0000776867,2375,"First Long Island Investors, LLC",0.0,0001490429,wholly_owned,D
12080,11099,"72 Investment Holdings, LLC",0.0,0001832749,2375,"First Long Island Investors, LLC",0.0,0001490429,wholly_owned,D
12081,4559,Kurv Investment Management LLC,0.0,0002027462,2375,"First Long Island Investors, LLC",0.0,0001490429,wholly_owned,D
12084,7103,"Riverbend Wealth Management, LLC",0.0,0002055570,5648,"Riverpoint Wealth Management Holdings, LLC",0.0,0001682733,wholly_owned,D
12086,4626,VPR Management LLC,0.0,0001894203,7012," VR ADVISER, LLC",0.0,0001615982,wholly_owned,D
12091,8160,Bell Asset Management Ltd,0.0,0001681004,9932,"Brookfield Asset Management Private Institutional Capital Adviser (Credit), LLC",0.0,0001621735,parent_brand,D
12093,2387,"Alaska Permanent Capital Management, LLC",0.0,0001426771,3068,"Alaska Wealth Advisors, LLC",0.0,0001731601,parent_brand,D
12100,9722,"Financial Partners Group, LLC",0.0,0001965246,7058,"Quadrant Private Wealth Management, LLC",0.0,0001727454,wholly_owned,D
12101,1600,"Financial Partners Group, Inc",0.0,0001731169,7058,"Quadrant Private Wealth Management, LLC",0.0,0001727454,wholly_owned,D
12103,9722,"Financial Partners Group, LLC",0.0,0001965246,294,"Kovitz Investment Group Partners, LLC",0.0,0001665198,wholly_owned,D
12104,1600,"Financial Partners Group, Inc",0.0,0001731169,294,"Kovitz Investment Group Partners, LLC",0.0,0001665198,wholly_owned,D
12106,6695,NIPPON LIFE INSURANCE CO,0.0,0000905591,10552,Sepulveda Management LLC,0.0,0001695932,wholly_owned,D
