crd,firm_name,aum_billions,classification,validated_date,status
111097,"U.S. GLOBAL INVESTORS, INC.",1.32,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
131976,D'ORAZIO WEALTH ADVISORS,1.32,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
148586,"STRATEGIC WEALTH PARTNERS, LTD.",1.32,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
168777,"THRIVE WEALTH MANAGEMENT, LLC",1.32,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
288453,"ROSSMORE PRIVATE CAPITAL, LLC",1.32,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
110639,CAPITAL INVESTMENT SERVICES OF AMERICA INC,1.31,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
111039,LVM CAPITAL MANAGEMENT LTD,1.31,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
159286,"BROADWOOD CAPITAL, INC",1.31,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
2748,MEANS WEALTH MANAGEMENT,1.31,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
329415,"SOVRAN ADVISORS, LLC",1.31,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
153991,"TAMAR SECURITIES, LLC",1.3,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
305824,MADISON PARTNERS,1.3,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107003,CAMPBELL NEWMAN ASSET MANAGEMENT INC,1.29,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107750,"CJM WEALTH ADVISERS, LTD.",1.29,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
108818,"TOTAL INVESTMENT MANAGEMENT, INC.",1.28,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
110057,URBAN FINANCIAL ADVISORY CORPORATION,1.28,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
110268,PLANNING ALTERNATIVES LTD,1.28,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
138538,"MARBLE HARBOR INVESTMENT COUNSEL, LLC",1.28,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
160294,CLARO ADVISORS INC.,1.28,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
173140,"INTELLECTUS PARTNERS, LLC",1.28,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
315934,GDS WEALTH MANAGEMENT,1.28,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
139034,"MV CAPITAL MANAGEMENT, INC.",1.27,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
283653,LEXAURUM ADVISORS,1.27,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
105396,"CORNERSTONE CAPITAL, INC.",1.26,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
109930,COMPAK ASSET MANAGEMENT,1.26,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
110417,PENN DAVIS MCFARLAND INC,1.26,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
158675,"LEGACY FINANCIAL ADVISORS, INC.",1.26,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
316069,CHEMISTRY WEALTH MANAGEMENT LLC,1.26,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
153600,"CAPITAL ADVISORS, LTD., LLC",1.25,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
156290,ARBITER PARTNERS,1.25,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
285034,INTRINSIC EDGE CAPITAL MANAGEMENT LLC,1.25,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
105710,SHEETS SMITH WEALTH MANAGEMENT,1.24,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
289759,"OPAL WEALTH ADVISORS, LLC",1.24,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
105510,"HENRY H. ARMSTRONG ASSOCIATES, INC.",1.23,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107700,HCM WEALTH ADVISORS,1.23,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
157109,"COMPASS FINANCIAL GROUP, INC",1.23,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
159114,"SUNESIS ADVISORS, LLC",1.23,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
109445,INVESTMENT ADVISORY GROUP LLC,1.22,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
325308,"BARLOW WEALTH PARTNERS, LLC",1.22,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
111685,"STEIGERWALD, GORDON & KOCH - WEALTH ADVISORS",1.21,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
122609,"NORTHEAST FINANCIAL GROUP, INC.",1.21,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
288694,RECURRENT INVESTMENT ADVISORS LLC,1.21,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
105397,PROFESSIONAL ADVISORY SERVICES INC,1.2,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
108058,"J. L. BAINBRIDGE & CO., INC.",1.2,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
145521,HOLLOW BROOK WEALTH MANAGEMENT LLC,1.2,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
164971,"CANAL CAPITAL MANAGEMENT, LLC",1.2,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
169319,CDAM (UK) LTD,1.2,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
306480,FORGE FINANCIAL,1.2,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
105004,"SCHWERIN BOYLE CAPITAL MANAGEMENT, INC",1.19,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
106292,COMMONWEALTH INVESTMENT MANAGEMENT,1.16,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
299869,"BLUE GROTTO CAPITAL, LLC",1.16,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
310515,ASCEND PARTNERS,1.16,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
326620,"CASCADE FINANCIAL PARTNERS, LLC",1.16,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
109419,"MOISAND FITZGERALD TAMAYO, LLC",1.15,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
287980,"AWM CAPITAL, LLC",1.15,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
307144,ALLIE FAMILY OFFICE LLC,1.15,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
169093,"SHEPHERD FINANCIAL PARTNERS, LLC",1.14,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
289797,IGNITE PLANNERS LLC,1.14,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
106050,SHARKEY HOWES & JAVER INC,1.13,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
110270,FMP WEALTH ADVISERS,1.13,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
110788,VALLEY NATIONAL ADVISERS INC,1.13,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
122050,WEALTH ADVISORS GROUP,1.13,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
125389,"MIDWEST CAPITAL ADVISORS, LLC",1.13,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
307980,"SCOTT CAPITAL ADVISORS, LLC",1.13,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
105609,"JAY A. FISHMAN, LTD",1.12,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
154718,"UNIPLAN INVESTMENT COUNSEL, INC.",1.12,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
282605,CLG LLC,1.12,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
105768,VAN CLEEF ASSET MANAGEMENT INC,1.11,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
146680,"THE FINANCIAL ADVISORS, LLC",1.11,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
309387,CAPITAL ADVISORS WEALTH MANAGEMENT,1.11,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
110346,AWM INVESTMENT COMPANY INC,1.1,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
110748,"FINANCIAL COUNCIL, LLC",1.1,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
168892,"IRONVINE CAPITAL PARTNERS, LLC",1.1,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
310163,THE CLARUS GROUP,1.1,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
111077,ARBOR INVESTMENT ADVISORS,1.09,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
171816,"SYMPHONY FINANCIAL, LTD. CO.",1.09,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
104868,RANDOLPH CO INC,1.08,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
104913,"WILKINS INVESTMENT COUNSEL, INC",1.08,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
125114,"SILICON VALLEY CAPITAL PARTNERS, L.P.",1.08,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
169584,"WEALTHSHIELD PARTNERS, LLC",1.08,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
170255,HORIZON WEALTH MANAGEMENT,1.08,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
298283,GRAVES LIGHT LENHART,1.08,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107793,VISION CAPITAL MANAGEMENT INC,1.07,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
140452,J.J. BURNS & COMPANY,1.07,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
156228,"BEACON CAPITAL MANAGEMENT, LLC",1.07,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
105310,"SIGNET FINANCIAL MANAGEMENT, LLC",1.06,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
108045,HANSON & DOREMUS INVESTMENT MANAGEMENT,1.06,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
109574,"MANAGED ASSET PORTFOLIOS, LLC",1.06,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
111177,IRON GATE GLOBAL ADVISORS,1.06,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
145252,"MCILRATH & ECK, LLC",1.06,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
293644,"INSIGHT WEALTH STRATEGIES, LLC",1.06,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
105008,ACADEMY CAPITAL MANAGEMENT,1.05,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
109040,"JAMISON PRIVATE WEALTH MANAGEMENT, INC.",1.05,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
121802,BAKER ELLIS ASSET MANAGEMENT LLC,1.05,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
124174,"COLUMBIA ASSET MANAGEMENT, L.L.C.",1.05,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
127036,ATLAS CAPITAL ADVISORS INC.,1.05,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
282103,"STANSBERRY ASSET MANAGEMENT, LLC",1.05,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
108199,WOODARD & CO ASSET MANAGEMENT GROUP INC,1.04,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
131704,"LEGATO CAPITAL MANAGEMENT, LLC",1.04,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
140781,"WHALEROCK POINT PARTNERS, LLC",1.04,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
141407,"SILVERBACK ASSET MANAGEMENT, LLC",1.04,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
282329,"BALBOA WEALTH PARTNERS, INC.",1.04,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107835,"J.W.BURNS & COMPANY, INC.",1.03,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
111083,"QUANTUM CAPITAL MANAGEMENT, LLC",1.03,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
306595,"GREYSTONE FINANCIAL GROUP, LLC",1.03,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
104952,TOTH FINANCIAL ADVISORY CORP,1.02,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
105894,ARTHUR M. COHEN & ASSOCIATES LLC,1.02,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
284999,"NEO IVY CAPITAL MANAGEMENT, LLC",1.02,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
106548,BAXTER INVESTMENT MANAGEMENT,1.01,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
112778,"DINUZZO PRIVATE WEALTH, INC.",1.01,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
104681,CORTLAND ASSOCIATES INC,1.0,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
106744,VERUS FINANCIAL PARTNERS,1.0,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107568,NAVELLIER & ASSOCIATES INC,1.0,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
110545,AVENIR CORPORATION,1.0,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
135549,FINANCIAL PERSPECTIVES,1.0,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
306097,ONYX BRIDGE WEALTH GROUP LLC,1.0,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
132122,"ELITE WEALTH MANAGEMENT, INC.",1.0,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
142870,"PASSIVE CAPITAL MANAGEMENT, LLC",1.0,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
154127,"MCGOWAN GROUP ASSET MANAGEMENT, INC.",1.0,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
104674,RMC INVESTMENT ADVISORS,0.99,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
149091,"DIVISAR CAPITAL MANAGEMENT, LLC",0.99,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
300140,"HOHIMER WEALTH MANAGEMENT, LLC",0.99,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
104716,CORBYN INVESTMENT MANAGEMENT INC,0.98,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
115472,"HENDERSHOT INVESTMENTS, INC.",0.98,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
141084,"BARTON INVESTMENT MANAGEMENT, LLC",0.98,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
165205,"ENCLAVE ADVISORS, LLC",0.98,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
172370,"GR FINANCIAL GROUP, LLC",0.98,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
106079,"TARBOX FAMILY OFFICE, INC.",0.97,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
110696,ASHFORD CAPITAL MANAGEMENT INC,0.97,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
146597,AVIANCE CAPITAL PARTNERS LLC,0.97,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
153635,INSIGHT WEALTH PARTNERS,0.97,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
168998,EVERGREEN WEALTH,0.97,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
289725,STAGE HARBOR FINANCIAL,0.97,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
313378,"METEORA CAPITAL, LLC",0.97,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
111062,"NTV ASSET MANAGEMENT, LLC",0.96,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
140710,STERLING INVESTMENT ADVISORS LTD.,0.96,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
16197,"RODGERS BROTHERS, INC.",0.96,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
168674,"IBEX WEALTH ADVISORS, LLC",0.96,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
169067,FOURTHSTONE LLC,0.96,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
106304,TOEWS ASSET MANAGEMENT,0.95,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
106644,BRUNI J V & CO,0.95,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
118643,CONCORD WEALTH PARTNERS,0.95,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
152083,"FINANCIAL ADVISORS NETWORK, INC.",0.95,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
281675,EAGLE BAY FAMILY OFFICE,0.95,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
283553,"LEGACY FINANCIAL STRATEGIES, LLC",0.95,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
310565,INCEPTIONR LLC,0.95,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
104748,TWIN CAPITAL MANAGEMENT INC,0.94,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
105267,"GREATMARK INVESTMENT PARTNERS, INC.",0.94,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
172766,"SHAWSPRING PARTNERS, LLC",0.94,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
334458,LATHROP INVESTMENT MANAGEMENT COMPANY,0.94,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
106649,"FRAZIER FINANCIAL ADVISORS, LLC",0.93,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
117958,"DETALUS ADVISORS, LLC",0.93,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
146829,LSIA,0.93,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
110761,"GRACE & WHITE, INC",0.92,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
112142,SEM WEALTH MANAGEMENT,0.92,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
116359,"FOUNDATION RESOURCE MANAGEMENT, INC.",0.92,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
118853,"FOUNDERS CAPITAL MANAGEMENT, LLC",0.92,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
157669,"ELLIS INVESTMENT PARTNERS, LLC",0.92,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
174631,"PROVIDENCE CAPITAL ADVISORS, LLC",0.92,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
222520,"GOLDSTONE FINANCIAL GROUP, LLC",0.92,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
305465,"RUDIUS MANAGEMENT, L.P.",0.92,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
111163,DOCK STREET ASSET MANAGEMENT INC,0.91,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
111410,VIOLICH CAPITAL MANAGEMENT,0.91,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
138851,"KOHMANN BOSSHARD FINANCIAL SERVICES, LLC.",0.91,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
155221,COVENANT WEALTH ADVISORS,0.91,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
305092,FAITHWARD CAPITAL,0.91,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
115824,"AMERICAN FINANCIAL ADVISORS, LLC.",0.9,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
136403,ARCHER INVESTMENT CORPORATION,0.9,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
151590,"ARMBRUSTER CAPITAL MANAGEMENT, INC.",0.9,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
170052,CONCENTUS WEALTH ADVISORS,0.9,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
22471,"LAFAYETTE INVESTMENTS, INC.",0.9,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
309757,"SITTNER & NELSON, LLC",0.9,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
328161,EVERNEST FINANCIAL ADVISORS,0.9,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
104711,TOBIAS FINANCIAL ADVISORS,0.89,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
120766,"SENSIBLE FINANCIAL PLANNING AND MANAGEMENT, LLC",0.89,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
124801,"PATHWAY FINANCIAL ADVISORS, LLC",0.89,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
154522,"WESTSIDE INVESTMENT MANAGEMENT, LLC",0.89,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
165269,"ZEVIN ASSET MANAGEMENT, LLC",0.89,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
127616,ELGETHUN CAPITAL MANAGEMENT,0.88,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
294314,"SOVEREIGN FINANCIAL GROUP, INC.",0.88,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
110409,"THE NORTHSTAR GROUP, INC.",0.87,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
112227,SPRINKLE FINANCIAL CONSULTANTS LLC,0.87,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
128856,ESTABROOK CAPITAL MANAGEMENT LLC,0.87,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
153838,"WAYCROSS PARTNERS, LLC",0.87,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
292008,"ALTIORA FINANCIAL GROUP, LLC",0.87,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
305850,"HEXAGON CAPITAL PARTNERS, LLC",0.87,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
104808,"THE ARKANSAS FINANCIAL GROUP, INC.",0.86,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
106338,MITCHELL CAPITAL MANAGEMENT CO,0.86,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
106920,"MOODY ALDRICH PARTNERS, LLC",0.86,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
106942,PORTFOLIO STRATEGIES INC NY,0.86,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
114637,GOODMAN FINANCIAL CORPORATION,0.86,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
115220,PRESCOTT GROUP CAPITAL MANAGEMENT L.L.C.,0.86,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
120952,"SCHNIEDERS CAPITAL MANAGEMENT, LLC.",0.86,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
147642,"JACKSON WEALTH MANAGEMENT, LLC",0.86,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
169588,OLIVER LUXXE ASSETS LLC,0.86,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
170909,"OMNIA FAMILY WEALTH, LLC",0.86,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
104655,JLB & ASSOCIATES INC,0.85,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
104662,DILLON & ASSOCIATES INC,0.85,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
106063,LIBERTY CAPITAL MANAGEMENT INC,0.85,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
106923,HARTLINE INVESTMENT CORPORATION,0.85,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
108369,"THOMAS J. HERZFELD ADVISORS, INC.",0.85,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
108669,"SPECTRUM INVESTMENT ADVISORS, INC.",0.85,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
109792,"ROBERTS, GLORE & CO.",0.85,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
134184,"BLUE BELL PRIVATE WEALTH MANAGEMENT, LLC",0.85,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
135303,"WARNER FINANCIAL, INC",0.85,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
285985,MAYTECH GLOBAL INVESTMENTS,0.85,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
310147,"HH CAPITAL MANAGEMENT, INC.",0.85,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
312432,HARBOR ADVISORS,0.85,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
106321,AMI INVESTMENT MANAGEMENT INC,0.84,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
143519,SATOVSKY ASSET MANAGEMENT LLC,0.84,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
148216,"PEDDOCK CAPITAL ADVISORS, LLC",0.84,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
154927,LEGACY FINANCIAL GROUP,0.84,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
289889,BRIO FINANCIAL GROUP,0.84,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
310106,INTEGRATED QUANTITATIVE INVESTMENTS LLC,0.84,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
108326,LYNCH & ASSOCIATES,0.83,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
