crd,firm_name,aum_billions,classification,validated_date,status
105051,NORTHEAST INVESTMENT MANAGEMENT INC,3.27,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
287617,INVENOMIC CAPITAL MANAGEMENT LP,3.21,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
169576,VENTURI PRIVATE WEALTH,3.18,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
109698,EVENSKY & KATZ/FOLDES WEALTH MANAGEMENT,3.13,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
106489,NORTH STAR ASSET MANAGEMENT INC,3.08,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
173841,"CAPTION MANAGEMENT, LLC",3.07,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
283930,EQUITY INVESTMENT CORP,3.05,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
111033,PITTENGER & ANDERSON INC,3.03,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
159347,"ALPHA CUBED INVESTMENTS, LLC",3.03,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
158671,"SEAFARER CAPITAL PARTNERS, LLC",3.02,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
164109,ADVISOR RESOURCE COUNCIL,3.02,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
110226,SOL CAPITAL MANAGEMENT CO,2.98,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
143750,BIRCH HILL INVESTMENT ADVISORS LLC,2.95,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
169579,"CASDIN CAPITAL, LLC",2.94,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
105653,BEDEL FINANCIAL CONSULTING INC,2.92,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
106019,ROFFMAN MILLER ASSOCIATES INC,2.9,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
129614,SMITH SALLEY WEALTH MANAGEMENT,2.89,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107118,STALEY CAPITAL ADVISERS INC,2.88,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
111458,COOPER MCMANUS,2.85,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
123898,"VALLEY FORGE INVESTMENT CONSULTANTS, INC.",2.84,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
159388,BALTIMORE-WASHINGTON FINANCIAL ADVISORS,2.83,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
174336,"BARWICK & PARTNERS, INC.",2.77,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
312557,LEEWARD INVESTMENTS,2.75,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107563,GHP INVESTMENT ADVISORS INC,2.72,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
142820,"GREENWICH WEALTH MANAGEMENT, LLC",2.71,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
297693,"SYSTEMATIC ALPHA INVESTMENTS, LLC",2.71,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
138240,"MITCHELL, MCLEOD, PUGH & WILLIAMS, INC.",2.7,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
3711,"WATERS, PARKERSON & CO., LLC",2.69,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
120990,CERTIFIED ADVISORY CORP,2.67,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
110145,"RETIREMENT INCOME SOLUTIONS, INC.",2.66,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
129609,"THOMPSON INVESTMENT MANAGEMENT, INC.",2.66,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
281263,"ADAMS DIVERSIFIED EQUITY FUND, INC.",2.66,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
172379,COUNTERPOINT FUNDS,2.63,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
148836,"GIBSON CAPITAL, LLC",2.62,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
109001,CAPITAL COUNSEL LLC,2.6,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
307575,SOURCEROCK GROUP LLC,2.6,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
122266,"WINDSOR ADVISORY GROUP, LLC",2.58,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
116021,"VICUS CAPITAL, INC.",2.57,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
106905,FOSTER & MOTLEY INC,2.54,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
104683,NPF INVESTMENT ADVISORS,2.53,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107219,SJS INVESTMENT SERVICES,2.53,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
135184,"MCKINLEY CARTER WEALTH SERVICES, INC.",2.53,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
110506,SARATOGA RESEARCH & INVESTMENT MANAGEMENT,2.51,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
305834,"MAIN STREET FINANCIAL SOLUTIONS, LLC",2.49,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
109032,"CREATIVE FINANCIAL DESIGNS, INC.",2.48,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
116240,"KEY FINANCIAL, INC.",2.46,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
156393,"OXBOW ADVISORS, LLC",2.46,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
125004,REGAL INVESTMENT ADVISORS LLC,2.45,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
125696,RZH ADVISORS LLC,2.45,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
108400,"GUYASUTA INVESTMENT ADVISORS, INCORPORATED",2.44,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
109341,CAPSTONE FINANCIAL ADVISORS INC,2.44,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107177,"MERITAGE PORTFOLIO MANAGEMENT, INC.",2.42,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
105413,POTOMAC,2.41,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107480,STEGNER INVESTMENT ASSOCIATES INC,2.41,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
114629,MAIN STREET RESEARCH LLC,2.38,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
133157,"STAIRWAY PARTNERS, LLC",2.36,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
141024,"HARDY REED, LLC",2.36,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
158081,"NANTAHALA CAPITAL MANAGEMENT, LLC",2.35,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107113,NICHOLS & PRATT ADVISERS LLP,2.32,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
110729,COOKSON PEIRCE WEALTH MANAGEMENT,2.32,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
298610,MADISON AVENUE PARTNERS LP,2.3,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
170914,MCADAM LLC,2.29,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
109677,STRATEGIC FINANCIAL SERVICES,2.28,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
109344,"SATHER FINANCIAL GROUP, INC.",2.27,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
111872,"IPI WEALTH MANAGEMENT, INC.",2.25,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
121560,"DEROY & DEVEREAUX PRIVATE INVESTMENT COUNSEL, INC.",2.25,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
129800,SANDHILL INVESTMENT MANAGEMENT,2.23,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
110676,NEWSOUTH CAPITAL MANAGEMENT INC,2.21,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
152116,"CKW FINANCIAL GROUP, LLC",2.21,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
121307,"ACROPOLIS INVESTMENT MANAGEMENT, L.L.C.",2.2,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
137481,"ROCKWOOD WEALTH MANAGEMENT, LLC",2.19,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
147663,"JACOBI CAPITAL MANAGEMENT, LLC",2.19,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
151478,"GLASSMAN WEALTH SERVICES, LLC",2.19,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
283549,"MOODY, LYNN, LIEBERSON & WALKER, LLC",2.19,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
170737,"WIL, LLC",2.18,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
283656,FOSTER VICTOR,2.15,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
290289,ROOT FINANCIAL PARTNERS,2.15,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
132844,"NFC INVESTMENTS, LLC",2.14,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
147346,"ARCUS CAPITAL PARTNERS, LLC",2.12,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
165403,"CORRY CAPITAL ADVISORS, LLC",2.11,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
117962,"PUNCH & ASSOCIATES INVESTMENT MANAGEMENT, INC.",2.09,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
138032,"BASSWOOD CAPITAL MANAGEMENT, L.L.C.",2.09,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
111855,"KOSS-OLINGER CONSULTING, LLC.",2.08,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
307336,"PATIENT CAPITAL MANAGEMENT, LLC",2.08,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
166815,RAITH CAPITAL PARTNERS,2.07,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
158263,EW HEALTHCARE PARTNERS,2.05,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
104995,"ATWOOD & PALMER, INC.",2.04,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
104627,"HOWE AND RUSLING, INC.",2.03,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
110971,"GRANDFIELD & DODD, LLC",2.03,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
109034,GEMMER ASSET MANAGEMENT LLC,2.01,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
3441,SMITH MOORE & CO.,2.01,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
104969,"NEVILLE, RODIE & SHAW INC",2.0,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
105208,"BLACKHILL CAPITAL, INC",2.0,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
108046,"CORDA INVESTMENT MANAGEMENT, LLC",2.0,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
143311,"ELSER FINANCIAL PLANNING, INC.",2.0,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
146759,FORT POINT CAPITAL PARTNERS LLC,2.0,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107485,BSW WEALTH PARTNERS,1.98,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
133802,"PRIVATE WEALTH PARTNERS, LLC",1.98,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
148679,"MARKS GROUP WEALTH MANAGEMENT, INC.",1.97,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
164696,SELLWOOD INVESTMENT PARTNERS LLC,1.96,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
110291,AMI ASSET MANAGEMENT CORP,1.93,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
141473,WEALTHQUEST CORPORATION,1.93,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
122617,"NADLER FINANCIAL GROUP, INC.",1.92,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
171922,MONECO ADVISORS,1.92,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
110453,CLARET ASSET MANAGEMENT CORP,1.91,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
112155,PATRIOT INVESTMENT MANAGEMENT GROUP INC,1.91,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
297176,HEARD CAPITAL LLC,1.91,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
106785,STACK FINANCIAL MANAGEMENT INC,1.9,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107764,TRAPHAGEN FINANCIAL GROUP,1.9,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107994,"ABACUS PLANNING GROUP, INC.",1.9,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
286477,PERENNIAL FINANCIAL SERVICES,1.9,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
150351,RETIREMENT MANAGEMENT SYSTEMS,1.89,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
154828,"FOCUSED WEALTH MANAGEMENT, INC.",1.89,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
157646,"DT INVESTMENT PARTNERS, LLC",1.89,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
173736,CAPTRUST WEALTH ADVISORS,1.89,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
133017,HUMAN INVESTING,1.88,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
159752,"NIPUN CAPITAL, L.P.",1.88,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
104623,AVITY INVESTMENT MANAGEMENT INC.,1.86,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
105957,ALBION FINANCIAL GROUP,1.86,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
288114,"SAMSARA BIOCAPITAL, LLC",1.86,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
108857,PECONIC PARTNERS LLC,1.84,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
111291,"AZZAD ASSET MANAGEMENT, INC.",1.84,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
146616,"REDHAWK WEALTH ADVISORS, INC.",1.84,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107316,EUBEL BRADY & SUTTMAN,1.83,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
156131,"CACTI ASSET MANAGEMENT, LLC",1.82,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
305473,"8 KNOTS MANAGEMENT, LLC",1.81,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
307801,GRAND ALLIANCE ASSET MANAGEMENT LTD.,1.81,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
106895,PDS PLANNING INC,1.79,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
281266,"SPYGLASS CAPITAL MANAGEMENT, LLC",1.79,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
282863,"INVST, LLC",1.79,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
132436,"ABSOLUTE INVESTMENT ADVISERS, LLC",1.78,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107488,ADELL HARRIMAN & CARPENTER,1.76,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
111002,LEE DANNER & BASS INC,1.76,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
105289,"WBH ADVISORY, INC.",1.74,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
152242,"CLEAR HARBOR ASSET MANAGEMENT, LLC",1.74,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
156869,"QUANTITATIVE INVESTMENT MANAGEMENT, LLC",1.74,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
108170,MARCO INVESTMENT MANAGEMENT LLC,1.73,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
173851,ELLENBECKER INVESTMENT GROUP,1.73,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
110532,SILVEROAK WEALTH MANAGEMENT LLC,1.72,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
158964,NOVEM GROUP,1.72,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
109599,CENTER FOR FINANCIAL PLANNING INC,1.71,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
315694,"NILSINE PARTNERS, LLC",1.71,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
171107,TWELVE POINTS WEALTH MANAGEMENT,1.7,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
106680,DIVERSIFIED MANAGEMENT INC,1.69,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
108676,HCR WEALTH ADVISORS,1.68,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
108874,OAK ASSOCIATES LTD,1.67,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
155405,PEMBROKE MANAGEMENT LTD.,1.67,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
110640,"QUEST INVESTMENT MANAGEMENT, LLC",1.66,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
282059,"3EDGE ASSET MANAGEMENT, LP",1.66,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
322287,FIDELIS CAPITAL,1.66,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
105444,THE EDGAR LOMAX COMPANY,1.65,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
151675,"CAHABA WEALTH MANAGEMENT, INC.",1.64,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
310849,SCS,1.64,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
295178,"PASADENA PRIVATE WEALTH, LLC",1.62,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
297496,KEEBECK WEALTH MANAGEMENT,1.62,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
167470,QUINN OPPORTUNITY PARTNERS,1.61,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
294042,"NORTH PEAK CAPITAL MANAGEMENT, LLC",1.6,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
298331,"KMG FIDUCIARY PARTNERS, LLC",1.6,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
108340,"CULLINAN ASSOCIATES, INC.",1.59,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
311471,ARDMORE ROAD ASSET MANAGEMENT LP,1.59,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
105643,FINANCIAL SYNERGIES,1.57,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107630,SCHAPER BENZ & WISE INVESTMENT COUNSEL INC,1.57,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
308425,PHILOSOPHY CAPITAL MANAGEMENT LLC,1.57,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
105866,YOUNG RICHARD C & CO LTD,1.56,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
127654,MJP WEALTH ADVISORS,1.56,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
291780,"INSCRIPTION CAPITAL, LLC",1.56,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
145480,"HS MANAGEMENT PARTNERS, LLC",1.55,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
145769,"YCG, LLC",1.53,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
113681,TOWNSEND,1.52,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
110623,"IRONWOOD INVESTMENT COUNSEL, LLC",1.51,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
284736,"FIRST PACIFIC FINANCIAL, INC.",1.51,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
155424,MATISSE CAPITAL,1.5,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
115700,TOWER BRIDGE ADVISORS,1.49,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
150570,AGW CAPITAL ADVISORS,1.48,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
155782,"ACUITAS INVESTMENTS, LLC",1.48,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
297499,SARGENT INVESTMENT GROUP,1.48,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
313120,TROLUCE CAPITAL ADVISORS LLC,1.48,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
317386,"QUANTUM FINANCIAL ADVISORS, LLC",1.48,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107847,"KLCM ADVISORS, INC.",1.46,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
109088,BITTERROOT CAPITAL ADVISORS LLC,1.45,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
124004,"CRA FINANCIAL SERVICES, L.L.C.",1.45,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
145179,AUXANO ADVISORS,1.45,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
289472,"HAVEN GLOBAL PARTNERS, LLC",1.45,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
333974,"HORAN WEALTH, LLC",1.45,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
171279,"ISTHMUS PARTNERS, LLC",1.44,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
284852,QUATTRO FINANCIAL ADVISORS,1.44,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
105157,ANDERSON HOAGLAND & CO,1.43,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107422,J.M. FORBES & CO. LLP,1.43,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107639,"TANGLEWOOD TOTAL WEALTH MANAGEMENT, INC.",1.43,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
109890,"CAHILL FINANCIAL ADVISORS, INC.",1.43,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
290694,"JGP WEALTH MANAGEMENT, LLC",1.43,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
283155,"CONTINUUM ADVISORY, LLC",1.42,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
107768,MSA FINANCIAL,1.41,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
150843,"HHM WEALTH ADVISORS, LLC",1.41,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
160366,SQUADRA INVESTMENTS - GESTAO DE RECURSOS LTDA.,1.41,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
297021,BRANDYWINE OAK PRIVATE WEALTH LLC,1.41,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
111824,BOUCHEY FINANCIAL GROUP LTD,1.4,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
151671,"PER STIRLING CAPITAL MANAGEMENT, LLC",1.39,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
160830,"GREENBRIER PARTNERS CAPITAL MANAGEMENT, LLC",1.39,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
285903,"ABOUND WEALTH MANAGEMENT, LLC",1.39,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
300823,DENDUR CAPITAL LP,1.38,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
156596,"PAR CAPITAL MANAGEMENT, INC.",1.37,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
105361,"JOHN G. ULLMAN & ASSOCIATES, INC",1.36,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
115231,"STEEL GROVE CAPITAL ADVISORS, LLC",1.36,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
281843,CAMELOT CAPITAL PARTNERS LLC,1.36,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
284335,ONE DAY IN JULY LLC,1.36,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
284921,"180 WEALTH ADVISORS, LLC",1.36,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
119174,"WALLACE CAPITAL MANAGEMENT, INC.",1.35,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
297315,COHALO,1.35,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
317727,"INVICTUS PRIVATE WEALTH, LLC",1.35,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
106664,"DAVID WENDELL ASSOCIATES, INC.",1.34,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
149946,"STILLWATER CAPITAL ADVISORS, LLC",1.34,INDIVIDUAL_ONLY_MIDSIZE,2026-04-08,confirmed_independent
