crd,firm_name,entity_id,entity_type,aum_billions,total_parsed_rows,individuals_found,entities_no_code,entities_with_code,classification,action,reason,best_match_name,best_match_score,best_match_target
155405,PEMBROKE MANAGEMENT LTD.,255,institution,1.67,9,9,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.7B",,,
110640,"QUEST INVESTMENT MANAGEMENT, LLC",7702,institution,1.66,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.7B",,,
282059,"3EDGE ASSET MANAGEMENT, LP",9936,institution,1.66,7,7,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.7B",,,
322287,FIDELIS CAPITAL,9226,institution,1.66,6,6,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.7B",,,
105444,THE EDGAR LOMAX COMPANY,3595,institution,1.65,8,8,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.7B",,,
151675,"CAHABA WEALTH MANAGEMENT, INC.",916,institution,1.64,6,6,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.6B",,,
310849,SCS,3036,institution,1.64,5,5,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.6B",,,
295178,"PASADENA PRIVATE WEALTH, LLC",247,institution,1.62,6,6,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.6B",,,
297496,KEEBECK WEALTH MANAGEMENT,7022,institution,1.62,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.6B",,,
167470,QUINN OPPORTUNITY PARTNERS,7803,institution,1.61,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.6B",,,
294042,"NORTH PEAK CAPITAL MANAGEMENT, LLC",6957,institution,1.6,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.6B",,,
298331,"KMG FIDUCIARY PARTNERS, LLC",2217,institution,1.6,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.6B",,,
108340,"CULLINAN ASSOCIATES, INC.",2321,institution,1.59,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.6B",,,
311471,ARDMORE ROAD ASSET MANAGEMENT LP,1007,institution,1.59,1,1,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.6B",,,
105643,FINANCIAL SYNERGIES,188,institution,1.57,8,8,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.6B",,,
107630,SCHAPER BENZ & WISE INVESTMENT COUNSEL INC,2219,institution,1.57,6,6,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.6B",,,
308425,PHILOSOPHY CAPITAL MANAGEMENT LLC,3673,institution,1.57,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.6B",,,
105866,YOUNG RICHARD C & CO LTD,6945,institution,1.56,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.6B",,,
127654,MJP WEALTH ADVISORS,1618,institution,1.56,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.6B",,,
291780,"INSCRIPTION CAPITAL, LLC",1601,institution,1.56,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.6B",,,
145480,"HS MANAGEMENT PARTNERS, LLC",4329,institution,1.55,6,6,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.5B",,,
145769,"YCG, LLC",6429,institution,1.53,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.5B",,,
113681,TOWNSEND,3636,institution,1.52,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.5B",,,
110623,"IRONWOOD INVESTMENT COUNSEL, LLC",8555,institution,1.51,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.5B",,,
284736,"FIRST PACIFIC FINANCIAL, INC.",873,institution,1.51,8,8,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.5B",,,
155424,MATISSE CAPITAL,3692,institution,1.5,1,1,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.5B",,,
115700,TOWER BRIDGE ADVISORS,4255,institution,1.49,5,5,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.5B",,,
150570,AGW CAPITAL ADVISORS,11154,institution,1.48,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.5B",,,
155782,"ACUITAS INVESTMENTS, LLC",2420,institution,1.48,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.5B",,,
297499,SARGENT INVESTMENT GROUP,2338,institution,1.48,1,1,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.5B",,,
313120,TROLUCE CAPITAL ADVISORS LLC,7027,institution,1.48,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.5B",,,
317386,"QUANTUM FINANCIAL ADVISORS, LLC",10475,institution,1.48,11,11,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.5B",,,
107847,"KLCM ADVISORS, INC.",810,institution,1.46,6,6,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.5B",,,
109088,BITTERROOT CAPITAL ADVISORS LLC,11194,institution,1.45,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.5B",,,
124004,"CRA FINANCIAL SERVICES, L.L.C.",6958,institution,1.45,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.5B",,,
145179,AUXANO ADVISORS,4897,institution,1.45,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.5B",,,
289472,"HAVEN GLOBAL PARTNERS, LLC",9897,institution,1.45,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
333974,"HORAN WEALTH, LLC",2353,institution,1.45,8,8,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
171279,"ISTHMUS PARTNERS, LLC",9810,institution,1.44,9,9,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
284852,QUATTRO FINANCIAL ADVISORS,7741,institution,1.44,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
105157,ANDERSON HOAGLAND & CO,11240,institution,1.43,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
107422,J.M. FORBES & CO. LLP,5690,institution,1.43,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
107639,"TANGLEWOOD TOTAL WEALTH MANAGEMENT, INC.",6948,institution,1.43,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
109890,"CAHILL FINANCIAL ADVISORS, INC.",8516,institution,1.43,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
290694,"JGP WEALTH MANAGEMENT, LLC",7743,institution,1.43,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
283155,"CONTINUUM ADVISORY, LLC",2252,institution,1.42,5,5,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
107768,MSA FINANCIAL,4935,institution,1.41,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
150843,"HHM WEALTH ADVISORS, LLC",3566,institution,1.41,1,1,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
160366,SQUADRA INVESTMENTS - GESTAO DE RECURSOS LTDA.,10616,institution,1.41,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
297021,BRANDYWINE OAK PRIVATE WEALTH LLC,279,institution,1.41,5,5,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
111824,BOUCHEY FINANCIAL GROUP LTD,10467,institution,1.4,6,6,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
151671,"PER STIRLING CAPITAL MANAGEMENT, LLC",10633,institution,1.39,5,5,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
160830,"GREENBRIER PARTNERS CAPITAL MANAGEMENT, LLC",5151,institution,1.39,1,1,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
285903,"ABOUND WEALTH MANAGEMENT, LLC",7805,institution,1.39,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
300823,DENDUR CAPITAL LP,9886,institution,1.38,1,1,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
145363,"REGATTA CAPITAL GROUP, LLC",172,institution,1.37,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
156596,"PAR CAPITAL MANAGEMENT, INC.",6316,institution,1.37,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
105361,"JOHN G. ULLMAN & ASSOCIATES, INC",9850,institution,1.36,19,19,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
115231,"STEEL GROVE CAPITAL ADVISORS, LLC",4247,institution,1.36,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
281843,CAMELOT CAPITAL PARTNERS LLC,9883,institution,1.36,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
284335,ONE DAY IN JULY LLC,6389,institution,1.36,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
284921,"180 WEALTH ADVISORS, LLC",3094,institution,1.36,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
119174,"WALLACE CAPITAL MANAGEMENT, INC.",9148,institution,1.35,6,6,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
297315,COHALO,9230,institution,1.35,1,1,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
317727,"INVICTUS PRIVATE WEALTH, LLC",4351,institution,1.35,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.4B",,,
106664,"DAVID WENDELL ASSOCIATES, INC.",8446,institution,1.34,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
149946,"STILLWATER CAPITAL ADVISORS, LLC",4927,institution,1.34,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
111097,"U.S. GLOBAL INVESTORS, INC.",7585,institution,1.32,6,6,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
131976,D'ORAZIO WEALTH ADVISORS,3723,institution,1.32,5,5,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
148586,"STRATEGIC WEALTH PARTNERS, LTD.",183,institution,1.32,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
168777,"THRIVE WEALTH MANAGEMENT, LLC",11205,institution,1.32,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
288453,"ROSSMORE PRIVATE CAPITAL, LLC",3669,institution,1.32,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
110639,CAPITAL INVESTMENT SERVICES OF AMERICA INC,191,institution,1.31,8,8,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
111039,LVM CAPITAL MANAGEMENT LTD,8439,institution,1.31,5,5,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
159286,"BROADWOOD CAPITAL, INC",7906,institution,1.31,1,1,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
2748,MEANS WEALTH MANAGEMENT,251,institution,1.31,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
329415,"SOVRAN ADVISORS, LLC",5074,institution,1.31,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
153991,"TAMAR SECURITIES, LLC",1710,institution,1.3,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
305824,MADISON PARTNERS,4298,institution,1.3,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
107003,CAMPBELL NEWMAN ASSET MANAGEMENT INC,1584,institution,1.29,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
107750,"CJM WEALTH ADVISERS, LTD.",5043,institution,1.29,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
108818,"TOTAL INVESTMENT MANAGEMENT, INC.",7724,institution,1.28,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
110057,URBAN FINANCIAL ADVISORY CORPORATION,3655,institution,1.28,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
110268,PLANNING ALTERNATIVES LTD,997,institution,1.28,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
138538,"MARBLE HARBOR INVESTMENT COUNSEL, LLC",314,institution,1.28,5,5,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
160294,CLARO ADVISORS INC.,7625,institution,1.28,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
173140,"INTELLECTUS PARTNERS, LLC",9151,institution,1.28,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
315934,GDS WEALTH MANAGEMENT,9987,institution,1.28,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
139034,"MV CAPITAL MANAGEMENT, INC.",7652,institution,1.27,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
283653,LEXAURUM ADVISORS,274,institution,1.27,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
105396,"CORNERSTONE CAPITAL, INC.",7814,institution,1.26,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
109930,COMPAK ASSET MANAGEMENT,9809,institution,1.26,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
110417,PENN DAVIS MCFARLAND INC,1557,institution,1.26,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
158675,"LEGACY FINANCIAL ADVISORS, INC.",2283,institution,1.26,6,6,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
316069,CHEMISTRY WEALTH MANAGEMENT LLC,857,institution,1.26,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
153600,"CAPITAL ADVISORS, LTD., LLC",5037,institution,1.25,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
156290,ARBITER PARTNERS,10496,institution,1.25,10,10,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.3B",,,
285034,INTRINSIC EDGE CAPITAL MANAGEMENT LLC,6400,institution,1.25,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
105710,SHEETS SMITH WEALTH MANAGEMENT,3658,institution,1.24,5,5,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
289759,"OPAL WEALTH ADVISORS, LLC",4951,institution,1.24,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
105510,"HENRY H. ARMSTRONG ASSOCIATES, INC.",11181,institution,1.23,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
107700,HCM WEALTH ADVISORS,3600,institution,1.23,9,9,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
157109,"COMPASS FINANCIAL GROUP, INC",5155,institution,1.23,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
159114,"SUNESIS ADVISORS, LLC",5063,institution,1.23,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
109445,INVESTMENT ADVISORY GROUP LLC,5012,institution,1.22,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
325308,"BARLOW WEALTH PARTNERS, LLC",811,institution,1.22,6,6,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
111685,"STEIGERWALD, GORDON & KOCH - WEALTH ADVISORS",940,institution,1.21,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
122609,"NORTHEAST FINANCIAL GROUP, INC.",1616,institution,1.21,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
288694,RECURRENT INVESTMENT ADVISORS LLC,333,institution,1.21,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
105397,PROFESSIONAL ADVISORY SERVICES INC,9838,institution,1.2,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
108058,"J. L. BAINBRIDGE & CO., INC.",124,institution,1.2,12,12,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
145521,HOLLOW BROOK WEALTH MANAGEMENT LLC,2394,institution,1.2,1,1,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
164971,"CANAL CAPITAL MANAGEMENT, LLC",6252,institution,1.2,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
169319,CDAM (UK) LTD,4385,institution,1.2,9,9,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
306480,FORGE FINANCIAL,8542,institution,1.2,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
105004,"SCHWERIN BOYLE CAPITAL MANAGEMENT, INC",8609,institution,1.19,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
106292,COMMONWEALTH INVESTMENT MANAGEMENT,10528,institution,1.16,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
299869,"BLUE GROTTO CAPITAL, LLC",3614,institution,1.16,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
310515,ASCEND PARTNERS,11214,institution,1.16,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
326620,"CASCADE FINANCIAL PARTNERS, LLC",6341,institution,1.16,6,6,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
109419,"MOISAND FITZGERALD TAMAYO, LLC",6215,institution,1.15,6,6,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
287980,"AWM CAPITAL, LLC",7914,institution,1.15,6,6,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.2B",,,
307144,ALLIE FAMILY OFFICE LLC,9893,institution,1.15,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
169093,"SHEPHERD FINANCIAL PARTNERS, LLC",6379,institution,1.14,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
289797,IGNITE PLANNERS LLC,9184,institution,1.14,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
106050,SHARKEY HOWES & JAVER INC,8505,institution,1.13,5,5,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
110270,FMP WEALTH ADVISERS,7740,institution,1.13,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
110788,VALLEY NATIONAL ADVISERS INC,9849,institution,1.13,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
122050,WEALTH ADVISORS GROUP,3734,institution,1.13,5,5,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
125389,"MIDWEST CAPITAL ADVISORS, LLC",6977,institution,1.13,6,6,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
307980,"SCOTT CAPITAL ADVISORS, LLC",9157,institution,1.13,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
105609,"JAY A. FISHMAN, LTD",1640,institution,1.12,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
154718,"UNIPLAN INVESTMENT COUNSEL, INC.",9851,institution,1.12,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
282605,CLG LLC,2352,institution,1.12,5,5,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
105768,VAN CLEEF ASSET MANAGEMENT INC,328,institution,1.11,5,5,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
146680,"THE FINANCIAL ADVISORS, LLC",3579,institution,1.11,10,10,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
309387,CAPITAL ADVISORS WEALTH MANAGEMENT,4389,institution,1.11,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
110346,AWM INVESTMENT COMPANY INC,6236,institution,1.1,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
110748,"FINANCIAL COUNCIL, LLC",7896,institution,1.1,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
168892,"IRONVINE CAPITAL PARTNERS, LLC",4363,institution,1.1,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
310163,THE CLARUS GROUP,7790,institution,1.1,1,1,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
111077,ARBOR INVESTMENT ADVISORS,200,institution,1.09,7,7,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
171816,"SYMPHONY FINANCIAL, LTD. CO.",7904,institution,1.09,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
104868,RANDOLPH CO INC,6992,institution,1.08,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
104913,"WILKINS INVESTMENT COUNSEL, INC",10464,institution,1.08,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
125114,"SILICON VALLEY CAPITAL PARTNERS, L.P.",2380,institution,1.08,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
169584,"WEALTHSHIELD PARTNERS, LLC",7835,institution,1.08,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
170255,HORIZON WEALTH MANAGEMENT,1536,institution,1.08,2,2,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
298283,GRAVES LIGHT LENHART,993,institution,1.08,5,5,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
107793,VISION CAPITAL MANAGEMENT INC,1561,institution,1.07,6,6,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
140452,J.J. BURNS & COMPANY,10574,institution,1.07,5,5,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
156228,"BEACON CAPITAL MANAGEMENT, LLC",7926,institution,1.07,6,6,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
105310,"SIGNET FINANCIAL MANAGEMENT, LLC",9118,institution,1.06,6,6,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
108045,HANSON & DOREMUS INVESTMENT MANAGEMENT,6200,institution,1.06,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
109574,"MANAGED ASSET PORTFOLIOS, LLC",7776,institution,1.06,4,4,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
111177,IRON GATE GLOBAL ADVISORS,3553,institution,1.06,3,3,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
145252,"MCILRATH & ECK, LLC",3067,institution,1.06,1,1,0,0,INDIVIDUAL_ONLY_MIDSIZE,FLAG,"Only individuals, AUM $1.1B",,,
