filer_cik,filer_name,filing_count,targets,latest_filing,earliest_filing,last_form_type,auto_classification,manual_classification,existing_entity_id,action,notes
1142244,ARISON MICKY MEIR,6,2,2024-02-09,2022-03-01,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1688852,Safehold Inc.,6,1,2023-04-04,2022-02-18,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",is_activist=TRUE
1593052,"Benchmark Capital Partners VIII, L.P.",6,2,2024-02-13,2022-02-14,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active",
1959736,Estate of Geoffrey S. M. Hedrick,6,1,2024-08-19,2022-12-28,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1877252,Stammtisch Investments LLC,6,1,2023-10-24,2022-03-22,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1752618,"Funicular Fund, LP",6,2,2022-07-05,2022-03-28,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1493922,"Institutional Venture Partners XIII, L.P.",6,2,2024-11-14,2022-02-14,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as venture_capital",
1880171,Cohn Charles K.,6,1,2024-12-04,2022-02-11,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1851416,Streeterville Capital LLC,6,4,2024-10-31,2022-05-03,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",
1352342,Echo Street Capital Management LLC,6,3,2024-02-09,2023-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",
1006415,HARTFORD MUTUAL FUNDS INC/CT,6,5,2023-02-13,2022-02-11,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",
1014108,Chidozie Ugwumba,6,3,2024-10-02,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1442359,RILEY TIMOTHY M,6,2,2024-10-01,2022-01-07,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1680200,"Sofinnova Venture Partners X, L.P.",6,2,2024-03-26,2023-02-06,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as venture_capital",is_activist=TRUE
1364742,BlackRock Inc.,6,2,2024-01-25,2022-05-20,SC 13D/A,INSTITUTION,MERGE,REPLACE_WITH_BLACKROCK_EID,add CIK identifier to BlackRock,Confirmed BlackRock entity
1917895,"Growth Equity Opportunities 18 VGE, LLC",6,3,2023-07-28,2022-05-24,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1868340,Independence Energy Aggregator L.P.,6,1,2024-08-07,2023-07-05,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1588901,Levinson Sam,5,2,2024-11-13,2023-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1727042,KPartners Ltd,5,1,2024-09-18,2023-07-12,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",is_activist=TRUE
1693098,Bello John,5,1,2024-12-04,2023-06-07,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1875623,"Trilogy Equity Partners, LLC",5,2,2024-08-22,2022-02-11,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",
935761,DOLAN CHARLES F,5,3,2024-03-19,2023-04-28,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1815572,Askeladden Capital Management LLC,5,2,2024-12-02,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",
1733085,"L-5 Healthcare Partners, LLC",5,1,2024-11-12,2022-06-29,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1558370,Glenn D. Sanford,5,1,2024-01-12,2022-01-25,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1741035,Riverstone Talos Energy Equityco LLC,5,1,2023-07-07,2022-03-11,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",is_activist=TRUE
1875202,J Arnold Wealth Management Co,5,2,2024-01-23,2023-11-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as wealth_management",
1331693,"Roumell Asset Management, LLC",5,3,2024-02-13,2022-01-20,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",
1678858,Wellington Management Portfolios (Dublin) Public Ltd Co,5,5,2022-02-04,2022-02-04,SC 13G/A,INSTITUTION,MERGE,REPLACE_WITH_WELLINGTON_MANAGEMENT_EID,add CIK identifier to Wellington Management,Confirmed Wellington Management entity
1929354,Caissa Capital Management ltd.,5,1,2023-06-29,2022-05-17,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",
890163,Cowen Prime Advisors LLC,5,2,2023-08-07,2022-02-09,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",
1721508,"Islet Management, LP",5,3,2024-01-17,2023-03-09,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",
1772596,"ILJIN SNT Co., Ltd.",5,1,2024-03-20,2022-03-03,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",is_activist=TRUE
903213,Foley William P II,5,4,2024-02-28,2023-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",
1698148,Ayrton Capital LLC,5,2,2024-11-14,2023-03-23,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",
1764435,"LAV Biosciences Fund V, L.P.",5,2,2024-02-13,2022-02-09,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active",
1276922,TONTINE CAPITAL PARTNERS L P,5,1,2024-06-13,2022-12-16,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
936872,Wellington Management Group LLP,5,5,2023-12-11,2023-12-11,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",
945908,FIDELITY COVINGTON TRUST,5,1,2024-02-09,2022-02-11,SC 13G/A,INSTITUTION,MERGE,REPLACE_WITH_FIDELITY_EID,add CIK identifier to Fidelity,Confirmed Fidelity entity
1388312,Weiss Multi-Strategy Advisers LLC,5,2,2024-02-14,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",
1627281,Cellectis S.A.,5,2,2023-11-16,2022-11-01,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1797633,KENNEDY LEWIS MANAGEMENT LP,5,2,2023-07-27,2022-03-28,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
940603,FRANKLIN MARTIN E,5,2,2024-11-14,2022-01-05,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1910968,Rigetti Chad,5,1,2023-01-26,2022-03-14,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1915673,"Star Equity Fund, LP",5,1,2023-09-07,2022-08-16,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1376323,TRT Holdings Inc,5,1,2023-08-14,2022-01-05,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",is_activist=TRUE
1692787,Kinetik Holdings Inc.,5,1,2023-12-18,2022-03-15,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",is_activist=TRUE
1332381,Granite Ventures II L P,5,1,2024-11-27,2022-02-11,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as venture_capital",
1449359,Everest Hill Group Inc.,5,2,2024-06-11,2022-11-07,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",is_activist=TRUE
1921018,Devlin Shawn,5,1,2024-08-29,2022-04-06,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1258602,Nelnet Inc,5,1,2024-11-18,2022-01-28,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",
1702361,Hess Investments North Dakota LLC,5,1,2024-09-20,2023-08-17,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1452907,NEW ENTERPRISE ASSOCIATES 13 LP,5,4,2024-04-30,2022-02-07,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",
1310710,HERZFELD THOMAS J,5,1,2024-03-27,2022-10-07,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1923223,Emirates Telecommunications Group Co PJSC,5,1,2023-05-11,2022-05-16,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",
1948604,K2 HealthVentures Equity Trust LLC,5,2,2024-11-14,2022-09-30,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as venture_capital",
1666617,"WATERTON MINING PARALLEL FUND OFFSHORE MASTER, LP",5,1,2023-04-19,2022-12-12,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as hedge_fund",is_activist=TRUE
1349205,"Catalysis Partners, LLC",5,2,2024-02-02,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",
1774565,"General Catalyst Group Management Holdings GP, LLC",5,1,2024-10-29,2023-03-20,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",is_activist=TRUE
1456565,HESTIA CAPITAL PARTNERS LP,5,1,2024-04-08,2022-12-12,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1797168,"Acuitas Group Holdings, LLC",5,1,2024-06-25,2022-07-15,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",is_activist=TRUE
1465837,"Boxer Capital, LLC",5,5,2022-02-14,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",
1651311,Merus N.V.,5,1,2024-03-06,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1601607,"BFI Co., LLC",5,1,2024-11-15,2022-05-25,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1846370,Griffiths Richard Ian,5,1,2024-03-27,2022-06-15,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1481867,"Iroquois Capital Management, LLC",5,3,2024-02-14,2022-02-23,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",
1628280,Heather Ha,5,1,2024-08-28,2022-10-07,SC 13D/A,INSTITUTION,EXCLUDE,,,multi-filer CIK data quality issue — skip
1796898,"Maxeon Solar Technologies, Ltd.",5,1,2024-07-25,2022-11-01,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",is_activist=TRUE
1183740,Michener Lang,5,3,2024-03-19,2023-10-19,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1902511,"PineBridge GEM II G.P., L.P.",5,1,2024-12-06,2022-01-05,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1406888,Sherborne Investors LP,5,1,2022-04-18,2022-03-04,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1413260,Herzfeld Erik Mervin,5,1,2024-05-06,2022-10-07,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1751529,"CORRE HORIZON FUND, LP",5,1,2024-03-26,2022-10-05,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
904548,Charles W. Ergen,5,1,2022-06-24,2022-03-21,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1411512,"DIALECTIC CAPITAL MANAGEMENT, LP",5,2,2024-07-08,2023-01-20,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",
1703441,"OAK HC/FT PARTNERS II, L.P.",5,1,2024-02-21,2022-07-05,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1967990,Nieri Michael P.,5,1,2024-12-13,2023-05-10,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1981100,"8 Rivers Capital, LLC",5,1,2024-11-26,2023-06-20,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1845041,"GV 2019, L.P.",5,2,2024-11-08,2022-02-14,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active",
1877476,Khan Nazar M.,5,1,2024-08-13,2022-10-17,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1799787,HighSage Ventures LLC,5,2,2024-11-14,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as venture_capital",
1511001,"ADW Capital Partners, L.P.",5,2,2023-02-13,2022-02-14,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active",
1552505,Galperin Trust,5,1,2024-07-01,2022-05-25,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",
771992,Pan American Silver Corp,5,1,2024-02-14,2022-02-03,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",
1754862,Index Ventures VI (Jersey) LP,5,2,2024-11-14,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as venture_capital",
1344146,"Toronto Dominion Investments, Inc.",5,3,2023-07-19,2022-07-05,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",is_activist=TRUE
1609809,"Seres Therapeutics, Inc.",5,1,2023-11-07,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",
1703298,"PATRIOT FINANCIAL PARTNERS III, L.P.",5,3,2024-01-12,2023-03-03,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
899083,WYNNEFIELD PARTNERS SMALL CAP VALUE LP,5,3,2023-03-16,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",
1805833,Just Develop It Limited,4,1,2024-01-05,2022-09-27,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1936654,Volvo Car Corp,4,1,2024-05-10,2022-07-07,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",is_activist=TRUE
1473482,Donald A. Foss 2009 Annuity Trust,4,1,2024-03-22,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1943841,"ULYSSES AGGREGATOR, LP",4,1,2024-06-17,2022-08-25,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1496859,JHL Capital Group LLC,4,1,2023-05-26,2022-03-02,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",is_activist=TRUE
1666665,Flint Ridge Capital LLC,4,2,2024-02-14,2023-11-09,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1106578,ROTHBLATT MARTINE A,4,1,2024-11-08,2022-02-04,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1959900,Seldin David,4,1,2024-11-25,2023-06-29,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1781377,Outerbridge Capital Management LLC,4,1,2024-11-14,2022-06-28,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1841619,"3i, LP",4,4,2024-11-14,2024-02-12,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
2003870,"Jacobs Private Equity II, LLC",4,1,2024-06-17,2023-12-13,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as private_equity",is_activist=TRUE
1823758,Schindel Yair Chaim,4,3,2023-05-18,2022-01-24,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1895111,Biswas Sanjit,4,1,2024-11-12,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1327392,Klein Michael Stuart,4,2,2024-02-14,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1767788,Lombard International Assurance S.A.,4,2,2024-10-21,2022-01-13,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1665603,"Battery Ventures XI-A, L.P.",4,2,2023-02-14,2022-02-14,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
1408408,Eastern Capital LTD,4,1,2024-01-26,2022-02-10,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1814422,"Trasimene Trebia, LP",4,1,2023-03-14,2022-04-20,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1911254,Fitzpatrick Stephen James,4,1,2024-11-25,2022-02-15,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1178253,SCYNEXIS INC,4,1,2024-11-06,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1829095,Orange River Management L.P.,4,1,2024-02-13,2023-02-28,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1977962,Saudi Arabian Mining Co (Ma'aden),4,1,2023-10-31,2023-07-17,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",is_activist=TRUE
1722271,"Akouos, Inc.",4,2,2023-01-10,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1314173,Pinetree Capital Ltd.,4,1,2024-11-05,2024-03-12,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",is_activist=TRUE
1370053,"ANAPTYSBIO, INC",4,1,2023-02-09,2022-02-14,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1611235,"Sutherland REIT Holdings, LP",4,1,2024-04-17,2022-06-22,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1834991,Baszucki David,4,1,2024-11-13,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1598990,"Threshold Ventures I, L.P.",4,2,2023-02-01,2022-02-09,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
1971787,"Valence Investments SPV VI, LLC",4,1,2024-11-06,2023-03-30,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
933422,DAHL JAMES H,4,1,2024-05-17,2022-03-31,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1963363,McIntyre Julian Alexander,4,1,2024-11-13,2024-01-31,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1849449,KKR Denali Holdings L.P.,4,1,2024-11-13,2022-02-10,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1611731,"Kleiner Perkins Caufield & Byers XVI, LLC",4,2,2024-02-14,2022-02-11,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1211060,THIEL PETER,4,2,2024-11-14,2023-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1649910,"Relative Value Partners Group, LLC",4,1,2024-02-12,2022-02-11,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1880796,"AE RED HOLDINGS, LLC",4,1,2023-09-01,2022-10-05,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1665923,Jesvinco Holdings Ltd,4,1,2024-11-14,2022-02-11,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1730370,Brown David Craig,4,1,2024-07-10,2022-05-09,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1864306,Gardner Jason M.,4,1,2024-05-14,2022-02-10,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1712417,Canaan XI L.P.,4,1,2022-11-02,2022-09-19,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1508226,"ACCESS INDUSTRIES MANAGEMENT, LLC",4,2,2024-08-12,2022-11-08,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
867773,SUNPOWER CORP,4,1,2024-06-03,2022-05-25,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",is_activist=TRUE
1474746,Greylock XIII Limited Partnership,4,2,2022-08-23,2022-02-11,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1909017,Blandford Mark,4,1,2024-11-14,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1217081,FISHER WILLIAM SYDNEY,4,1,2024-05-31,2022-04-08,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1505782,"KPCB Digital Growth Fund, LLC",4,2,2024-02-14,2022-02-11,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1483283,Gerdin Ann S,4,1,2024-11-06,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
894579,Dechert LLP,4,4,2024-10-02,2022-06-02,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1432353,Global X Funds,4,1,2024-11-14,2022-02-11,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1761772,Coffman Raymond Scott,4,1,2022-08-12,2022-03-02,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1841968,"P10, Inc.",4,1,2024-02-07,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1168164,SPDR INDEX SHARES FUNDS,4,1,2024-11-14,2022-02-11,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as passive","auto-classified, single-filing filer, low priority"
1544328,"New Enterprise Associates 14, L.P.",4,2,2024-11-01,2022-02-15,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1748609,PAGAC Drone Holding GP I Ltd,4,1,2024-07-30,2022-02-04,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1719700,Sancarin S.L.,4,2,2024-01-30,2022-12-16,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1955529,Ben Andrews,4,2,2024-01-04,2023-01-24,SC 13G,INSTITUTION,INDIVIDUAL,,,
1668717,"Anheuser-Busch InBev SA/NV  (BUD, BUDFF)",4,1,2024-10-01,2024-03-14,SC 13D/A,LIKELY_INDIVIDUAL,INDIVIDUAL,,,
1402439,"ARCH Venture Fund VII, L.P.",4,1,2024-11-14,2022-02-08,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
1721789,"GV 2016, L.P.",4,3,2024-02-09,2022-02-14,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1544773,Consonance Capital Management LP,4,4,2022-02-14,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1896795,"DOMO Capital Management, LLC",4,1,2024-02-06,2022-01-05,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1859488,Bowman Gary,4,1,2024-04-04,2022-02-15,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1750433,"NewView Capital Fund I, L.P.",4,2,2023-06-02,2022-02-14,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1907141,"Bond Capital Associates, LLC",4,2,2024-03-08,2022-02-09,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1883254,Schaffer Shane J.,4,1,2024-01-04,2022-12-23,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
2025889,Tether Holdings Ltd,4,1,2024-11-07,2024-06-06,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic",is_activist=TRUE
1964891,HGC Next Inv LLC,4,1,2024-07-31,2023-02-16,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
2041508,"Jerrilyn M Hoffmann Revocable Trust dated May 30, 2001",4,1,2024-11-14,2024-10-17,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1380896,Frost Gamma Investments Trust,4,1,2024-04-05,2022-12-28,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active",is_activist=TRUE
1448698,Cherington Charles,4,1,2023-12-22,2022-03-16,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1834026,"Gold Royalty Corp.  (GROY, GROY-WT)",4,2,2024-02-05,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
