crd,firm_name,legal_name,city,state,aum_billions,name_match_score,flag
106050,SHARKEY HOWES & JAVER INC,SHARKEY HOWES & JAVER INC,DENVER,CO,1.13,100,MINOR_VARIANT
110270,FMP WEALTH ADVISERS,FINANCIAL MANAGEMENT PROFESSIONALS INC,AUSTIN,TX,1.13,28,DBA_MISMATCH
110788,VALLEY NATIONAL ADVISERS INC,VALLEY NATIONAL ADVISERS INC,BETHLEHEM,PA,1.13,100,MINOR_VARIANT
122050,WEALTH ADVISORS GROUP,"SECURITY FINANCIAL SERVICES, INC.",FORT WAYNE,IN,1.13,26,DBA_MISMATCH
125389,"MIDWEST CAPITAL ADVISORS, LLC","MIDWEST CAPITAL ADVISORS, LLC",GRAND RAPIDS,MI,1.13,100,MINOR_VARIANT
307980,"SCOTT CAPITAL ADVISORS, LLC","SCOTT CAPITAL ADVISORS, LLC",PORTLAND,OR,1.13,100,MINOR_VARIANT
105609,"JAY A. FISHMAN, LTD",FISHMAN JAY A LTD,TROY,MI,1.12,94,MINOR_VARIANT
154718,"UNIPLAN INVESTMENT COUNSEL, INC.","UNIPLAN INVESTMENT COUNSEL, INC.",MILWAUKEE,WI,1.12,100,MINOR_VARIANT
282605,CLG LLC,CLG LLC,LONG BEACH,CA,1.12,100,MINOR_VARIANT
105768,VAN CLEEF ASSET MANAGEMENT INC,VAN CLEEF ASSET MANAGEMENT INC,BEACHWOOD,OH,1.11,100,MINOR_VARIANT
146680,"THE FINANCIAL ADVISORS, LLC","THE FINANCIAL ADVISORS, LLC",ANDOVER,MA,1.11,100,MINOR_VARIANT
309387,CAPITAL ADVISORS WEALTH MANAGEMENT,"CAPITAL ADVISORS WEALTH MANAGEMENT, LLC",YAKIMA,WA,1.11,93,MINOR_VARIANT
110748,"FINANCIAL COUNCIL, LLC","FINANCIAL COUNCIL, LLC",TOWSON,MD,1.1,100,MINOR_VARIANT
168892,"IRONVINE CAPITAL PARTNERS, LLC","IRONVINE CAPITAL PARTNERS, LLC",OMAHA,NE,1.1,100,MINOR_VARIANT
310163,THE CLARUS GROUP,"THE CLARUS GROUP, INC.",HOUSTON,TX,1.1,84,MINOR_VARIANT
110346,AWM INVESTMENT COMPANY INC,AWM INVESTMENT COMPANY INC,NEW YORK,NY,1.1,100,MINOR_VARIANT
110672,NEUMEIER POMA INVESTMENT COUNSEL LLC,NEUMEIER POMA INVESTMENT COUNSEL LLC,CARMEL,CA,1.09,100,MINOR_VARIANT
111077,ARBOR INVESTMENT ADVISORS,"ARBOR INVESTMENT ADVISORS, LLC",WINSTON SALEM,NC,1.09,91,MINOR_VARIANT
171816,"SYMPHONY FINANCIAL, LTD. CO.","SYMPHONY FINANCIAL, LTD. CO.",HOUSTON,TX,1.09,100,MINOR_VARIANT
283066,STONY POINT CAPITAL,STONY POINT CAPITAL LLC,NEW YORK,NY,1.09,90,MINOR_VARIANT
104868,RANDOLPH CO INC,RANDOLPH CO INC,CINCINNATI,OH,1.08,100,MINOR_VARIANT
104913,"WILKINS INVESTMENT COUNSEL, INC",WILKINS INVESTMENT COUNSEL INC,BOSTON,MA,1.08,98,MINOR_VARIANT
125114,"SILICON VALLEY CAPITAL PARTNERS, L.P.","SILICON VALLEY CAPITAL PARTNERS, L.P.",SAN JOSE,CA,1.08,100,MINOR_VARIANT
169584,"WEALTHSHIELD PARTNERS, LLC","WEALTHSHIELD PARTNERS, LLC",CARY,NC,1.08,100,MINOR_VARIANT
170255,HORIZON WEALTH MANAGEMENT,"HORIZON WEALTH MANAGEMENT, LLC",LA GRANGE,IL,1.08,91,MINOR_VARIANT
298283,GRAVES LIGHT LENHART,"GRAVES LIGHT LENHART WEALTH, INC.",HARRISONBURG,VA,1.08,75,DBA_MISMATCH
107793,VISION CAPITAL MANAGEMENT INC,"VISION CAPITAL MANAGEMENT, INC.",PORTLAND,OR,1.07,97,MINOR_VARIANT
140452,J.J. BURNS & COMPANY,"JAMES J. BURNS & COMPANY, LLC",MELVILLE,NY,1.07,78,DBA_MISMATCH
143771,"CYPRESS POINT WEALTH MANAGEMENT, LLC","CYPRESS POINT WEALTH MANAGEMENT, LLC",DALLAS,TX,1.07,100,MINOR_VARIANT
156228,"BEACON CAPITAL MANAGEMENT, LLC","BEACON CAPITAL MANAGEMENT, LLC",FRANKLIN,TN,1.07,100,MINOR_VARIANT
105310,"SIGNET FINANCIAL MANAGEMENT, LLC","SIGNET FINANCIAL MANAGEMENT, LLC",PARSIPPANY,NJ,1.06,100,MINOR_VARIANT
108045,HANSON & DOREMUS INVESTMENT MANAGEMENT,HANSON & DOREMUS INVESTMENT MANAGEMENT,BURLINGTON,VT,1.06,100,MINOR_VARIANT
109574,"MANAGED ASSET PORTFOLIOS, LLC","MANAGED ASSET PORTFOLIOS, LLC",ROCHESTER,MI,1.06,100,MINOR_VARIANT
111177,IRON GATE GLOBAL ADVISORS,"IRON GATE GLOBAL ADVISORS, LLC",NORTH SALT LAKE,UT,1.06,91,MINOR_VARIANT
145252,"MCILRATH & ECK, LLC","MCILRATH & ECK, LLC",ARLINGTON,WA,1.06,100,MINOR_VARIANT
293644,"INSIGHT WEALTH STRATEGIES, LLC","INSIGHT WEALTH STRATEGIES, LLC",SAN RAMON,CA,1.06,100,MINOR_VARIANT
105008,ACADEMY CAPITAL MANAGEMENT,ACADEMY CAPITAL MANAGEMENT,WACO,TX,1.05,100,MINOR_VARIANT
109040,"JAMISON PRIVATE WEALTH MANAGEMENT, INC.","JAMISON PRIVATE WEALTH MANAGEMENT, INC.",MILTON,GA,1.05,100,MINOR_VARIANT
121802,BAKER ELLIS ASSET MANAGEMENT LLC,BAKER ELLIS ASSET MANAGEMENT LLC,VANCOUVER,WA,1.05,100,MINOR_VARIANT
124174,"COLUMBIA ASSET MANAGEMENT, L.L.C.","COLUMBIA ASSET MANAGEMENT, L.L.C.",ANN ARBOR,MI,1.05,100,MINOR_VARIANT
127036,ATLAS CAPITAL ADVISORS INC.,ATLAS CAPITAL ADVISORS INC.,SAN FRANCISCO,CA,1.05,100,MINOR_VARIANT
282103,"STANSBERRY ASSET MANAGEMENT, LLC","STANSBERRY ASSET MANAGEMENT, LLC",WESTLAKE,TX,1.05,100,MINOR_VARIANT
108199,WOODARD & CO ASSET MANAGEMENT GROUP INC,WOODARD & CO ASSET MANAGEMENT GROUP INC,BERMUDA RUN,NC,1.04,100,MINOR_VARIANT
131704,"LEGATO CAPITAL MANAGEMENT, LLC","LEGATO CAPITAL MANAGEMENT, LLC",SAN FRANCISCO,CA,1.04,100,MINOR_VARIANT
140781,"WHALEROCK POINT PARTNERS, LLC","WHALEROCK POINT PARTNERS, LLC",WEST PALM BEACH,FL,1.04,100,MINOR_VARIANT
141407,"SILVERBACK ASSET MANAGEMENT, LLC","SILVERBACK ASSET MANAGEMENT, LLC",DURHAM,NC,1.04,100,MINOR_VARIANT
282329,"BALBOA WEALTH PARTNERS, INC.","BALBOA WEALTH PARTNERS, INC.",SCOTTSDALE,AZ,1.04,100,MINOR_VARIANT
107835,"J.W.BURNS & COMPANY, INC.",BURNS J W & CO INC,DEWITT,NY,1.03,51,DBA_MISMATCH
111083,"QUANTUM CAPITAL MANAGEMENT, LLC","QUANTUM CAPITAL MANAGEMENT, LLC",NORTHFIELD,NJ,1.03,100,MINOR_VARIANT
306595,"GREYSTONE FINANCIAL GROUP, LLC","GREYSTONE FINANCIAL GROUP, LLC",BLOOMFIELD HILLS,MI,1.03,100,MINOR_VARIANT
104952,TOTH FINANCIAL ADVISORY CORP,TOTH FINANCIAL ADVISORY CORP,LEESBURG,VA,1.02,100,MINOR_VARIANT
105894,ARTHUR M. COHEN & ASSOCIATES LLC,ARTHUR M. COHEN & ASSOCIATES LLC,NORTHBROOK,IL,1.02,100,MINOR_VARIANT
284999,"NEO IVY CAPITAL MANAGEMENT, LLC","NEO IVY CAPITAL MANAGEMENT, LLC",NEW YORK,NY,1.02,100,MINOR_VARIANT
106548,BAXTER INVESTMENT MANAGEMENT,BAXTER BROTHERS INC.,RIVERSIDE,CT,1.01,46,DBA_MISMATCH
109127,PORTLAND GLOBAL ADVISORS LLC,PORTLAND GLOBAL ADVISORS LLC,PORTLAND,ME,1.01,100,MINOR_VARIANT
112778,"DINUZZO PRIVATE WEALTH, INC.","DINUZZO PRIVATE WEALTH, INC.",BEAVER,PA,1.01,100,MINOR_VARIANT
104681,CORTLAND ASSOCIATES INC,CORTLAND ASSOCIATES INC,ST. LOUIS,MO,1.0,100,MINOR_VARIANT
106744,VERUS FINANCIAL PARTNERS,"VERUS FINANCIAL PARTNERS, INC.",RICHMOND,VA,1.0,89,MINOR_VARIANT
107568,NAVELLIER & ASSOCIATES INC,NAVELLIER & ASSOCIATES INC,RENO,NV,1.0,100,MINOR_VARIANT
110545,AVENIR CORPORATION,AVENIR CORPORATION,ALEXANDRIA,VA,1.0,100,MINOR_VARIANT
132122,"ELITE WEALTH MANAGEMENT, INC.","ELITE WEALTH MANAGEMENT, INC.",KIRKLAND,WA,1.0,100,MINOR_VARIANT
135549,FINANCIAL PERSPECTIVES,"FINANCIAL PERSPECTIVES, INC.",MINNEAPOLIS,MN,1.0,88,MINOR_VARIANT
142870,"PASSIVE CAPITAL MANAGEMENT, LLC","PASSIVE CAPITAL MANAGEMENT, LLC",SYRACUSE,NY,1.0,100,MINOR_VARIANT
154127,"MCGOWAN GROUP ASSET MANAGEMENT, INC.","MCGOWAN GROUP ASSET MANAGEMENT, INC.",DALLAS,TX,1.0,100,MINOR_VARIANT
306097,ONYX BRIDGE WEALTH GROUP LLC,ONYX BRIDGE WEALTH GROUP LLC,TARRYTOWN,NY,1.0,100,MINOR_VARIANT
104674,RMC INVESTMENT ADVISORS,RESOURCES MANAGEMENT CORP,WEST HARTFORD,CT,0.99,50,DBA_MISMATCH
149091,"DIVISAR CAPITAL MANAGEMENT, LLC","DIVISAR CAPITAL MANAGEMENT, LLC",SAN FRANCISCO,CA,0.99,100,MINOR_VARIANT
300140,"HOHIMER WEALTH MANAGEMENT, LLC","HOHIMER WEALTH MANAGEMENT, LLC",SEATTLE,WA,0.99,100,MINOR_VARIANT
104716,CORBYN INVESTMENT MANAGEMENT INC,CORBYN INVESTMENT MANAGEMENT INC,LUTHERVILLE,MD,0.98,100,MINOR_VARIANT
115472,"HENDERSHOT INVESTMENTS, INC.","HENDERSHOT INVESTMENTS, INC.",,,0.98,100,MINOR_VARIANT
141084,"BARTON INVESTMENT MANAGEMENT, LLC","BARTON INVESTMENT MANAGEMENT, LLC",W. CONSHOHOCKEN,PA,0.98,100,MINOR_VARIANT
165205,"ENCLAVE ADVISORS, LLC","ENCLAVE ADVISORS, LLC",AUSTIN,TX,0.98,100,MINOR_VARIANT
172370,"GR FINANCIAL GROUP, LLC","GR FINANCIAL GROUP, LLC",TUCSON,AZ,0.98,100,MINOR_VARIANT
106079,"TARBOX FAMILY OFFICE, INC.","TARBOX FAMILY OFFICE, INC.",NEWPORT BEACH,CA,0.97,100,MINOR_VARIANT
110696,ASHFORD CAPITAL MANAGEMENT INC,ASHFORD CAPITAL MANAGEMENT INC,WILMINGTON,DE,0.97,100,MINOR_VARIANT
146597,AVIANCE CAPITAL PARTNERS LLC,AVIANCE CAPITAL PARTNERS LLC,NAPLES,FL,0.97,100,MINOR_VARIANT
153635,INSIGHT WEALTH PARTNERS,"INSIGHT WEALTH PARTNERS, LLC",PLANO,TX,0.97,90,MINOR_VARIANT
168998,EVERGREEN WEALTH,"CRUMLY AND ASSOCIATES, INCORPORATED",SPRINGFIELD,IL,0.97,20,DBA_MISMATCH
289725,STAGE HARBOR FINANCIAL,"STAGE HARBOR FINANCIAL, LLC",WESTWOOD,MA,0.97,90,MINOR_VARIANT
313378,"METEORA CAPITAL, LLC","METEORA CAPITAL, LLC",BOCA RATON,FL,0.97,100,MINOR_VARIANT
16197,"RODGERS BROTHERS, INC.","RODGERS BROTHERS, INC.",HARMONY,PA,0.96,100,MINOR_VARIANT
111062,"NTV ASSET MANAGEMENT, LLC","NTV ASSET MANAGEMENT, LLC",CHARLESTON,WV,0.96,100,MINOR_VARIANT
140710,STERLING INVESTMENT ADVISORS LTD.,STERLING INVESTMENT ADVISORS LTD.,BERWYN,PA,0.96,100,MINOR_VARIANT
168674,"IBEX WEALTH ADVISORS, LLC","IBEX WEALTH ADVISORS, LLC",BEDMINSTER,NJ,0.96,100,MINOR_VARIANT
169067,FOURTHSTONE LLC,FOURTHSTONE LLC,ST. LOUIS,MO,0.96,100,MINOR_VARIANT
106304,TOEWS ASSET MANAGEMENT,TOEWS CORPORATION,NORTHFIELD,NJ,0.95,46,DBA_MISMATCH
106644,BRUNI J V & CO,BRUNI J V & CO,COLORADO SPRINGS,CO,0.95,100,MINOR_VARIANT
118643,CONCORD WEALTH PARTNERS,CONCORD WEALTH PARTNERS,ABINGDON,VA,0.95,100,MINOR_VARIANT
152083,"FINANCIAL ADVISORS NETWORK, INC.","FINANCIAL ADVISORS NETWORK, INC.",TUSTIN,CA,0.95,100,MINOR_VARIANT
155200,"TRIGRAN INVESTMENTS, INC.","TRIGRAN INVESTMENTS, INC.",NORTHBROOK,IL,0.95,100,MINOR_VARIANT
281675,EAGLE BAY FAMILY OFFICE,EAGLE BAY ADVISORS LLC,NEW YORK,NY,0.95,53,DBA_MISMATCH
283553,"LEGACY FINANCIAL STRATEGIES, LLC","LEGACY FINANCIAL STRATEGIES, LLC",OVERLAND PARK,KS,0.95,100,MINOR_VARIANT
310565,INCEPTIONR LLC,INCEPTIONR LLC,,,0.95,100,MINOR_VARIANT
104748,TWIN CAPITAL MANAGEMENT INC,TWIN CAPITAL MANAGEMENT INC,MCMURRAY,PA,0.94,100,MINOR_VARIANT
105267,"GREATMARK INVESTMENT PARTNERS, INC.","GREATMARK INVESTMENT PARTNERS, INC.",COLUMBUS,GA,0.94,100,MINOR_VARIANT
172766,"SHAWSPRING PARTNERS, LLC","SHAWSPRING PARTNERS, LLC",BOSTON,MA,0.94,100,MINOR_VARIANT
334458,LATHROP INVESTMENT MANAGEMENT COMPANY,LATHROP INVESTMENT MANAGEMENT COMPANY,LITTLE ROCK,AR,0.94,100,MINOR_VARIANT
106649,"FRAZIER FINANCIAL ADVISORS, LLC","FRAZIER FINANCIAL ADVISORS, LLC",COLUMBUS,OH,0.93,100,MINOR_VARIANT
109993,"OARSMAN CAPITAL, INC","OARSMAN CAPITAL, INC",MILWAUKEE,WI,0.93,100,MINOR_VARIANT
117958,"DETALUS ADVISORS, LLC","DETALUS ADVISORS, LLC",ST. LOUIS,MO,0.93,100,MINOR_VARIANT
146829,LSIA,"LS INVESTMENT ADVISORS, LLC",BLOOMFIELD HILLS,MI,0.93,13,DBA_MISMATCH
110761,"GRACE & WHITE, INC","GRACE & WHITE, INC",NEW YORK,NY,0.92,100,MINOR_VARIANT
112142,SEM WEALTH MANAGEMENT,"STRATEGIC EQUITY MANAGEMENT, INC.",TUCSON,AZ,0.92,52,DBA_MISMATCH
116359,"FOUNDATION RESOURCE MANAGEMENT, INC.","FOUNDATION RESOURCE MANAGEMENT, INC.",LITTLE ROCK,AR,0.92,100,MINOR_VARIANT
118853,"FOUNDERS CAPITAL MANAGEMENT, LLC","FOUNDERS CAPITAL MANAGEMENT, LLC",HARTFORD,CT,0.92,100,MINOR_VARIANT
157669,"ELLIS INVESTMENT PARTNERS, LLC","ELLIS INVESTMENT PARTNERS, LLC",BERWYN,PA,0.92,100,MINOR_VARIANT
174631,"PROVIDENCE CAPITAL ADVISORS, LLC","PROVIDENCE CAPITAL ADVISORS, LLC",CHARLOTTE,NC,0.92,100,MINOR_VARIANT
222520,"GOLDSTONE FINANCIAL GROUP, LLC","GOLDSTONE FINANCIAL GROUP, LLC",OAKBROOK TERRACE,IL,0.92,100,MINOR_VARIANT
305465,"RUDIUS MANAGEMENT, L.P.","RUDIUS MANAGEMENT, L.P.",NEW YORK,NY,0.92,100,MINOR_VARIANT
111163,DOCK STREET ASSET MANAGEMENT INC,DOCK STREET ASSET MANAGEMENT INC,PALM BEACH,FL,0.91,100,MINOR_VARIANT
111410,VIOLICH CAPITAL MANAGEMENT,VIOLICH CAPITAL MANAGEMENT,MILL VALLEY,CA,0.91,100,MINOR_VARIANT
138851,"KOHMANN BOSSHARD FINANCIAL SERVICES, LLC.","KOHMANN BOSSHARD FINANCIAL SERVICES, LLC.",AKRON,OH,0.91,100,MINOR_VARIANT
155221,COVENANT WEALTH ADVISORS,FONVILLE WEALTH MANAGEMENT LLC,RICHMOND,VA,0.91,56,DBA_MISMATCH
305092,FAITHWARD CAPITAL,"SEVENONESEVEN CAPITAL MANAGEMENT, LTD",LANCASTER,PA,0.91,37,DBA_MISMATCH
22090,CHRISTOPHER WEIL & CO INC,THE WEIL COMPANY,SAN DIEGO,CA,0.9,49,DBA_MISMATCH
22471,"LAFAYETTE INVESTMENTS, INC.","LAFAYETTE INVESTMENTS, INC.",ASHTON,MD,0.9,100,MINOR_VARIANT
104635,DEAN INVESTMENTS,"DEAN INVESTMENT ASSOCIATES, LLC",BEAVERCREEK,OH,0.9,64,DBA_MISMATCH
115824,"AMERICAN FINANCIAL ADVISORS, LLC.","AMERICAN FINANCIAL ADVISORS, LLC.",MARIETTA,GA,0.9,100,MINOR_VARIANT
136403,ARCHER INVESTMENT CORPORATION,ARCHER INVESTMENT CORPORATION,CARMEL,IN,0.9,100,MINOR_VARIANT
151590,"ARMBRUSTER CAPITAL MANAGEMENT, INC.","ARMBRUSTER CAPITAL MANAGEMENT, INC.",PITTSFORD,NY,0.9,100,MINOR_VARIANT
170052,CONCENTUS WEALTH ADVISORS,"STRID GROUP, LLC",NEWTOWN SQUARE,PA,0.9,29,DBA_MISMATCH
309757,"SITTNER & NELSON, LLC","SITTNER & NELSON, LLC",EUGENE,OR,0.9,100,MINOR_VARIANT
328161,EVERNEST FINANCIAL ADVISORS,EVERNEST FINANCIAL ADVISORS,CARMEL,IN,0.9,100,MINOR_VARIANT
104711,TOBIAS FINANCIAL ADVISORS,"TOBIAS FINANCIAL ADVISORS, INC.",PLANTATION,FL,0.89,89,MINOR_VARIANT
107049,"TRAN CAPITAL MANAGEMENT, L.P.","TRAN CAPITAL MANAGEMENT, L.P.",SAN RAFAEL,CA,0.89,100,MINOR_VARIANT
120766,"SENSIBLE FINANCIAL PLANNING AND MANAGEMENT, LLC","SENSIBLE FINANCIAL PLANNING AND MANAGEMENT, LLC",WALTHAM,MA,0.89,100,MINOR_VARIANT
124801,"PATHWAY FINANCIAL ADVISORS, LLC","PATHWAY FINANCIAL ADVISORS, LLC",SOUTH BURLINGTON,VT,0.89,100,MINOR_VARIANT
154522,"WESTSIDE INVESTMENT MANAGEMENT, LLC","WESTSIDE INVESTMENT MANAGEMENT, LLC",SANTA MONICA,CA,0.89,100,MINOR_VARIANT
165269,"ZEVIN ASSET MANAGEMENT, LLC","ZEVIN ASSET MANAGEMENT, LLC",BOSTON,MA,0.89,100,MINOR_VARIANT
298774,"CORRECT CAPITAL WEALTH MANAGEMENT, LLC","CORRECT CAPITAL WEALTH MANAGEMENT, LLC",CLAYTON,MO,0.89,100,MINOR_VARIANT
127616,ELGETHUN CAPITAL MANAGEMENT,ELGETHUN CAPITAL MANAGEMENT,SIOUX FALLS,SD,0.88,100,MINOR_VARIANT
294314,"SOVEREIGN FINANCIAL GROUP, INC.","SOVEREIGN FINANCIAL GROUP, INC.",STAMFORD,CT,0.88,100,MINOR_VARIANT
110409,"THE NORTHSTAR GROUP, INC.","THE NORTHSTAR GROUP, INC.",NEW YORK,NY,0.87,100,MINOR_VARIANT
112227,SPRINKLE FINANCIAL CONSULTANTS LLC,SPRINKLE FINANCIAL CONSULTANTS LLC,LITTLETON,CO,0.87,100,MINOR_VARIANT
128856,ESTABROOK CAPITAL MANAGEMENT LLC,ESTABROOK CAPITAL MANAGEMENT LLC,NEW YORK,NY,0.87,100,MINOR_VARIANT
153838,"WAYCROSS PARTNERS, LLC","WAYCROSS PARTNERS, LLC",LOUISVILLE,KY,0.87,100,MINOR_VARIANT
292008,"ALTIORA FINANCIAL GROUP, LLC","ALTIORA FINANCIAL GROUP, LLC",,,0.87,100,MINOR_VARIANT
305850,"HEXAGON CAPITAL PARTNERS, LLC","HEXAGON CAPITAL PARTNERS, LLC",ROGERS,AR,0.87,100,MINOR_VARIANT
161985,"SIMCOE CAPITAL MANAGEMENT, LLC","SIMCOE CAPITAL MANAGEMENT, LLC",NEW YORK,NY,0.87,100,MINOR_VARIANT
104808,"THE ARKANSAS FINANCIAL GROUP, INC.","THE ARKANSAS FINANCIAL GROUP, INC.",LITTLE ROCK,AR,0.86,100,MINOR_VARIANT
106338,MITCHELL CAPITAL MANAGEMENT CO,MITCHELL CAPITAL MANAGEMENT CO,LEAWOOD,KS,0.86,100,MINOR_VARIANT
106920,"MOODY ALDRICH PARTNERS, LLC","MOODY ALDRICH PARTNERS, LLC",MARBLEHEAD,MA,0.86,100,MINOR_VARIANT
106942,PORTFOLIO STRATEGIES INC NY,PORTFOLIO STRATEGIES INC NY,MONTVALE,NJ,0.86,100,MINOR_VARIANT
114637,GOODMAN FINANCIAL CORPORATION,GOODMAN FINANCIAL CORPORATION,HOUSTON,TX,0.86,100,MINOR_VARIANT
115220,PRESCOTT GROUP CAPITAL MANAGEMENT L.L.C.,PRESCOTT GROUP CAPITAL MANAGEMENT L.L.C.,TULSA,OK,0.86,100,MINOR_VARIANT
120952,"SCHNIEDERS CAPITAL MANAGEMENT, LLC.","SCHNIEDERS CAPITAL MANAGEMENT, LLC.",PASADENA,CA,0.86,100,MINOR_VARIANT
147642,"JACKSON WEALTH MANAGEMENT, LLC","JACKSON WEALTH MANAGEMENT, LLC",LAKE MARY,FL,0.86,100,MINOR_VARIANT
169588,OLIVER LUXXE ASSETS LLC,OLIVER LUXXE ASSETS LLC,GLADSTONE,NJ,0.86,100,MINOR_VARIANT
170909,"OMNIA FAMILY WEALTH, LLC","OMNIA FAMILY WEALTH, LLC",AVENTURA,FL,0.86,100,MINOR_VARIANT
104655,JLB & ASSOCIATES INC,JLB & ASSOCIATES INC,PLYMOUTH,MI,0.85,100,MINOR_VARIANT
104662,DILLON & ASSOCIATES INC,DILLON & ASSOCIATES INC,JACKSON,MI,0.85,100,MINOR_VARIANT
106063,LIBERTY CAPITAL MANAGEMENT INC,LIBERTY CAPITAL MANAGEMENT INC,BIRMINGHAM,MI,0.85,100,MINOR_VARIANT
106923,HARTLINE INVESTMENT CORPORATION,HARTLINE INVESTMENT CORP.,WINNETKA,IL,0.85,86,MINOR_VARIANT
108369,"THOMAS J. HERZFELD ADVISORS, INC.","THOMAS J. HERZFELD ADVISORS, INC.",MIAMI BEACH,FL,0.85,100,MINOR_VARIANT
108669,"SPECTRUM INVESTMENT ADVISORS, INC.","SPECTRUM INVESTMENT ADVISORS, INC.",MEQUON,WI,0.85,100,MINOR_VARIANT
109792,"ROBERTS, GLORE & CO.","ROBERTS, GLORE & CO.",DEERFIELD,IL,0.85,100,MINOR_VARIANT
134184,"BLUE BELL PRIVATE WEALTH MANAGEMENT, LLC","BLUE BELL PRIVATE WEALTH MANAGEMENT, LLC",BLUE BELL,PA,0.85,100,MINOR_VARIANT
135303,"WARNER FINANCIAL, INC","WARNER FINANCIAL, INC",BETHESDA,MD,0.85,100,MINOR_VARIANT
285985,MAYTECH GLOBAL INVESTMENTS,"MAYTECH GLOBAL INVESTMENTS, LLC",NEW YORK,NY,0.85,91,MINOR_VARIANT
310147,"HH CAPITAL MANAGEMENT, INC.","HH CAPITAL MANAGEMENT, INC.",HERMOSA BEACH,CA,0.85,100,MINOR_VARIANT
312432,HARBOR ADVISORS,HARBOR ADVISORS LLC,WEST PALM BEACH,FL,0.85,88,MINOR_VARIANT
106321,AMI INVESTMENT MANAGEMENT INC,AMI INVESTMENT MANAGEMENT INC,KENDALLVILLE,IN,0.84,100,MINOR_VARIANT
143519,SATOVSKY ASSET MANAGEMENT LLC,SATOVSKY ASSET MANAGEMENT LLC,NEW YORK,NY,0.84,100,MINOR_VARIANT
148216,"PEDDOCK CAPITAL ADVISORS, LLC","PEDDOCK CAPITAL ADVISORS, LLC",BRAINTREE,MA,0.84,100,MINOR_VARIANT
154927,LEGACY FINANCIAL GROUP,"LEGACY FINANCIAL GROUP, LLC",DES MOINES,IA,0.84,90,MINOR_VARIANT
282851,NUMERAI,NUMERAI GP LLC,SAN FRANCISCO,CA,0.84,67,DBA_MISMATCH
289889,BRIO FINANCIAL GROUP,"BRIO CONSULTANTS, LLC",SAN FRANCISCO,CA,0.84,44,DBA_MISMATCH
310106,INTEGRATED QUANTITATIVE INVESTMENTS LLC,INTEGRATED QUANTITATIVE INVESTMENTS LLC,BELLEVUE,WA,0.84,100,MINOR_VARIANT
108326,LYNCH & ASSOCIATES,LYNCH & ASSOCIATES INC,NEWBURGH,IN,0.83,90,MINOR_VARIANT
122866,"MPS-LORIA FINANCIAL PLANNERS,LLC","MPS-LORIA FINANCIAL PLANNERS,LLC",BURR RIDGE,IL,0.83,100,MINOR_VARIANT
125882,STRATEGIC WEALTH MANAGEMENT GROUP,STRATEGIC ADVISORS LLC,NEW YORK,NY,0.83,44,DBA_MISMATCH
138175,"MALTESE CAPITAL MANAGEMENT, LLC","MALTESE CAPITAL MANAGEMENT, LLC",NEW YORK,NY,0.83,100,MINOR_VARIANT
142380,"EDGE WEALTH MANAGEMENT, LLC","EDGE WEALTH MANAGEMENT, LLC",NEW YORK,NY,0.83,100,MINOR_VARIANT
310277,"CHILDRESS CAPITAL ADVISORS, LLC","CHILDRESS CAPITAL ADVISORS, LLC",HOUSTON,TX,0.83,100,MINOR_VARIANT
323461,"CHANNEL WEALTH, LLC","CHANNEL WEALTH, LLC",SANTA BARBARA,CA,0.83,100,MINOR_VARIANT
327434,"FOGUTH WEALTH MANAGEMENT, LLC.","FOGUTH WEALTH MANAGEMENT, LLC.",BRIGHTON,MI,0.83,100,MINOR_VARIANT
108067,MCLEAN ASSET MANAGEMENT CORP.,MCLEAN ASSET MANAGEMENT CORPORATION,TYSONS,VA,0.82,88,MINOR_VARIANT
108341,"A. N. CULBERTSON & COMPANY, INC.","A. N. CULBERTSON & COMPANY, INC.",CHARLOTTESVILLE,VA,0.82,100,MINOR_VARIANT
112326,"SOUTH STREET ADVISORS, LLC","SOUTH STREET ADVISORS, LLC",NEW YORK,NY,0.82,100,MINOR_VARIANT
116891,"LEONARD RICKEY INVESTMENT ADVISORS, P.L.L.C.","LEONARD RICKEY INVESTMENT ADVISORS, P.L.L.C.",YAKIMA,WA,0.82,100,MINOR_VARIANT
137283,"PYA WALTMAN CAPITAL, LLC","PYA WALTMAN CAPITAL, LLC",KNOXVILLE,TN,0.82,100,MINOR_VARIANT
150460,THREE BRIDGE WEALTH ADVISORS,"THREE BRIDGE WEALTH ADVISORS, LLC",LOS ALTOS,CA,0.82,92,MINOR_VARIANT
172688,"L2 ASSET MANAGEMENT, LLC","L2 ASSET MANAGEMENT, LLC",,,0.82,100,MINOR_VARIANT
287487,BRICKLEY WEALTH MANAGEMENT,BRICKLEY WEALTH MANAGEMENT,SAN MATEO,CA,0.82,100,MINOR_VARIANT
296271,MCGUIRE WEALTH MANAGEMENT,"MCGUIRE INVESTMENT GROUP, LLC",WAKEFIELD,RI,0.82,52,DBA_MISMATCH
113844,STRATEGIC PLANNING GROUP,"STRATEGIC PLANNING GROUP, LLC",BOUNTIFUL,UT,0.81,91,MINOR_VARIANT
115489,"BCS WEALTH MANAGEMENT, LLC","BCS FINANCIAL, LLC",JOHNSON CITY,TN,0.81,45,DBA_MISMATCH
123546,"PROSPECTOR PARTNERS, LLC","PROSPECTOR PARTNERS, LLC",GUILFORD,CT,0.81,100,MINOR_VARIANT
