crd,firm_name,legal_name,city,state,aum_billions,name_match_score,flag
107732,"WHITEGATE INVESTMENT COUNSELORS, INC.","WHITEGATE INVESTMENT COUNSELORS, INC.",CONCORD,NH,0.55,100,MINOR_VARIANT
117527,"SHANKERVALLEAU WEALTH ADVISORS, INC.","SHANKERVALLEAU WEALTH ADVISORS, INC.",SKOKIE,IL,0.55,100,MINOR_VARIANT
118923,"LOUNTZIS ASSET MANAGEMENT, LLC","LOUNTZIS ASSET MANAGEMENT, LLC",WYOMISSING,PA,0.55,100,MINOR_VARIANT
121484,"ABSOLUTE CAPITAL MANAGEMENT, LLC","ABSOLUTE CAPITAL MANAGEMENT, LLC",PITTSBURGH,PA,0.55,100,MINOR_VARIANT
138004,JRM INVESTMENT COUNSEL.,"JRM INVESTMENT COUNSEL, L.L.C.",,,0.55,83,MINOR_VARIANT
164147,"OMEGA FINANCIAL GROUP, LLC","OMEGA FINANCIAL GROUP, LLC",SANTA BARBARA,CA,0.55,100,MINOR_VARIANT
174490,"PURUS WEALTH MANAGEMENT, LLC","PURUS WEALTH MANAGEMENT, LLC",NEWPORT BEACH,CA,0.55,100,MINOR_VARIANT
289462,"HAMILTON WEALTH, LLC","HAMILTON WEALTH, LLC",LOS ANGELES,CA,0.55,100,MINOR_VARIANT
318345,"PRESILIUM PRIVATE WEALTH, LLC","PRESILIUM PRIVATE WEALTH, LLC",RADNOR,PA,0.55,100,MINOR_VARIANT
105052,"PLANNED SOLUTIONS, INC.","PLANNED SOLUTIONS FINANCIAL & INSURANCE SERVICES, INC.",FOLSOM,CA,0.54,57,DBA_MISMATCH
107034,DHJJ FINANCIAL ADVISORS,"DHJJ FINANCIAL ADVISORS, LTD.",NAPERVILLE,IL,0.54,88,MINOR_VARIANT
109318,DUMONT & BLAKE INVESTMENT ADVISORS LLC,DUMONT & BLAKE INVESTMENT ADVISORS LLC,PRINCETON,NJ,0.54,100,MINOR_VARIANT
114702,"CORUS FAMILY WEALTH ADVISORS, INC.","CORUS FAMILY WEALTH ADVISORS, INC.",MCKINNEY,TX,0.54,100,MINOR_VARIANT
120131,COMMON CENTS PLANNING,"PLANNING DIRECTIONS, INC.",GLEN MILLS,PA,0.54,61,DBA_MISMATCH
130609,"RR ADVISORS, LLC","RR ADVISORS, LLC",DALLAS,TX,0.54,100,MINOR_VARIANT
131208,REGENCY WEALTH MANAGEMENT,HUDSON CAPITAL MANAGEMENT LLC,RAMSEY,NJ,0.54,37,DBA_MISMATCH
146569,INTEGRAL WEALTH MANAGEMENT,"INTEGRAL INVESTMENT ADVISORS, INC.",TURLOCK,CA,0.54,50,DBA_MISMATCH
166601,RINGS CAPITAL MANAGEMENT LLC,RINGS CAPITAL MANAGEMENT LLC,CHICAGO,IL,0.54,100,MINOR_VARIANT
170999,"ARIADNE WEALTH MANAGEMENT, LP","ARIADNE WEALTH MANAGEMENT, LP",SANTA BARBARA,CA,0.54,100,MINOR_VARIANT
297634,"FIRETHORN WEALTH PARTNERS, LLC","FIRETHORN WEALTH PARTNERS, LLC",AUGUSTA,GA,0.54,100,MINOR_VARIANT
306548,PALUMBO WEALTH MANAGEMENT LLC,PALUMBO WEALTH MANAGEMENT LLC,GREAT NECK,NY,0.54,100,MINOR_VARIANT
307172,"GREY FOX WEALTH ADVISORS, LLC","GREY FOX WEALTH ADVISORS, LLC",ROCKLAND,DE,0.54,100,MINOR_VARIANT
309684,OXLER PRIVATE WEALTH,OXLER PRIVATE WEALTH LLC,RYE BROOK,NY,0.54,91,MINOR_VARIANT
313469,HILL ISLAND FINANCIAL LLC,HILL ISLAND FINANCIAL LLC,GRAND RAPIDS,MI,0.54,100,MINOR_VARIANT
327354,ATLANTIC EDGE PRIVATE WEALTH MANAGEMENT,"ATLANTIC EDGE PRIVATE WEALTH MANAGEMENT, LLC",,,0.54,94,MINOR_VARIANT
162014,TB ALTERNATIVE ASSETS LTD.,TB ALTERNATIVE ASSETS LTD.,GRAND CAYMAN,,0.54,100,MINOR_VARIANT
103727,"GAGNON SECURITIES, LLC","GAGNON SECURITIES, LLC",NEW YORK,NY,0.53,100,MINOR_VARIANT
106635,LK&A INVESTMENT COUNSEL,"LAWRENCE W. KELLY & ASSOCIATES, INC.",PASADENA,CA,0.53,31,DBA_MISMATCH
107533,SHIKIAR ASSET MANAGEMENT INC,SHIKIAR ASSET MANAGEMENT INC,NEW YORK,NY,0.53,100,MINOR_VARIANT
133623,BROGAN FINANCIAL,"BROGAN FINANCIAL, INC.",KNOXVILLE,TN,0.53,84,MINOR_VARIANT
158371,CANNELL CAPITAL LLC,CANNELL CAPITAL LLC,ALTA,WY,0.53,100,MINOR_VARIANT
158455,NORTHWEST QUADRANT WEALTH MANAGEMENT,"NORTHWEST QUADRANT, LLC",BEND,OR,0.53,64,DBA_MISMATCH
167306,"SEGRA CAPITAL MANAGEMENT, LLC","SEGRA CAPITAL MANAGEMENT, LLC",PALM BEACH,FL,0.53,100,MINOR_VARIANT
170361,MYSTIC ASSET MANAGEMENT,"MYSTIC ASSET MANAGEMENT, INC.",WARWICK,RI,0.53,88,MINOR_VARIANT
175477,"ARIES WEALTH MANAGEMENT, LLC","ARIES WEALTH MANAGEMENT, LLC",PORTLAND,ME,0.53,100,MINOR_VARIANT
282814,TRIUMPH CAPITAL MANAGEMENT,TRIUMPH CAPITAL MANAGEMENT,DENVER,CO,0.53,100,MINOR_VARIANT
282871,CORDATUS WEALTH MANAGEMENT LLC,CORDATUS WEALTH MANAGEMENT LLC,YARDLEY,PA,0.53,100,MINOR_VARIANT
283843,WESTSHORE WEALTH,"WESTSHORE WEALTH, LLC",NEWPORT BEACH,CA,0.53,86,MINOR_VARIANT
286005,"GLOBAL WEALTH MANAGEMENT INVESTMENT ADVISORY, INC.","GLOBAL WEALTH MANAGEMENT INVESTMENT ADVISORY, INC.",FORT LAUDERDALE,FL,0.53,100,MINOR_VARIANT
286587,NIA IMPACT CAPITAL,"NIA IMPACT ADVISORS, LLC",,,0.53,62,DBA_MISMATCH
309312,JACKSONVILLE WEALTH MANAGEMENT,"JACKSONVILLE WEALTH MANAGEMENT, LLC",JACKSONVILLE,FL,0.53,92,MINOR_VARIANT
315152,NOBLE FAMILY WEALTH,"NOBLE FAMILY WEALTH, LLC",CLEARWATER,FL,0.53,88,MINOR_VARIANT
105970,"FAIRFIELD, BUSH & CO.","FAIRFIELD, BUSH & CO.",DARIEN,CT,0.52,100,MINOR_VARIANT
106224,HARVEY CAPITAL MANAGEMENT INC,HARVEY CAPITAL MANAGEMENT INC,PALM BEACH,FL,0.52,100,MINOR_VARIANT
106749,M. KRAUS & COMPANY,M. KRAUS & COMPANY,SHELBURNE,VT,0.52,100,MINOR_VARIANT
107646,SOWA FINANCIAL GROUP,SOWA FINANCIAL GROUP INC,LINCOLN,RI,0.52,91,MINOR_VARIANT
108911,"HAHN CAPITAL MANAGEMENT, LLC","HAHN CAPITAL MANAGEMENT, LLC",WALNUT CREEK,CA,0.52,100,MINOR_VARIANT
109995,"STUART INVESTMENT ADVISORS, INC.","STUART INVESTMENT ADVISORS, INC.",AUSTIN,TX,0.52,100,MINOR_VARIANT
110988,BENIN MANAGEMENT CORP,BENIN MANAGEMENT CORP,,,0.52,100,MINOR_VARIANT
118366,"MOWERY & SCHOENFELD WEALTH MANAGEMENT, LLC","MOWERY & SCHOENFELD WEALTH MANAGEMENT, LLC",LINCOLNSHIRE,IL,0.52,100,MINOR_VARIANT
125147,"SPECTRUM FINANCIAL ALLIANCE, LTD., L.L.C.","SPECTRUM FINANCIAL ALLIANCE, LTD., L.L.C.",NICHOLASVILLE,KY,0.52,100,MINOR_VARIANT
128868,"NVEST FINANCIAL, LLC","NVEST FINANCIAL, LLC",PORTSMOUTH,NH,0.52,100,MINOR_VARIANT
129436,"DISCIPLINED EQUITY MANAGEMENT, INC.","DISCIPLINED EQUITY MANAGEMENT, INC.",NEPTUNE BEACH,FL,0.52,100,MINOR_VARIANT
157603,LIONSTONE CAPITAL MANAGEMENT LLC,LIONSTONE CAPITAL MANAGEMENT LLC,NEW YORK,NY,0.52,100,MINOR_VARIANT
164790,HIGHMARK WEALTH MANAGEMENT LLC,HIGHMARK WEALTH MANAGEMENT LLC,ST. PAUL,MN,0.52,100,MINOR_VARIANT
169573,"ALLIANCE WEALTH MANAGEMENT GROUP, LLC","ALLIANCE WEALTH MANAGEMENT GROUP, LLC",FLEMINGTON,NJ,0.52,100,MINOR_VARIANT
199513,"CASTLE ROCK WEALTH MANAGEMENT, LLC","CASTLE ROCK WEALTH MANAGEMENT, LLC",WALNUT CREEK,CA,0.52,100,MINOR_VARIANT
290105,UNCOMMON CENTS INVESTING,"UNCOMMON CENTS INVESTING, LLC",JANESVILLE,WI,0.52,91,MINOR_VARIANT
310710,"CONCORD ASSET MANAGEMENT, LLC","CONCORD ASSET MANAGEMENT, LLC",ABINGDON,VA,0.52,100,MINOR_VARIANT
311895,PREVATT CAPITAL LTD,PREVATT CAPITAL LTD,NASSAU,,0.52,100,MINOR_VARIANT
713,RICHARDS MERRILL WEALTH MANAGEMENT,"RICHARDS, MERRILL & PETERSON, INC.",SPOKANE,WA,0.51,53,DBA_MISMATCH
109638,"REZNY WEALTH MANAGEMENT, INC.","REZNY WEALTH MANAGEMENT, INC.",FORT MYERS,FL,0.51,100,MINOR_VARIANT
118268,"WP ADVISORS, LLC","WP ADVISORS, LLC",SAN FRANCISCO,CA,0.51,100,MINOR_VARIANT
148099,HAVEN WEALTH GROUP,HAVEN WEALTH GROUP LLC,HOUSTON,TX,0.51,90,MINOR_VARIANT
283972,BLUESPHERE ADVISORS LLC,BLUESPHERE ADVISORS LLC,EAST NORRITON,PA,0.51,100,MINOR_VARIANT
301040,WEALTHSPRING CAPITAL LLC,WEALTHSPRING CAPITAL LLC,WEST HARRISON,NY,0.51,100,MINOR_VARIANT
313110,ALLEGIANCE FINANCIAL GROUP,ALLEGIANCE FINANCIAL GROUP ADVISORY SERVICES LLC,VIENNA,VA,0.51,70,DBA_MISMATCH
316736,"ARGONAUTICA PRIVATE WEALTH MANAGEMENT, INC","ARGONAUTICA PRIVATE WEALTH MANAGEMENT, INC",WELLESLEY,MA,0.51,100,MINOR_VARIANT
168204,SYCALE ADVISORS,SYCALE ADVISORS (NY) LLC,NEW YORK,NY,0.51,77,DBA_MISMATCH
122545,"ALPHA FINANCIAL ADVISORS, LLC","ALPHA FINANCIAL ADVISORS, LLC",CHARLOTTE,NC,0.5,100,MINOR_VARIANT
125838,"HIGHLAND FINANCIAL ADVISORS, LLC","HIGHLAND FINANCIAL ADVISORS, LLC",WAYNE,NJ,0.5,100,MINOR_VARIANT
150374,PAULSON WEALTH MANAGEMENT INC.,PAULSON WEALTH MANAGEMENT INC.,WEST PALM BEACH,FL,0.5,100,MINOR_VARIANT
155810,RILEY FRIEDMAN ASSET MANAGEMENT,AIMZ INVESTMENT ADVISORS LLC,LOS ALTOS,CA,0.5,51,DBA_MISMATCH
159922,"PEAVINE CAPITAL, LLC","PEAVINE CAPITAL, LLC",,,0.5,100,MINOR_VARIANT
171541,"CHERRYDALE WEALTH MANAGEMENT, LLC","CHERRYDALE WEALTH MANAGEMENT, LLC",HOBOKEN,NJ,0.5,100,MINOR_VARIANT
282159,KALEIDOSCOPE CAPITAL,KALEIDOSCOPE CAPITAL LP,BOSTON,MA,0.5,93,MINOR_VARIANT
302075,EPG WEALTH MANAGEMENT LLC,EPG WEALTH MANAGEMENT LLC,ATLANTA,GA,0.5,100,MINOR_VARIANT
335680,STEINBERGANNA WEALTH MANAGEMENT LLC,SA WEALTH MANAGEMENT LLC,HUNTINGTON,NY,0.5,81,MINOR_VARIANT
168996,"HARPSWELL CAPITAL ADVISORS, LLC","HARPSWELL CAPITAL ADVISORS, LLC",YARMOUTH,ME,0.5,100,MINOR_VARIANT
157572,BRANT POINT INVESTMENT MANAGEMENT LLC,BRANT POINT INVESTMENT MANAGEMENT LLC,NEW YORK,NY,0.5,100,MINOR_VARIANT
105774,ROSENBLUM SILVERMAN SUTTON SF INC,ROSENBLUM SILVERMAN SUTTON SF INC,SAN FRANCISCO,CA,0.49,100,MINOR_VARIANT
110284,MONETARY MANAGEMENT GROUP INC,MONETARY MANAGEMENT GROUP INC,ST LOUIS,MO,0.49,100,MINOR_VARIANT
112474,"JDH WEALTH MANAGEMENT, LLC","JDH WEALTH MANAGEMENT, LLC",SANTA ROSA,CA,0.49,100,MINOR_VARIANT
115799,"HFM INVESTMENT ADVISORS, INC.","HFM INVESTMENT ADVISORS, INC.",,,0.49,100,MINOR_VARIANT
121064,"WHITCOMB & HESS, INC.","WHITCOMB & HESS, INC.",ASHLAND,OH,0.49,100,MINOR_VARIANT
136925,"IFRAH FINANCIAL SERVICES, INC.","IFRAH FINANCIAL SERVICES, INC.",LITTLE ROCK,AR,0.49,100,MINOR_VARIANT
137433,"BROADLEAF PARTNERS, LLC","BROADLEAF PARTNERS, LLC",HUDSON,OH,0.49,100,MINOR_VARIANT
148821,AIS PLANNING,"ACCREDITED INVESTOR SERVICES, LLC",ST. CLOUD,MN,0.49,27,DBA_MISMATCH
166886,CORNERSTONE WEALTH PLANNING,"CORNERSTONE PLANNING, LLC",CHARLOTTE,NC,0.49,77,DBA_MISMATCH
175419,"BELL & BROWN WEALTH ADVISORS, LLC","BELL & BROWN WEALTH ADVISORS, LLC",NEWPORT BEACH,CA,0.49,100,MINOR_VARIANT
177523,"DEDORA CAPITAL, INC.","DEDORA CAPITAL, INC.",NAPA,CA,0.49,100,MINOR_VARIANT
300314,"JACKSON SQUARE CAPITAL, LLC","JACKSON SQUARE CAPITAL, LLC",SAN FRANCISCO,CA,0.49,100,MINOR_VARIANT
317442,"CADEN CAPITAL PARTNERS, LP","CADEN CAPITAL PARTNERS, LP",,,0.49,100,MINOR_VARIANT
325809,ACORN CREEK CAPITAL LLC,ACORN CREEK CAPITAL LLC,FORT COLLINS,CO,0.49,100,MINOR_VARIANT
328865,POSTROCK PARTNERS LLC,POSTROCK PARTNERS LLC,OVERLAND PARK,KS,0.49,100,MINOR_VARIANT
170679,ALPHACENTRIC ADVISORS LLC,ALPHACENTRIC ADVISORS LLC,SAN JUAN,PR,0.49,100,MINOR_VARIANT
106244,MONARCH CAPITAL MANAGEMENT INC,MONARCH CAPITAL MANAGEMENT INC,FORT WAYNE,IN,0.48,100,MINOR_VARIANT
106618,"ASSET ADVISORY GROUP, INC.","ASSET ADVISORY GROUP, INC.",KINNELON,NJ,0.48,100,MINOR_VARIANT
109617,STEGINSKY CAPITAL LLC,STEGINSKY CAPITAL LLC,,,0.48,100,MINOR_VARIANT
111234,ENRICH FINANCIAL PARTNERS LLC,ENRICH FINANCIAL PARTNERS LLC,MADISON,WI,0.48,100,MINOR_VARIANT
113510,"ASTORIA STRATEGIC WEALTH, INC.","ASTORIA STRATEGIC WEALTH, INC.",,,0.48,100,MINOR_VARIANT
148343,"OLD WEST INVESTMENT MANAGEMENT, LLC","OLD WEST INVESTMENT MANAGEMENT, LLC",LOS ANGELES,CA,0.48,100,MINOR_VARIANT
148816,RESTON WEALTH MANAGEMENT,"RESTON WEALTH MANAGEMENT, LLC.",RESTON,VA,0.48,89,MINOR_VARIANT
154569,"THE GENWEALTH GROUP, INC.","THE GENWEALTH GROUP, INC.",MAPLEWOOD,NJ,0.48,100,MINOR_VARIANT
162012,GREENLEA LANE CAPITAL MANAGEMENT LLC,GREENLEA LANE CAPITAL MANAGEMENT LLC,,,0.48,100,MINOR_VARIANT
174427,GAINPLAN LLC,GAINPLAN LLC,BLOOMFIELD HILLS,MI,0.48,100,MINOR_VARIANT
281045,"GREAT OAK CAPITAL PARTNERS, LLC","GREAT OAK CAPITAL PARTNERS, LLC",SOUTH EASTON,MA,0.48,100,MINOR_VARIANT
282712,"HOWARD BAILEY SECURITIES, LLC","HOWARD BAILEY SECURITIES, LLC",FORT WAYNE,IN,0.48,100,MINOR_VARIANT
288215,MAYPORT WEALTH MANAGEMENT,"MAYPORT, LLC",,,0.48,43,DBA_MISMATCH
300019,MEREDITH WEALTH PLANNING,MEREDITH WEALTH PLANNING LLC,MARYVILLE,IL,0.48,92,MINOR_VARIANT
315730,MARION WEALTH MANAGEMENT,"MARION WEALTH MANAGEMENT, LLC",MONROEVILLE,PA,0.48,91,MINOR_VARIANT
318641,FIORI FINANCIAL GROUP,"FFG PARTNERS, LLC",FORT LAUDERDALE,FL,0.48,26,DBA_MISMATCH
106721,WELCH CAPITAL PARTNERS LLC,WELCH CAPITAL PARTNERS LLC,HARRISON,NY,0.48,100,MINOR_VARIANT
104766,PEGASUS ASSET MANAGEMENT INC,PEGASUS ASSET MANAGEMENT INC,MORRISTOWN,NJ,0.47,100,MINOR_VARIANT
107169,"BIRINYI ASSOCIATES, INC.","BIRINYI ASSOCIATES, INC.",WESTPORT,CT,0.47,100,MINOR_VARIANT
110367,LIGHTHOUSE FINANCIAL SERVICES INC,LIGHTHOUSE FINANCIAL SERVICES INC,BREA,CA,0.47,100,MINOR_VARIANT
111556,WHITE PINE INVESTMENT CO,WHITE PINE INVESTMENT COMPANY,LIVONIA,MI,0.47,91,MINOR_VARIANT
136372,HAMMOND ILES WEALTH ADVISORS,"KELLY FINANCIAL GROUP, LLC",WETHERSFIELD,CT,0.47,30,DBA_MISMATCH
151053,DREXEL MORGAN & CO.,DREXEL MORGAN & CO.,RADNOR,PA,0.47,100,MINOR_VARIANT
155436,"EMPIRICAL ASSET MANAGEMENT, LLC","EMPIRICAL ASSET MANAGEMENT, LLC",WELLESLEY,MA,0.47,100,MINOR_VARIANT
159882,MONUMENT WEALTH MANAGEMENT,"MONUMENT CAPITAL MANAGEMENT, LLC",ALEXANDRIA,VA,0.47,66,DBA_MISMATCH
171306,COIGN CAPITAL ADVISORS LLC,COIGN CAPITAL ADVISORS LLC,DRAPER,UT,0.47,100,MINOR_VARIANT
174115,"TRED AVON FAMILY WEALTH, LLC","TRED AVON FAMILY WEALTH, LLC",EASTON,MD,0.47,100,MINOR_VARIANT
288098,LIBRA WEALTH LLC,LIBRA WEALTH LLC,LOS GATOS,CA,0.47,100,MINOR_VARIANT
310207,"YARGER WEALTH STRATEGIES, LLC","YARGER WEALTH STRATEGIES, LLC",WESTERVILLE,OH,0.47,100,MINOR_VARIANT
315698,"INTERGY PRIVATE WEALTH, LLC","INTERGY PRIVATE WEALTH, LLC",COLORADO SPRINGS,CO,0.47,100,MINOR_VARIANT
108685,SIERRA ASSET MANAGEMENT,"SAM ADVISORS, LLC",OAKHURST,CA,0.46,35,DBA_MISMATCH
110650,"CLARK FINANCIAL SERVICES GROUP, INC.",CLARK FINANCIAL SERVICES GROUP INC,CHESTERFIELD,MO,0.46,97,MINOR_VARIANT
123457,"SARD WEALTH MANAGMENT GROUP, LLC","SARD WEALTH MANAGEMENT GROUP, LLC",ATLANTA,GA,0.46,98,MINOR_VARIANT
148052,PARKSHORE WEALTH MANAGEMENT,PARKSHORE WEALTH MANAGEMENT,GRANITE BAY,CA,0.46,100,MINOR_VARIANT
149861,"EVERGREEN ADVISORS, LLC","EVERGREEN ADVISORS, LLC",CHATTANOOGA,TN,0.46,100,MINOR_VARIANT
163833,MKT ADVISORS LLC,MKT ADVISORS LLC,CARLSBAD,CA,0.46,100,MINOR_VARIANT
170442,"MEASURED WEALTH PRIVATE CLIENT GROUP, LLC","MEASURED WEALTH PRIVATE CLIENT GROUP, LLC",PORTSMOUTH,NH,0.46,100,MINOR_VARIANT
271039,"SEASIDE WEALTH MANAGEMENT, INC.","SEASIDE WEALTH MANAGEMENT, INC.",CARLSBAD,CA,0.46,100,MINOR_VARIANT
277099,"STEWARDSHIP ADVISORS, LLC","STEWARDSHIP ADVISORS, LLC",MOUNT JOY,PA,0.46,100,MINOR_VARIANT
284496,SPG ADVISORS LLC,SPG ADVISORS LLC,KIRKLAND,WA,0.46,100,MINOR_VARIANT
285670,WILLOW CREEK FINANCIAL,"ORIN GREEN FINANCIAL, LLC",SAN DIEGO,CA,0.46,55,DBA_MISMATCH
286474,"PRISM ADVISORS, INC.","PRISM ADVISORS, INC.",STUDIO CITY,CA,0.46,100,MINOR_VARIANT
304952,"STRONGBOX WEALTH, LLC","STRONGBOX WEALTH, LLC",LEE'S SUMMIT,MO,0.46,100,MINOR_VARIANT
305239,HORIZON FINANCIAL,"HORIZON ADVISORY SERVICES, INC.",WEST HENRIETTA,NY,0.46,42,DBA_MISMATCH
316507,"DEEPWATER ASSET MANAGEMENT, LLC","DEEPWATER ASSET MANAGEMENT, LLC",MINNEAPOLIS,MN,0.46,100,MINOR_VARIANT
316866,"COVE PRIVATE WEALTH, LLC","COVE PRIVATE WEALTH, LLC",OYSTER BAY,NY,0.46,100,MINOR_VARIANT
288445,VERT ASSET MANAGEMENT LLC,VERT ASSET MANAGEMENT LLC,SAUSALITO,CA,0.46,100,MINOR_VARIANT
21274,UAS ASSET MANAGEMENT,"UNITED AMERICAN SECURITIES, INC.",NEW YORK,NY,0.45,31,DBA_MISMATCH
104648,CHASE INVESTMENT COUNSEL CORPORATION,CHASE INVESTMENT COUNSEL CORPORATION,CHARLOTTESVILLE,VA,0.45,100,MINOR_VARIANT
105807,"SEARCY FINANCIAL SERVICES, INC.","SEARCY FINANCIAL SERVICES, INC.",OVERLAND PARK,KS,0.45,100,MINOR_VARIANT
110465,HENDLEY & CO. INC.,HENDLEY & CO INC,ZANESVILLE,OH,0.45,94,MINOR_VARIANT
110559,PEAK FINANCIAL MANAGEMENT INC,PEAK FINANCIAL MANAGEMENT INC,WELLESLEY,MA,0.45,100,MINOR_VARIANT
115711,"HORRELL CAPITAL MANAGEMENT, INC.","HORRELL CAPITAL MANAGEMENT, INC.",LITTLE ROCK,AR,0.45,100,MINOR_VARIANT
140165,"5TH STREET ADVISORS, LLC","5TH STREET ADVISORS, LLC",SOUTHPORT,CT,0.45,100,MINOR_VARIANT
301274,"COLLECTIVE FAMILY OFFICE, LLC","COLLECTIVE FAMILY OFFICE, LLC",YORK,PA,0.45,100,MINOR_VARIANT
307625,MITCHELL & PAHL PRIVATE WEALTH,"MITCHELL & PAHL PRIVATE WEALTH, LLC",OKLAHOMA CITY,OK,0.45,92,MINOR_VARIANT
308026,"SHOREHAVEN WEALTH PARTNERS, LLC","SHOREHAVEN WEALTH PARTNERS, LLC",RED BANK,NJ,0.45,100,MINOR_VARIANT
309647,44 WEALTH MANAGEMENT LLC,44 WEALTH MANAGEMENT LLC,EUGENE,OR,0.45,100,MINOR_VARIANT
323541,"GUIDANCE CAPITAL, INC.","GUIDANCE CAPITAL, INC.",LOUISVILLE,KY,0.45,100,MINOR_VARIANT
310227,"HARRADEN CIRCLE INVESTMENTS, LLC","HARRADEN CIRCLE INVESTMENTS, LLC",NEW YORK,NY,0.45,100,MINOR_VARIANT
105151,HARBOR ADVISORY CORPORATION,HARBOR ADVISORY CORPORATION,PORTSMOUTH,NH,0.44,100,MINOR_VARIANT
106651,"ESSENTIAL PLANNING, LLC","ESSENTIAL PLANNING, LLC",PORTSMOUTH,NH,0.44,100,MINOR_VARIANT
107785,AVALON GLOBAL ASSET MANAGEMENT LLC,AVALON GLOBAL ASSET MANAGEMENT LLC,SAN FRANCISCO,CA,0.44,100,MINOR_VARIANT
108931,"THE MILWEALTH GROUP, LLC","THE MILWEALTH GROUP, LLC",MILWAUKEE,WI,0.44,100,MINOR_VARIANT
110787,MUHLENKAMP & CO INC,MUHLENKAMP & CO INC,WEXFORD,PA,0.44,100,MINOR_VARIANT
110928,"PRENTISS SMITH & COMPANY, INC.","PRENTISS SMITH & COMPANY, INC.",BRATTLEBORO,VT,0.44,100,MINOR_VARIANT
115361,"ACCESS FINANCIAL SERVICES, INC.","ACCESS FINANCIAL SERVICES, INC.",MINNEAPOLIS,MN,0.44,100,MINOR_VARIANT
119396,"NORTHSTAR FINANCIAL COMPANIES, INC.","NORTHSTAR FINANCIAL COMPANIES, INC.",CONSHOHOCKEN,PA,0.44,100,MINOR_VARIANT
125243,WIMMER ASSOCIATES LLC,"WIMMER ASSOCIATES I, LLC",PASADENA,CA,0.44,93,MINOR_VARIANT
133174,"SILVERLEAFE CAPITAL PARTNERS, LLC","SILVERLEAFE CAPITAL PARTNERS, LLC",GERMANTOWN,TN,0.44,100,MINOR_VARIANT
147872,PRECISION FINANCIAL SERVICES,"PFS PARTNERS, LLC",MINE HILL,NJ,0.44,36,DBA_MISMATCH
151365,"BILTMORE WEALTH MANAGEMENT, LLC","BILTMORE WEALTH MANAGEMENT, LLC",TEMPE,AZ,0.44,100,MINOR_VARIANT
152054,"ROSECAP INVESTMENT ADVISORS, LLC","ROSECAP INVESTMENT ADVISORS, LLC",GRAND JUNCTION,CO,0.44,100,MINOR_VARIANT
158693,"LANDMARK WEALTH MANAGEMENT, LLC","LANDMARK WEALTH MANAGEMENT, LLC",MELVILLE,NY,0.44,100,MINOR_VARIANT
162329,"LDR CAPITAL MANAGEMENT, LLC","LDR CAPITAL MANAGEMENT, LLC",NEW YORK,NY,0.44,100,MINOR_VARIANT
167893,"BYRNE FINANCIAL FREEDOM, LLC","BYRNE FINANCIAL FREEDOM, LLC",FRANKLIN,MA,0.44,100,MINOR_VARIANT
268812,"MCCOLLUM CHRISTOFERSON GROUP, LLC","MCCOLLUM CHRISTOFERSON GROUP, LLC",AMHERST,NY,0.44,100,MINOR_VARIANT
284868,"DENVER WEALTH MANAGEMENT, INC.","DENVER WEALTH MANAGEMENT, INC.",DENVER,CO,0.44,100,MINOR_VARIANT
297180,COUNCIL OAK WEALTH ADVISORS,"COWA, LLC",TULSA,OK,0.44,28,DBA_MISMATCH
298165,"AVAII WEALTH MANAGEMENT, LLC","AVAII WEALTH MANAGEMENT, LLC",APPLETON,WI,0.44,100,MINOR_VARIANT
306882,LANSING STREET ADVISORS,LANSING STREET ADVISORS LLC,AMBLER,PA,0.44,92,MINOR_VARIANT
337216,VANTUS WEALTH,VANTUS WEALTH LLC,LANCASTER,PA,0.44,87,MINOR_VARIANT
160804,"KERRISDALE ADVISERS, LLC","KERRISDALE ADVISERS, LLC",MIAMI BEACH,FL,0.44,100,MINOR_VARIANT
106228,VAN STRUM & TOWNE INC,VAN STRUM & TOWNE INC,SAN FRANCISCO,CA,0.43,100,MINOR_VARIANT
108652,"ENDOWMENT WEALTH MANAGEMENT, INC.","ENDOWMENT WEALTH MANAGEMENT, INC.",APPLETON,WI,0.43,100,MINOR_VARIANT
108742,MARK SHEPTOFF FINANCIAL PLANNING LLC,MARK SHEPTOFF FINANCIAL PLANNING LLC,GLASTONBURY,CT,0.43,100,MINOR_VARIANT
108834,ASSEMBLY WEALTH,WRAPMANAGER INC,MILL VALLEY,CA,0.43,20,DBA_MISMATCH
112046,"GRAYBILL WEALTH MANAGEMENT, LTD.","GRAYBILL WEALTH MANAGEMENT, LTD.",ELMHURST,IL,0.43,100,MINOR_VARIANT
116850,"VALUEWORKS, LLC",VALUEWORKS LLC,NEW YORK CITY,NY,0.43,97,MINOR_VARIANT
118519,"PHYSICIANS FINANCIAL SERVICES, INC.","PHYSICIANS FINANCIAL SERVICES, INC.",RALEIGH,NC,0.43,100,MINOR_VARIANT
122092,"DELTA FINANCIAL ADVISORS, L.L.C.","DELTA FINANCIAL ADVISORS, L.L.C.",METAIRIE,LA,0.43,100,MINOR_VARIANT
125058,"SYMPHONY FINANCIAL SERVICES, INC.","SYMPHONY FINANCIAL SERVICES, INC.",AKRON,OH,0.43,100,MINOR_VARIANT
128366,"ETF PORTFOLIO PARTNERS, INC.","ETF PORTFOLIO PARTNERS, INC.",LEAWOOD,KS,0.43,100,MINOR_VARIANT
159301,INVESTOR FAN,"INVESTOR'S FIDUCIARY ADVISOR NETWORK, LLC",,,0.43,42,DBA_MISMATCH
